['FGR'],[[1.10055139]],[[1.94256526]],[[2.0016279]],[[2.03401243]],[[2.25282292]],[[2.54989371]],[[2.14916733]],[[1.33216345]],[[1.03005802]],[[1.04542921]],[[1.29135139]],[[1.52108746]],[[1.28661271]]
['CAPG'],[[1.03344479]],[[2.01645294]],[[2.03967267]],[[2.03106357]],[[2.06500818]],[[2.19760257]],[[1.73929036]],[[1.41591308]],[[1.124588]],[[1.07461245]],[[1.06622021]],[[1.32572479]],[[1.13806884]]
['PHKA2'],[[1.01054671]],[[1.58452718]],[[1.63332235]],[[1.65552086]],[[1.5775662]],[[1.77355055]],[[1.52696941]],[[1.2892734]],[[1.03940519]],[[0.95029984]],[[1.01070061]],[[1.14146736]],[[0.98437453]]
['WWC3'],[[0.96125299]],[[1.3975323]],[[1.43033006]],[[1.38782081]],[[1.49763689]],[[1.35958079]],[[1.32486674]],[[1.13962731]],[[1.29830728]],[[1.26941601]],[[1.10794484]],[[1.25367864]],[[1.07261635]]
['HEBP2'],[[0.82784546]],[[1.70797523]],[[1.70589586]],[[1.726486]],[[1.67098027]],[[1.5646318]],[[1.37933692]],[[1.14331194]],[[0.96471628]],[[0.92029249]],[[0.97184644]],[[1.18226381]],[[0.99838549]]
['PPP1R12A'],[[0.85042752]],[[1.7942819]],[[1.78609547]],[[1.82631023]],[[1.81733339]],[[1.56813634]],[[1.22968413]],[[1.06752544]],[[0.81299684]],[[0.88760026]],[[0.8700166]],[[1.0031902]],[[0.86253885]]
['TBXAS1'],[[0.98429186]],[[1.76087714]],[[1.87721035]],[[1.8660429]],[[1.97461635]],[[1.87546504]],[[1.62443841]],[[1.32815286]],[[1.09823929]],[[0.97613894]],[[1.14635159]],[[1.30431285]],[[1.1130144]]
['LPAR2'],[[0.89629613]],[[1.4548639]],[[1.47626614]],[[1.51101901]],[[1.50349941]],[[1.46001502]],[[1.55450766]],[[1.18971787]],[[0.99951384]],[[0.88126532]],[[0.93576288]],[[1.14925822]],[[0.98680717]]
['CNN2'],[[0.95238012]],[[1.62729185]],[[1.66852012]],[[1.62785407]],[[1.74813559]],[[1.74142894]],[[1.46108577]],[[1.03667419]],[[0.95379791]],[[0.96245414]],[[0.87215401]],[[1.09270337]],[[0.8804024]]
['FAR2'],[[0.97122156]],[[1.524081]],[[1.51850646]],[[1.58965646]],[[1.61158371]],[[1.8320942]],[[1.81915723]],[[1.3344674]],[[1.13247558]],[[1.04235343]],[[1.08909564]],[[1.30692855]],[[1.13105561]]
['GNAI3'],[[0.89047841]],[[1.70227743]],[[1.70397328]],[[1.74801983]],[[1.6898954]],[[1.62457616]],[[1.46211963]],[[1.20707495]],[[0.91564186]],[[0.92164791]],[[1.03261373]],[[1.19075908]],[[1.00646247]]
['OAT'],[[0.92621903]],[[1.85395466]],[[1.89736279]],[[1.88752009]],[[1.97559185]],[[1.88741771]],[[1.43275186]],[[1.14065363]],[[1.15202172]],[[1.25959193]],[[0.90658119]],[[1.11486861]],[[0.95288977]]
['PYGM'],[[1.10163974]],[[1.23786074]],[[1.29390198]],[[1.37415315]],[[1.20445467]],[[1.1184348]],[[1.33486012]],[[1.2353345]],[[1.28861192]],[[0.91007426]],[[0.98529005]],[[1.06707632]],[[0.93074622]]
['NEDD4'],[[0.83116055]],[[2.13326052]],[[2.12679937]],[[2.45156214]],[[2.55682973]],[[1.97972949]],[[1.14049759]],[[1.0608301]],[[0.85459748]],[[0.88209117]],[[0.85586597]],[[0.98611935]],[[0.89705264]]
['CLTCL1'],[[0.99577912]],[[2.42688233]],[[2.31680488]],[[2.22231011]],[[2.29346443]],[[1.91006152]],[[1.5143798]],[[1.55895776]],[[1.3530309]],[[1.10509935]],[[1.46214611]],[[1.55884787]],[[1.36132723]]
['WIPI1'],[[0.99285914]],[[1.70363533]],[[1.739296]],[[1.75493059]],[[1.91901487]],[[1.9199006]],[[1.55940096]],[[1.42167889]],[[1.35096138]],[[1.30337363]],[[1.26926104]],[[1.35715102]],[[1.21746096]]
['NDST1'],[[1.01728138]],[[2.10832227]],[[2.007296]],[[1.96944798]],[[2.03340678]],[[1.78406726]],[[1.34744327]],[[1.30740324]],[[1.28268474]],[[1.19590633]],[[1.21310543]],[[1.28128034]],[[1.17151566]]
['ST6GALNAC2'],[[0.94952319]],[[1.72111519]],[[1.72783379]],[[1.81066917]],[[1.72261812]],[[1.66407471]],[[1.54513622]],[[1.08724449]],[[1.05756608]],[[1.05274228]],[[1.30193061]],[[1.4367958]],[[1.30640943]]
['CYBRD1'],[[0.9656273]],[[1.67032342]],[[1.59753868]],[[1.6096662]],[[1.6969959]],[[1.51245372]],[[1.20696827]],[[1.15824361]],[[1.33764067]],[[1.40489569]],[[1.37694069]],[[1.46505357]],[[1.33294948]]
['ACTN1'],[[0.93197291]],[[1.62312502]],[[1.66880374]],[[1.62896459]],[[1.76058246]],[[1.78852355]],[[1.55999801]],[[1.22224317]],[[1.23376865]],[[1.11247068]],[[1.04608298]],[[1.17272427]],[[0.98934386]]
['P4HA2'],[[1.06186236]],[[1.7050791]],[[2.05640728]],[[1.98812225]],[[1.69399327]],[[2.0331195]],[[2.11069209]],[[2.17086623]],[[1.62278817]],[[0.95678127]],[[0.99129736]],[[1.37778973]],[[0.95979719]]
['TMEM38A'],[[0.9859706]],[[3.01661779]],[[2.76856833]],[[2.58583305]],[[2.40827608]],[[2.16791384]],[[1.69141186]],[[1.44922974]],[[1.24975303]],[[1.35450832]],[[0.9653464]],[[1.20990648]],[[1.03412268]]
['PANX2'],[[0.90117419]],[[1.85243043]],[[1.80664509]],[[1.66780533]],[[1.80677564]],[[1.44646424]],[[1.30269413]],[[1.09938669]],[[1.08050232]],[[0.99074247]],[[0.98508464]],[[1.12333885]],[[0.94428198]]
['EIF4G3'],[[0.91045232]],[[1.64073204]],[[1.7586996]],[[1.83316063]],[[1.88521539]],[[1.4302833]],[[1.21089565]],[[1.11114171]],[[1.10141318]],[[1.03673512]],[[0.98804318]],[[1.1160718]],[[0.97236746]]
['SLC25A40'],[[0.94252703]],[[2.11369525]],[[2.06616892]],[[2.16290527]],[[1.92326005]],[[1.64501323]],[[1.24095041]],[[1.14700334]],[[0.8757887]],[[1.05074818]],[[0.89197245]],[[0.98171199]],[[0.86028343]]
['PLD1'],[[0.87599676]],[[1.81051227]],[[1.75958966]],[[1.80781076]],[[1.82331644]],[[1.53775331]],[[1.20299216]],[[1.1520126]],[[0.88886469]],[[0.91621993]],[[0.98629129]],[[1.09777446]],[[0.95018264]]
['STXBP2'],[[1.07119166]],[[1.82006613]],[[1.85209926]],[[1.88310196]],[[1.97274471]],[[2.32574103]],[[2.21720691]],[[1.68050426]],[[1.46952546]],[[1.2565239]],[[1.14810395]],[[1.36533988]],[[1.17835627]]
['DGKD'],[[1.09435197]],[[1.56797006]],[[1.57388918]],[[1.58327961]],[[1.68383333]],[[1.74188105]],[[1.46625192]],[[1.22703626]],[[1.18818382]],[[1.04369529]],[[1.09082366]],[[1.19053932]],[[1.03875085]]
['ACER3'],[[0.91456851]],[[1.88940224]],[[1.99161627]],[[2.12759794]],[[2.04721222]],[[2.01454469]],[[1.64649282]],[[1.36491261]],[[1.16168918]],[[1.16427115]],[[0.98505102]],[[1.11389447]],[[0.99713222]]
['NRDC'],[[0.86684538]],[[1.59896591]],[[1.65122344]],[[1.67784861]],[[1.66465764]],[[1.50319151]],[[1.32169641]],[[1.19427206]],[[1.07819007]],[[1.15826516]],[[0.85562807]],[[0.99113978]],[[0.8479408]]
['PGM1'],[[0.91959147]],[[1.96141478]],[[1.89673682]],[[1.82879479]],[[1.88863476]],[[1.90254666]],[[1.32266943]],[[1.20717059]],[[1.01364173]],[[1.00147925]],[[0.97516206]],[[1.11216028]],[[0.94654802]]
['PLOD1'],[[1.10519897]],[[1.73635802]],[[1.74180889]],[[1.66304742]],[[1.7629033]],[[1.90338438]],[[1.71480034]],[[1.44842248]],[[1.26222354]],[[1.11730204]],[[1.21494496]],[[1.30469333]],[[1.18666674]]
['SSH1'],[[1.00191366]],[[1.88013946]],[[1.89938463]],[[1.90620204]],[[1.93432219]],[[1.9961921]],[[1.56978949]],[[1.09864745]],[[1.0364976]],[[0.9375329]],[[1.04242141]],[[1.20289774]],[[1.06482545]]
['APLP2'],[[0.9131878]],[[1.5986416]],[[1.61894196]],[[1.53982923]],[[1.63020852]],[[1.76814578]],[[1.4645925]],[[1.28748921]],[[1.01931635]],[[1.01228346]],[[1.01052089]],[[1.16910731]],[[1.00590658]]
['CD82'],[[0.95969586]],[[1.65352412]],[[1.66528501]],[[1.67633066]],[[1.8675233]],[[2.10688172]],[[1.55701538]],[[1.17149721]],[[1.10171639]],[[0.93495548]],[[1.01134161]],[[1.22370861]],[[0.9819116]]
['SNX10'],[[0.87795851]],[[1.61716307]],[[1.60958465]],[[1.61908943]],[[1.68871116]],[[1.78197827]],[[1.51135474]],[[1.14572238]],[[0.82091921]],[[0.96638712]],[[0.84532447]],[[0.95085164]],[[0.8185839]]
['LAT2'],[[0.92349155]],[[1.74130507]],[[1.78425707]],[[1.75762785]],[[1.81505975]],[[1.69543935]],[[1.36019091]],[[1.116448]],[[1.02435262]],[[1.00421819]],[[0.99463336]],[[1.15662575]],[[0.97825947]]
['TRIP6'],[[0.94773916]],[[1.34980555]],[[1.38579298]],[[1.48692867]],[[1.43572919]],[[1.16758677]],[[1.07570599]],[[1.00679739]],[[0.81012626]],[[0.91070707]],[[0.87544935]],[[1.04205397]],[[0.90603845]]
['LPCAT2'],[[0.81663679]],[[1.51553724]],[[1.52704128]],[[1.51749814]],[[1.56969101]],[[1.86038945]],[[1.40649406]],[[0.9890222]],[[0.67058747]],[[0.87761658]],[[0.75950476]],[[0.95546893]],[[0.79636652]]
['RFX2'],[[1.01714857]],[[1.37330277]],[[1.52443253]],[[1.65900488]],[[1.78482735]],[[2.30586312]],[[2.01048414]],[[1.13264836]],[[0.9611006]],[[0.84112035]],[[0.98838385]],[[1.30541383]],[[0.99337266]]
['NSFL1C'],[[1.04461218]],[[1.57221588]],[[1.63499515]],[[1.72287971]],[[1.70652284]],[[1.53945369]],[[1.42118296]],[[1.27258125]],[[1.08727037]],[[0.921147]],[[1.04829254]],[[1.1544474]],[[1.01162926]]
['PXN'],[[1.01286924]],[[1.74392911]],[[1.76485898]],[[1.7717415]],[[1.86207054]],[[1.80075275]],[[1.52515415]],[[1.06876528]],[[0.93419042]],[[0.90999695]],[[1.0302659]],[[1.23257397]],[[1.00974225]]
['GMIP'],[[0.99698759]],[[1.5784753]],[[1.60420651]],[[1.60725588]],[[1.67473327]],[[1.65248553]],[[1.57188988]],[[1.18277744]],[[1.04241599]],[[0.95135313]],[[1.02069053]],[[1.20034478]],[[1.02332967]]
['MAEA'],[[0.95533896]],[[1.56033912]],[[1.58258744]],[[1.59022906]],[[1.61888968]],[[1.51545733]],[[1.30761114]],[[1.00750017]],[[0.94202432]],[[0.9089543]],[[0.98311684]],[[1.10737842]],[[0.94399581]]
['OSBPL8'],[[0.78193682]],[[1.49990949]],[[1.45877997]],[[1.42664042]],[[1.3821168]],[[1.39852971]],[[1.30408949]],[[1.14261586]],[[0.83614808]],[[0.93033117]],[[0.9813089]],[[1.043404]],[[0.90093973]]
['CMTM6'],[[0.81734605]],[[1.78384105]],[[1.76670545]],[[1.78692998]],[[1.77665213]],[[1.76296023]],[[1.45798762]],[[1.18809755]],[[0.86423447]],[[0.96005013]],[[0.92807889]],[[1.08461507]],[[0.91624893]]
['PPP2R3C'],[[0.8984894]],[[1.64435665]],[[1.6289832]],[[1.7288389]],[[1.50520811]],[[1.30585052]],[[1.1952597]],[[1.11251064]],[[0.79417334]],[[1.02309841]],[[0.99818299]],[[1.10427962]],[[0.96994534]]
['UNC13D'],[[1.03515093]],[[1.45499943]],[[1.4599796]],[[1.48175762]],[[1.58292797]],[[1.58394237]],[[1.48026509]],[[1.16315327]],[[1.12968117]],[[1.00398784]],[[1.07666787]],[[1.20046808]],[[1.02719933]]
['LRRFIP2'],[[1.04973997]],[[1.9852947]],[[2.06985931]],[[2.10496679]],[[2.04875457]],[[1.66815533]],[[1.39782447]],[[1.24639119]],[[1.10096403]],[[1.10350743]],[[0.94744008]],[[1.08288849]],[[0.93066539]]
['NANS'],[[0.96529102]],[[1.81559641]],[[1.90517013]],[[1.83177161]],[[1.77810101]],[[1.5938432]],[[1.37697663]],[[1.11267855]],[[1.04761227]],[[0.98946425]],[[0.98438958]],[[1.2135726]],[[1.05240588]]
['GTPBP1'],[[1.02388627]],[[2.12918846]],[[2.19930737]],[[2.22460125]],[[2.16438203]],[[1.48380837]],[[1.19919642]],[[1.03514506]],[[1.17556795]],[[1.18029361]],[[1.04813702]],[[1.23508765]],[[1.06475437]]
['TOM1'],[[1.02606671]],[[1.48003693]],[[1.50495954]],[[1.54850446]],[[1.63480025]],[[1.68516865]],[[1.42463863]],[[1.2045031]],[[1.11831186]],[[1.02773431]],[[0.9990275]],[[1.21117566]],[[1.00497966]]
['THOC5'],[[0.94328086]],[[1.48554987]],[[1.48507055]],[[1.52426168]],[[1.4796353]],[[1.50567689]],[[1.36516296]],[[1.06104839]],[[0.93318347]],[[0.82921499]],[[0.87631959]],[[1.06877894]],[[0.85909366]]
['CSF2RB'],[[0.94321808]],[[1.63999547]],[[1.67490237]],[[1.62501845]],[[1.75695207]],[[1.62320844]],[[1.5508869]],[[0.96877267]],[[0.81507967]],[[0.90243761]],[[0.96813965]],[[1.16031803]],[[0.94634168]]
['PRMT5'],[[0.9396781]],[[1.39750259]],[[1.44518214]],[[1.43263699]],[[1.44927607]],[[1.67251595]],[[1.60811677]],[[1.16623972]],[[1.06229823]],[[0.89487589]],[[0.90082798]],[[1.07428107]],[[0.87147437]]
['RIN3'],[[1.05286193]],[[1.80245653]],[[1.7985877]],[[1.79220391]],[[1.91308783]],[[1.82182076]],[[1.56648344]],[[1.15586766]],[[1.04531877]],[[0.95755388]],[[1.10322496]],[[1.2553762]],[[1.0762321]]
['C20orf24'],[[0.95878621]],[[1.85784314]],[[1.71381254]],[[1.81422102]],[[1.96367626]],[[1.87761338]],[[1.53002225]],[[1.14126996]],[[1.00853864]],[[0.91794454]],[[1.11627982]],[[1.33956783]],[[1.10785124]]
['TPD52L2'],[[0.91912511]],[[1.44200177]],[[1.46510307]],[[1.45003844]],[[1.50299261]],[[1.69986446]],[[1.46829692]],[[1.186772]],[[1.03039061]],[[1.0217775]],[[1.03953443]],[[1.19935083]],[[1.01392033]]
['DNAJC5'],[[0.98981334]],[[1.59559648]],[[1.65111714]],[[1.69642155]],[[1.78664731]],[[1.78983668]],[[1.42432791]],[[1.14745163]],[[1.02038285]],[[1.00305518]],[[1.06861161]],[[1.25159904]],[[1.10397652]]
['RASSF2'],[[0.85556572]],[[1.54269862]],[[1.56733184]],[[1.56919722]],[[1.63548105]],[[1.73914172]],[[1.51906565]],[[1.17104871]],[[0.9530799]],[[0.94877996]],[[0.98378579]],[[1.12017755]],[[0.96537844]]
['SIRPB1'],[[0.87073378]],[[1.72236316]],[[1.72858869]],[[1.74789154]],[[1.76843576]],[[1.96427216]],[[1.691312]],[[1.22759663]],[[0.95208451]],[[0.94558862]],[[1.10867102]],[[1.23609363]],[[1.01840979]]
['DNTTIP1'],[[1.00727664]],[[1.88982909]],[[1.79819496]],[[1.80765612]],[[1.82449046]],[[1.87894379]],[[1.57175527]],[[1.2146181]],[[1.01657214]],[[1.0020456]],[[1.01746686]],[[1.19690155]],[[0.94437356]]
['ZNF516'],[[0.92313398]],[[1.34819888]],[[1.31992391]],[[1.33151706]],[[1.48102117]],[[1.74805954]],[[1.63067036]],[[1.26747794]],[[1.1250491]],[[0.96959933]],[[1.10774334]],[[1.2239611]],[[1.05248884]]
['PLP2'],[[0.99081259]],[[1.88583252]],[[1.91792377]],[[1.86463779]],[[1.96216656]],[[2.40034537]],[[1.90375157]],[[1.42697868]],[[1.14415559]],[[1.11554337]],[[1.01571455]],[[1.19566184]],[[0.99409335]]
['KCND1'],[[1.25123241]],[[1.67309605]],[[1.73581226]],[[1.77409533]],[[1.62696518]],[[1.15992747]],[[1.45615425]],[[1.20966058]],[[1.04546436]],[[1.0437729]],[[0.99092273]],[[1.24340917]],[[1.05638239]]
['PGK1'],[[0.97329503]],[[1.83254174]],[[1.85648335]],[[1.85022704]],[[1.98074898]],[[2.03585877]],[[1.62916991]],[[1.24018655]],[[1.00795455]],[[1.02549373]],[[1.01273315]],[[1.18011403]],[[0.99735356]]
['RP2'],[[0.92517012]],[[1.79643207]],[[1.80130065]],[[1.77516242]],[[1.8911046]],[[1.94059286]],[[1.62845189]],[[1.26234329]],[[0.99780804]],[[1.04680279]],[[0.94886047]],[[1.12768337]],[[0.94733715]]
['DNAJC3'],[[0.85197666]],[[1.33020936]],[[1.27285709]],[[1.25795282]],[[1.44639331]],[[1.80816852]],[[1.49406812]],[[1.09884209]],[[0.84525814]],[[0.89131859]],[[0.79557613]],[[0.93588632]],[[0.76747639]]
['MGRN1'],[[1.03116153]],[[1.72252427]],[[1.68761068]],[[1.71657782]],[[1.7355463]],[[1.69696185]],[[1.49237104]],[[1.15396367]],[[1.18493312]],[[1.07957576]],[[1.23352379]],[[1.38402615]],[[1.20807825]]
['MAPK3'],[[1.00080996]],[[1.48809814]],[[1.46076362]],[[1.44835034]],[[1.58135953]],[[1.80257522]],[[1.64472154]],[[1.28390578]],[[1.10621325]],[[1.07681132]],[[1.00886358]],[[1.18952747]],[[0.96564859]]
['GDPD3'],[[0.86651108]],[[1.08896907]],[[1.09805373]],[[1.18975531]],[[1.30216044]],[[1.17893089]],[[1.44957627]],[[1.16612256]],[[1.08607843]],[[0.91112691]],[[0.91700813]],[[1.09412894]],[[0.93821871]]
['NECAB2'],[[1.00907206]],[[1.52923208]],[[1.21495993]],[[1.1385113]],[[1.09723034]],[[1.16322186]],[[1.4736859]],[[1.65849138]],[[1.80906114]],[[1.14223948]],[[1.25430943]],[[1.49378581]],[[1.2509258]]
['MEFV'],[[0.92117927]],[[1.50851868]],[[1.54539115]],[[1.58984185]],[[1.68573978]],[[1.78341134]],[[1.66686478]],[[1.2005874]],[[1.0629199]],[[1.0004088]],[[1.10970182]],[[1.30253922]],[[1.11661554]]
['ZNF106'],[[0.88886632]],[[1.60539631]],[[1.56825975]],[[1.55987013]],[[1.66546333]],[[1.7452291]],[[1.42512994]],[[1.12616413]],[[0.8941509]],[[0.88315189]],[[0.95292155]],[[1.06967747]],[[0.92869055]]
['CPQ'],[[0.92536636]],[[1.57793874]],[[1.58547621]],[[1.57804848]],[[1.56323645]],[[1.53793901]],[[1.58543593]],[[1.34300096]],[[1.04506046]],[[0.88749746]],[[1.04919734]],[[1.17961684]],[[1.03993182]]
['TRPS1'],[[0.97175162]],[[1.94835901]],[[2.14841906]],[[2.34699899]],[[2.27874709]],[[1.48440702]],[[1.2180834]],[[1.17999262]],[[1.0019062]],[[0.95133577]],[[1.03659196]],[[1.17412114]],[[1.02707189]]
['ASAH1'],[[0.92498792]],[[1.76644656]],[[1.75588515]],[[1.69085747]],[[1.67741443]],[[2.09539223]],[[1.74402232]],[[1.37962109]],[[1.10001525]],[[1.0663588]],[[0.9597657]],[[1.03820797]],[[0.91678854]]
['FCGRT'],[[0.99112974]],[[1.48923095]],[[1.44605622]],[[1.44413672]],[[1.51276918]],[[1.6147656]],[[1.61817698]],[[1.28120323]],[[1.10942056]],[[1.03793575]],[[1.15774872]],[[1.31306091]],[[1.12493458]]
['RAB3D'],[[0.85728417]],[[1.67177328]],[[1.68731381]],[[1.69555372]],[[1.79346228]],[[1.81717328]],[[1.55456618]],[[1.20966598]],[[1.01665864]],[[0.96376851]],[[0.99422256]],[[1.10681325]],[[0.96851142]]
['PLPPR2'],[[0.94410506]],[[1.82451814]],[[1.84942652]],[[1.79400769]],[[1.84640016]],[[1.83444065]],[[1.5529002]],[[1.25095651]],[[1.0679791]],[[1.05880925]],[[1.15999094]],[[1.26792938]],[[1.05377381]]
['MOSPD3'],[[1.06750279]],[[2.1177882]],[[2.07132978]],[[2.07842697]],[[2.19969892]],[[1.90359127]],[[1.49531245]],[[1.28960636]],[[1.3917938]],[[1.12506115]],[[1.10109848]],[[1.3187844]],[[1.17274826]]
['IMPDH1'],[[0.95994671]],[[1.69378388]],[[1.70188978]],[[1.66645489]],[[1.83446609]],[[1.99417883]],[[1.72448332]],[[1.24326743]],[[1.04365426]],[[0.96351624]],[[0.95698558]],[[1.14506736]],[[0.94615793]]
['UBE2R2'],[[0.88500109]],[[1.5862351]],[[1.6137952]],[[1.55997733]],[[1.70945924]],[[1.80320517]],[[1.57919197]],[[1.1806671]],[[1.03906797]],[[1.04536079]],[[0.95250472]],[[1.10944151]],[[0.91408551]]
['MAP3K8'],[[1.04207711]],[[2.02430748]],[[1.95504158]],[[1.77546628]],[[1.79191624]],[[1.56185488]],[[1.41702264]],[[1.06996232]],[[0.87632473]],[[0.91032808]],[[1.00532891]],[[1.12016955]],[[0.92090636]]
['P2RX1'],[[0.93708572]],[[1.92708704]],[[1.91968002]],[[1.98697166]],[[1.91410195]],[[1.93482065]],[[1.68071478]],[[1.43494953]],[[1.30657386]],[[1.03591271]],[[1.03372218]],[[1.09432676]],[[1.04950538]]
['GALK1'],[[1.10129867]],[[1.60674726]],[[1.52777074]],[[1.37593595]],[[1.71286891]],[[1.92594849]],[[1.64021202]],[[1.18209583]],[[1.12748272]],[[0.94093806]],[[1.02912602]],[[1.26042088]],[[1.03102929]]
['DUSP3'],[[1.03171045]],[[1.78773374]],[[1.8078935]],[[1.67621715]],[[1.68096695]],[[1.60411639]],[[1.44551113]],[[1.19971648]],[[1.12766446]],[[1.10156253]],[[1.01401361]],[[1.16417181]],[[0.98067952]]
['PRKAR1A'],[[0.92306676]],[[1.76864427]],[[1.75578406]],[[1.70865375]],[[1.73024457]],[[1.79207212]],[[1.49137452]],[[1.18350311]],[[0.98453389]],[[0.98294581]],[[0.99388997]],[[1.11910484]],[[0.96056224]]
['CHIC2'],[[0.87660739]],[[1.57139254]],[[1.65445001]],[[1.61008811]],[[1.72888931]],[[1.52158259]],[[1.23238486]],[[1.15472855]],[[0.99545711]],[[1.08139252]],[[0.8910938]],[[1.06772632]],[[0.93932093]]
['UBE2D3'],[[0.86972934]],[[1.58313909]],[[1.58872509]],[[1.58397742]],[[1.47504194]],[[1.33280878]],[[1.2083044]],[[1.19640718]],[[1.20578647]],[[1.40968511]],[[0.90666018]],[[1.0703993]],[[0.94030057]]
['GALNT7'],[[0.90455242]],[[1.32393151]],[[1.33993884]],[[1.33604465]],[[1.34841335]],[[1.29302304]],[[1.3340486]],[[1.24311191]],[[0.92594858]],[[1.02987952]],[[0.91930996]],[[1.01243486]],[[0.88760953]]
['HTATIP2'],[[0.97925237]],[[1.67402425]],[[1.71270007]],[[1.52497355]],[[1.60937515]],[[1.66273887]],[[1.4333557]],[[1.30851477]],[[1.13993462]],[[1.10456547]],[[0.97476895]],[[1.09663288]],[[0.98575616]]
['MS4A6A'],[[0.93267164]],[[1.93957079]],[[1.99739963]],[[2.03861136]],[[2.03536005]],[[2.08061436]],[[1.64119059]],[[1.43023627]],[[1.03386161]],[[0.99943092]],[[1.25963529]],[[1.38533334]],[[1.17302812]]
['RNF141'],[[0.88028287]],[[1.8852392]],[[1.87500517]],[[1.86061053]],[[1.88437142]],[[2.01318606]],[[1.37422944]],[[1.05741738]],[[0.80171985]],[[0.93065617]],[[1.0611276]],[[1.22263765]],[[1.05409053]]
['CBL'],[[0.85713124]],[[1.36488396]],[[1.37518706]],[[1.42976953]],[[1.54626059]],[[1.61955619]],[[1.4350137]],[[1.04830981]],[[0.92021086]],[[0.91041309]],[[0.98062971]],[[1.11410824]],[[0.94121872]]
['NECTIN1'],[[1.03512731]],[[1.58539319]],[[1.58030967]],[[1.4587696]],[[1.41260184]],[[1.35350019]],[[1.2650387]],[[1.09091331]],[[1.02400952]],[[1.03474474]],[[1.27041347]],[[1.41372251]],[[1.25030411]]
['TCIRG1'],[[1.08719136]],[[1.57546132]],[[1.54183127]],[[1.55214301]],[[1.66693843]],[[1.65854252]],[[1.57861769]],[[1.19050075]],[[1.06704644]],[[1.00430665]],[[1.09804042]],[[1.27482309]],[[1.10519305]]
