['CFLAR'],[[0.87673131]],[[1.82657627]],[[1.84627177]],[[1.94725957]],[[1.94598293]],[[1.6326892]],[[1.42604944]],[[1.09576712]],[[0.88640716]],[[0.79576238]],[[0.90349817]],[[1.09824366]],[[0.90921518]]
['RAB27A'],[[0.85523745]],[[2.03077694]],[[1.99392754]],[[2.00814666]],[[1.96877988]],[[1.85413862]],[[1.42754645]],[[1.15041045]],[[0.84837112]],[[0.90694445]],[[0.8334179]],[[0.98668391]],[[0.84313441]]
['JMJD6'],[[0.9259084]],[[2.44235224]],[[2.38541772]],[[2.32679412]],[[2.2391134]],[[1.72422868]],[[1.11037019]],[[0.89598607]],[[0.90492096]],[[0.85310526]],[[0.90869124]],[[1.05868985]],[[0.87292306]]
['MAP4K4'],[[0.88914964]],[[1.7394334]],[[1.76333889]],[[1.71862804]],[[1.75088729]],[[1.59517969]],[[1.30388746]],[[1.07095963]],[[0.99038675]],[[1.00583847]],[[0.8840224]],[[1.00937701]],[[0.87615016]]
['UBE2D1'],[[0.84488327]],[[1.85544145]],[[1.86032495]],[[1.89002962]],[[1.81681887]],[[1.90092103]],[[1.63107214]],[[1.1621314]],[[0.85268183]],[[0.88313305]],[[0.89237587]],[[1.03887383]],[[0.84503563]]
['ALPK1'],[[0.89301017]],[[1.74086607]],[[1.82535339]],[[1.97863041]],[[1.84351369]],[[1.7519957]],[[1.54064677]],[[1.11008142]],[[0.7852562]],[[0.71094011]],[[0.93311106]],[[1.10146597]],[[0.87638988]]
['VPS9D1'],[[1.1710489]],[[2.21895474]],[[2.30273464]],[[2.48924098]],[[2.453588]],[[2.00245847]],[[1.47523337]],[[1.12217802]],[[1.08822099]],[[0.91793548]],[[1.07641724]],[[1.39630375]],[[1.06018544]]
['FNDC3B'],[[0.86443289]],[[1.75056115]],[[2.01867469]],[[2.18863873]],[[2.22379787]],[[1.4897524]],[[1.20891186]],[[0.99639807]],[[0.79390408]],[[0.78881055]],[[0.82061304]],[[1.01398947]],[[0.84727189]]
['FOSL2'],[[0.80866792]],[[2.02078118]],[[2.10743314]],[[2.01375864]],[[2.12509134]],[[1.83145511]],[[1.43944235]],[[0.97487987]],[[0.90394217]],[[0.84945353]],[[0.98529551]],[[1.13902997]],[[0.96962555]]
['RAB7A'],[[0.9195589]],[[1.63719961]],[[1.70064511]],[[1.65340373]],[[1.76890377]],[[1.72396175]],[[1.4802053]],[[1.18700846]],[[1.01836987]],[[0.98676104]],[[0.96823434]],[[1.11478429]],[[0.98382278]]
['NT5C2'],[[0.85507616]],[[1.8712854]],[[1.86532807]],[[1.87999793]],[[1.78021669]],[[1.44746984]],[[1.23947861]],[[1.07375501]],[[0.83948513]],[[0.92008859]],[[0.93297234]],[[1.07061349]],[[0.90413073]]
['APBB1IP'],[[0.84146179]],[[1.71397405]],[[1.75309392]],[[1.76743294]],[[1.82343982]],[[1.77743484]],[[1.47478227]],[[1.09011568]],[[0.83033279]],[[0.81738393]],[[0.83257087]],[[0.99444301]],[[0.82326558]]
['RSBN1'],[[0.8833057]],[[2.22440539]],[[2.20362256]],[[2.19332555]],[[2.10881658]],[[1.41246156]],[[0.92937546]],[[0.85856773]],[[0.75307615]],[[0.89397638]],[[0.81879376]],[[0.95027627]],[[0.84214069]]
['STK17B'],[[0.91680785]],[[2.02575615]],[[2.02889551]],[[2.0682157]],[[1.98553736]],[[1.64688554]],[[1.1673857]],[[1.10139744]],[[0.82930938]],[[0.99430866]],[[0.87964533]],[[1.04309431]],[[0.92294576]]
['ZMPSTE24'],[[0.92034676]],[[1.69191222]],[[1.73197329]],[[1.59572823]],[[1.64008361]],[[1.33425493]],[[1.26234464]],[[1.14118772]],[[0.92303979]],[[1.01706879]],[[0.91849438]],[[1.04825391]],[[0.94065237]]
['VNN3'],[[0.79945971]],[[1.88818142]],[[1.87387354]],[[1.90389952]],[[1.76856651]],[[1.10742405]],[[0.99885295]],[[1.03075668]],[[0.82275442]],[[0.89817143]],[[1.03415859]],[[1.02836248]],[[0.86912332]]
['JAK2'],[[0.82960611]],[[2.00836627]],[[2.03146659]],[[2.06461344]],[[1.98300951]],[[1.61317856]],[[1.22021224]],[[1.08591287]],[[0.7872759]],[[0.97103673]],[[0.87134841]],[[0.94980097]],[[0.88782177]]
['SH3GLB1'],[[0.88132488]],[[2.2597853]],[[2.23812232]],[[2.18936514]],[[2.17936428]],[[1.83548959]],[[1.40043798]],[[1.13004943]],[[0.95090791]],[[1.0259578]],[[0.84225725]],[[0.96853866]],[[0.82944704]]
['GADD45B'],[[1.00337139]],[[2.12210214]],[[2.0701366]],[[1.96951514]],[[2.04852475]],[[1.55152488]],[[1.15244166]],[[0.84885305]],[[0.91262368]],[[0.96230059]],[[0.91057674]],[[1.12476381]],[[0.99127847]]
['PACSIN2'],[[0.84563498]],[[1.8207624]],[[1.86844159]],[[1.82499717]],[[1.82055068]],[[1.63368325]],[[1.44496523]],[[1.05917305]],[[1.00626376]],[[0.97989944]],[[0.97315522]],[[1.12277148]],[[0.92130536]]
['BIK'],[[0.64181565]],[[1.83263233]],[[1.70856373]],[[1.81260778]],[[1.34307443]],[[1.5773043]],[[1.02945298]],[[0.79558123]],[[0.68940975]],[[0.88652849]],[[0.74276168]],[[0.64245328]],[[0.6229167]]
['MTMR3'],[[0.94855718]],[[1.89586694]],[[1.93075302]],[[1.95704797]],[[2.01063272]],[[1.89216543]],[[1.55791547]],[[1.27486097]],[[1.16787352]],[[1.0549804]],[[1.02616997]],[[1.17516607]],[[1.01703635]]
['VCPKMT'],[[0.86630572]],[[1.65519628]],[[1.7962932]],[[1.83057764]],[[1.62262744]],[[1.0716979]],[[1.17841588]],[[1.1054436]],[[0.88359395]],[[0.85916771]],[[0.89840346]],[[1.02024747]],[[0.86288269]]
['SOS2'],[[0.78106035]],[[2.00284524]],[[2.04033072]],[[2.09162353]],[[1.98431567]],[[1.62870514]],[[1.35371044]],[[1.12898381]],[[0.77026062]],[[0.87680836]],[[0.82296274]],[[0.95440373]],[[0.80809756]]
['HIF1A'],[[0.85665996]],[[2.50774443]],[[2.58055129]],[[2.55689889]],[[2.3910704]],[[1.49199511]],[[1.22144618]],[[1.25003881]],[[0.84089744]],[[0.96938657]],[[0.96143493]],[[1.08356217]],[[0.91576784]]
['DICER1'],[[0.93421224]],[[1.83847831]],[[1.84279775]],[[1.86559522]],[[1.81788006]],[[1.43337219]],[[1.24021624]],[[1.15037606]],[[0.92475142]],[[0.96287352]],[[0.99763671]],[[1.07744327]],[[0.96284725]]
['PCNX1'],[[0.89819669]],[[1.97666581]],[[1.9865058]],[[2.04323384]],[[2.09079457]],[[1.75089856]],[[1.26795512]],[[1.06776871]],[[0.90007551]],[[0.89008654]],[[1.04912179]],[[1.18821917]],[[1.01783881]]
['RNF24'],[[0.79202818]],[[1.76668658]],[[1.76706468]],[[1.75247041]],[[1.85268931]],[[1.73577707]],[[1.42232358]],[[0.91435831]],[[0.77366971]],[[0.78978353]],[[0.80840289]],[[0.97151881]],[[0.80606665]]
['HCK'],[[0.93208557]],[[2.04057535]],[[2.11168993]],[[2.08209262]],[[2.15355118]],[[2.03316052]],[[1.64270255]],[[1.08397211]],[[0.85569164]],[[0.88515341]],[[0.95734034]],[[1.17303175]],[[0.96375838]]
['VAPA'],[[0.82728533]],[[2.21555089]],[[2.26931133]],[[2.24660876]],[[2.16873096]],[[1.67932292]],[[1.23590718]],[[1.11247463]],[[0.87054867]],[[0.96325509]],[[0.83059984]],[[1.01225547]],[[0.85695235]]
['STS'],[[1.19971401]],[[1.87619198]],[[1.94547394]],[[1.86516462]],[[2.03661749]],[[1.9224018]],[[1.66288332]],[[1.34804766]],[[1.43640936]],[[1.27495992]],[[1.04592399]],[[1.27282511]],[[1.07825464]]
['RUBCNL'],[[0.6877151]],[[1.94265671]],[[1.8979593]],[[1.76310804]],[[1.49293558]],[[1.01319305]],[[0.86756149]],[[0.7014075]],[[0.68994909]],[[0.86984734]],[[0.76625687]],[[0.82388706]],[[0.65260921]]
['TNFSF13B'],[[0.87934983]],[[2.85110169]],[[2.92192832]],[[2.872114]],[[2.82643782]],[[2.1677621]],[[1.47351078]],[[1.17447339]],[[0.74716655]],[[0.83394817]],[[0.80551669]],[[1.07668189]],[[0.78934932]]
['VWA8'],[[0.93781412]],[[1.7147704]],[[1.91570981]],[[2.21843076]],[[2.18532447]],[[0.82241129]],[[0.78575483]],[[0.83653931]],[[0.843984]],[[1.00731301]],[[0.85731403]],[[0.95513469]],[[0.82997377]]
['STK3'],[[0.71948543]],[[1.58744253]],[[1.83192152]],[[2.20394717]],[[2.31985067]],[[1.42982467]],[[1.09858038]],[[0.99829302]],[[0.69741691]],[[0.88712169]],[[0.84900668]],[[0.99977749]],[[0.88238407]]
['DENND3'],[[0.93179201]],[[1.7764631]],[[1.8183397]],[[1.9272288]],[[1.89896786]],[[1.60847708]],[[1.4052216]],[[1.07616764]],[[0.90096132]],[[0.84750341]],[[0.98088578]],[[1.0839376]],[[0.89819023]]
['JAK3'],[[0.9477376]],[[2.0801911]],[[2.18484651]],[[2.31219439]],[[2.36734881]],[[1.56053072]],[[1.38749205]],[[1.05467512]],[[0.93940181]],[[0.87062844]],[[0.91041259]],[[1.10726896]],[[0.91772187]]
['VSIR'],[[1.05029084]],[[2.03785439]],[[2.0905436]],[[2.05205431]],[[2.2453776]],[[2.14161402]],[[1.8186471]],[[1.34931178]],[[1.10593398]],[[1.02898573]],[[1.14118122]],[[1.33335018]],[[1.09453999]]
['WSB1'],[[0.87907091]],[[2.50538412]],[[2.52223666]],[[2.65112483]],[[2.42329888]],[[1.75906922]],[[1.24220656]],[[1.09866153]],[[0.81877685]],[[0.90432011]],[[1.00104592]],[[1.10505448]],[[0.9700785]]
['HIPK3'],[[0.87179061]],[[1.72399585]],[[1.76835504]],[[1.77117886]],[[1.80736857]],[[1.57354252]],[[1.37531945]],[[1.06350256]],[[0.93829069]],[[0.97348317]],[[0.90231342]],[[1.06616175]],[[0.92830576]]
['PPM1H'],[[0.75212108]],[[1.78579823]],[[1.51848427]],[[1.41727784]],[[1.06286139]],[[1.41030847]],[[1.29318296]],[[1.32372733]],[[1.12685575]],[[1.16473815]],[[1.13506741]],[[1.20871513]],[[1.08652671]]
['TBC1D30'],[[0.97712744]],[[1.87261679]],[[1.85394532]],[[2.01407034]],[[1.98200809]],[[1.32156772]],[[1.18584175]],[[0.99569004]],[[0.65510629]],[[0.80458095]],[[1.14688435]],[[1.17427791]],[[0.95949877]]
['LPCAT3'],[[0.94938896]],[[2.07121759]],[[2.15538483]],[[2.18706145]],[[2.1473678]],[[1.75463071]],[[1.41730591]],[[1.02981212]],[[0.99811073]],[[0.92135657]],[[0.98711068]],[[1.17328036]],[[0.99219459]]
['NEDD9'],[[0.99794506]],[[1.5618383]],[[1.61196829]],[[1.70796459]],[[1.84040628]],[[1.49372313]],[[1.28065893]],[[1.06635246]],[[0.96120458]],[[1.00614503]],[[1.11468059]],[[1.2538962]],[[1.11036353]]
['RIPOR2'],[[0.93978707]],[[1.98451872]],[[2.02561635]],[[2.00271603]],[[2.10344278]],[[1.78604594]],[[1.37629041]],[[0.97878228]],[[0.89424762]],[[0.91206674]],[[0.89711024]],[[1.07242323]],[[0.92825125]]
['TREML2'],[[0.93051191]],[[2.32411448]],[[2.38675027]],[[2.32960739]],[[2.44730978]],[[1.87956829]],[[1.42301298]],[[0.88789445]],[[0.81208972]],[[0.93487398]],[[1.14159847]],[[1.36290364]],[[1.14197754]]
['E2F3'],[[0.86399656]],[[2.11337844]],[[2.12174087]],[[2.12550311]],[[2.0385367]],[[1.70999621]],[[1.32222064]],[[1.15714755]],[[0.9881196]],[[0.96359118]],[[1.02267376]],[[1.14850064]],[[1.00846924]]
['BTNL8'],[[0.85097768]],[[1.87432465]],[[1.89883211]],[[1.9475647]],[[1.79813677]],[[1.82252663]],[[1.64577326]],[[1.17100107]],[[0.96824122]],[[0.91566393]],[[1.0689108]],[[1.27239317]],[[1.02819629]]
['ERGIC1'],[[1.033873]],[[1.97617323]],[[2.02302387]],[[2.03966087]],[[2.13136623]],[[1.97214218]],[[1.68115626]],[[1.23410421]],[[1.16717716]],[[1.00253086]],[[1.09886066]],[[1.27205675]],[[1.08603729]]
['GBE1'],[[0.89777834]],[[1.95859703]],[[1.94001431]],[[2.08287934]],[[1.93335252]],[[1.54521861]],[[1.37520371]],[[1.27330579]],[[0.97991243]],[[1.04288082]],[[0.99963355]],[[1.13038376]],[[1.01887967]]
['FRMD4B'],[[0.98943292]],[[3.09275009]],[[3.33422406]],[[3.21528807]],[[2.95661338]],[[2.18352677]],[[1.59249728]],[[1.250434]],[[1.11505551]],[[0.99192335]],[[1.22441187]],[[1.29568802]],[[1.15085158]]
['PECR'],[[0.80949499]],[[2.09705509]],[[2.17276238]],[[2.26902958]],[[2.15863328]],[[1.85111991]],[[1.3230973]],[[1.05605888]],[[0.91343566]],[[0.84730464]],[[0.83555358]],[[0.96147299]],[[0.85074096]]
['OTX1'],[[0.76016303]],[[1.55818588]],[[1.6983913]],[[1.70681547]],[[1.69546424]],[[1.78084084]],[[1.32805092]],[[0.96785487]],[[0.93600518]],[[0.94865951]],[[0.93700022]],[[1.02590081]],[[0.74540825]]
['ARID3A'],[[0.92200646]],[[1.78988293]],[[1.74188912]],[[1.83832731]],[[2.03713694]],[[1.81215785]],[[1.50369573]],[[1.04296947]],[[0.98479244]],[[0.99680296]],[[1.06256591]],[[1.20064742]],[[0.98937185]]
['IVNS1ABP'],[[0.86538398]],[[2.16274704]],[[2.22637755]],[[2.15161861]],[[2.07659214]],[[1.44975327]],[[1.06285941]],[[1.07996449]],[[0.83161151]],[[0.96707353]],[[0.96656517]],[[1.05505698]],[[0.92548135]]
['RGS2'],[[0.72632409]],[[2.03793018]],[[2.09326045]],[[2.0172669]],[[2.02635436]],[[1.87902303]],[[1.37516204]],[[0.9957851]],[[0.67740574]],[[0.83998773]],[[0.80290305]],[[0.89014993]],[[0.73926798]]
['CD58'],[[0.89398854]],[[2.01283504]],[[2.05041434]],[[2.06642085]],[[1.8972752]],[[1.68343524]],[[1.30566003]],[[1.16356677]],[[0.77705325]],[[1.06221423]],[[0.95908179]],[[1.06085304]],[[0.91724278]]
['OSCP1'],[[1.29287987]],[[2.93181617]],[[1.75547274]],[[2.65371304]],[[2.35005465]],[[1.65064251]],[[0.56290385]],[[0.43498113]],[[0.77345095]],[[1.59910492]],[[1.48459298]],[[1.63370589]],[[1.57208592]]
['CTBS'],[[0.76241549]],[[1.74043678]],[[1.69763109]],[[1.68601553]],[[1.69165926]],[[1.56954972]],[[1.35552492]],[[1.17202973]],[[0.80687052]],[[0.8892848]],[[0.8802502]],[[1.05299091]],[[0.89119343]]
['RPS6KA1'],[[0.98971823]],[[2.03039085]],[[2.05336173]],[[2.01590997]],[[1.9890905]],[[1.81390234]],[[1.47140585]],[[1.07965553]],[[0.9583764]],[[0.93142733]],[[0.98515603]],[[1.1904083]],[[0.99351054]]
['OSBPL9'],[[0.84299417]],[[2.056476]],[[2.09702885]],[[2.19333548]],[[2.15497961]],[[1.74135233]],[[1.18951644]],[[1.05841118]],[[0.85307697]],[[0.94698779]],[[0.86819808]],[[1.02367603]],[[0.89735642]]
['ATF6'],[[0.93722281]],[[1.74160954]],[[1.8858246]],[[1.92501805]],[[2.00068172]],[[1.53893722]],[[1.25739144]],[[1.09936331]],[[0.84137108]],[[0.82007896]],[[0.88222859]],[[1.08641182]],[[0.89300631]]
['RNF146'],[[0.8504096]],[[2.13118258]],[[2.1080227]],[[2.13339776]],[[2.20378952]],[[1.96826498]],[[1.52493461]],[[1.24640381]],[[0.86556644]],[[0.83102083]],[[0.85181647]],[[0.98618634]],[[0.85948025]]
['FBXL5'],[[0.73715786]],[[1.82764724]],[[1.82334029]],[[1.88972541]],[[1.84633423]],[[1.53151723]],[[1.18629718]],[[1.04899476]],[[0.69081541]],[[0.83410751]],[[0.72422916]],[[0.83383979]],[[0.70571636]]
['NDUFB3'],[[0.86245115]],[[1.63122869]],[[1.69233313]],[[1.70659797]],[[1.77584224]],[[1.71280024]],[[1.36770198]],[[1.00141399]],[[0.83883624]],[[0.92791338]],[[0.76911328]],[[0.97121564]],[[0.78758411]]
['TRPM6'],[[0.75778736]],[[1.71951768]],[[1.73907045]],[[1.7587578]],[[1.63630038]],[[1.05308839]],[[0.96312899]],[[0.82565671]],[[0.63348812]],[[0.93915118]],[[1.09550545]],[[1.22476965]],[[1.09002256]]
['HSDL2'],[[0.85655541]],[[2.06880471]],[[2.01157283]],[[1.94773111]],[[1.90387794]],[[1.9804187]],[[1.62678374]],[[1.2181888]],[[0.92988655]],[[0.95287817]],[[0.9416873]],[[1.03238431]],[[0.86956029]]
['CSF3R'],[[0.90522503]],[[1.71748589]],[[1.75394134]],[[1.84443042]],[[1.8944317]],[[1.91468736]],[[1.65350583]],[[1.2192388]],[[1.00811023]],[[0.85762187]],[[1.04484469]],[[1.24222398]],[[0.98189563]]
['EPCAM'],[[1.20486048]],[[1.65763085]],[[2.53907139]],[[2.062021]],[[1.72481153]],[[1.41629516]],[[1.44257825]],[[0.96355663]],[[1.31593888]],[[1.22620312]],[[1.27586519]],[[1.51943979]],[[1.53525379]]
['TEK'],[[1.26205711]],[[0.77436138]],[[1.01324352]],[[1.17645167]],[[0.73003314]],[[1.30290168]],[[0.26847182]],[[1.14175377]],[[0.81559336]],[[1.25803235]],[[2.97386457]],[[3.2115276]],[[2.646468]]
['TSHZ3'],[[0.94123802]],[[2.28594219]],[[2.30170987]],[[2.1397901]],[[2.14506628]],[[1.83117511]],[[1.41966667]],[[1.00108339]],[[0.92497672]],[[0.93673514]],[[0.93592606]],[[1.02840482]],[[0.92817957]]
['TBC1D15'],[[0.81713934]],[[1.96569722]],[[2.05453589]],[[1.99728609]],[[1.74174693]],[[0.92551555]],[[0.82151503]],[[0.96300943]],[[0.8452897]],[[0.95562784]],[[0.82729131]],[[0.97592483]],[[0.85757803]]
['GTDC1'],[[0.92760468]],[[2.01578827]],[[2.12630537]],[[2.32244514]],[[2.40713584]],[[1.26539167]],[[1.01725412]],[[1.1560598]],[[0.94704277]],[[1.00961987]],[[0.925847]],[[1.0203523]],[[0.88000625]]
['SPATA1'],[[0.66506903]],[[1.97556147]],[[2.10109809]],[[2.04314284]],[[1.89497478]],[[1.98648677]],[[1.62877908]],[[1.14931901]],[[0.92625276]],[[0.80683818]],[[0.91259443]],[[1.5223585]],[[1.20369682]]
['TNFAIP6'],[[0.97621082]],[[2.09763865]],[[2.06010883]],[[1.96548346]],[[1.89047891]],[[1.7878313]],[[1.51510056]],[[1.32475544]],[[0.98073823]],[[1.04785832]],[[1.16667536]],[[1.76650375]],[[1.14445694]]
['ACSL3'],[[0.88129818]],[[2.21709455]],[[2.32010835]],[[2.30722744]],[[2.11868003]],[[1.39827445]],[[1.0268009]],[[0.97948419]],[[0.82460858]],[[0.86782922]],[[0.77816466]],[[0.93919425]],[[0.81954008]]
['PREX1'],[[1.0096736]],[[1.92214845]],[[1.95611656]],[[1.92755961]],[[2.05826014]],[[1.70316545]],[[1.43424039]],[[1.07805634]],[[0.99103631]],[[0.92305016]],[[1.02702093]],[[1.21014653]],[[1.00862726]]
['TREM1'],[[0.89715192]],[[1.70104459]],[[1.78473813]],[[1.71568715]],[[1.79251218]],[[1.76274413]],[[1.55616888]],[[1.16252098]],[[0.96735445]],[[0.975323]],[[1.1278536]],[[1.21629072]],[[1.0276381]]
['FFAR2'],[[0.90549538]],[[2.00328259]],[[1.93829064]],[[1.87258455]],[[1.86079573]],[[1.75570523]],[[1.56594566]],[[0.89816616]],[[0.66060483]],[[0.72887213]],[[0.79779635]],[[1.04537629]],[[0.80969085]]
['HNRNPH2'],[[0.89282302]],[[1.81713611]],[[1.86081219]],[[1.84022708]],[[1.78762261]],[[1.59050702]],[[1.28596414]],[[1.03662682]],[[0.87437743]],[[0.88730168]],[[0.91337132]],[[1.07846521]],[[0.89935761]]
['KDM4B'],[[0.9681022]],[[1.6809822]],[[1.6761836]],[[1.68703372]],[[1.71464878]],[[1.59019679]],[[1.47033605]],[[1.14288766]],[[1.07836951]],[[1.00281516]],[[1.0374727]],[[1.19887089]],[[1.01548703]]
['HIP1'],[[0.86404162]],[[1.80170502]],[[1.80273859]],[[1.83939511]],[[1.92390475]],[[1.71170378]],[[1.39653843]],[[1.11413262]],[[0.93143034]],[[0.91830375]],[[0.61078244]],[[0.79743924]],[[0.49957817]]
['STEAP4'],[[0.70871228]],[[1.77278843]],[[1.75691656]],[[1.68029847]],[[1.60152585]],[[1.25563166]],[[1.23090021]],[[0.9836579]],[[0.72254308]],[[0.85570047]],[[0.84639467]],[[0.93705609]],[[0.79999692]]
['APOBEC3A'],[[0.92004565]],[[1.99277474]],[[1.99315912]],[[2.02648534]],[[2.00549818]],[[1.7285866]],[[1.62992211]],[[1.23595389]],[[0.98111206]],[[0.93094522]],[[1.08249112]],[[1.28507184]],[[1.0469111]]
['ADCY4'],[[0.96999036]],[[1.74971303]],[[1.84922409]],[[1.92938375]],[[1.77682228]],[[1.19501457]],[[1.21721107]],[[1.21962412]],[[1.06811937]],[[0.81864875]],[[1.06874125]],[[1.22467977]],[[1.07140763]]
