['FGR'],[[0.94535081]],[[1.41461519]],[[1.46649893]],[[1.50381769]],[[1.52724251]],[[2.00802802]],[[1.71465702]],[[1.45295618]],[[1.27790432]],[[1.0488136]],[[1.08027011]],[[1.04977545]],[[0.96559975]]
['PANX2'],[[0.92255026]],[[1.99676068]],[[1.99591624]],[[2.01321019]],[[1.92805674]],[[1.31806707]],[[0.9402778]],[[0.98809871]],[[0.96917668]],[[1.07170414]],[[1.01508112]],[[0.98633836]],[[0.89457199]]
['EIF4G3'],[[0.97434696]],[[1.4272216]],[[1.3771993]],[[1.4151023]],[[1.50513187]],[[1.4183158]],[[1.15423574]],[[1.15544067]],[[1.20117968]],[[1.22468912]],[[0.94093237]],[[0.93618921]],[[0.95130571]]
['SLC25A40'],[[0.94940733]],[[1.34976008]],[[1.35876483]],[[1.39782455]],[[1.54104783]],[[1.65650845]],[[1.34002089]],[[1.08359682]],[[1.10568499]],[[1.11956002]],[[0.87801137]],[[0.9813562]],[[0.88429852]]
['PLD1'],[[0.93312831]],[[1.45795862]],[[1.55150758]],[[1.56438096]],[[1.70073115]],[[1.6508516]],[[1.48843262]],[[1.20395888]],[[1.20156761]],[[1.29924431]],[[0.97148807]],[[1.063166]],[[1.00118648]]
['STXBP2'],[[1.0145548]],[[1.53952514]],[[1.5237368]],[[1.56817361]],[[1.58220977]],[[1.68621925]],[[1.42055724]],[[1.32773858]],[[1.41257158]],[[1.43194086]],[[1.07096269]],[[1.06075381]],[[1.0572283]]
['DGKD'],[[1.08124506]],[[2.07402598]],[[2.02571292]],[[2.05219422]],[[1.82616574]],[[1.69810452]],[[1.31382467]],[[1.2061766]],[[1.16553233]],[[1.08101873]],[[1.0809414]],[[1.0501001]],[[1.05416545]]
['ACER3'],[[0.90848828]],[[0.75067276]],[[0.85349903]],[[0.89117758]],[[1.09928409]],[[1.78249247]],[[1.64692388]],[[1.42137499]],[[1.40767808]],[[1.11699793]],[[0.78024682]],[[0.92093052]],[[0.84191008]]
['NRDC'],[[0.97485831]],[[1.66071097]],[[1.71995062]],[[1.78724542]],[[1.97888358]],[[1.79686169]],[[1.39594704]],[[1.19414001]],[[1.17406011]],[[1.51568492]],[[1.00810423]],[[1.03654613]],[[1.01567026]]
['PGM1'],[[1.06890304]],[[2.03470001]],[[2.02067133]],[[1.96321687]],[[1.83987887]],[[1.76615151]],[[1.17317016]],[[1.02799084]],[[1.03417439]],[[1.21509325]],[[1.01745345]],[[1.07076999]],[[0.99930904]]
['PLOD1'],[[0.99530323]],[[2.14717826]],[[2.12233569]],[[2.16193398]],[[2.09997136]],[[1.54326029]],[[1.34473577]],[[1.39354658]],[[1.25145737]],[[1.21447958]],[[1.01887043]],[[1.09378711]],[[0.97631966]]
['SSH1'],[[0.9957317]],[[1.42786549]],[[1.46118998]],[[1.60068865]],[[1.76102206]],[[1.9087608]],[[1.43310476]],[[1.19859621]],[[1.08714116]],[[1.13022363]],[[0.99851759]],[[1.05753957]],[[1.05811591]]
['APLP2'],[[0.94650351]],[[1.47895363]],[[1.54554416]],[[1.50170977]],[[1.40502434]],[[1.48268964]],[[1.35394528]],[[1.24949047]],[[1.24119659]],[[1.21466914]],[[0.96862409]],[[1.07433315]],[[0.96792081]]
['CD82'],[[1.05116075]],[[1.49555938]],[[1.54418105]],[[1.43790961]],[[1.39991261]],[[1.7756341]],[[1.32777108]],[[1.20407523]],[[1.16008337]],[[1.21168139]],[[1.04604525]],[[1.06890328]],[[1.09611222]]
['SNX10'],[[0.84926202]],[[1.37245376]],[[1.44095933]],[[1.41091069]],[[1.58577418]],[[1.67528624]],[[1.37349802]],[[1.13554097]],[[0.93943245]],[[1.08833759]],[[0.91822201]],[[0.93985615]],[[0.84237395]]
['LAT2'],[[0.8826247]],[[1.67801327]],[[1.72800313]],[[1.75045765]],[[1.77083243]],[[1.6261894]],[[1.2528573]],[[1.18351434]],[[1.09569214]],[[1.08834934]],[[1.0034344]],[[1.01073951]],[[0.88110815]]
['TRIP6'],[[0.98304783]],[[1.47850115]],[[1.65816458]],[[1.89086262]],[[2.22089971]],[[1.93020084]],[[1.69118238]],[[1.34521811]],[[1.19267497]],[[0.86876439]],[[0.94605357]],[[0.97532633]],[[1.18660054]]
['LPCAT2'],[[0.85237199]],[[1.6603017]],[[1.64632456]],[[1.64434785]],[[1.72594707]],[[2.05708752]],[[1.52202436]],[[1.1538906]],[[0.94519664]],[[1.17162151]],[[0.97433814]],[[1.00454035]],[[0.93811209]]
['RFX2'],[[1.01744079]],[[0.96189906]],[[0.86497183]],[[1.10362116]],[[1.44449635]],[[2.61575334]],[[1.98421442]],[[1.42901405]],[[1.02833352]],[[0.854207]],[[1.15164272]],[[1.0741452]],[[1.15005498]]
['NSFL1C'],[[1.09385255]],[[2.06068357]],[[1.99775543]],[[1.99380349]],[[1.99670456]],[[1.72388166]],[[1.36039107]],[[1.20730108]],[[1.12701546]],[[1.17606231]],[[1.06730361]],[[1.08458654]],[[1.0527244]]
['PXN'],[[0.98155051]],[[1.58557991]],[[1.59027458]],[[1.6553731]],[[1.76503806]],[[1.78172993]],[[1.4042288]],[[1.18937021]],[[1.04652139]],[[1.11085596]],[[1.08972496]],[[1.10021488]],[[1.03484145]]
['GMIP'],[[1.00606441]],[[1.78857547]],[[1.75977816]],[[1.81915635]],[[1.8208674]],[[1.70404137]],[[1.48137759]],[[1.30661642]],[[1.1540884]],[[1.09208119]],[[1.06495232]],[[1.08246202]],[[1.02336372]]
['MAEA'],[[1.03306402]],[[1.77552735]],[[1.7820489]],[[1.81923957]],[[1.86663735]],[[1.72516035]],[[1.26371878]],[[1.18752339]],[[1.0550237]],[[1.14606831]],[[1.03926138]],[[1.09816591]],[[0.99123719]]
['OSBPL8'],[[0.81023845]],[[1.49667352]],[[1.5515624]],[[1.54955596]],[[1.68722429]],[[1.51204727]],[[1.36713778]],[[1.13058528]],[[0.91129706]],[[1.13949606]],[[0.8534656]],[[0.9206362]],[[0.73115287]]
['CMTM6'],[[0.84423056]],[[1.68016098]],[[1.79100252]],[[1.77371803]],[[1.90657415]],[[1.65312754]],[[1.31492105]],[[1.0932718]],[[0.88788999]],[[1.0861606]],[[0.88894628]],[[0.97147756]],[[0.84133494]]
['PPP2R3C'],[[0.90998243]],[[1.74006907]],[[1.80901217]],[[1.77654922]],[[1.97265382]],[[1.55127625]],[[1.28383858]],[[1.09399961]],[[0.94687575]],[[1.25886627]],[[0.89496521]],[[0.95000053]],[[0.85384881]]
['UNC13D'],[[1.0183999]],[[1.63756617]],[[1.63138248]],[[1.65230645]],[[1.666692]],[[1.57649856]],[[1.34185058]],[[1.25332688]],[[1.15899707]],[[1.07007707]],[[1.07381821]],[[1.08160184]],[[0.97484754]]
['LRRFIP2'],[[1.00688262]],[[1.46750919]],[[1.44854851]],[[1.59925752]],[[1.89101231]],[[1.7582692]],[[1.34789511]],[[1.09126708]],[[1.22916765]],[[1.39252718]],[[1.06351083]],[[1.06325228]],[[1.0363586]]
['NANS'],[[0.82794256]],[[0.84436012]],[[1.22414888]],[[1.46476303]],[[1.80294135]],[[1.51262319]],[[1.20913637]],[[1.0319899]],[[1.07525878]],[[1.12603165]],[[0.9670164]],[[0.98684727]],[[1.00460715]]
['GTPBP1'],[[1.06857275]],[[1.72787398]],[[1.70904851]],[[1.86704416]],[[2.06883569]],[[1.60880173]],[[1.18255777]],[[1.19882735]],[[1.4421715]],[[1.6569254]],[[1.14193605]],[[1.13143844]],[[1.14418132]]
['TOM1'],[[0.97641495]],[[1.4846733]],[[1.57593309]],[[1.61875741]],[[1.67922997]],[[1.65889523]],[[1.30653281]],[[1.17115099]],[[1.23092776]],[[1.22040226]],[[1.01993632]],[[1.0835541]],[[1.02368373]]
['THOC5'],[[0.92523267]],[[1.37671433]],[[1.47310631]],[[1.62057141]],[[1.78438303]],[[1.6632338]],[[1.42788929]],[[1.19202575]],[[1.00719583]],[[1.09534694]],[[1.02146543]],[[1.03390077]],[[0.91016236]]
['CSF2RB'],[[0.85199139]],[[1.16311969]],[[1.22665345]],[[1.44651152]],[[1.71464773]],[[1.59488332]],[[1.4034535]],[[1.1132624]],[[0.94581867]],[[1.01360429]],[[1.08666928]],[[1.06676366]],[[0.9768843]]
['PRMT5'],[[0.92401404]],[[1.32410308]],[[1.49835329]],[[1.56543124]],[[1.70300404]],[[1.59273134]],[[1.36690933]],[[1.09965731]],[[1.00346913]],[[0.92148657]],[[1.00473642]],[[0.97498421]],[[0.94830717]]
['RIN3'],[[1.05741257]],[[2.07994884]],[[2.09518646]],[[2.1213985]],[[1.98609027]],[[1.6957912]],[[1.37997713]],[[1.22611617]],[[1.11280237]],[[1.05959847]],[[1.05154267]],[[1.05774803]],[[1.03104572]]
['C20orf24'],[[0.85390535]],[[1.60572603]],[[1.67765598]],[[1.53575832]],[[1.57356968]],[[1.63102899]],[[1.29140967]],[[1.13972007]],[[1.15624894]],[[1.16726203]],[[1.0660166]],[[1.14573222]],[[0.99688639]]
['TPD52L2'],[[0.95373786]],[[1.63235057]],[[1.6432027]],[[1.60923037]],[[1.58596436]],[[1.55601633]],[[1.25649827]],[[1.17596958]],[[1.12112256]],[[1.16042151]],[[1.00989765]],[[1.03103187]],[[0.95867126]]
['DNAJC5'],[[0.97505748]],[[1.49589741]],[[1.50554826]],[[1.48157518]],[[1.41551825]],[[1.57753853]],[[1.29610101]],[[1.16152424]],[[1.18603059]],[[1.19242724]],[[0.97598984]],[[1.05654721]],[[1.03932876]]
['RASSF2'],[[0.89129962]],[[1.79170977]],[[1.8287244]],[[1.83605955]],[[1.76393293]],[[1.62160924]],[[1.32444987]],[[1.16848292]],[[0.95007967]],[[1.14422295]],[[0.99150962]],[[1.02424934]],[[0.92472285]]
['SIRPB1'],[[0.92949736]],[[1.87355585]],[[1.86521893]],[[1.87556985]],[[1.84865762]],[[1.9475141]],[[1.58849651]],[[1.33836893]],[[1.15409865]],[[1.25705301]],[[1.06033289]],[[1.08786736]],[[0.95493106]]
['DNTTIP1'],[[1.06874856]],[[2.01762721]],[[2.09420263]],[[2.03400565]],[[1.88970306]],[[1.7083421]],[[1.34649556]],[[1.22051794]],[[1.13158575]],[[1.20632493]],[[1.14183394]],[[1.13869683]],[[1.00410904]]
['ZNF516'],[[0.9839445]],[[1.74788665]],[[1.72172058]],[[1.75030971]],[[1.68875843]],[[1.75035714]],[[1.52888653]],[[1.36531524]],[[1.2234597]],[[1.26094174]],[[1.00687148]],[[1.07317801]],[[0.94440444]]
['PLP2'],[[0.9833256]],[[1.62071832]],[[1.66006902]],[[1.5554199]],[[1.41968247]],[[1.93438506]],[[1.52037777]],[[1.35421612]],[[1.31389069]],[[1.23817654]],[[1.01631093]],[[1.0628298]],[[0.95977381]]
['KCND1'],[[1.12487579]],[[1.70894679]],[[1.47876267]],[[1.91957941]],[[2.16891526]],[[2.02251043]],[[1.74758977]],[[1.72041049]],[[1.43496713]],[[0.86932604]],[[1.03997887]],[[1.03360568]],[[1.10511351]]
['PGK1'],[[0.93140746]],[[1.37055946]],[[1.46876512]],[[1.47196645]],[[1.50001712]],[[1.70684016]],[[1.32817921]],[[1.17949764]],[[1.10453572]],[[1.07535325]],[[0.99410851]],[[1.04099978]],[[0.93312815]]
['RP2'],[[0.82085586]],[[1.6286786]],[[1.76140365]],[[1.75956254]],[[1.8667344]],[[1.84916286]],[[1.47053516]],[[1.24005825]],[[1.03235678]],[[1.16627641]],[[0.95160958]],[[0.96540043]],[[0.8862999]]
['DNAJC3'],[[0.86913833]],[[1.53651032]],[[1.60913522]],[[1.52906958]],[[1.47242296]],[[1.72538382]],[[1.39126506]],[[1.06302727]],[[0.83976489]],[[1.05943652]],[[0.89007499]],[[0.98122723]],[[0.81689027]]
['MGRN1'],[[1.06360641]],[[2.41812365]],[[2.37336421]],[[2.42109759]],[[2.21657329]],[[1.56041046]],[[1.24468051]],[[1.16277876]],[[1.15375585]],[[1.33977284]],[[1.10686907]],[[1.13432353]],[[1.08195143]]
['MAPK3'],[[0.92485776]],[[1.71838326]],[[1.70472543]],[[1.71555089]],[[1.63471552]],[[1.62372525]],[[1.37330878]],[[1.21949015]],[[1.1165156]],[[1.16830207]],[[1.02906819]],[[1.05690492]],[[0.87635408]]
['GDPD3'],[[0.75932935]],[[1.5663107]],[[1.58292392]],[[1.55683088]],[[1.79858542]],[[1.62844273]],[[1.62496338]],[[1.51861147]],[[1.25458766]],[[1.01675716]],[[0.94294221]],[[1.04033774]],[[0.93025703]]
['NECAB2'],[[1.11568223]],[[2.20561412]],[[2.19146641]],[[2.18225718]],[[1.94179885]],[[1.24269594]],[[1.07114047]],[[1.49572883]],[[1.41724311]],[[1.08473371]],[[1.04118464]],[[1.21749955]],[[0.97721106]]
['MEFV'],[[0.88353403]],[[1.45563803]],[[1.45568809]],[[1.52584784]],[[1.64573103]],[[1.80455978]],[[1.52491611]],[[1.31281355]],[[1.10487338]],[[1.05730668]],[[1.06866728]],[[1.0500655]],[[1.00422424]]
['ZNF106'],[[0.90074539]],[[1.6456621]],[[1.68775176]],[[1.67357604]],[[1.65994213]],[[1.76019381]],[[1.49299203]],[[1.25906027]],[[1.08913798]],[[1.19304575]],[[0.96574211]],[[1.00815063]],[[0.90677224]]
['CPQ'],[[0.89566399]],[[1.74757814]],[[1.81435416]],[[1.85873337]],[[1.86583505]],[[1.52920778]],[[1.42675695]],[[1.23935793]],[[1.05846861]],[[1.15914985]],[[0.99161398]],[[1.01437832]],[[0.97482355]]
['TRPS1'],[[0.92271696]],[[0.70821718]],[[0.74706799]],[[0.82868998]],[[1.00582061]],[[1.64391715]],[[1.30311018]],[[1.11293872]],[[1.30767247]],[[1.21957929]],[[0.97199283]],[[1.06001977]],[[1.0268494]]
['ASAH1'],[[1.03839467]],[[1.80960842]],[[1.86114144]],[[1.85294803]],[[1.8638264]],[[1.9156497]],[[1.50279865]],[[1.29160732]],[[1.18989396]],[[1.21539281]],[[1.06303001]],[[1.10814214]],[[0.98505516]]
['FCGRT'],[[0.97834382]],[[1.66914238]],[[1.69990607]],[[1.71195074]],[[1.68596471]],[[1.55440596]],[[1.34538952]],[[1.24196437]],[[1.16132154]],[[1.08181265]],[[1.06050765]],[[1.0792595]],[[1.01350552]]
['RAB3D'],[[0.85346073]],[[1.79746402]],[[1.85614083]],[[1.89579634]],[[1.89438488]],[[1.69309961]],[[1.40569306]],[[1.20706189]],[[1.01143162]],[[1.20048894]],[[0.97843344]],[[1.03007017]],[[0.93942591]]
['PLPPR2'],[[0.94659418]],[[1.90608738]],[[1.95721358]],[[1.88783703]],[[1.77602465]],[[1.53241042]],[[1.26413208]],[[1.1734042]],[[1.11850768]],[[1.16998183]],[[1.05784462]],[[1.14397182]],[[0.91211113]]
['MOSPD3'],[[0.90755488]],[[1.24597274]],[[1.28778465]],[[1.20802445]],[[0.93890603]],[[1.11979461]],[[1.03983586]],[[1.02164311]],[[1.27440331]],[[1.13459613]],[[0.9680558]],[[1.05351699]],[[1.10230847]]
['IMPDH1'],[[0.94286304]],[[1.72690466]],[[1.75022913]],[[1.7940829]],[[1.81672771]],[[1.9258985]],[[1.53851276]],[[1.28316778]],[[1.12217977]],[[1.13554196]],[[1.04202476]],[[1.0447654]],[[0.92637593]]
['UBE2R2'],[[0.87692877]],[[1.4625287]],[[1.51683298]],[[1.61074146]],[[1.73098094]],[[1.69427148]],[[1.39788624]],[[1.23570484]],[[1.14562946]],[[1.41969118]],[[0.98298547]],[[0.97064293]],[[0.84103868]]
['MAP3K8'],[[1.07526682]],[[1.48193344]],[[1.57155767]],[[1.6986457]],[[1.75741046]],[[1.63925601]],[[1.40702484]],[[1.15059008]],[[1.09492886]],[[0.91761591]],[[1.08977223]],[[1.02548399]],[[0.90806418]]
['P2RX1'],[[1.04191757]],[[1.88119693]],[[1.84465207]],[[1.84319049]],[[1.74200155]],[[1.55740981]],[[1.29582787]],[[1.43665496]],[[1.47171139]],[[1.23484846]],[[1.02247721]],[[1.07080723]],[[1.21261387]]
['GALK1'],[[0.97515292]],[[1.24263124]],[[1.60978224]],[[1.62428741]],[[1.7706303]],[[1.88823588]],[[1.46182936]],[[1.37859166]],[[1.385423]],[[0.9815973]],[[1.07196104]],[[1.00101374]],[[1.0082774]]
['DUSP3'],[[0.87591354]],[[0.91310668]],[[1.03206944]],[[1.19517929]],[[1.41775608]],[[1.47637526]],[[1.42770658]],[[1.32844846]],[[1.42253833]],[[1.21800573]],[[0.96670908]],[[1.08739901]],[[0.88915696]]
['PRKAR1A'],[[0.93582536]],[[1.47916509]],[[1.55101691]],[[1.55147348]],[[1.60883768]],[[1.54113824]],[[1.28168217]],[[1.06958892]],[[0.96495879]],[[1.09133761]],[[0.97465212]],[[1.06818496]],[[0.91715389]]
['CHIC2'],[[0.84633794]],[[1.98841765]],[[1.95910656]],[[1.9537628]],[[1.96210958]],[[1.54405603]],[[1.20476655]],[[1.09343786]],[[1.03064656]],[[1.24648877]],[[0.85223015]],[[0.99453809]],[[0.96054278]]
['UBE2D3'],[[0.97319214]],[[1.36720005]],[[1.45058958]],[[1.49915412]],[[1.72980614]],[[1.39727322]],[[1.14063271]],[[1.06205585]],[[1.2718091]],[[1.90213403]],[[0.98105683]],[[1.01961928]],[[0.9544382]]
['GALNT7'],[[0.95632329]],[[1.59583007]],[[1.59093027]],[[1.62446558]],[[1.73546519]],[[1.45991222]],[[1.42757865]],[[1.19582116]],[[1.03885263]],[[1.21147175]],[[0.92874104]],[[0.96856287]],[[0.93649789]]
['HTATIP2'],[[0.9421583]],[[1.66902556]],[[1.74622769]],[[1.76269925]],[[1.74158542]],[[1.50483833]],[[1.21902522]],[[1.2235252]],[[1.15105242]],[[1.1806535]],[[0.9756316]],[[0.95921106]],[[0.90852801]]
['MS4A6A'],[[0.88549626]],[[1.29363012]],[[1.36923945]],[[1.41156692]],[[1.5923876]],[[2.11837145]],[[1.60808387]],[[1.38532369]],[[1.4060071]],[[1.18356979]],[[1.02852076]],[[1.04334059]],[[0.94650163]]
['RNF141'],[[0.97864046]],[[1.45259854]],[[1.61758074]],[[1.59918593]],[[1.61179421]],[[1.81836734]],[[1.29643551]],[[1.03691139]],[[0.99656709]],[[1.16032381]],[[1.07290518]],[[1.10883663]],[[0.99467998]]
['CBL'],[[0.85195521]],[[1.44440626]],[[1.4842335]],[[1.54467098]],[[1.61426769]],[[1.67672166]],[[1.42479605]],[[1.14095259]],[[0.97184569]],[[1.08663868]],[[0.90966088]],[[0.95532436]],[[0.85719129]]
['NECTIN1'],[[1.09637477]],[[1.39056061]],[[1.39833781]],[[1.3331642]],[[1.35906977]],[[1.22409338]],[[1.06088372]],[[1.00033915]],[[1.03580528]],[[1.15986659]],[[1.10217708]],[[1.17808484]],[[1.04392574]]
['TCIRG1'],[[1.02944527]],[[1.98252399]],[[1.95281366]],[[1.97921605]],[[1.8946845]],[[1.58463528]],[[1.3760497]],[[1.30025225]],[[1.22575078]],[[1.08134128]],[[1.10005293]],[[1.09591618]],[[1.06773618]]
