['NDUFAF7'],[[0.85858722]],[[1.675768]],[[1.45540734]],[[1.64338809]],[[1.81252965]],[[1.70256956]],[[1.15357764]],[[1.0468591]],[[0.91886617]],[[1.05818211]],[[1.01527761]],[[1.03927749]],[[0.9626917]]
['CD46'],[[0.82846675]],[[1.74370946]],[[1.79817206]],[[1.75330411]],[[1.82281656]],[[1.20237852]],[[1.1622875]],[[1.07172955]],[[0.84129528]],[[1.08214955]],[[0.90683967]],[[0.96442875]],[[0.88030805]]
['RSRP1'],[[0.69153396]],[[1.45164946]],[[1.45868633]],[[1.57897299]],[[1.87540297]],[[1.59738772]],[[1.31850806]],[[1.2414111]],[[1.07579935]],[[1.06222483]],[[0.95029051]],[[0.94626225]],[[0.92613093]]
['MARC2'],[[2.60150851]],[[2.23551356]],[[2.75107664]],[[2.43719938]],[[3.35050397]],[[3.27474165]],[[2.2205706]],[[1.79478123]],[[2.50375564]],[[1.30108503]],[[1.99731375]],[[2.1186796]],[[2.42209297]]
['SPP1'],[[0.81952763]],[[1.973941]],[[1.98792554]],[[2.0076984]],[[1.45975542]],[[0.39639029]],[[0.31131789]],[[0.47502408]],[[0.77425102]],[[1.15895824]],[[0.8058207]],[[0.87636257]],[[0.85524806]]
['UBN1'],[[0.91680733]],[[1.78041083]],[[1.75341463]],[[1.71618247]],[[1.60894885]],[[1.34159846]],[[1.119804]],[[1.03951471]],[[0.87737847]],[[1.15088426]],[[0.98656662]],[[1.04782024]],[[0.91259869]]
['DNAH7'],[[0.82805547]],[[1.27397145]],[[1.81922229]],[[1.29114727]],[[1.80642782]],[[2.48397142]],[[1.51465609]],[[0.84719329]],[[1.06983998]],[[0.4725573]],[[0.9929027]],[[0.52852239]],[[1.13530902]]
['PTBP3'],[[0.89066157]],[[1.62089944]],[[1.66968768]],[[1.70756702]],[[1.8316049]],[[1.56335837]],[[1.25706957]],[[1.026144]],[[0.85161715]],[[1.11654336]],[[0.91028216]],[[0.98939818]],[[0.88469466]]
['NR4A3'],[[1.30947871]],[[0.94660075]],[[1.13370005]],[[1.17739748]],[[1.32415092]],[[0.5030662]],[[0.54359227]],[[0.98372281]],[[0.66352697]],[[0.44999491]],[[0.91717691]],[[1.03187237]],[[0.80214298]]
['YIPF4'],[[0.96636662]],[[1.82126138]],[[1.75874998]],[[1.81601055]],[[2.0209433]],[[1.30199347]],[[1.17623111]],[[1.07666228]],[[0.99189014]],[[1.13694669]],[[0.93889002]],[[1.05989696]],[[0.96325098]]
['GNA13'],[[0.83009224]],[[1.49260108]],[[1.61123638]],[[1.59509114]],[[1.77060443]],[[1.39309941]],[[1.13380587]],[[1.01270603]],[[0.85071515]],[[1.12184006]],[[0.87008025]],[[0.9406106]],[[0.82702089]]
['TRIM6'],[[0.4911213]],[[1.60412665]],[[1.44342543]],[[1.21708693]],[[2.55657764]],[[1.84938535]],[[1.32772817]],[[1.07815412]],[[0.95182652]],[[1.46308337]],[[1.15990741]],[[1.08966778]],[[1.24805163]]
['TNFSF10'],[[0.73522952]],[[1.56976205]],[[1.67306761]],[[1.6715706]],[[1.86152613]],[[1.71327635]],[[1.34506873]],[[1.06410461]],[[0.93006841]],[[1.05078621]],[[0.93910328]],[[0.98113992]],[[0.88987354]]
['ADGRE5'],[[0.93638205]],[[1.52162506]],[[1.56922569]],[[1.73292224]],[[1.87563511]],[[1.7503771]],[[1.29093587]],[[1.09080158]],[[0.91336965]],[[0.90645454]],[[1.12529586]],[[1.03214879]],[[1.08913032]]
['NMI'],[[0.86844902]],[[1.65213329]],[[1.76657984]],[[1.78734969]],[[2.07938262]],[[1.50445776]],[[1.20748313]],[[1.02262084]],[[0.85529877]],[[0.98077918]],[[0.93002742]],[[0.95686441]],[[0.93800671]]
['RAP2C'],[[0.97337619]],[[1.57486495]],[[1.62769655]],[[1.64755041]],[[1.65607342]],[[1.49615261]],[[1.24856057]],[[1.14751686]],[[1.08048291]],[[1.23710396]],[[1.01397394]],[[1.05690305]],[[0.95159035]]
['COQ8B'],[[1.07068317]],[[1.86883789]],[[1.95915751]],[[2.04501741]],[[2.21911123]],[[1.53142724]],[[1.24269193]],[[1.23139674]],[[1.16844599]],[[1.0067929]],[[1.17401469]],[[1.10463281]],[[1.03876112]]
['PPP4R1L'],[[0.97414668]],[[1.74023223]],[[1.64899688]],[[1.66293456]],[[1.70996096]],[[1.63234976]],[[1.47810676]],[[1.32457615]],[[1.15617145]],[[1.28331809]],[[0.99110935]],[[1.06839959]],[[0.90928064]]
['USP9X'],[[0.94569333]],[[1.45067388]],[[1.52581393]],[[1.55833115]],[[1.71561657]],[[1.49829925]],[[1.20007361]],[[1.06151464]],[[1.06950717]],[[1.36224765]],[[0.95227122]],[[0.9872656]],[[0.9941619]]
['SIRT5'],[[1.12304878]],[[2.25880308]],[[2.22825186]],[[2.30858547]],[[2.41803827]],[[1.23300406]],[[0.89352646]],[[1.00154197]],[[1.05551345]],[[1.30674171]],[[1.0855675]],[[1.08333319]],[[0.99657084]]
['NRN1'],[[0.89045601]],[[1.41111501]],[[1.49065597]],[[1.62841902]],[[0.64035053]],[[1.24503677]],[[1.4886723]],[[0.98174613]],[[1.52858734]],[[1.3234693]],[[1.04484603]],[[1.17223913]],[[1.1273209]]
['DOK4'],[[1.12258323]],[[1.52335838]],[[1.61580407]],[[1.78323404]],[[1.70489981]],[[1.44505097]],[[0.99204363]],[[1.08087349]],[[0.94180106]],[[1.10912254]],[[1.06074575]],[[1.1014981]],[[1.03679001]]
['TM9SF2'],[[0.8732619]],[[1.73974416]],[[1.83719181]],[[1.79276]],[[1.83053962]],[[1.33592774]],[[1.16757866]],[[1.08528547]],[[0.90931766]],[[1.08658889]],[[0.87681334]],[[0.94667052]],[[0.87729566]]
['FOSB'],[[0.93975076]],[[0.70476728]],[[0.81318202]],[[0.71610847]],[[0.44416319]],[[0.29480253]],[[0.47355432]],[[0.66216899]],[[0.66686819]],[[0.83779915]],[[1.27419778]],[[0.88870224]],[[1.54179646]]
['STAT5A'],[[0.91227602]],[[1.00861802]],[[1.14075643]],[[1.3257505]],[[1.60960442]],[[1.38169407]],[[1.15179939]],[[1.0352064]],[[1.04697364]],[[0.96326185]],[[1.01418521]],[[1.03266885]],[[1.02347535]]
['RHOT1'],[[0.9149476]],[[1.41911325]],[[1.52638384]],[[1.52919575]],[[1.76207202]],[[1.51482545]],[[1.25761714]],[[1.05649017]],[[1.06037775]],[[1.51719959]],[[0.9009127]],[[1.00696614]],[[0.95382306]]
['FGD3'],[[1.01394066]],[[1.76677442]],[[1.72984274]],[[1.79626942]],[[1.79280923]],[[1.55290252]],[[1.24519859]],[[1.12980262]],[[1.02762981]],[[1.05917816]],[[1.08231704]],[[1.08484353]],[[1.04284238]]
['STYXL1'],[[0.96473385]],[[1.46410766]],[[1.54290846]],[[1.65206324]],[[1.74965967]],[[1.39395123]],[[1.25731571]],[[1.29974947]],[[1.19279126]],[[1.07395072]],[[1.01496137]],[[1.0049926]],[[1.09124576]]
['DOCK4'],[[0.83578914]],[[1.82277062]],[[1.86934561]],[[1.89991687]],[[1.94670462]],[[1.54606929]],[[1.27382211]],[[1.05110033]],[[0.8904172]],[[1.08147085]],[[0.7775805]],[[0.9882056]],[[1.1109495]]
['HAT1'],[[0.89597791]],[[1.60087394]],[[1.80085141]],[[1.8614553]],[[2.04558395]],[[1.41072637]],[[1.13810503]],[[1.00495392]],[[0.7864796]],[[1.04340851]],[[0.90444891]],[[0.87741642]],[[0.93186649]]
['LOXL1'],[[1.13630758]],[[2.07158751]],[[1.49767913]],[[2.58240841]],[[2.33718875]],[[2.42477602]],[[1.32053742]],[[1.42429793]],[[1.35456508]],[[1.2615848]],[[0.86088554]],[[0.7517106]],[[1.22837988]]
['PHF20L1'],[[0.90068931]],[[1.57277635]],[[1.57428352]],[[1.64739136]],[[1.82340352]],[[1.52807902]],[[1.30100476]],[[1.15133279]],[[0.98938819]],[[1.27734773]],[[0.96859486]],[[1.06186345]],[[0.93980065]]
['TMEM8A'],[[0.98593828]],[[1.57270777]],[[1.589253]],[[1.64414851]],[[1.53799851]],[[1.45838644]],[[1.17532871]],[[1.10287666]],[[1.00774496]],[[1.09527812]],[[1.07368805]],[[1.08880172]],[[1.02978482]]
['AFDN'],[[1.01644423]],[[2.10114952]],[[2.09660153]],[[2.15027008]],[[2.04262754]],[[1.27788771]],[[1.01505736]],[[0.89078972]],[[0.75164955]],[[1.06366496]],[[0.98067368]],[[1.02710905]],[[1.21557884]]
['HELZ2'],[[1.01540283]],[[1.84941305]],[[1.84680602]],[[1.88134652]],[[1.87159428]],[[1.28791807]],[[1.02472964]],[[1.09308773]],[[0.95104339]],[[1.02575503]],[[1.13419955]],[[1.07540494]],[[1.13388659]]
['OSBPL2'],[[0.99702846]],[[1.87999459]],[[1.85124534]],[[1.84193829]],[[1.79371846]],[[1.5893146]],[[1.30454087]],[[1.11358286]],[[0.99782541]],[[1.19979236]],[[1.03759636]],[[1.06312176]],[[1.00006547]]
['SESN2'],[[0.87752627]],[[1.36374139]],[[1.47338233]],[[1.6937947]],[[1.86847326]],[[1.12303016]],[[1.00230209]],[[1.0021175]],[[0.80769747]],[[0.89884471]],[[0.89977694]],[[1.01914223]],[[1.08737786]]
['SYNE1'],[[1.05690035]],[[2.10541902]],[[2.14413833]],[[2.26472177]],[[2.46297653]],[[1.88166547]],[[1.27578618]],[[0.97532371]],[[0.88604465]],[[1.05359194]],[[1.08533507]],[[1.03798266]],[[1.25321832]]
['RLIM'],[[0.87689611]],[[1.16760787]],[[1.34960399]],[[1.50568777]],[[1.92208484]],[[1.64222531]],[[1.21258904]],[[0.96399416]],[[0.83181239]],[[1.01762897]],[[0.9607123]],[[1.01009516]],[[0.93076566]]
['TRIM22'],[[1.10297391]],[[2.16101705]],[[2.28714473]],[[2.44817933]],[[2.73077564]],[[1.79335922]],[[1.26805854]],[[1.17534587]],[[1.0467419]],[[0.90240498]],[[1.14551451]],[[1.04724031]],[[1.039528]]
['SERINC3'],[[0.96941426]],[[1.77605909]],[[1.84635613]],[[1.85741593]],[[1.93444402]],[[1.44249926]],[[1.1501087]],[[1.09866236]],[[1.04871246]],[[1.26033271]],[[0.9663409]],[[1.01317054]],[[0.95696813]]
['MBD2'],[[0.9193979]],[[1.57797993]],[[1.64688083]],[[1.62498417]],[[1.6818191]],[[1.45649886]],[[1.1456549]],[[1.00394584]],[[0.90559748]],[[1.03375227]],[[0.9893085]],[[0.96806977]],[[0.92129539]]
['PTPN22'],[[0.94473135]],[[1.53455389]],[[1.61631337]],[[1.56914949]],[[1.66094341]],[[1.24790659]],[[0.96060776]],[[0.86103717]],[[0.72671929]],[[0.89078875]],[[0.89157842]],[[1.01926262]],[[1.05746836]]
['SLC38A2'],[[0.7352062]],[[1.54279776]],[[1.68396977]],[[1.75493681]],[[2.00241871]],[[1.55558947]],[[1.12851014]],[[0.98693186]],[[0.83203622]],[[1.08792819]],[[0.77600435]],[[0.92200612]],[[0.86117256]]
['KIDINS220'],[[0.96074883]],[[1.53649038]],[[1.55874482]],[[1.65236226]],[[1.76281991]],[[1.65755491]],[[1.37881189]],[[1.16444036]],[[1.15719556]],[[1.28889754]],[[0.99046745]],[[1.01837529]],[[1.00742111]]
['TCN1'],[[1.00548772]],[[2.04181626]],[[2.0824811]],[[2.05188355]],[[1.94090651]],[[1.0659037]],[[0.72115103]],[[1.06932727]],[[1.29963525]],[[1.77621538]],[[0.73796202]],[[1.01641459]],[[1.10288308]]
['CARS2'],[[1.02224923]],[[1.6943001]],[[1.62753133]],[[1.58121407]],[[1.55015203]],[[1.56087975]],[[1.31883197]],[[1.29514612]],[[1.21342382]],[[1.11197596]],[[1.02019147]],[[1.01965303]],[[0.9071085]]
['ANKRD6'],[[1.05316758]],[[2.280562]],[[1.88478473]],[[2.2038999]],[[2.13462926]],[[1.28579074]],[[1.11162193]],[[1.09448369]],[[1.04684222]],[[0.99099735]],[[0.97382883]],[[1.02492988]],[[1.07517942]]
['AGAP2'],[[1.03812646]],[[1.63873212]],[[1.67998029]],[[1.71455653]],[[1.71283898]],[[1.37327031]],[[0.97009758]],[[0.94578589]],[[0.91986533]],[[0.99988643]],[[1.01629279]],[[1.06225056]],[[1.08044758]]
['MDM2'],[[1.03951751]],[[2.59927811]],[[2.54405088]],[[2.44880488]],[[2.45686523]],[[1.50107857]],[[1.2308763]],[[1.07108524]],[[0.98158656]],[[1.17295513]],[[0.95007278]],[[0.97676976]],[[0.91925011]]
['ZNF670-ZNF695'],[[1.23375887]],[[2.03248386]],[[1.54138178]],[[1.42344121]],[[1.40669524]],[[1.35480751]],[[0.68717698]],[[0.75361142]],[[0.23023036]],[[1.1506362]],[[0.45845551]],[[0.3545427]],[[0.47157421]]
['RNASEL'],[[0.84055484]],[[1.58304196]],[[1.60948808]],[[1.61433973]],[[1.7013523]],[[1.44074211]],[[1.12123472]],[[1.0267193]],[[0.87388324]],[[1.03005328]],[[0.97096312]],[[0.94831093]],[[0.96796452]]
['SP110'],[[0.97771738]],[[1.51897783]],[[1.59560887]],[[1.65636081]],[[1.8128235]],[[1.45665625]],[[1.21594632]],[[1.08857317]],[[0.98480324]],[[1.04927219]],[[1.10176786]],[[1.07540815]],[[0.98080603]]
['APPL2'],[[0.94673308]],[[1.68941974]],[[1.6390155]],[[1.66093032]],[[1.69734127]],[[1.40769525]],[[1.14754912]],[[1.09414365]],[[0.99085659]],[[1.17226714]],[[0.93662314]],[[1.03906394]],[[0.92903151]]
['WASHC4'],[[0.86762834]],[[1.58398025]],[[1.61059432]],[[1.58288248]],[[1.73818284]],[[1.56980064]],[[1.37576882]],[[1.09747508]],[[0.9712817]],[[1.16394597]],[[0.91354143]],[[0.98689038]],[[0.99269286]]
['ITM2B'],[[0.856911]],[[1.74342389]],[[1.82887986]],[[1.81974531]],[[1.94422]],[[1.5742187]],[[1.22930249]],[[1.05962174]],[[0.86858143]],[[1.069873]],[[0.86942938]],[[0.95128581]],[[0.84192585]]
['DBNL'],[[1.06863683]],[[1.78058474]],[[1.78799183]],[[1.80775624]],[[1.82212406]],[[1.50270141]],[[1.26461026]],[[1.16552455]],[[1.12497884]],[[1.12652902]],[[1.07989297]],[[1.0900004]],[[1.05432149]]
['MARCH7'],[[0.83450318]],[[1.51201705]],[[1.56091101]],[[1.52468881]],[[1.67452597]],[[1.45236808]],[[1.23905687]],[[0.98146111]],[[0.77625916]],[[1.09617821]],[[0.84585201]],[[0.9022644]],[[0.84439878]]
['TANK'],[[0.92281464]],[[1.57216854]],[[1.6035891]],[[1.59981263]],[[1.71408809]],[[1.53082486]],[[1.3061136]],[[1.12744229]],[[1.02222406]],[[1.28933486]],[[0.94243586]],[[0.98880396]],[[0.99510552]]
['SKIL'],[[0.75389515]],[[0.9760568]],[[0.97933642]],[[1.11257285]],[[1.50022161]],[[1.44738115]],[[1.19318164]],[[1.00949956]],[[0.8237991]],[[1.00678309]],[[0.97165938]],[[0.96154578]],[[0.82897704]]
['DNAJB5'],[[1.26681467]],[[2.17308883]],[[1.97369684]],[[2.11003203]],[[2.21804511]],[[1.35075289]],[[1.02381184]],[[0.7113396]],[[0.6190004]],[[0.62587758]],[[1.08556738]],[[1.1014981]],[[1.21173501]]
['FAM8A1'],[[0.8267628]],[[1.4873686]],[[1.52185584]],[[1.55871306]],[[1.79156301]],[[1.45150012]],[[1.18800385]],[[1.02495567]],[[0.91556249]],[[1.13356313]],[[0.93631857]],[[1.04016541]],[[0.87275807]]
['CASP1'],[[0.88525795]],[[1.16463272]],[[1.25975634]],[[1.31009865]],[[1.53166615]],[[1.54644074]],[[1.34766527]],[[1.17941887]],[[1.09500108]],[[1.07557894]],[[0.94239322]],[[0.94470888]],[[0.9619367]]
['RAB1A'],[[0.87130295]],[[1.52956402]],[[1.63904509]],[[1.69170553]],[[1.92869118]],[[1.70964661]],[[1.31645943]],[[1.07662364]],[[0.93602791]],[[1.07224354]],[[0.86528686]],[[0.97269328]],[[0.90305942]]
['ACTR2'],[[0.88139857]],[[1.48429796]],[[1.59172016]],[[1.54046852]],[[1.58659573]],[[1.49155374]],[[1.23261288]],[[1.02779626]],[[0.89796273]],[[1.06185102]],[[0.88325857]],[[0.95938625]],[[0.94550796]]
['FBXO11'],[[0.83413862]],[[1.42755106]],[[1.43874794]],[[1.45878136]],[[1.68944336]],[[1.583446]],[[1.32185381]],[[1.01255387]],[[0.86826418]],[[1.1028548]],[[0.89127714]],[[0.94153015]],[[0.92369556]]
['PARP9'],[[0.90495074]],[[1.36989939]],[[1.42448828]],[[1.57744444]],[[1.85056328]],[[1.59928849]],[[1.23840838]],[[1.15187226]],[[0.96456034]],[[1.02597984]],[[1.1079767]],[[0.99043421]],[[1.06735743]]
['KIAA1109'],[[0.92815041]],[[1.85254613]],[[1.80612654]],[[1.85942966]],[[1.83729338]],[[1.32019654]],[[1.21177787]],[[1.03533204]],[[0.82296554]],[[1.07142565]],[[0.95631578]],[[0.99695381]],[[1.03541235]]
['CCNG2'],[[0.8550145]],[[1.96283394]],[[2.01394547]],[[1.91686345]],[[1.95596028]],[[1.41141442]],[[1.22618308]],[[1.03632135]],[[0.90202032]],[[1.0369659]],[[0.91266138]],[[1.00259405]],[[0.82063557]]
['PPP3CA'],[[0.88341957]],[[1.55230443]],[[1.60023894]],[[1.592687]],[[1.6844561]],[[1.50539145]],[[1.25589915]],[[1.0616891]],[[0.91717783]],[[1.03948486]],[[0.95516704]],[[1.00511212]],[[0.9209197]]
['ETV6'],[[0.9577591]],[[1.16920354]],[[1.23566447]],[[1.31080288]],[[1.55116231]],[[1.44112269]],[[1.27359412]],[[1.15339798]],[[1.07249928]],[[1.13977428]],[[1.06111094]],[[1.05147243]],[[0.99762509]]
['NUP58'],[[0.94160067]],[[1.9618532]],[[1.96327609]],[[1.97212015]],[[1.88474989]],[[1.60324226]],[[1.33342208]],[[1.18437295]],[[0.94740749]],[[1.26437946]],[[0.96013308]],[[1.03620183]],[[0.96659572]]
['MTMR6'],[[0.96847159]],[[1.80068647]],[[1.80423668]],[[1.72878696]],[[1.77214075]],[[1.55453716]],[[1.25275533]],[[1.05293476]],[[0.9319024]],[[1.1695407]],[[0.94189017]],[[1.06234308]],[[0.95387714]]
['SLC46A3'],[[0.88548862]],[[1.22380923]],[[1.48921011]],[[1.54635001]],[[2.14866607]],[[1.79325939]],[[1.2450273]],[[0.97473106]],[[0.92867313]],[[0.84060432]],[[0.89893407]],[[0.9369536]],[[0.87032434]]
['ABHD13'],[[0.94470769]],[[1.45134472]],[[1.44483046]],[[1.62253422]],[[1.83511113]],[[1.48173009]],[[1.14537323]],[[0.99231444]],[[0.90193999]],[[1.12275885]],[[0.92272542]],[[1.08297442]],[[0.87481616]]
['PELI2'],[[0.88441014]],[[1.60267233]],[[1.64873524]],[[1.71043479]],[[1.76875687]],[[1.44001802]],[[1.21106014]],[[1.06203825]],[[0.952524]],[[1.16343657]],[[0.93286047]],[[1.01113828]],[[0.92521131]]
['BNIP2'],[[0.88990878]],[[1.44941546]],[[1.51473452]],[[1.50428874]],[[1.64982712]],[[1.52258124]],[[1.2586958]],[[1.07694783]],[[1.01224316]],[[1.11551172]],[[0.86446888]],[[0.97573292]],[[0.90981962]]
['NCOA2'],[[0.9384108]],[[1.62543913]],[[1.61996229]],[[1.6925145]],[[1.73885902]],[[1.39915537]],[[1.1801542]],[[1.06864855]],[[1.09910238]],[[1.34339732]],[[0.99725553]],[[1.01792853]],[[1.01438071]]
['NEIL1'],[[0.99618121]],[[2.03659147]],[[1.77967106]],[[1.8506741]],[[1.97241862]],[[0.62443023]],[[0.54359218]],[[0.8479259]],[[0.73636449]],[[0.74572797]],[[1.0066809]],[[0.97803077]],[[0.89295742]]
['USP3'],[[0.92626253]],[[1.78684769]],[[1.72545355]],[[1.71367696]],[[1.70661066]],[[1.47994173]],[[1.2528444]],[[1.10198576]],[[1.02762938]],[[1.13131767]],[[0.89568018]],[[0.97272361]],[[1.03576258]]
['IGSF6'],[[0.7396133]],[[1.30757278]],[[1.35420485]],[[1.39692409]],[[1.53626096]],[[1.51424854]],[[1.33122366]],[[1.10568964]],[[0.89407046]],[[0.95939313]],[[0.91251119]],[[0.96795236]],[[0.76139606]]
['NPEPPS'],[[0.8483787]],[[1.41690454]],[[1.43712273]],[[1.4750138]],[[1.5828033]],[[1.51880536]],[[1.23181353]],[[1.08305086]],[[0.94734005]],[[1.1578863]],[[0.89067722]],[[0.92952317]],[[0.87749748]]
['ARSG'],[[1.19463369]],[[2.34151386]],[[2.24780735]],[[2.29535048]],[[2.22673008]],[[1.64779544]],[[1.48247553]],[[1.31031132]],[[1.1931196]],[[1.24174688]],[[1.1272887]],[[1.11264123]],[[1.10515878]]
['CSNK1D'],[[1.00112194]],[[1.90524813]],[[1.9435575]],[[2.02453637]],[[2.15500012]],[[1.63865562]],[[1.15680528]],[[0.99316662]],[[0.98176348]],[[1.04294843]],[[1.05782862]],[[1.06345409]],[[1.04287088]]
['SECTM1'],[[0.92011782]],[[1.24603738]],[[1.37482407]],[[1.61546914]],[[1.87396036]],[[1.84842769]],[[1.37552308]],[[1.13408122]],[[1.11345405]],[[1.00184577]],[[1.22054704]],[[1.1409989]],[[1.02310443]]
['MOB3C'],[[1.12701571]],[[1.46295781]],[[1.60544211]],[[1.63800674]],[[1.75741093]],[[1.3695765]],[[1.0250501]],[[1.03630049]],[[1.12148687]],[[1.0522458]],[[1.04471536]],[[0.99481763]],[[1.0238458]]
['ABL2'],[[0.91985432]],[[0.80354306]],[[0.84408861]],[[0.88631029]],[[1.30400962]],[[1.22349133]],[[0.99207759]],[[0.96987775]],[[0.91861356]],[[0.87863734]],[[0.91672454]],[[0.90720773]],[[0.95341524]]
['INTS3'],[[0.91504438]],[[1.38927227]],[[1.3850496]],[[1.5126807]],[[1.71257627]],[[1.53769024]],[[1.23619385]],[[1.19247821]],[[1.09344285]],[[0.99816142]],[[1.03827002]],[[0.99753227]],[[0.96850277]]
['DEGS1'],[[0.8625763]],[[1.25379305]],[[1.31077357]],[[1.38985854]],[[1.57694268]],[[1.39173908]],[[1.15334987]],[[1.07508742]],[[0.89429242]],[[0.93134941]],[[0.88200192]],[[0.98725289]],[[0.8285185]]
['CALM2'],[[0.912511]],[[2.34006875]],[[2.51429367]],[[2.4600733]],[[2.43787593]],[[1.36856828]],[[1.13323195]],[[1.00231995]],[[0.79588603]],[[1.06908758]],[[0.81778549]],[[0.86941378]],[[0.89998266]]
['RAB5A'],[[0.94018127]],[[1.46219366]],[[1.56139244]],[[1.59847931]],[[1.77578237]],[[1.47188219]],[[1.27394938]],[[1.03694576]],[[1.02637959]],[[1.26829082]],[[0.95740011]],[[0.99980375]],[[1.14996882]]
['GTF2H2'],[[0.67372889]],[[1.24783102]],[[1.1076843]],[[1.55562151]],[[1.96131236]],[[1.44556177]],[[1.14331253]],[[0.79676601]],[[0.88923898]],[[0.8015701]],[[1.00758789]],[[0.99848367]],[[0.91877729]]
['FEM1C'],[[0.7721038]],[[1.38941783]],[[1.45064705]],[[1.58181492]],[[1.67164221]],[[1.77334622]],[[1.26789073]],[[1.06361687]],[[0.76930439]],[[1.15154226]],[[0.88976912]],[[0.96462101]],[[0.91749554]]
['FBXO38'],[[1.02637129]],[[1.76600989]],[[1.74715597]],[[1.67038465]],[[1.63084358]],[[1.6547858]],[[1.48511311]],[[1.27828559]],[[1.14437261]],[[1.17292348]],[[1.01597493]],[[1.0326404]],[[1.06634602]]
['TBC1D7'],[[1.04659156]],[[2.15008876]],[[2.02690653]],[[2.05057059]],[[2.01065906]],[[1.22949951]],[[0.97597233]],[[1.07938511]],[[1.02858845]],[[1.13901473]],[[0.9756849]],[[1.05005062]],[[1.03750366]]
['GFOD1'],[[0.97741608]],[[3.52107644]],[[3.65771221]],[[3.72456366]],[[3.72163374]],[[0.83291339]],[[0.73074971]],[[0.86425944]],[[0.86161054]],[[0.93294137]],[[0.99020996]],[[0.98256857]],[[1.24083802]]
['TMEM140'],[[0.92099471]],[[1.75162474]],[[1.81545121]],[[1.83094189]],[[1.88702469]],[[1.3176575]],[[1.09469276]],[[1.15238246]],[[1.03429197]],[[1.10038909]],[[1.05990497]],[[1.03511144]],[[0.9503944]]
['BIN3'],[[1.02478775]],[[1.69313247]],[[1.71133328]],[[1.7261065]],[[1.78661862]],[[1.41883045]],[[1.14909914]],[[1.02647525]],[[1.121078]],[[1.11486747]],[[1.10656169]],[[1.0900167]],[[1.04486191]]
['DOCK5'],[[0.89502953]],[[2.04969971]],[[2.03696336]],[[2.10595044]],[[2.18419913]],[[1.69412701]],[[1.33847582]],[[1.07431153]],[[0.9541989]],[[1.17833705]],[[1.0275273]],[[1.02679674]],[[0.9939657]]
['MFSD14B'],[[0.95411183]],[[1.64545552]],[[1.6647113]],[[1.58692681]],[[1.53091772]],[[1.65801403]],[[1.28421171]],[[1.14825276]],[[1.06290227]],[[1.09018514]],[[0.92321581]],[[1.00428656]],[[1.01297859]]
['ROM1'],[[0.83464946]],[[1.06759147]],[[1.68468989]],[[1.57461076]],[[2.19239961]],[[1.82735163]],[[1.24658592]],[[1.23086159]],[[1.39395559]],[[0.84689277]],[[1.01449217]],[[0.65060249]],[[0.96891107]]
['CABLES2'],[[1.10058279]],[[2.74663215]],[[2.8758107]],[[2.76541737]],[[2.52829852]],[[0.91651163]],[[0.87341549]],[[0.98372251]],[[0.91439074]],[[0.92482228]],[[1.09708055]],[[1.02178562]],[[1.10213554]]
['TWF1'],[[0.88790473]],[[1.37768509]],[[1.41753074]],[[1.575143]],[[1.63794826]],[[1.3830989]],[[1.14259369]],[[1.0211519]],[[0.89549162]],[[1.11657618]],[[0.92255707]],[[1.02544858]],[[0.94874465]]
['FAM177A1'],[[0.95764081]],[[1.6317669]],[[1.73458187]],[[1.74791749]],[[1.98433031]],[[1.46129537]],[[1.22194671]],[[1.07815421]],[[0.87622853]],[[0.94612765]],[[0.90334441]],[[1.00867454]],[[0.89204992]]
['NEK7'],[[0.91313393]],[[1.64818144]],[[1.6756257]],[[1.77383561]],[[1.93212316]],[[1.3462764]],[[1.10804103]],[[0.96957031]],[[0.92762873]],[[1.29611784]],[[0.90478321]],[[0.97762262]],[[0.92368818]]
['CDC123'],[[0.87572399]],[[1.81556149]],[[1.91749094]],[[1.99615409]],[[2.19688666]],[[1.49033689]],[[1.14315783]],[[0.94680526]],[[0.79310525]],[[0.90826775]],[[0.90308803]],[[0.9237128]],[[0.95717661]]
['TMEM45B'],[[0.9348776]],[[1.50655568]],[[1.28886564]],[[1.27261526]],[[1.38060286]],[[1.67354114]],[[1.54885995]],[[1.13703152]],[[0.89733459]],[[1.34062404]],[[1.21663889]],[[1.06438152]],[[1.11286702]]
['PARP8'],[[0.97581579]],[[1.71053847]],[[1.77533437]],[[1.77722163]],[[1.84907441]],[[1.44088872]],[[1.2405817]],[[1.06004946]],[[0.87201273]],[[1.05981204]],[[0.93184836]],[[0.97889367]],[[0.96617141]]
['CACUL1'],[[0.95173503]],[[1.8871271]],[[1.91673158]],[[1.85843438]],[[1.85545525]],[[1.49876109]],[[1.21973305]],[[1.04228826]],[[0.99434545]],[[1.26814536]],[[0.96096849]],[[1.04284238]],[[0.98993273]]
['EPG5'],[[0.90921336]],[[1.58369303]],[[1.6091533]],[[1.73148521]],[[1.9363325]],[[1.27539667]],[[1.11989553]],[[1.04999732]],[[1.09469379]],[[1.27215316]],[[1.01069005]],[[0.97678227]],[[1.03958955]]
['PDE3B'],[[1.08646479]],[[1.74394183]],[[1.75662682]],[[1.81916428]],[[1.93527619]],[[1.2481119]],[[0.87901182]],[[0.76941987]],[[0.70581498]],[[1.08286811]],[[0.9864095]],[[1.02979849]],[[0.94188443]]
