N,Train_MSE,Train_r,Test_MSE,Test_r,Avg_Topological_Entropy,Random seed
2,0.1673574867095567,0.812931607330031,0.1659387581848891,0.8138284380213187,0.0481978330745088,46
3,0.1664014964332238,0.814121826253334,0.1647639608933726,0.8152942719288012,0.0532022048996486,46
4,0.1605432500544091,0.8213805949048107,0.1604336995171731,0.8206918151492764,0.056557047699471,46
5,0.1511885641354947,0.8328401438964687,0.1506862354444096,0.8326797358384688,0.0583078806603584,46
6,0.1538440634743464,0.8296031499486414,0.1541518036461595,0.8284346947661155,0.0572990421552158,46
7,0.1479825886445336,0.8367314044585694,0.1473733018223735,0.836717937867158,0.0576500607735253,46
8,0.1468970581466201,0.8380449038685016,0.1453934385589786,0.8391215053813075,0.0588587296174884,46
9,0.1430040054528297,0.8427386042193739,0.143564552489233,0.8413486910830645,0.0611849509751664,46
10,0.1380593571373626,0.8486627135913689,0.1371538350467488,0.8490664823377079,0.0619717687149072,46
20,0.1147111850226778,0.8760950523244415,0.1162802266459487,0.8737137166398358,0.0628911137811166,46
30,0.101223009776768,0.891558042330455,0.1037150092730526,0.8882353199564529,0.0669352509955125,46
40,0.0930108378821232,0.9008425874269635,0.0980744598815845,0.8946766458223775,0.0676421594879832,46
50,0.0819933845219713,0.9131504695746367,0.0870966829869151,0.9070992625556504,0.067682130169994,46
60,0.0799317530445212,0.9154351905584948,0.0865663478135541,0.9076734519517556,0.069796210528065,46
70,0.0773986105705968,0.91823466313861,0.0844487438553662,0.9100658831302604,0.070136134451613,46
80,0.0723580368959385,0.9237799584585008,0.0810766698804705,0.9138600666396136,0.0711904611231326,46
90,0.0687994448307849,0.9276749178083284,0.0776492592449248,0.9176578686723228,0.0701126542550082,46
100,0.0685301005391346,0.9279690555270388,0.0777112666511885,0.9176305459987896,0.0710609629050147,46
150,0.0604540501720358,0.9367456170773087,0.0740170228055485,0.9217452385157308,0.0731776544298423,46
200,0.0557136295429062,0.9418591290713016,0.0735346268526456,0.922366656121382,0.0740301997254911,46
250,0.0521618871401713,0.945672289492613,0.0743828149425371,0.921610694158207,0.0745857453198304,46
300,0.0493536867504812,0.948676331416106,0.076531385450574,0.9193267264573236,0.0752675001733162,46
2,0.1686018211445633,0.8118921594591069,0.1645907943849851,0.8134933215188238,0.0474389904619773,2
3,0.1626342782135749,0.8192878908901271,0.1589423183414485,0.8205976565857602,0.0522999208763367,2
4,0.158824321293782,0.8239749110247903,0.1547832360110851,0.8257673722233467,0.0572922094457394,2
5,0.1505326211546078,0.8340841590351062,0.1498934845503831,0.8318753132938246,0.0561012313121388,2
6,0.1533526569182037,0.8306596074045001,0.1523884032039059,0.8287431620969306,0.0606815183036468,2
7,0.150139824523696,0.8345598765679767,0.150274570266391,0.831403870558375,0.0620147687566523,2
