['NDUFAF7'],[[1.26912583]],[[1.83905121]],[[1.83424982]],[[1.7537336]],[[1.75735985]],[[1.48819236]],[[1.27973324]],[[1.06134312]],[[0.8522735]],[[1.0503962]],[[0.97245899]],[[1.05269007]],[[0.93365149]]
['ATP2B4'],[[0.85123192]],[[1.76708768]],[[1.90599162]],[[1.99778173]],[[1.81909401]],[[2.03927825]],[[1.54473364]],[[1.3290756]],[[1.05738616]],[[1.12501619]],[[1.08791761]],[[1.34458749]],[[1.16190014]]
['ZC3H11A'],[[1.14575503]],[[1.30671005]],[[1.21256219]],[[1.08337025]],[[1.08451513]],[[1.00294571]],[[0.79049455]],[[0.63353907]],[[0.67540394]],[[0.71530339]],[[0.58252181]],[[0.6575298]],[[0.60787289]]
['DNAJC25'],[[0.83367065]],[[1.47737417]],[[1.28708781]],[[1.83153259]],[[1.59061781]],[[1.39117745]],[[1.10789306]],[[0.96521866]],[[0.9706914]],[[1.1789779]],[[1.04081014]],[[1.09649971]],[[0.98768154]]
['CYB5R4'],[[1.61090435]],[[1.70011225]],[[1.67716916]],[[1.67003054]],[[1.7855069]],[[1.41630454]],[[1.32697356]],[[1.08045738]],[[0.92131938]],[[1.24322655]],[[0.91890304]],[[1.05219302]],[[0.90654862]]
['TBC1D1'],[[1.94982824]],[[1.82383226]],[[1.73024087]],[[1.62100526]],[[1.84460173]],[[1.20512652]],[[1.29903549]],[[1.20666245]],[[1.10647992]],[[1.38852883]],[[1.07879919]],[[1.22429461]],[[1.08280164]]
['DIP2B'],[[1.50973098]],[[1.77752406]],[[1.76272837]],[[1.75904236]],[[1.69356698]],[[1.26681454]],[[1.14976983]],[[1.02701225]],[[0.92378375]],[[1.16860029]],[[0.87685899]],[[1.04434017]],[[0.8711111]]
['SP100'],[[1.25352481]],[[1.46194253]],[[1.43237896]],[[1.41759635]],[[1.36252307]],[[1.20517203]],[[1.13331044]],[[1.00200051]],[[0.81853391]],[[0.96333916]],[[0.74809364]],[[0.90697306]],[[0.79344248]]
['KLF6'],[[1.82452402]],[[1.86349729]],[[1.91768189]],[[1.85044169]],[[1.78606043]],[[1.42018147]],[[1.30886307]],[[1.15466586]],[[0.86555267]],[[1.15037655]],[[0.85238017]],[[1.02736621]],[[0.87067716]]
['PDK3'],[[1.745101]],[[1.77057604]],[[1.73335737]],[[1.67169499]],[[1.81043027]],[[1.330906]],[[1.50075585]],[[1.31636622]],[[1.12034436]],[[1.3550714]],[[1.03958433]],[[1.13522808]],[[1.02881134]]
['SRBD1'],[[1.78094404]],[[1.85594154]],[[1.75222406]],[[1.6673405]],[[1.47464907]],[[0.87992627]],[[0.95172351]],[[0.80416916]],[[0.83259418]],[[1.02809271]],[[0.81367336]],[[0.94249485]],[[0.8248141]]
['SNX13'],[[1.28456315]],[[1.53701911]],[[1.42601136]],[[1.42140952]],[[1.48526428]],[[1.19409848]],[[1.09277088]],[[0.87385277]],[[0.77344421]],[[1.05988298]],[[0.81432315]],[[0.91854532]],[[0.80689803]]
['MARK2'],[[1.74916565]],[[1.80058986]],[[1.82590431]],[[1.75794812]],[[1.67174441]],[[1.52174032]],[[1.41309942]],[[1.36332436]],[[1.11126318]],[[1.33928311]],[[1.05167316]],[[1.19526734]],[[1.03613266]]
['ACAP1'],[[1.55223386]],[[1.99317542]],[[2.04741917]],[[1.93557553]],[[1.93124209]],[[1.70170759]],[[1.57600672]],[[1.48473036]],[[1.10315966]],[[1.25409193]],[[1.09204703]],[[1.27853414]],[[1.08404459]]
['PICALM'],[[1.22716205]],[[1.45903115]],[[1.46654933]],[[1.46046125]],[[1.35235375]],[[1.24057494]],[[1.19108612]],[[1.04497268]],[[0.83706816]],[[1.16817943]],[[0.71559299]],[[0.86933049]],[[0.7623336]]
['CLASP1'],[[1.43250073]],[[1.60307752]],[[1.60247472]],[[1.620295]],[[1.67180884]],[[1.19180641]],[[1.12287208]],[[1.01082086]],[[1.01248699]],[[1.18735114]],[[1.01267451]],[[1.14352856]],[[1.00259198]]
['SEMA3C'],[[1.23718485]],[[1.40025968]],[[1.43555185]],[[1.521355]],[[1.25095321]],[[0.91210348]],[[0.98342505]],[[0.75410451]],[[0.76746896]],[[1.09320219]],[[0.81816075]],[[0.94796137]],[[0.81524309]]
['ARHGAP15'],[[1.43775149]],[[1.95957111]],[[1.91724677]],[[1.98319325]],[[1.91645569]],[[1.52559723]],[[1.27063399]],[[1.00852594]],[[0.85910079]],[[1.08456499]],[[0.95805889]],[[1.15617462]],[[0.94978435]]
['PAG1'],[[1.16959839]],[[2.05249598]],[[2.14611703]],[[2.22561726]],[[1.92006288]],[[1.49412858]],[[1.26743369]],[[1.09156114]],[[0.95525311]],[[1.07356981]],[[0.96631884]],[[1.13796673]],[[0.9619993]]
['PPP1R12B'],[[2.0011903]],[[1.70257995]],[[1.59827911]],[[1.49302294]],[[1.70150963]],[[1.08540561]],[[0.97763558]],[[0.83153598]],[[0.94455488]],[[1.57331711]],[[1.09142164]],[[1.19090322]],[[1.07716836]]
['NEBL'],[[2.88751208]],[[3.7391615]],[[3.17729503]],[[3.7443804]],[[6.69542255]],[[2.79945456]],[[1.87424315]],[[2.40207209]],[[4.97625936]],[[6.24807578]],[[5.99809602]],[[5.13978365]],[[5.62849521]]
['TP53INP2'],[[2.42184909]],[[2.04235575]],[[2.0618723]],[[1.95095925]],[[1.9924138]],[[0.90853178]],[[0.85276302]],[[0.9345613]],[[1.00043525]],[[1.75595988]],[[1.28448313]],[[1.41203277]],[[1.31198496]]
['RFX3'],[[1.4479609]],[[1.84810932]],[[1.87787555]],[[1.78321386]],[[1.74570452]],[[1.223582]],[[1.2938835]],[[1.04594361]],[[1.05732641]],[[1.22385614]],[[0.95559367]],[[1.10785894]],[[1.01131562]]
['RAB21'],[[1.32481688]],[[1.68938704]],[[1.70545587]],[[1.6804027]],[[1.63746507]],[[1.21652528]],[[1.1265403]],[[1.00145218]],[[0.93441144]],[[1.16867074]],[[0.90483976]],[[1.05766654]],[[0.91423159]]
['PSEN1'],[[1.54512519]],[[1.58073065]],[[1.61062171]],[[1.58131922]],[[1.58080088]],[[1.36842064]],[[1.30674418]],[[1.18059736]],[[0.94634783]],[[1.25950159]],[[0.9419878]],[[1.11337097]],[[0.97669638]]
['PHLPP1'],[[1.57947358]],[[1.91085324]],[[1.95290535]],[[2.10151469]],[[1.6924088]],[[1.20869981]],[[1.38934711]],[[1.34694251]],[[0.92932414]],[[1.3505273]],[[1.17305058]],[[1.18365223]],[[1.11457678]]
['RNF13'],[[1.49157435]],[[1.68407336]],[[1.68499029]],[[1.70902626]],[[1.59378843]],[[1.19027639]],[[1.00463501]],[[0.83936742]],[[0.73882258]],[[1.10123819]],[[0.76414574]],[[0.9293087]],[[0.80741097]]
['KAT6A'],[[1.36315441]],[[2.09043092]],[[2.0469743]],[[2.0388573]],[[1.86001575]],[[1.54543064]],[[1.25173092]],[[1.09972417]],[[0.92554604]],[[1.15415023]],[[0.97171907]],[[1.15381215]],[[0.99644443]]
['ZCCHC6'],[[1.66834612]],[[1.69617783]],[[1.69610619]],[[1.66963939]],[[1.61945772]],[[1.26919383]],[[1.07522869]],[[0.95092258]],[[0.86554211]],[[1.1387067]],[[0.88183541]],[[1.01297024]],[[0.85959659]]
['ZNF586'],[[1.70713853]],[[1.61461001]],[[1.65822706]],[[1.60663116]],[[1.57186806]],[[1.31218469]],[[1.23511379]],[[1.05666328]],[[0.85342699]],[[1.11002757]],[[0.81722599]],[[1.02837706]],[[0.83197925]]
['CHMP2B'],[[1.35820446]],[[1.67568886]],[[1.64890671]],[[1.67495796]],[[1.60811978]],[[1.39540555]],[[1.21058282]],[[1.04477097]],[[0.78819934]],[[1.08687104]],[[0.82413057]],[[0.99706746]],[[0.87309955]]
['NCOA1'],[[1.5167082]],[[1.69768949]],[[1.76300717]],[[1.81090355]],[[1.63560145]],[[1.46808753]],[[1.26070816]],[[1.11910359]],[[0.98293051]],[[1.24405983]],[[0.95954025]],[[1.08865792]],[[0.96781218]]
['SLC25A24'],[[0.8620213]],[[1.34935282]],[[1.39957484]],[[1.50418855]],[[1.69248556]],[[1.47950543]],[[1.44048204]],[[1.22883345]],[[0.97105129]],[[1.09625234]],[[0.83601474]],[[1.01160552]],[[0.91122888]]
['PPEF1'],[[1.74271409]],[[1.24648487]],[[1.31615515]],[[1.21957954]],[[1.57947917]],[[1.25766224]],[[0.98372664]],[[1.41501677]],[[0.94263178]],[[1.0962012]],[[0.78934796]],[[0.92531198]],[[0.84872145]]
['PPP1R15A'],[[1.57228884]],[[1.88563713]],[[2.01912267]],[[1.99846919]],[[1.7616894]],[[1.39211756]],[[1.34489917]],[[1.19222988]],[[0.96598848]],[[1.34319028]],[[1.02686073]],[[1.20627575]],[[1.00761615]]
['ERGIC2'],[[1.42000196]],[[1.70544555]],[[1.62861871]],[[1.6826101]],[[1.66397719]],[[1.28339021]],[[1.1814187]],[[0.97365814]],[[0.84104176]],[[1.09999621]],[[0.89748379]],[[1.00482805]],[[0.88093069]]
['SPTLC1'],[[1.25794865]],[[1.5231879]],[[1.54796058]],[[1.5777845]],[[1.52191947]],[[1.22751612]],[[1.15071146]],[[1.03063034]],[[0.89586191]],[[1.11357042]],[[0.87512559]],[[1.01190756]],[[0.9032659]]
['SLC7A8'],[[1.46465906]],[[0.98624687]],[[0.9214441]],[[0.90522165]],[[1.44904382]],[[0.52443052]],[[0.57919109]],[[0.7834755]],[[0.68181997]],[[0.99317509]],[[0.41620686]],[[0.67386882]],[[0.61918557]]
['MAST3'],[[2.02939025]],[[2.16354753]],[[2.1840039]],[[2.05760827]],[[1.73943924]],[[1.45127999]],[[1.34670094]],[[1.23825956]],[[1.08645243]],[[1.42580415]],[[1.11427254]],[[1.24550215]],[[1.11607139]]
['MKNK2'],[[1.66377292]],[[1.93795605]],[[2.00606926]],[[1.92015963]],[[1.93046141]],[[1.49713728]],[[1.32234066]],[[1.35380728]],[[1.35769945]],[[1.74998069]],[[1.22060747]],[[1.46737517]],[[1.25131623]]
['RBM23'],[[1.56744046]],[[1.68891736]],[[1.74620047]],[[1.73747685]],[[1.62028783]],[[1.30123068]],[[1.20983589]],[[1.13820004]],[[0.94520646]],[[1.21027342]],[[0.96850804]],[[1.11793267]],[[0.95541612]]
['NIN'],[[1.63279978]],[[1.71085229]],[[1.72484938]],[[1.7591364]],[[1.67380596]],[[1.4302617]],[[1.32150705]],[[1.18648482]],[[1.02414505]],[[1.21230754]],[[0.98083629]],[[1.12687519]],[[0.95594561]]
['SUSD6'],[[1.69706656]],[[1.68205305]],[[1.72502848]],[[1.71662432]],[[1.65363035]],[[1.50146412]],[[1.32623756]],[[1.23622636]],[[1.00849647]],[[1.2995919]],[[1.03225588]],[[1.19656984]],[[1.00829332]]
['GMPR2'],[[1.53320042]],[[1.82532055]],[[1.94069557]],[[1.92667823]],[[1.69521041]],[[1.52697111]],[[1.31370844]],[[1.34613341]],[[1.04034501]],[[1.24162172]],[[0.97902138]],[[1.17407655]],[[0.98068355]]
['MAP1LC3A'],[[2.1636319]],[[2.08993516]],[[2.23161082]],[[2.08570817]],[[1.74124075]],[[0.7397288]],[[0.97861836]],[[0.94129966]],[[0.84431953]],[[1.37308061]],[[0.86642151]],[[1.16163684]],[[1.02894785]]
['TBL1X'],[[1.74345754]],[[1.68661079]],[[1.76507475]],[[1.77152492]],[[1.64077835]],[[1.57529132]],[[1.4514464]],[[1.34391942]],[[1.10333405]],[[1.37893746]],[[1.0493983]],[[1.19157735]],[[1.04315462]]
['FNDC3A'],[[1.60621257]],[[1.84382128]],[[1.75119049]],[[1.70349377]],[[1.45122497]],[[1.02001824]],[[1.15034404]],[[0.98055419]],[[0.83759406]],[[1.038116]],[[0.85689851]],[[0.95729187]],[[0.85451726]]
['KLF5'],[[1.77700692]],[[1.42128038]],[[1.52223716]],[[1.41761362]],[[1.57405778]],[[1.39563883]],[[1.372726]],[[1.06771577]],[[0.96971748]],[[1.29234277]],[[0.97683419]],[[1.08305142]],[[0.91040721]]
['PARP4'],[[2.40970992]],[[2.15656055]],[[2.08998205]],[[2.00469064]],[[1.92896062]],[[1.40213454]],[[1.27357383]],[[1.12427337]],[[1.03895327]],[[1.22793307]],[[1.02428363]],[[1.15651357]],[[1.02264632]]
['SUPT20H'],[[1.41348443]],[[1.72996615]],[[1.73747174]],[[1.72600261]],[[1.80454901]],[[1.32188177]],[[1.09840617]],[[0.9773711]],[[0.91370604]],[[1.19971987]],[[0.95855729]],[[1.09013104]],[[0.9672684]]
['INTS6'],[[1.40908225]],[[1.90000132]],[[1.80213595]],[[1.77804557]],[[1.81197871]],[[1.32521544]],[[1.21034971]],[[1.03049115]],[[0.91560863]],[[1.16414636]],[[0.98339506]],[[1.08810701]],[[0.92877042]]
['DHRS12'],[[1.6238685]],[[1.9531129]],[[2.08865642]],[[1.99580068]],[[2.08770676]],[[1.56478229]],[[1.28948879]],[[1.33627214]],[[1.15155018]],[[1.25759114]],[[0.97287618]],[[1.18925275]],[[1.04695596]]
['LYRM1'],[[1.38748502]],[[1.81250721]],[[1.80428231]],[[1.86566426]],[[1.62390322]],[[1.28776961]],[[1.2028929]],[[1.03693201]],[[0.86593669]],[[1.02951602]],[[0.81565825]],[[0.95381649]],[[0.80914629]]
['LONP2'],[[1.38666742]],[[1.79388475]],[[1.7252121]],[[1.65422399]],[[1.52330658]],[[0.87327786]],[[0.89358457]],[[0.87925976]],[[0.85044487]],[[1.04809186]],[[0.98008364]],[[1.07263672]],[[0.94426986]]
['N4BP1'],[[1.41551245]],[[1.56801748]],[[1.60066756]],[[1.65160978]],[[1.69798742]],[[1.54801079]],[[1.40777335]],[[1.17799883]],[[0.84818494]],[[1.21045475]],[[0.93764124]],[[1.12014053]],[[0.94928934]]
['USP10'],[[2.04649228]],[[1.82888108]],[[1.86307342]],[[1.77013795]],[[1.63367934]],[[1.19091529]],[[1.23341387]],[[1.07589434]],[[0.94191606]],[[1.17001829]],[[0.94478062]],[[1.01303119]],[[0.86427262]]
['BCKDK'],[[1.91262878]],[[1.75562481]],[[1.72634806]],[[1.74987678]],[[1.81488365]],[[1.5517554]],[[1.36566216]],[[1.30635305]],[[1.22883768]],[[1.5025985]],[[1.12805746]],[[1.28729314]],[[1.1330092]]
['NBN'],[[1.64340837]],[[1.49682406]],[[1.42474646]],[[1.4134905]],[[1.46394187]],[[1.0502032]],[[1.19354957]],[[1.00149878]],[[0.73733458]],[[0.90070711]],[[0.75829203]],[[0.85181997]],[[0.7708831]]
['UBE2W'],[[1.22056518]],[[1.7216925]],[[1.71651416]],[[1.70115733]],[[1.76951563]],[[1.36164298]],[[1.29140725]],[[1.00888166]],[[0.96943558]],[[1.20128671]],[[0.96839765]],[[1.06803722]],[[0.89835132]]
['EMC2'],[[1.05060353]],[[1.68185577]],[[1.70114126]],[[1.69200459]],[[1.57931113]],[[1.14117298]],[[0.97650475]],[[0.81712173]],[[0.81264704]],[[1.0309928]],[[0.85657245]],[[0.99129883]],[[0.84240105]]
['ERI1'],[[0.99261395]],[[1.91615195]],[[2.0627771]],[[2.13514261]],[[1.76920332]],[[1.3665552]],[[1.22288185]],[[1.01285905]],[[0.7506408]],[[1.00257496]],[[0.78495513]],[[0.9797478]],[[0.86534073]]
['CCDC9'],[[1.41118219]],[[1.73625122]],[[1.7978059]],[[1.80749822]],[[1.59026726]],[[1.21178175]],[[0.96081189]],[[0.95298095]],[[0.9620156]],[[1.20649518]],[[0.93129989]],[[1.1378777]],[[0.95053891]]
['ELL'],[[1.79032263]],[[1.93887718]],[[1.99361685]],[[1.90931717]],[[1.80080267]],[[1.55575883]],[[1.40644484]],[[1.39937992]],[[1.10421529]],[[1.39092423]],[[1.04662922]],[[1.24173291]],[[1.02608912]]
['HBP1'],[[1.42353021]],[[1.59489508]],[[1.57170586]],[[1.5955931]],[[1.60713381]],[[1.13757567]],[[1.0230527]],[[0.95449766]],[[0.86684505]],[[1.18289231]],[[0.88151297]],[[1.04052684]],[[0.88084237]]
['ZC3HAV1'],[[1.66762424]],[[2.01922867]],[[2.01958296]],[[1.9311843]],[[1.66766559]],[[0.9190886]],[[0.99307855]],[[0.89596566]],[[0.7981224]],[[0.91740102]],[[0.71977613]],[[0.91708387]],[[0.75787861]]
['COA1'],[[1.8318664]],[[1.84052229]],[[1.88596428]],[[1.79580895]],[[1.77621792]],[[0.83990696]],[[0.81953344]],[[0.75868571]],[[0.87995965]],[[1.27836051]],[[0.91979572]],[[1.06396787]],[[0.94301949]]
['SHOC2'],[[1.29528176]],[[1.53261802]],[[1.54399879]],[[1.52522594]],[[1.58873781]],[[1.30475231]],[[1.21691974]],[[1.02692964]],[[0.94078704]],[[1.22082002]],[[0.87793335]],[[0.97892961]],[[0.86742501]]
['TSPAN14'],[[1.80382974]],[[1.88954245]],[[1.882205]],[[1.82817964]],[[1.88869582]],[[1.45414326]],[[1.35454596]],[[1.23925242]],[[1.13892746]],[[1.33326291]],[[1.07915297]],[[1.25324078]],[[1.10173599]]
['NUFIP2'],[[1.05993632]],[[1.66619415]],[[1.63474879]],[[1.63778003]],[[1.5878649]],[[1.18347037]],[[1.10483474]],[[0.93828757]],[[0.85198732]],[[1.04477989]],[[0.87435729]],[[1.00904062]],[[0.87412083]]
['RAPGEFL1'],[[1.74271467]],[[1.75499107]],[[1.88050201]],[[1.60470186]],[[1.55688125]],[[1.57882168]],[[1.41222795]],[[1.43172174]],[[0.9953393]],[[1.29398083]],[[1.00746833]],[[1.12440185]],[[1.00793497]]
['MLX'],[[1.99994677]],[[1.69186956]],[[1.68739427]],[[1.64545424]],[[1.77662563]],[[1.36618434]],[[1.29184735]],[[1.24263811]],[[1.10657077]],[[1.36363038]],[[1.03440735]],[[1.20026984]],[[1.05868213]]
['IFT20'],[[1.43244108]],[[1.71994935]],[[1.77228946]],[[1.80274914]],[[1.74230952]],[[1.2360908]],[[1.2836917]],[[1.18976179]],[[1.22788137]],[[1.45298725]],[[1.09757478]],[[1.24287391]],[[1.0965362]]
['PHF12'],[[1.89090321]],[[1.8672345]],[[1.91596877]],[[1.85863249]],[[1.68978449]],[[1.46963538]],[[1.27711306]],[[1.25757571]],[[1.041372]],[[1.31710467]],[[1.04395955]],[[1.16373066]],[[0.99238089]]
['ELF2'],[[1.85470079]],[[1.95554874]],[[1.94304511]],[[2.00673004]],[[1.72274864]],[[1.22640246]],[[1.1180523]],[[1.08966948]],[[0.89400644]],[[1.17651716]],[[0.90866152]],[[1.04351808]],[[0.89710976]]
['NUP98'],[[1.47857323]],[[1.72756475]],[[1.7450762]],[[1.75004247]],[[1.67561785]],[[1.25208197]],[[1.11654947]],[[1.11542601]],[[1.12989989]],[[1.38026892]],[[1.02164333]],[[1.17069401]],[[1.00524372]]
['ARPC3'],[[1.46823775]],[[1.60025843]],[[1.54682004]],[[1.59191336]],[[1.66517152]],[[1.50716554]],[[1.42237472]],[[1.25796664]],[[1.04063556]],[[1.26255358]],[[0.90892855]],[[1.0563944]],[[0.90843191]]
['UHRF1BP1L'],[[1.42668543]],[[1.59847887]],[[1.46422885]],[[1.49816414]],[[1.54969962]],[[1.38217389]],[[1.25318024]],[[1.03645557]],[[0.88135831]],[[1.19101679]],[[0.88980866]],[[1.02000807]],[[0.87640025]]
['CLEC4A'],[[1.42563741]],[[1.18974127]],[[1.20510371]],[[1.02894621]],[[1.15444862]],[[1.3516018]],[[1.45603824]],[[1.31118219]],[[0.86656429]],[[0.99072124]],[[0.83117083]],[[0.93939679]],[[0.79762739]]
['SERINC1'],[[1.40588249]],[[1.6626933]],[[1.67631441]],[[1.72856784]],[[1.72024575]],[[1.32322042]],[[1.13645713]],[[0.98403529]],[[0.87403511]],[[1.13194471]],[[0.81665906]],[[1.00297292]],[[0.87186533]]
['PTP4A1'],[[1.56816863]],[[1.67037452]],[[1.68715672]],[[1.67745816]],[[1.45303002]],[[1.13543181]],[[0.95572664]],[[0.8274199]],[[0.74136615]],[[1.01017298]],[[0.76328718]],[[0.88385955]],[[0.76547976]]
['TMEM30A'],[[1.40151931]],[[1.54701389]],[[1.5631103]],[[1.589686]],[[1.66869291]],[[1.33987906]],[[1.19604029]],[[0.96146046]],[[0.87810232]],[[1.15387321]],[[0.91240354]],[[1.05100697]],[[0.93178199]]
['BRD8'],[[1.20281341]],[[1.67211343]],[[1.75539373]],[[1.71366159]],[[1.5831483]],[[1.22640352]],[[1.11601053]],[[1.02685001]],[[0.87868801]],[[1.13698997]],[[0.93926425]],[[1.08700255]],[[0.95518256]]
['CLK4'],[[2.15799129]],[[1.98112138]],[[1.95233033]],[[1.84720219]],[[1.74000292]],[[1.41728414]],[[1.41172214]],[[1.13640569]],[[0.82326769]],[[1.05963059]],[[0.8483283]],[[0.95357019]],[[0.82822731]]
['FAM172A'],[[1.3206578]],[[2.03337016]],[[1.8507608]],[[1.92137994]],[[1.66364288]],[[1.1811043]],[[1.21666246]],[[1.01748489]],[[0.85253609]],[[0.96614335]],[[0.86465835]],[[1.00142611]],[[0.86326279]]
['ABCC5'],[[2.07057293]],[[1.73665381]],[[1.71502274]],[[1.48381445]],[[1.68014423]],[[1.13456802]],[[1.29981565]],[[1.29531904]],[[1.16572823]],[[1.43830687]],[[1.10630966]],[[1.19479763]],[[1.06181157]]
['SF3B6'],[[1.41602487]],[[1.75859477]],[[1.79142085]],[[1.73286864]],[[1.76211332]],[[1.46184431]],[[1.33683091]],[[1.30667357]],[[1.16830653]],[[1.37040044]],[[1.02845419]],[[1.25653568]],[[1.06105324]]
['CYTIP'],[[2.17394169]],[[1.76184546]],[[1.83043154]],[[1.87538098]],[[1.69708341]],[[1.25384928]],[[1.08415961]],[[0.97804842]],[[0.90181611]],[[1.1279864]],[[0.88840274]],[[1.05006807]],[[0.89237648]]
['ITGB6'],[[1.03662135]],[[1.79523842]],[[1.44581271]],[[1.62671818]],[[1.66150563]],[[1.2141909]],[[1.44037618]],[[1.10864928]],[[0.98384307]],[[0.96163498]],[[0.79749407]],[[0.88173162]],[[0.82068017]]
['STRN'],[[1.33059622]],[[1.67765837]],[[1.67845293]],[[1.69741933]],[[1.73170596]],[[1.30731217]],[[1.2332947]],[[1.05470506]],[[0.94835767]],[[1.13527574]],[[0.92435629]],[[1.04690194]],[[0.94159449]]
['PLCL1'],[[0.92204998]],[[1.23250706]],[[1.03653113]],[[1.14662638]],[[1.75215106]],[[0.82604807]],[[0.86751208]],[[0.83933396]],[[0.99959623]],[[1.21804254]],[[1.04880821]],[[1.28730128]],[[1.15452349]]
['LRRC42'],[[1.75492433]],[[1.79523839]],[[1.74170111]],[[1.72387966]],[[1.69997615]],[[0.94664597]],[[0.87141062]],[[0.9652186]],[[0.90090081]],[[1.12682808]],[[0.99859859]],[[1.09225094]],[[0.98509262]]
['STXBP3'],[[1.35842478]],[[1.63095037]],[[1.6833399]],[[1.71750226]],[[1.59457374]],[[1.37225632]],[[1.23859299]],[[1.04451148]],[[0.91907822]],[[1.15708364]],[[0.86282469]],[[1.01854956]],[[0.86168333]]
['TSNAX'],[[1.42141084]],[[1.76697325]],[[1.85606147]],[[1.89702188]],[[1.75899764]],[[1.23944903]],[[1.16618595]],[[1.09830793]],[[0.9960733]],[[1.19622146]],[[0.98213241]],[[1.12109315]],[[0.98333214]]
['LGALS8'],[[0.88162774]],[[1.89847632]],[[1.9437536]],[[1.89863478]],[[1.71817021]],[[1.45806864]],[[1.30378291]],[[1.18808038]],[[0.91230056]],[[1.04356494]],[[0.86289818]],[[0.99885729]],[[0.87101086]]
['ZNF684'],[[2.28500049]],[[1.68286602]],[[1.72491415]],[[1.60950153]],[[1.7016041]],[[0.88533931]],[[0.96656358]],[[0.5861564]],[[0.80533357]],[[0.98490142]],[[0.96274269]],[[1.19194372]],[[1.00730645]]
