['FGR'],[[1.48735424]],[[1.85240667]],[[1.88704194]],[[1.88598347]],[[1.94868918]],[[1.96962468]],[[1.83634385]],[[1.61400688]],[[1.22598475]],[[1.4472815]],[[1.08684231]],[[1.29405999]],[[1.0826029]]
['HMGB3'],[[0.80977114]],[[0.90459718]],[[1.24324834]],[[1.52403244]],[[1.96457602]],[[1.03708506]],[[1.09029004]],[[1.22928484]],[[1.36163969]],[[1.57588412]],[[0.92383938]],[[1.12056423]],[[1.09130606]]
['GRN'],[[1.44905891]],[[1.32331508]],[[1.36036746]],[[1.35951544]],[[1.54702533]],[[1.62479249]],[[1.56638758]],[[1.54336378]],[[1.23440632]],[[1.46865104]],[[0.96953007]],[[1.11683897]],[[0.95090873]]
['TIMP2'],[[1.80566299]],[[1.93419791]],[[1.95772436]],[[1.91295762]],[[1.80379992]],[[1.76643301]],[[1.62149913]],[[1.54121464]],[[1.16273426]],[[1.34996599]],[[0.94111564]],[[1.09348217]],[[0.92202632]]
['CAPG'],[[1.31280449]],[[1.35464811]],[[1.4047596]],[[1.41578814]],[[1.80063207]],[[1.75089868]],[[1.82196472]],[[1.61674469]],[[1.32974265]],[[1.47540564]],[[1.03389667]],[[1.28847362]],[[1.10429287]]
['PHKA2'],[[1.85414888]],[[1.95500342]],[[1.96086556]],[[1.88892717]],[[1.80075747]],[[1.67582305]],[[1.72054513]],[[1.45461747]],[[1.22089615]],[[1.35928736]],[[1.10445581]],[[1.24295233]],[[1.07648167]]
['WWC3'],[[1.46843866]],[[1.84533462]],[[1.86171447]],[[1.80380524]],[[1.64808066]],[[1.29481406]],[[1.15572277]],[[1.11325928]],[[1.30618241]],[[1.5137269]],[[1.01957734]],[[1.15771289]],[[0.98620282]]
['HEBP2'],[[1.73279985]],[[1.98082124]],[[1.9589084]],[[1.90325098]],[[1.73950458]],[[1.49933656]],[[1.45491602]],[[1.32345951]],[[0.96571441]],[[1.17114628]],[[0.87333139]],[[1.06928337]],[[0.89793604]]
['PPP1R12A'],[[1.51083233]],[[1.75132385]],[[1.79110342]],[[1.76494113]],[[1.82769754]],[[1.54049335]],[[1.42336561]],[[1.1684865]],[[0.94999722]],[[1.1537992]],[[0.92726712]],[[1.06640807]],[[0.91943692]]
['TBXAS1'],[[1.75393687]],[[1.96852244]],[[1.94776933]],[[1.86190144]],[[1.93940812]],[[1.57004496]],[[1.4235958]],[[1.31555747]],[[1.15562442]],[[1.40172586]],[[1.05815442]],[[1.20832214]],[[1.02656814]]
['LPAR2'],[[2.03081142]],[[2.06954343]],[[2.14524436]],[[1.96793217]],[[1.82207834]],[[1.78375416]],[[1.75173842]],[[1.57220036]],[[1.16311106]],[[1.43315944]],[[0.94728014]],[[1.16250294]],[[0.99876118]]
['CNN2'],[[1.67134684]],[[1.91148872]],[[1.96161725]],[[1.93318687]],[[1.93911387]],[[1.76250761]],[[1.58546067]],[[1.55793117]],[[1.18733128]],[[1.46458513]],[[1.08831841]],[[1.34273818]],[[1.09794438]]
['FAR2'],[[1.29022104]],[[1.69758643]],[[1.64218392]],[[1.61147025]],[[1.46096416]],[[1.23962917]],[[1.25412088]],[[0.94556706]],[[0.87195015]],[[1.03073353]],[[0.73490505]],[[0.90195083]],[[0.76662128]]
['GNAI3'],[[1.31432755]],[[1.54741477]],[[1.52118667]],[[1.53140176]],[[1.60905969]],[[1.51023741]],[[1.41858969]],[[1.1799786]],[[0.99948897]],[[1.18894932]],[[0.97055331]],[[1.12238885]],[[0.94551088]]
['OAT'],[[1.09083267]],[[1.39763723]],[[1.47573868]],[[1.51878497]],[[1.88314317]],[[1.48706553]],[[1.49590058]],[[1.38673939]],[[1.31980849]],[[1.46531251]],[[0.96094291]],[[1.17740767]],[[1.00917713]]
['PYGM'],[[1.42636483]],[[2.0266881]],[[2.01658777]],[[1.84740409]],[[1.63084252]],[[1.62499547]],[[1.5766586]],[[1.54887164]],[[1.35475079]],[[1.31881132]],[[1.0394756]],[[1.12425041]],[[0.98283873]]
['NEDD4'],[[1.03553745]],[[1.59325788]],[[1.53531446]],[[1.55627163]],[[1.69256054]],[[1.5798995]],[[1.60549704]],[[1.26089142]],[[0.88155415]],[[0.92773046]],[[0.74105143]],[[0.85850886]],[[0.77807885]]
['CLTCL1'],[[2.54514534]],[[1.99413592]],[[1.95328605]],[[1.8419594]],[[1.91824761]],[[1.4795051]],[[1.65951185]],[[1.33914859]],[[1.46873744]],[[1.53729349]],[[1.20569361]],[[1.29199119]],[[1.11640266]]
['WIPI1'],[[1.91830726]],[[1.53779649]],[[1.61046638]],[[1.59403981]],[[1.63968618]],[[1.43751727]],[[1.66147465]],[[1.49719954]],[[1.31310432]],[[1.60859508]],[[1.10978781]],[[1.19059435]],[[1.06235183]]
['NDST1'],[[2.50086003]],[[1.84661812]],[[1.82701664]],[[1.75530508]],[[2.18187399]],[[1.22277492]],[[1.37553217]],[[1.33060784]],[[1.51140798]],[[1.94020344]],[[1.39146876]],[[1.46550569]],[[1.34615208]]
['ST6GALNAC2'],[[1.99811537]],[[1.86412592]],[[1.89645672]],[[1.75716187]],[[1.93133155]],[[1.33343755]],[[1.17227879]],[[1.1537933]],[[1.08263631]],[[1.60161231]],[[1.1469185]],[[1.27178408]],[[1.15105118]]
['CYBRD1'],[[1.4512095]],[[2.14732125]],[[2.14133125]],[[2.14767312]],[[1.89040034]],[[1.35021077]],[[0.92276063]],[[0.96298644]],[[1.38921903]],[[1.6928918]],[[1.24936346]],[[1.33251978]],[[1.20795575]]
['ACTN1'],[[1.7388217]],[[1.90233721]],[[2.0148682]],[[2.0212453]],[[1.93751868]],[[1.83752981]],[[1.61354373]],[[1.55636192]],[[1.41419837]],[[1.60573122]],[[1.17225283]],[[1.30839659]],[[1.11095597]]
['P4HA2'],[[2.34935327]],[[2.64866957]],[[2.40360803]],[[2.44076557]],[[2.34359866]],[[2.26769575]],[[2.45392167]],[[3.0752594]],[[2.20667232]],[[1.87641302]],[[1.34599363]],[[1.80541274]],[[1.30745033]]
['TMEM38A'],[[2.1173943]],[[1.7952387]],[[1.78609872]],[[1.60470166]],[[1.87626314]],[[1.43870238]],[[1.39112909]],[[1.37527136]],[[1.43367335]],[[1.4844973]],[[0.92307748]],[[1.16059875]],[[0.98975583]]
['PANX2'],[[2.57087015]],[[2.47406013]],[[2.59105249]],[[2.29096487]],[[2.10618941]],[[1.696836]],[[1.58171601]],[[1.57995674]],[[1.26241926]],[[1.6746087]],[[1.22615053]],[[1.38497052]],[[1.17883107]]
['EIF4G3'],[[1.5572911]],[[1.77891932]],[[1.82399491]],[[1.85826208]],[[1.84518388]],[[1.43750465]],[[1.46187293]],[[1.27863427]],[[1.21276953]],[[1.45516819]],[[1.08904178]],[[1.22546831]],[[1.07228212]]
['SLC25A40'],[[1.05324264]],[[1.4836193]],[[1.53964105]],[[1.59104394]],[[1.74644526]],[[1.44874689]],[[1.31788952]],[[1.1333161]],[[0.96868657]],[[1.14429696]],[[0.88747684]],[[0.97689902]],[[0.85590467]]
['PLD1'],[[1.25002002]],[[1.66910979]],[[1.70378881]],[[1.75011706]],[[1.61238885]],[[1.31777581]],[[1.22701713]],[[1.11069999]],[[0.94312571]],[[1.09305859]],[[0.84458366]],[[0.94473612]],[[0.81231646]]
['STXBP2'],[[1.65703459]],[[1.74747648]],[[1.81988841]],[[1.7225859]],[[1.73369099]],[[1.75903151]],[[1.88869335]],[[1.75497966]],[[1.3822569]],[[1.52199201]],[[1.05309994]],[[1.25900454]],[[1.08167578]]
['DGKD'],[[1.9252131]],[[2.01392384]],[[2.01543974]],[[1.91863209]],[[1.83775046]],[[1.49206813]],[[1.63088218]],[[1.45031904]],[[1.31286175]],[[1.43998098]],[[1.24283454]],[[1.35105218]],[[1.18606127]]
['ACER3'],[[0.63451441]],[[1.35395853]],[[1.42718152]],[[1.35195905]],[[1.56402696]],[[1.73611395]],[[1.59752149]],[[1.25909291]],[[1.2420743]],[[1.21630555]],[[0.8905798]],[[1.01088108]],[[0.90182945]]
['NRDC'],[[1.55118391]],[[1.93671767]],[[1.9392152]],[[1.92066193]],[[1.86103795]],[[1.50199436]],[[1.35902583]],[[1.22062819]],[[1.13394522]],[[1.35080797]],[[0.93984295]],[[1.08438572]],[[0.93161571]]
['PGM1'],[[2.05526124]],[[1.79188937]],[[1.82347964]],[[1.77074797]],[[2.22585589]],[[1.60361694]],[[1.68381764]],[[1.54608186]],[[1.30842022]],[[1.57812987]],[[1.27742741]],[[1.43977887]],[[1.2431465]]
['PLOD1'],[[1.85558067]],[[1.88405937]],[[1.85835517]],[[1.74717202]],[[1.89044013]],[[1.33986808]],[[1.45109478]],[[1.3851879]],[[1.22868043]],[[1.50921499]],[[1.1439803]],[[1.23040458]],[[1.11679136]]
['SSH1'],[[1.37408089]],[[1.96707131]],[[1.98080898]],[[2.026036]],[[1.96832054]],[[2.0078199]],[[1.83149645]],[[1.69276668]],[[1.25173978]],[[1.37847256]],[[1.09624219]],[[1.26195713]],[[1.11941423]]
['APLP2'],[[1.4119821]],[[1.48501742]],[[1.53791755]],[[1.58225984]],[[1.50793615]],[[1.48798984]],[[1.45296788]],[[1.34612249]],[[1.10235489]],[[1.30331633]],[[0.91768301]],[[1.06639782]],[[0.91337142]]
['CD82'],[[1.86064996]],[[1.64606988]],[[1.69514823]],[[1.74869743]],[[1.90890446]],[[2.0351712]],[[1.95313235]],[[1.95484512]],[[1.42601277]],[[1.55696118]],[[1.21598332]],[[1.45383351]],[[1.18267725]]
['SNX10'],[[1.38255534]],[[1.78886701]],[[1.78695821]],[[1.82215514]],[[1.70903505]],[[1.54539493]],[[1.35616935]],[[1.17534909]],[[0.93059701]],[[1.14359394]],[[0.84910793]],[[0.95496961]],[[0.82227864]]
['LAT2'],[[1.63027813]],[[1.79523837]],[[1.83547623]],[[1.83014569]],[[2.04829683]],[[1.63097473]],[[1.40667647]],[[1.33044062]],[[1.24369667]],[[1.5118792]],[[1.08846977]],[[1.26015092]],[[1.07105077]]
['TRIP6'],[[0.88672245]],[[1.74548461]],[[1.63142446]],[[1.605447]],[[1.62791089]],[[1.74862198]],[[1.45476601]],[[1.32554897]],[[0.99353034]],[[1.13268073]],[[0.87006089]],[[1.03595986]],[[0.90051428]]
['LPCAT2'],[[1.65322662]],[[1.58930816]],[[1.51990007]],[[1.63321681]],[[1.71175643]],[[1.92006661]],[[1.76581238]],[[1.37807984]],[[0.96441914]],[[1.22890988]],[[0.84815184]],[[1.05979047]],[[0.88814046]]
['RFX2'],[[1.07172386]],[[2.01229283]],[[2.14780156]],[[2.12221283]],[[1.75449757]],[[2.36417607]],[[2.01111149]],[[1.78614641]],[[1.24819065]],[[1.27850058]],[[0.95668364]],[[1.2672732]],[[0.96156001]]
['NSFL1C'],[[1.86046687]],[[1.91617138]],[[1.9338717]],[[1.84835737]],[[1.73779819]],[[1.5005475]],[[1.40747433]],[[1.27067341]],[[1.05891251]],[[1.22406982]],[[0.95941096]],[[1.05946402]],[[0.92495522]]
['PXN'],[[1.70204613]],[[2.03747006]],[[2.07634732]],[[2.03073735]],[[1.97572094]],[[1.90757658]],[[1.64959232]],[[1.54529547]],[[1.19203826]],[[1.44743097]],[[1.13591322]],[[1.35095181]],[[1.11398868]]
['GMIP'],[[1.89694347]],[[1.9004444]],[[1.96185018]],[[1.82122495]],[[1.80459437]],[[1.64488645]],[[1.55684653]],[[1.4918327]],[[1.1874394]],[[1.42243709]],[[1.04718198]],[[1.2298203]],[[1.04986774]]
['MAEA'],[[1.99839844]],[[1.99169392]],[[2.0733172]],[[1.98991139]],[[1.80069014]],[[1.68491321]],[[1.62248939]],[[1.4575839]],[[1.06143223]],[[1.3406768]],[[1.04571071]],[[1.17513865]],[[1.00486477]]
['OSBPL8'],[[1.47352363]],[[1.56088683]],[[1.60332455]],[[1.67803541]],[[2.02235482]],[[1.57305599]],[[1.43418939]],[[1.31968655]],[[1.24512139]],[[1.51005487]],[[1.23347303]],[[1.30553772]],[[1.13943501]]
['CMTM6'],[[1.53405652]],[[1.793404]],[[1.79421155]],[[1.82686181]],[[1.89916738]],[[1.56855073]],[[1.41296947]],[[1.1928716]],[[0.95966498]],[[1.21144943]],[[0.9000112]],[[1.05331551]],[[0.88843972]]
['PPP2R3C'],[[1.60834133]],[[1.7855431]],[[1.71294044]],[[1.75199702]],[[1.70351269]],[[1.38573133]],[[1.31863598]],[[1.06126812]],[[0.85245432]],[[1.10800744]],[[0.82992455]],[[0.92327984]],[[0.80521892]]
['UNC13D'],[[1.85700992]],[[1.87289551]],[[1.87499859]],[[1.71668485]],[[1.77842076]],[[1.64876649]],[[1.54444673]],[[1.50636887]],[[1.31581074]],[[1.51476752]],[[1.18705473]],[[1.31871231]],[[1.13424008]]
['LRRFIP2'],[[1.20487144]],[[1.71405258]],[[1.75874093]],[[1.76185396]],[[1.71047656]],[[1.33160859]],[[1.36956185]],[[1.22430337]],[[0.99904525]],[[1.15369199]],[[0.88879893]],[[1.01845913]],[[0.87277794]]
['NANS'],[[0.82759865]],[[1.98885142]],[[2.01814043]],[[2.04940844]],[[1.98380337]],[[1.73203165]],[[1.48823669]],[[1.39911079]],[[1.18873638]],[[1.37729587]],[[1.03806584]],[[1.27513673]],[[1.10855983]]
['GTPBP1'],[[1.746122]],[[2.04762171]],[[2.14978388]],[[2.05254576]],[[1.87975643]],[[1.30100203]],[[1.2641452]],[[1.21021325]],[[1.11812295]],[[1.30291907]],[[0.93568389]],[[1.10926171]],[[0.95104644]]
['TOM1'],[[1.57025027]],[[1.91482425]],[[2.08409553]],[[1.91531454]],[[1.82154047]],[[1.64611071]],[[1.47586873]],[[1.5086092]],[[1.21056262]],[[1.4312384]],[[1.06103319]],[[1.2814683]],[[1.06723556]]
['THOC5'],[[1.26380638]],[[1.95367342]],[[1.96283428]],[[1.91987442]],[[1.90709086]],[[1.7690875]],[[1.55127012]],[[1.47200386]],[[1.26535826]],[[1.36683965]],[[1.08404037]],[[1.30512498]],[[1.06403109]]
['CSF2RB'],[[1.24589123]],[[1.93476611]],[[2.05430445]],[[2.00551584]],[[1.92734195]],[[1.73776441]],[[1.50141482]],[[1.45225456]],[[1.1032961]],[[1.39942765]],[[1.0372356]],[[1.23818595]],[[1.01436319]]
['PRMT5'],[[1.50230059]],[[2.22405605]],[[2.20009981]],[[2.20463599]],[[1.51359018]],[[1.85345305]],[[1.67857932]],[[1.61455699]],[[1.04855972]],[[1.11132406]],[[0.95363903]],[[1.13385071]],[[0.92305569]]
['RIN3'],[[2.27909913]],[[1.92990576]],[[1.95799849]],[[1.89262927]],[[1.9002226]],[[1.69444732]],[[1.63070754]],[[1.52712047]],[[1.18653079]],[[1.35102553]],[[1.10415611]],[[1.25638849]],[[1.07714794]]
['C20orf24'],[[1.9400926]],[[2.1478165]],[[1.97648525]],[[2.00429322]],[[2.09006893]],[[1.97497075]],[[1.86371242]],[[1.77758411]],[[1.40393677]],[[1.70154225]],[[1.26817231]],[[1.50905352]],[[1.25902024]]
['TPD52L2'],[[1.88634755]],[[1.75278959]],[[1.79951461]],[[1.71978921]],[[1.69951822]],[[1.63755817]],[[1.5622055]],[[1.55723264]],[[1.20300718]],[[1.46427484]],[[1.08782058]],[[1.25234671]],[[1.06140041]]
['DNAJC5'],[[1.56650247]],[[1.58950704]],[[1.6161896]],[[1.60729987]],[[1.68391996]],[[1.62215975]],[[1.57926964]],[[1.45192259]],[[1.16990107]],[[1.40308915]],[[1.04189056]],[[1.22194745]],[[1.07666023]]
['RASSF2'],[[1.72579717]],[[1.74863135]],[[1.75601112]],[[1.75497793]],[[1.84317287]],[[1.56010559]],[[1.49867917]],[[1.37033366]],[[1.10185802]],[[1.39408357]],[[1.02365448]],[[1.16367003]],[[1.00473056]]
['SIRPB1'],[[1.90876434]],[[1.90369224]],[[1.91612107]],[[1.87666296]],[[1.98550327]],[[1.91001253]],[[1.74373096]],[[1.5509436]],[[1.23889215]],[[1.46935273]],[[1.1643655]],[[1.2957761]],[[1.071051]]
['DNTTIP1'],[[2.03828599]],[[1.87153753]],[[1.96202658]],[[1.90973249]],[[1.90257309]],[[1.69312539]],[[1.52106051]],[[1.53255736]],[[1.19765938]],[[1.49645051]],[[1.09157707]],[[1.27923577]],[[1.01481414]]
['ZNF516'],[[1.84844473]],[[1.81409994]],[[1.87144055]],[[1.7996709]],[[1.76385553]],[[1.71399393]],[[1.71509249]],[[1.58751074]],[[1.32752399]],[[1.50082189]],[[1.13911752]],[[1.25741333]],[[1.08281362]]
['PLP2'],[[1.74526696]],[[1.62938031]],[[1.65475603]],[[1.64575222]],[[1.85104569]],[[2.0132393]],[[2.04866977]],[[1.95666767]],[[1.3830868]],[[1.5099747]],[[1.12436366]],[[1.31627097]],[[1.10119521]]
['KCND1'],[[2.0061586]],[[1.93496544]],[[2.03235507]],[[1.67897017]],[[1.66067683]],[[1.54833806]],[[1.40346431]],[[1.3587283]],[[1.07316313]],[[1.23551506]],[[0.83238897]],[[1.05736909]],[[0.89030112]]
['PGK1'],[[1.36162274]],[[1.62751648]],[[1.6652617]],[[1.73148304]],[[1.86170942]],[[1.77209532]],[[1.70835628]],[[1.58541159]],[[1.19245349]],[[1.35965203]],[[1.06652402]],[[1.23957685]],[[1.0505883]]
['RP2'],[[1.50360253]],[[1.72085416]],[[1.75946487]],[[1.73493334]],[[1.91055268]],[[1.59675567]],[[1.41795636]],[[1.30538656]],[[1.07442572]],[[1.25189332]],[[0.91462687]],[[1.08910231]],[[0.91314289]]
['DNAJC3'],[[1.5216684]],[[1.62691984]],[[1.68090401]],[[1.70651023]],[[1.79068718]],[[1.7377335]],[[1.61312042]],[[1.45367389]],[[1.06104822]],[[1.28195151]],[[0.9940993]],[[1.15758371]],[[0.96103315]]
['MGRN1'],[[2.16394009]],[[2.13162608]],[[2.11773383]],[[1.94867731]],[[1.72711694]],[[1.38915801]],[[1.40766703]],[[1.34010462]],[[1.05463726]],[[1.35991807]],[[1.03520106]],[[1.17003417]],[[1.01255212]]
['MAPK3'],[[1.96802276]],[[1.91210853]],[[1.99648027]],[[1.87088863]],[[1.78816613]],[[1.74242335]],[[1.68985148]],[[1.6735937]],[[1.30980027]],[[1.52902108]],[[1.11468123]],[[1.30715965]],[[1.06839827]]
['GDPD3'],[[1.78626407]],[[2.03433182]],[[2.05478752]],[[1.82653686]],[[1.63253883]],[[1.74676258]],[[1.72784318]],[[1.61802737]],[[1.29243034]],[[1.42775252]],[[0.98884929]],[[1.17505743]],[[1.01121097]]
['NECAB2'],[[2.38008429]],[[1.88987687]],[[2.02331853]],[[1.75666736]],[[2.0952599]],[[1.10988673]],[[1.36131109]],[[1.65517379]],[[2.00119107]],[[1.88466049]],[[1.39448625]],[[1.64863378]],[[1.39087621]]
['MEFV'],[[1.38032519]],[[1.69363763]],[[1.74817156]],[[1.70708937]],[[1.5844911]],[[1.49277405]],[[1.30577141]],[[1.23634394]],[[0.99761551]],[[1.26928236]],[[0.91167629]],[[1.08139595]],[[0.91771345]]
['ZNF106'],[[1.52636421]],[[1.69227971]],[[1.6420417]],[[1.67741528]],[[1.75652117]],[[1.64879965]],[[1.60517433]],[[1.36255563]],[[1.08588425]],[[1.26236889]],[[0.99130089]],[[1.11119971]],[[0.96638422]]
['CPQ'],[[1.63657171]],[[1.84126154]],[[1.79534163]],[[1.74961283]],[[1.60318217]],[[1.24840933]],[[1.22308903]],[[1.14735796]],[[1.04168915]],[[1.22337101]],[[0.94577461]],[[1.06750174]],[[0.93715495]]
['TRPS1'],[[0.56912955]],[[1.36894824]],[[1.41215746]],[[1.58197198]],[[1.57843887]],[[1.31624554]],[[1.22863954]],[[1.07709884]],[[0.9585416]],[[1.04646949]],[[0.85621095]],[[0.97702679]],[[0.84790032]]
['ASAH1'],[[1.50592841]],[[1.6322927]],[[1.66198265]],[[1.69982258]],[[1.69081118]],[[1.42274527]],[[1.2171267]],[[1.15668252]],[[1.17016176]],[[1.40875416]],[[1.0364989]],[[1.11911994]],[[0.99112862]]
['FCGRT'],[[1.76386911]],[[1.70673935]],[[1.71225419]],[[1.65205072]],[[1.73546081]],[[1.5750527]],[[1.44615102]],[[1.46725269]],[[1.25392857]],[[1.4955943]],[[1.13433572]],[[1.28768972]],[[1.1019626]]
['RAB3D'],[[1.78027364]],[[1.91373183]],[[1.95881818]],[[1.94701146]],[[1.87392368]],[[1.63154702]],[[1.51560895]],[[1.46562955]],[[1.09984778]],[[1.3457183]],[[0.98063922]],[[1.09219671]],[[0.95517543]]
['PLPPR2'],[[2.15235272]],[[2.05809293]],[[2.15596916]],[[1.99043713]],[[1.81134933]],[[1.57311533]],[[1.45278789]],[[1.50679746]],[[1.13557518]],[[1.46941128]],[[1.08593809]],[[1.18943279]],[[0.98441581]]
['MOSPD3'],[[1.61658595]],[[1.66135186]],[[1.76179936]],[[1.65807324]],[[1.87770163]],[[1.59720515]],[[1.9017879]],[[1.66385713]],[[1.4639025]],[[1.60794347]],[[1.20282771]],[[1.43247693]],[[1.27862728]]
['IMPDH1'],[[1.83186634]],[[2.10767021]],[[2.20830617]],[[2.10132588]],[[2.11496595]],[[2.13351487]],[[1.93895018]],[[1.90415077]],[[1.38872313]],[[1.55408441]],[[1.13420994]],[[1.34378724]],[[1.12204689]]
['UBE2R2'],[[1.40314049]],[[1.91334272]],[[1.97333125]],[[1.97441181]],[[1.8625451]],[[1.77007394]],[[1.62825786]],[[1.51848861]],[[1.2296917]],[[1.41969448]],[[1.00848136]],[[1.17145659]],[[0.9684769]]
['MAP3K8'],[[1.41027996]],[[1.83066421]],[[1.80634538]],[[1.83722079]],[[1.72875225]],[[1.589748]],[[1.36226127]],[[1.2483103]],[[1.11936047]],[[1.13568002]],[[1.02959072]],[[1.14625757]],[[0.94372823]]
['P2RX1'],[[2.14661192]],[[2.09972251]],[[2.08191885]],[[2.01590129]],[[2.03394967]],[[1.85841396]],[[1.85258605]],[[1.88673121]],[[1.52653141]],[[1.78700642]],[[1.277646]],[[1.34703886]],[[1.29575881]]
['GALK1'],[[1.1577067]],[[1.79710782]],[[2.0068781]],[[1.9215426]],[[1.86804507]],[[1.94873051]],[[1.66349867]],[[1.73615401]],[[1.44644018]],[[1.45380449]],[[1.09617262]],[[1.33676153]],[[1.09815887]]
['DUSP3'],[[0.60322224]],[[1.70093135]],[[1.69266914]],[[1.75996543]],[[1.61101862]],[[1.41107911]],[[1.3807845]],[[1.37363947]],[[1.28090389]],[[1.3678677]],[[0.95329712]],[[1.09743032]],[[0.92138408]]
['PRKAR1A'],[[1.51502411]],[[1.58466316]],[[1.63021664]],[[1.72476321]],[[1.73775733]],[[1.43240186]],[[1.32444645]],[[1.15871569]],[[1.04025648]],[[1.28632241]],[[0.99315173]],[[1.11830469]],[[0.95984141]]
['CHIC2'],[[1.69998653]],[[1.81350877]],[[1.76781042]],[[1.78528912]],[[1.85211605]],[[1.27745886]],[[1.25597016]],[[1.19592833]],[[1.05166055]],[[1.27653047]],[[0.91961706]],[[1.10005295]],[[0.9689303]]
['UBE2D3'],[[1.16958266]],[[1.52360901]],[[1.54705478]],[[1.51148122]],[[1.50499906]],[[1.19613612]],[[1.14452908]],[[1.06417798]],[[1.07319896]],[[1.34346197]],[[0.86157275]],[[1.01968312]],[[0.89400585]]
['GALNT7'],[[1.54164963]],[[1.70762829]],[[1.67603859]],[[1.65598094]],[[1.47764844]],[[1.27589927]],[[1.2631256]],[[1.1836022]],[[0.95262729]],[[1.17444068]],[[0.9096045]],[[1.00204621]],[[0.87814681]]
['HTATIP2'],[[1.7824957]],[[1.9501155]],[[1.90822928]],[[1.95103686]],[[1.77138069]],[[1.55961135]],[[1.57182438]],[[1.44803187]],[[1.18971361]],[[1.39676157]],[[1.02666736]],[[1.15280236]],[[1.03805516]]
['MS4A6A'],[[0.72970135]],[[1.49627657]],[[1.52461115]],[[1.54093412]],[[1.66514615]],[[1.56243815]],[[1.45487188]],[[1.23449093]],[[1.07858424]],[[1.189024]],[[0.93380445]],[[1.03745951]],[[0.8633273]]
['RNF141'],[[1.39973035]],[[1.74048749]],[[1.83965781]],[[1.81233004]],[[1.92204088]],[[1.94253643]],[[1.51082188]],[[1.27336224]],[[1.01199709]],[[1.37990495]],[[1.03372126]],[[1.19253186]],[[1.0268087]]
['CBL'],[[1.40730468]],[[1.7154648]],[[1.68134759]],[[1.7086166]],[[1.72066505]],[[1.60134329]],[[1.46042605]],[[1.27236571]],[[1.09451102]],[[1.28516772]],[[1.03543226]],[[1.17378481]],[[0.9944904]]
['NECTIN1'],[[1.89359325]],[[1.45273774]],[[1.57708789]],[[1.56043596]],[[1.64353103]],[[1.56592861]],[[1.47989289]],[[1.58089814]],[[1.18327977]],[[1.45413641]],[[1.25258377]],[[1.39469112]],[[1.2326527]]
['TCIRG1'],[[2.14526604]],[[2.02408875]],[[2.1019911]],[[1.89047553]],[[1.71258365]],[[1.63801842]],[[1.63301473]],[[1.55498742]],[[1.16903859]],[[1.46329093]],[[1.03531062]],[[1.20559636]],[[1.04218524]]
