['CFLAR'],[[1.09944104]],[[2.13770719]],[[2.18634376]],[[2.62753644]],[[2.35218967]],[[1.99863117]],[[1.66966998]],[[1.71690726]],[[1.18431058]],[[1.17016038]],[[1.04997621]],[[1.26478408]],[[1.05632583]]
['CTDP1'],[[0.99837434]],[[2.60775041]],[[2.71390784]],[[2.47770261]],[[2.18969362]],[[1.82843616]],[[1.3884495]],[[1.4340347]],[[1.10313373]],[[1.20235194]],[[1.03903974]],[[1.28911524]],[[1.09557463]]
['ELMO2'],[[1.06774933]],[[1.82582727]],[[1.77071645]],[[2.42053554]],[[2.26432072]],[[1.82602493]],[[1.39126315]],[[1.51843339]],[[1.18016961]],[[1.07005829]],[[1.09263596]],[[1.2593826]],[[1.10805394]]
['VMP1'],[[1.02269997]],[[1.88772308]],[[1.90018627]],[[2.12257734]],[[1.9091856]],[[1.69117559]],[[1.30525993]],[[1.37964324]],[[0.96728141]],[[1.19407113]],[[0.87900801]],[[1.00260607]],[[0.85350074]]
['HIPK2'],[[1.15584649]],[[2.10004715]],[[2.06299268]],[[2.43001207]],[[2.26236647]],[[1.49969644]],[[1.18850435]],[[1.39220172]],[[1.0985774]],[[1.14917545]],[[1.11079715]],[[1.2341159]],[[1.11930691]]
['TNPO3'],[[1.00941515]],[[1.93379564]],[[1.90561111]],[[2.10878159]],[[2.057812]],[[1.74319506]],[[1.2633259]],[[1.31875017]],[[1.01863789]],[[1.03635518]],[[0.94868503]],[[1.0744113]],[[0.96371348]]
['ANKS1A'],[[1.06427167]],[[2.16189567]],[[2.13035785]],[[2.51229991]],[[2.33188129]],[[2.11209325]],[[1.39417251]],[[1.57999063]],[[1.22099974]],[[1.28849484]],[[1.17426554]],[[1.34760733]],[[1.17558628]]
['SEC61A2'],[[1.00311436]],[[1.58390584]],[[1.65529758]],[[1.8749048]],[[1.6380438]],[[1.09712516]],[[0.81216167]],[[1.01269375]],[[0.72194804]],[[0.79954917]],[[0.79374067]],[[0.88369135]],[[0.71378216]]
['PPP2R5A'],[[1.07229736]],[[1.92319553]],[[1.86002445]],[[2.33395521]],[[2.08452622]],[[1.74720301]],[[1.17013431]],[[1.41410086]],[[1.0442426]],[[1.03440596]],[[1.08622179]],[[1.22353289]],[[1.01963673]]
['SPI1'],[[0.9739693]],[[2.15702638]],[[2.21538404]],[[2.71483567]],[[2.51834683]],[[2.18886642]],[[1.92935083]],[[2.01324526]],[[1.55867242]],[[1.48344948]],[[1.32422058]],[[1.54805961]],[[1.28341628]]
['TNFRSF1A'],[[0.97583249]],[[2.13150329]],[[2.11537831]],[[2.43946879]],[[2.19999103]],[[1.89996387]],[[1.64905072]],[[1.66955581]],[[1.2567922]],[[1.38140087]],[[1.17496361]],[[1.39163974]],[[1.1650925]]
['ROCK1'],[[1.03933984]],[[1.73442948]],[[1.77552616]],[[2.15873729]],[[2.01361828]],[[1.67116952]],[[1.32233484]],[[1.39111203]],[[0.98175427]],[[1.02592803]],[[0.94712085]],[[1.09178944]],[[0.94836877]]
['HDAC4'],[[1.07296606]],[[1.99796776]],[[2.11693614]],[[2.65498403]],[[2.45656887]],[[2.06489463]],[[1.82616928]],[[1.95576656]],[[1.45706186]],[[1.39342505]],[[1.15828561]],[[1.34207679]],[[1.17343998]]
['ATP11A'],[[1.01995347]],[[1.99217087]],[[2.04702575]],[[2.44363354]],[[2.2226822]],[[1.87109015]],[[1.45797362]],[[1.579514]],[[1.19524851]],[[1.23935587]],[[1.14315021]],[[1.26254724]],[[1.11868791]]
['RAB27A'],[[1.1341311]],[[2.12389322]],[[2.19864109]],[[2.47654147]],[[2.28369676]],[[1.94538585]],[[1.61783768]],[[1.63970306]],[[1.1408423]],[[1.1904519]],[[1.03536676]],[[1.21272202]],[[1.04670015]]
['JMJD6'],[[1.02504675]],[[2.59025512]],[[2.51475083]],[[2.64048819]],[[2.44782175]],[[1.7361454]],[[1.19585747]],[[1.3974871]],[[1.13295015]],[[1.12477787]],[[1.04968616]],[[1.2147249]],[[1.01006958]]
['MAP4K4'],[[1.06228188]],[[2.08413718]],[[2.07672895]],[[2.42218635]],[[2.15067774]],[[1.77704819]],[[1.48965733]],[[1.57088459]],[[1.24032338]],[[1.22007929]],[[1.11477916]],[[1.2609719]],[[1.10552626]]
['UBE2D1'],[[0.91198833]],[[1.84905382]],[[1.9941135]],[[2.1376361]],[[1.92416872]],[[1.91273911]],[[1.63489596]],[[1.4901182]],[[1.00079538]],[[1.17440572]],[[0.87975793]],[[1.02482598]],[[0.83291134]]
['ALPK1'],[[1.10290523]],[[2.06598811]],[[2.20877668]],[[2.71023527]],[[2.44633332]],[[2.38865797]],[[1.86321339]],[[1.77734968]],[[1.23594836]],[[1.17577928]],[[1.14443469]],[[1.33640405]],[[1.07901944]]
['VPS9D1'],[[1.15559085]],[[2.74049753]],[[2.79103012]],[[2.99772136]],[[2.61437637]],[[2.02545263]],[[1.58778923]],[[1.89714196]],[[1.45438774]],[[1.32840742]],[[1.18641083]],[[1.52516795]],[[1.16909792]]
['FNDC3B'],[[1.08431732]],[[1.83928716]],[[2.13607843]],[[2.78630372]],[[2.56976416]],[[1.90121395]],[[1.58474872]],[[1.62974724]],[[1.22854787]],[[1.34068482]],[[1.07681495]],[[1.30812285]],[[1.10907256]]
['FOSL2'],[[0.99670057]],[[2.2862504]],[[2.3104257]],[[2.67241229]],[[2.41485043]],[[2.08983309]],[[1.59012498]],[[1.69385244]],[[1.25935455]],[[1.34424433]],[[1.16904105]],[[1.3404664]],[[1.15144669]]
['RAB7A'],[[0.99754637]],[[1.75521206]],[[1.7686798]],[[2.36865204]],[[2.21095542]],[[1.89897182]],[[1.59047213]],[[1.65970303]],[[1.26384344]],[[1.2076357]],[[1.12563062]],[[1.28716162]],[[1.14289358]]
['NT5C2'],[[1.00120388]],[[1.96800454]],[[2.00763]],[[2.2463954]],[[2.00047816]],[[1.67209689]],[[1.21607026]],[[1.31665166]],[[0.94525627]],[[1.05103728]],[[0.91179555]],[[1.04730005]],[[0.88342764]]
['APBB1IP'],[[1.0095845]],[[1.90544664]],[[1.98866399]],[[2.40024647]],[[2.26063901]],[[2.0799913]],[[1.74304624]],[[1.73679293]],[[1.24879643]],[[1.17780995]],[[1.05338973]],[[1.24282688]],[[1.04238672]]
['RSBN1'],[[1.03382383]],[[1.86616455]],[[1.96492781]],[[2.31650288]],[[2.18893618]],[[1.40746347]],[[0.99323696]],[[1.08308905]],[[0.83660894]],[[0.87045183]],[[0.89675224]],[[1.03686221]],[[0.92169297]]
['STK17B'],[[1.12295606]],[[2.05294409]],[[2.16104134]],[[2.31382288]],[[2.11371336]],[[1.64893159]],[[1.10515256]],[[1.25543054]],[[0.91786902]],[[1.10942928]],[[0.93353805]],[[1.10371726]],[[0.97869946]]
['ZMPSTE24'],[[0.94200724]],[[1.52895436]],[[1.65754671]],[[1.98246466]],[[1.86342048]],[[1.49389026]],[[1.2165247]],[[1.34656105]],[[0.95900715]],[[0.99833936]],[[0.90796734]],[[1.03670553]],[[0.92994441]]
['VNN3'],[[1.46040096]],[[2.26085818]],[[2.36440191]],[[2.76996813]],[[2.42585101]],[[1.74257862]],[[1.02798016]],[[1.42043296]],[[1.1271615]],[[1.13248328]],[[1.32138078]],[[1.31458383]],[[1.12590662]]
['JAK2'],[[1.04655506]],[[1.84716688]],[[1.93281335]],[[2.26990871]],[[2.08069076]],[[1.78662864]],[[1.34251781]],[[1.44082803]],[[1.05733853]],[[1.16091893]],[[0.97337306]],[[1.05809787]],[[0.99119419]]
['SH3GLB1'],[[1.06790865]],[[2.14291045]],[[2.25198729]],[[2.65848867]],[[2.5336444]],[[1.88237389]],[[1.53914386]],[[1.59490516]],[[1.20084152]],[[1.2232731]],[[1.05208806]],[[1.19886618]],[[1.03707938]]
['GADD45B'],[[0.88167937]],[[2.27512414]],[[2.33144211]],[[2.50917753]],[[2.25887839]],[[1.47489132]],[[1.35098604]],[[1.4215948]],[[1.18217946]],[[1.24131777]],[[1.09509699]],[[1.33619365]],[[1.18646948]]
['PACSIN2'],[[1.02001706]],[[2.10296388]],[[2.17997399]],[[2.5339123]],[[2.30307127]],[[1.85201005]],[[1.58773165]],[[1.62833679]],[[1.31787776]],[[1.25411037]],[[1.19790541]],[[1.36865271]],[[1.13812652]]
['BIK'],[[1.34608739]],[[3.01261882]],[[3.04560549]],[[3.13379076]],[[2.66639704]],[[2.72425912]],[[2.44619455]],[[2.2113829]],[[1.6149365]],[[1.58527593]],[[1.74146106]],[[1.5619556]],[[1.52579834]]
['MTMR3'],[[1.0543024]],[[2.03001002]],[[1.98731849]],[[2.49598449]],[[2.26117797]],[[1.99792178]],[[1.49658163]],[[1.71461309]],[[1.37393122]],[[1.23130155]],[[1.17900711]],[[1.34166543]],[[1.16898471]]
['VCPKMT'],[[1.22230337]],[[2.05107333]],[[2.11608982]],[[2.12060815]],[[1.78937634]],[[1.63582478]],[[1.19187596]],[[1.28068483]],[[0.90352723]],[[0.99214558]],[[0.88362493]],[[1.00407587]],[[0.84853265]]
['SOS2'],[[1.06829504]],[[2.16504429]],[[2.20603617]],[[2.42803654]],[[2.19482586]],[[1.91097422]],[[1.40933035]],[[1.43519908]],[[0.95912846]],[[1.03522822]],[[0.91528438]],[[1.05681647]],[[0.89921429]]
['HIF1A'],[[0.9837648]],[[2.18093847]],[[2.26799545]],[[2.41211732]],[[2.24357465]],[[1.51111511]],[[1.15394117]],[[1.29972798]],[[0.91033921]],[[1.1126969]],[[0.92748067]],[[1.04666089]],[[0.88297957]]
['DICER1'],[[0.97428889]],[[1.82481384]],[[1.87722851]],[[2.03724548]],[[1.88051921]],[[1.63364823]],[[1.21417958]],[[1.23182971]],[[0.918043]],[[1.13065533]],[[0.88723142]],[[0.96082959]],[[0.85524891]]
['PCNX1'],[[1.12423853]],[[2.22913791]],[[2.24019271]],[[2.4756097]],[[2.29068426]],[[1.92676586]],[[1.27894158]],[[1.31912048]],[[0.9467616]],[[1.11933717]],[[1.01124791]],[[1.14704282]],[[0.98075143]]
['RNF24'],[[1.09029103]],[[2.51938997]],[[2.5403045]],[[3.02444527]],[[2.77806828]],[[2.27725653]],[[1.8216217]],[[1.96882902]],[[1.46574206]],[[1.31426814]],[[1.29947296]],[[1.52063369]],[[1.29623855]]
['HCK'],[[0.99367503]],[[2.2840539]],[[2.3831191]],[[2.72618327]],[[2.52717455]],[[2.08958011]],[[1.86498792]],[[1.89544017]],[[1.4439974]],[[1.41964018]],[[1.20360764]],[[1.45230276]],[[1.21109238]]
['VAPA'],[[1.04846824]],[[2.27210458]],[[2.39068793]],[[2.54178009]],[[2.348237]],[[1.83437869]],[[1.32645783]],[[1.39322454]],[[1.00327859]],[[1.13813886]],[[0.9393648]],[[1.13685616]],[[0.96815134]]
['STS'],[[0.9712589]],[[1.72459826]],[[1.7692509]],[[2.19628969]],[[2.08247783]],[[1.9203731]],[[1.23029424]],[[1.35672688]],[[1.13106471]],[[1.03691771]],[[0.94614968]],[[1.15886048]],[[0.9763285]]
['RUBCNL'],[[1.102406]],[[2.75880019]],[[2.65355081]],[[2.26660488]],[[1.96488018]],[[1.36951355]],[[1.04369921]],[[1.02379273]],[[0.8420724]],[[1.12874768]],[[0.95547702]],[[1.02298173]],[[0.82094042]]
['TNFSF13B'],[[1.08185133]],[[2.71489343]],[[2.91667962]],[[2.88829491]],[[2.67560794]],[[1.95859297]],[[1.57664399]],[[1.61051207]],[[1.11555932]],[[1.29498462]],[[0.98575168]],[[1.29522839]],[[0.96702861]]
['VWA8'],[[1.03196032]],[[1.60402178]],[[1.70678592]],[[2.57485504]],[[2.5103742]],[[1.28681723]],[[0.80230593]],[[1.04045563]],[[0.90143043]],[[0.75939585]],[[0.99349682]],[[1.10177555]],[[0.96309022]]
['STK3'],[[1.09364378]],[[1.84387808]],[[2.14764683]],[[2.73246265]],[[2.6434048]],[[1.93357203]],[[1.67164005]],[[1.658639]],[[1.20981967]],[[1.34011866]],[[1.09426437]],[[1.27270035]],[[1.134065]]
['DENND3'],[[1.05416872]],[[2.05165806]],[[2.05215582]],[[2.45318127]],[[2.19487097]],[[1.88689584]],[[1.40391664]],[[1.53659693]],[[1.21546325]],[[1.24390206]],[[1.1186004]],[[1.23092198]],[[1.02792461]]
['JAK3'],[[1.01483878]],[[2.34943078]],[[2.50592522]],[[2.80223066]],[[2.55459214]],[[1.80689412]],[[1.67075935]],[[1.74702107]],[[1.33646809]],[[1.37292403]],[[1.12342759]],[[1.34871946]],[[1.13187422]]
['VSIR'],[[1.02522653]],[[2.04882947]],[[2.07586104]],[[2.57537681]],[[2.40592606]],[[2.08310815]],[[1.58794957]],[[1.75724102]],[[1.30261141]],[[1.32443793]],[[1.2028601]],[[1.40126131]],[[1.15457239]]
['WSB1'],[[1.1081553]],[[2.4774123]],[[2.54755187]],[[2.33690035]],[[2.0710898]],[[1.72146673]],[[1.2354635]],[[1.26421763]],[[0.91774836]],[[1.1289105]],[[0.89415469]],[[0.99043651]],[[0.86558908]]
['HIPK3'],[[0.99907936]],[[1.79989388]],[[1.92098056]],[[2.23949108]],[[2.08964771]],[[1.79721126]],[[1.52843217]],[[1.5095262]],[[1.11085829]],[[1.16459683]],[[0.98333942]],[[1.15688869]],[[1.01094968]]
['PPM1H'],[[0.9594795]],[[2.02327022]],[[1.82101116]],[[2.29385053]],[[2.02447664]],[[1.60773693]],[[1.49956961]],[[1.54559737]],[[1.3584641]],[[1.24819979]],[[1.13144184]],[[1.20493853]],[[1.08300498]]
['TBC1D30'],[[1.13585427]],[[2.37104184]],[[2.34640005]],[[2.89101949]],[[2.77793587]],[[1.83930924]],[[1.40546506]],[[1.64649606]],[[1.32503936]],[[1.22237595]],[[1.51496283]],[[1.54737951]],[[1.28998582]]
['LPCAT3'],[[0.93649902]],[[2.16464758]],[[2.26217391]],[[2.43913278]],[[2.24399459]],[[1.91643072]],[[1.61124127]],[[1.60021308]],[[1.24874296]],[[1.23437859]],[[1.03566695]],[[1.22770993]],[[1.04092185]]
['NEDD9'],[[1.05170694]],[[1.80106147]],[[1.66661799]],[[2.47618547]],[[2.25294343]],[[1.68489018]],[[1.19946106]],[[1.40855679]],[[1.10833446]],[[1.12012449]],[[1.15357231]],[[1.29581336]],[[1.14915659]]
['RIPOR2'],[[1.0338337]],[[2.1816115]],[[2.21711842]],[[2.76079617]],[[2.57675812]],[[2.02264883]],[[1.57733221]],[[1.63171367]],[[1.25803339]],[[1.22736857]],[[1.1487161]],[[1.35434528]],[[1.18556332]]
['TREML2'],[[0.98297099]],[[2.4821087]],[[2.53431199]],[[2.90272401]],[[2.6490388]],[[2.11000277]],[[1.61027125]],[[1.55978944]],[[1.07184099]],[[1.23296998]],[[1.16502178]],[[1.38906355]],[[1.16540591]]
['E2F3'],[[1.08533783]],[[2.03682443]],[[2.08576822]],[[2.53380413]],[[2.32723496]],[[1.88939668]],[[1.41786114]],[[1.48552692]],[[1.13327271]],[[1.21997939]],[[1.06323232]],[[1.19229333]],[[1.04864418]]
['BTNL8'],[[1.07806051]],[[2.32452655]],[[2.41179436]],[[2.62512531]],[[2.26317152]],[[2.3133723]],[[1.66243485]],[[1.59728998]],[[1.08013752]],[[1.03563679]],[[1.15344701]],[[1.36673436]],[[1.11059021]]
['ERGIC1'],[[1.04804012]],[[2.24316678]],[[2.26427921]],[[2.76946662]],[[2.51461919]],[[2.25383751]],[[1.35097852]],[[1.51125357]],[[1.17201105]],[[1.12555307]],[[1.16069704]],[[1.33987744]],[[1.14740032]]
['GBE1'],[[1.17188045]],[[2.18152094]],[[2.05263631]],[[2.35383417]],[[2.15017322]],[[1.79194537]],[[1.55060109]],[[1.5871606]],[[1.13590813]],[[1.15894367]],[[1.06322559]],[[1.19935867]],[[1.0832963]]
['FRMD4B'],[[1.05089652]],[[2.01317203]],[[2.15482033]],[[2.42652865]],[[2.06280601]],[[1.53229597]],[[1.23240106]],[[1.42383968]],[[0.97360554]],[[1.0844685]],[[1.0412209]],[[1.10543525]],[[0.97528502]]
['PECR'],[[1.07342748]],[[2.18191905]],[[2.09014595]],[[2.63478639]],[[2.43121676]],[[1.93332318]],[[1.499308]],[[1.56956749]],[[1.23333716]],[[1.03726684]],[[1.0539783]],[[1.20133141]],[[1.07186864]]
['OTX1'],[[1.17004072]],[[2.41167137]],[[2.2970959]],[[2.66711262]],[[2.39672672]],[[2.69657344]],[[1.12884113]],[[1.26005098]],[[1.04849043]],[[1.04206223]],[[1.11961964]],[[1.21968583]],[[0.90114047]]
['ARID3A'],[[1.08083973]],[[2.09962048]],[[2.11186959]],[[2.48847129]],[[2.31976955]],[[1.96170005]],[[1.59024195]],[[1.68710134]],[[1.33764556]],[[1.31106369]],[[1.24572802]],[[1.39815962]],[[1.1642873]]
['IVNS1ABP'],[[1.13079067]],[[2.25579445]],[[2.26170169]],[[2.13408746]],[[1.9519744]],[[1.45175742]],[[1.02528978]],[[1.08606817]],[[0.79348745]],[[1.06601808]],[[0.9011057]],[[0.98541596]],[[0.86204779]]
['RGS2'],[[1.1654631]],[[2.42000193]],[[2.5430414]],[[2.60490733]],[[2.39326574]],[[2.33963334]],[[1.34224655]],[[1.28186314]],[[0.83135424]],[[1.25031331]],[[0.95834932]],[[1.05716353]],[[0.88576168]]
['CD58'],[[1.02974825]],[[1.85234812]],[[1.93795839]],[[2.20276395]],[[1.95445357]],[[1.72445118]],[[1.2428482]],[[1.30412213]],[[0.8820201]],[[0.981979]],[[0.89780139]],[[0.99504913]],[[0.85791222]]
['OSCP1'],[[1.0775141]],[[2.17635367]],[[2.36226184]],[[2.76046088]],[[2.38138455]],[[1.7616545]],[[1.10045698]],[[1.15635735]],[[1.16788676]],[[1.18332946]],[[1.01739914]],[[1.1360685]],[[1.08672613]]
['CTBS'],[[1.03328926]],[[1.80733108]],[[1.88909886]],[[2.23818697]],[[2.06255318]],[[1.74061467]],[[1.381323]],[[1.43913691]],[[0.996892]],[[1.03318757]],[[0.95395572]],[[1.13630917]],[[0.96554467]]
['RPS6KA1'],[[1.01446045]],[[2.15512545]],[[2.16987638]],[[2.49644626]],[[2.26015225]],[[1.86445739]],[[1.49828014]],[[1.63327678]],[[1.24641733]],[[1.28091505]],[[1.15666264]],[[1.38364278]],[[1.16597006]]
['OSBPL9'],[[1.04753791]],[[2.09752882]],[[2.09661297]],[[2.35037965]],[[2.08236373]],[[1.70605557]],[[1.18502427]],[[1.28192091]],[[0.93564176]],[[0.96147475]],[[0.94235749]],[[1.10675526]],[[0.97326704]]
['ATF6'],[[0.99902853]],[[1.79449165]],[[1.96678238]],[[2.22729877]],[[2.08577325]],[[1.73688461]],[[1.43844606]],[[1.37007341]],[[0.97719211]],[[1.15216311]],[[0.87972958]],[[1.08352131]],[[0.89048522]]
['RNF146'],[[1.07403751]],[[2.03119626]],[[2.08960102]],[[2.2113624]],[[2.07672071]],[[2.08292123]],[[1.50497815]],[[1.45351377]],[[1.02212163]],[[1.18765866]],[[0.90910412]],[[1.04966728]],[[0.9171376]]
['FBXL5'],[[1.04732066]],[[2.15804029]],[[2.23274996]],[[2.55440989]],[[2.36009844]],[[1.95944148]],[[1.58831024]],[[1.59010593]],[[1.13188293]],[[1.19915966]],[[0.98963331]],[[1.1261925]],[[0.96631075]]
['NDUFB3'],[[0.96334418]],[[1.5806301]],[[1.72675598]],[[2.32697559]],[[2.22831978]],[[1.95430481]],[[1.74301752]],[[1.58750685]],[[1.14853013]],[[1.13912105]],[[0.91738358]],[[1.14540647]],[[0.93839755]]
['TRPM6'],[[1.06786495]],[[2.12809566]],[[2.21771036]],[[2.6117145]],[[2.48850349]],[[1.4296621]],[[1.44305677]],[[1.5995364]],[[1.28308171]],[[1.56225304]],[[1.24177164]],[[1.38148352]],[[1.23582282]]
['HSDL2'],[[1.04608459]],[[2.04132627]],[[2.05707671]],[[2.37668089]],[[2.19150307]],[[1.92796521]],[[1.52042877]],[[1.5821345]],[[1.11054312]],[[1.04025555]],[[1.05484104]],[[1.15272184]],[[0.97664199]]
['CSF3R'],[[1.04402657]],[[2.13670419]],[[2.15376064]],[[2.47085625]],[[2.22115262]],[[2.06601136]],[[1.59768833]],[[1.73524542]],[[1.23150692]],[[1.24689175]],[[1.13665171]],[[1.34468937]],[[1.0699665]]
['EPCAM'],[[1.7504921]],[[1.63507652]],[[1.27261223]],[[2.96492831]],[[2.8283921]],[[1.81103341]],[[0.56243618]],[[1.54600839]],[[1.3583997]],[[1.12224486]],[[1.32147853]],[[1.56995193]],[[1.58605577]]
['TEK'],[[0.88065369]],[[0.95874285]],[[1.31987217]],[[2.28910386]],[[2.38784276]],[[1.53194965]],[[0.96607729]],[[1.03758196]],[[1.04281254]],[[1.65555042]],[[1.25130733]],[[1.41352023]],[[1.04222222]]
['TSHZ3'],[[1.08590081]],[[2.31154408]],[[2.40543931]],[[2.76512786]],[[2.37224548]],[[2.20575583]],[[1.65597786]],[[1.89741204]],[[1.47227762]],[[1.68620629]],[[1.39917653]],[[1.51834999]],[[1.38909186]]
['TBC1D15'],[[1.00160261]],[[1.95428724]],[[2.10896893]],[[2.20560927]],[[1.96873923]],[[1.18305063]],[[0.92047989]],[[1.04127126]],[[0.82513838]],[[0.9351923]],[[0.84210283]],[[0.99259808]],[[0.87278483]]
['GTDC1'],[[1.11989107]],[[1.96262342]],[[2.03562954]],[[2.69042261]],[[2.54991589]],[[1.31517188]],[[1.0407361]],[[1.40210592]],[[1.08434697]],[[1.03134501]],[[1.08190168]],[[1.18679243]],[[1.03074414]]
['SPATA1'],[[0.94510573]],[[1.16708317]],[[1.47723286]],[[1.74297395]],[[1.4663232]],[[1.61921814]],[[1.06144067]],[[1.10216663]],[[0.74540685]],[[0.85197329]],[[0.52162778]],[[0.94435866]],[[0.71660996]]
['TNFAIP6'],[[1.06419383]],[[2.75036583]],[[2.74505146]],[[3.13015891]],[[2.71685243]],[[2.47482667]],[[1.9417928]],[[1.72909099]],[[1.08994106]],[[1.10855657]],[[1.14581942]],[[1.73989628]],[[1.12386286]]
['ACSL3'],[[1.06261862]],[[2.2971626]],[[2.37223012]],[[2.65433327]],[[2.41440045]],[[1.82769781]],[[1.45040225]],[[1.49440285]],[[1.08427655]],[[1.12279028]],[[1.02137951]],[[1.21509888]],[[1.07157859]]
['PREX1'],[[1.06169088]],[[2.23439298]],[[2.21796566]],[[2.76765373]],[[2.5107689]],[[1.91910389]],[[1.45123063]],[[1.59966775]],[[1.25903517]],[[1.28111273]],[[1.21811582]],[[1.42165466]],[[1.19750761]]
['TREM1'],[[1.09212447]],[[2.14052688]],[[2.18563417]],[[2.52485461]],[[2.28338767]],[[1.88827548]],[[1.5354423]],[[1.70732065]],[[1.24984936]],[[1.26069032]],[[1.20862581]],[[1.30099793]],[[1.10363534]]
['FFAR2'],[[0.90313976]],[[2.63897838]],[[2.58445772]],[[2.73869655]],[[2.44022902]],[[2.07164966]],[[1.96210762]],[[1.9496207]],[[1.40611096]],[[1.2344307]],[[1.18519709]],[[1.50356326]],[[1.20086429]]
['HNRNPH2'],[[1.01210795]],[[1.93665346]],[[1.99929623]],[[2.32213859]],[[2.19280732]],[[1.7730963]],[[1.57434135]],[[1.53930531]],[[1.13564018]],[[1.17081949]],[[1.09295581]],[[1.27857045]],[[1.07707524]]
['KDM4B'],[[1.05303563]],[[2.01504717]],[[1.97538557]],[[2.39148186]],[[2.13449684]],[[1.8370308]],[[1.52250748]],[[1.63871377]],[[1.25972669]],[[1.20799212]],[[1.14900172]],[[1.3211515]],[[1.12544949]]
['HIP1'],[[0.96996052]],[[2.06745998]],[[2.10421777]],[[2.57928792]],[[2.45416057]],[[1.80153371]],[[1.58813981]],[[1.62742106]],[[1.33713273]],[[1.19690187]],[[1.00887145]],[[1.27348389]],[[0.84378648]]
['STEAP4'],[[1.08548394]],[[2.52847556]],[[2.59519281]],[[2.82868841]],[[2.6092003]],[[1.89970853]],[[1.86709435]],[[1.93167616]],[[1.46615662]],[[1.37554391]],[[1.32849586]],[[1.45010274]],[[1.26521497]]
['APOBEC3A'],[[1.07019595]],[[2.44312866]],[[2.41805614]],[[2.78217158]],[[2.49523475]],[[2.2662006]],[[1.6322702]],[[1.86215801]],[[1.33714052]],[[1.25503217]],[[1.20556578]],[[1.42190814]],[[1.16734791]]
['ADCY4'],[[1.08114152]],[[1.9927099]],[[2.00658041]],[[2.35996307]],[[1.94441614]],[[1.71995737]],[[1.17580952]],[[1.61088184]],[[1.25360138]],[[1.05970693]],[[1.09532653]],[[1.25372174]],[[1.09803723]]
