['FGR'],[[1.00235488]],[[1.70814583]],[[1.76475932]],[[2.29462812]],[[2.11008626]],[[2.17372579]],[[1.79994161]],[[1.87996577]],[[1.35224186]],[[1.31334531]],[[1.2039301]],[[1.42447185]],[[1.19939623]]
['OAT'],[[1.11868288]],[[1.79213866]],[[1.82480407]],[[2.38102047]],[[2.23122164]],[[1.59675821]],[[1.48094995]],[[1.82442141]],[[1.61186916]],[[1.26708081]],[[1.20221803]],[[1.45102036]],[[1.25814935]]
['PYGM'],[[1.27338386]],[[1.58742213]],[[1.59284537]],[[2.23460131]],[[1.76436008]],[[1.68677903]],[[1.72611968]],[[1.93274037]],[[1.47538448]],[[1.21450396]],[[1.14184594]],[[1.23195408]],[[1.08145545]]
['NEDD4'],[[0.94099739]],[[1.3392105]],[[1.53806137]],[[2.08080041]],[[2.05165605]],[[1.55259498]],[[1.25066008]],[[1.44687223]],[[1.12900272]],[[0.85477598]],[[0.96061989]],[[1.1016042]],[[1.0053138]]
['CLTCL1'],[[1.14179791]],[[2.61436126]],[[2.55017215]],[[2.76561088]],[[2.44581076]],[[1.68426519]],[[1.41611728]],[[2.16995489]],[[1.93698444]],[[1.10609705]],[[1.62797679]],[[1.73045338]],[[1.5206831]]
['WIPI1'],[[1.06023011]],[[1.64378454]],[[1.55803384]],[[1.97886976]],[[1.78336646]],[[1.78037044]],[[1.27587344]],[[1.64654212]],[[1.44027176]],[[1.17645998]],[[1.22449421]],[[1.31047756]],[[1.1738722]]
['NDST1'],[[1.17320073]],[[2.49824419]],[[2.39277336]],[[2.33326677]],[[2.08864569]],[[1.65387148]],[[1.32687991]],[[1.57386408]],[[1.43419641]],[[1.48075085]],[[1.31796727]],[[1.38967883]],[[1.27413197]]
['ST6GALNAC2'],[[1.10252572]],[[2.0449025]],[[2.00727647]],[[2.27283123]],[[1.94525991]],[[1.76034735]],[[1.37378723]],[[1.50968479]],[[1.0926144]],[[1.27888344]],[[1.15728417]],[[1.28285473]],[[1.16144118]]
['CYBRD1'],[[0.93429756]],[[1.7926878]],[[1.86162934]],[[1.55015181]],[[1.34674429]],[[1.81381657]],[[1.07898507]],[[0.97634602]],[[0.94346422]],[[1.15756774]],[[0.83607245]],[[0.89963547]],[[0.80474643]]
['ACTN1'],[[1.04210906]],[[1.99286371]],[[2.03701688]],[[2.49719407]],[[2.26781473]],[[2.0179005]],[[1.63575372]],[[2.04371114]],[[1.6981524]],[[1.33275901]],[[1.42766235]],[[1.58052335]],[[1.35823839]]
['P4HA2'],[[1.07342712]],[[1.43470686]],[[1.56203012]],[[1.83003394]],[[1.46418657]],[[1.3703551]],[[1.6426343]],[[1.82668699]],[[1.35655093]],[[1.263537]],[[0.7360046]],[[1.05448686]],[[0.71073083]]
['TMEM38A'],[[0.89560896]],[[2.02291897]],[[1.73101343]],[[2.22141789]],[[1.95765844]],[[1.57566976]],[[1.72618877]],[[1.65631852]],[[1.50439174]],[[1.42811768]],[[0.97646715]],[[1.22283953]],[[1.04578474]]
['PANX2'],[[1.20783893]],[[2.54745366]],[[2.4746345]],[[2.68296936]],[[2.32174832]],[[1.84516904]],[[1.3086625]],[[1.70955477]],[[1.42901664]],[[1.48586675]],[[1.38988186]],[[1.56069802]],[[1.33870415]]
['EIF4G3'],[[1.0430281]],[[1.62965733]],[[1.71994894]],[[2.09694149]],[[1.91945087]],[[1.5977779]],[[1.29235949]],[[1.57045582]],[[1.27159558]],[[1.15670111]],[[1.14394566]],[[1.28467764]],[[1.1266275]]
['SLC25A40'],[[0.98451552]],[[1.87182508]],[[1.88072847]],[[1.8282891]],[[1.67652361]],[[1.54635968]],[[1.18655655]],[[1.22279253]],[[0.92033547]],[[1.01280178]],[[0.84209763]],[[0.92825625]],[[0.81172503]]
['PLD1'],[[0.9360257]],[[1.787955]],[[1.83440525]],[[2.11637225]],[[1.89136383]],[[1.53284068]],[[1.2744578]],[[1.45178104]],[[1.14743356]],[[1.24421696]],[[1.03422217]],[[1.14927429]],[[0.99689515]]
['STXBP2'],[[1.03280944]],[[1.95416772]],[[1.94568931]],[[2.17231818]],[[1.92124912]],[[2.10709443]],[[1.93359173]],[[1.97971944]],[[1.54880432]],[[1.44889862]],[[1.19433821]],[[1.41679442]],[[1.22536665]]
['DGKD'],[[1.10711641]],[[1.61205441]],[[1.52985827]],[[1.95971636]],[[1.70333186]],[[1.65845946]],[[1.1513301]],[[1.54110352]],[[1.20225819]],[[1.00173219]],[[1.13607766]],[[1.23842402]],[[1.08255501]]
['ACER3'],[[1.02727829]],[[1.72892633]],[[1.82257482]],[[1.89886439]],[[1.77675775]],[[1.70973191]],[[1.60278011]],[[1.79504104]],[[1.42930912]],[[1.39085296]],[[1.04189155]],[[1.17558885]],[[1.05444723]]
['NRDC'],[[1.02677163]],[[1.72403673]],[[1.74802677]],[[2.10690081]],[[1.90572416]],[[1.78072809]],[[1.38642016]],[[1.46705524]],[[1.16763734]],[[1.16384334]],[[0.9695148]],[[1.11710323]],[[0.96110464]]
['PGM1'],[[1.06519506]],[[1.88854604]],[[1.97510809]],[[2.0920324]],[[1.95311328]],[[1.72377271]],[[1.3535289]],[[1.45178581]],[[1.10646206]],[[1.14941904]],[[1.07865345]],[[1.22498814]],[[1.04796672]]
['PLOD1'],[[1.0752817]],[[1.72777852]],[[1.72561908]],[[2.3766412]],[[2.19005625]],[[1.86252894]],[[1.62488555]],[[1.89167947]],[[1.46893318]],[[1.44403945]],[[1.37423796]],[[1.47085406]],[[1.34369868]]
['SSH1'],[[1.11246464]],[[1.97854226]],[[2.06449881]],[[2.29799424]],[[2.03895356]],[[1.89933769]],[[1.62909113]],[[1.75417088]],[[1.30707024]],[[1.21761955]],[[1.14709327]],[[1.3175649]],[[1.17096474]]
['APLP2'],[[0.96155761]],[[1.79524934]],[[1.81684037]],[[1.83429303]],[[1.64387167]],[[1.70915586]],[[1.61907889]],[[1.64537305]],[[1.21527046]],[[1.43098327]],[[1.01761006]],[[1.17692183]],[[1.01297342]]
['CD82'],[[1.02848582]],[[1.79614896]],[[1.83860618]],[[2.04312527]],[[1.91807175]],[[1.56146179]],[[1.57043949]],[[1.81665594]],[[1.43386094]],[[1.2808138]],[[1.22310426]],[[1.46177029]],[[1.18967278]]
['SNX10'],[[1.01946533]],[[1.73780169]],[[1.77618392]],[[2.14830143]],[[1.95899335]],[[1.88075937]],[[1.61943645]],[[1.57068816]],[[1.10634456]],[[1.18360382]],[[1.01420434]],[[1.13377314]],[[0.98371647]]
['LAT2'],[[1.03299638]],[[1.88113986]],[[1.91026875]],[[2.39932573]],[[2.20580776]],[[1.80421046]],[[1.50553465]],[[1.67037269]],[[1.36523721]],[[1.358529]],[[1.2002989]],[[1.38265737]],[[1.1817191]]
['TRIP6'],[[0.90029365]],[[1.77077602]],[[1.88502483]],[[2.12271559]],[[1.80408872]],[[1.7040054]],[[1.44166388]],[[1.55206652]],[[1.12521908]],[[1.11442422]],[[0.99035771]],[[1.1713244]],[[1.02372065]]
['LPCAT2'],[[1.00780933]],[[1.64370691]],[[1.68419704]],[[2.22932434]],[[2.04022107]],[[2.07375834]],[[1.56245323]],[[1.70788092]],[[1.20249833]],[[1.12534526]],[[1.06673692]],[[1.31255311]],[[1.11363837]]
['RFX2'],[[0.97218757]],[[1.35621146]],[[1.6721018]],[[2.29401711]],[[2.01022908]],[[2.39138895]],[[2.08229272]],[[2.18337692]],[[1.46181467]],[[1.13477019]],[[1.1376147]],[[1.48279288]],[[1.1431008]]
['NSFL1C'],[[1.12399007]],[[1.68086995]],[[1.73081671]],[[2.31104674]],[[2.01556277]],[[1.76673264]],[[1.33497899]],[[1.64268759]],[[1.27015229]],[[1.26168777]],[[1.15764095]],[[1.27077313]],[[1.11843773]]
['PXN'],[[1.06139306]],[[2.00132686]],[[2.04707949]],[[2.32624528]],[[2.06664732]],[[1.83941932]],[[1.60410815]],[[1.69120178]],[[1.26112434]],[[1.27901217]],[[1.20291488]],[[1.42550399]],[[1.18015296]]
['GMIP'],[[1.08414679]],[[1.92120544]],[[1.92003875]],[[2.19636541]],[[1.91759673]],[[1.87349961]],[[1.49173694]],[[1.69190847]],[[1.27698016]],[[1.28662745]],[[1.12976709]],[[1.32132712]],[[1.13259282]]
['MAEA'],[[1.07892735]],[[1.85075639]],[[1.84329356]],[[2.2572817]],[[1.95386461]],[[1.88047738]],[[1.32430309]],[[1.58986368]],[[1.1749058]],[[1.20225546]],[[1.15808388]],[[1.29620084]],[[1.11431825]]
['OSBPL8'],[[1.03349349]],[[1.46469365]],[[1.51352742]],[[2.01731429]],[[1.9291842]],[[1.57583996]],[[1.43812309]],[[1.63570011]],[[1.17421224]],[[1.17672622]],[[1.16299376]],[[1.23245175]],[[1.07255135]]
['CMTM6'],[[0.99516006]],[[1.71784622]],[[1.81404508]],[[2.1176783]],[[2.00318527]],[[1.75108074]],[[1.46050924]],[[1.49683128]],[[1.0295404]],[[1.08883185]],[[0.9668358]],[[1.12772112]],[[0.95465702]]
['PPP2R3C'],[[1.02723409]],[[1.55529632]],[[1.53478914]],[[1.74444513]],[[1.62034498]],[[1.42104918]],[[1.15717404]],[[1.16634933]],[[0.79946014]],[[1.02031518]],[[0.77798462]],[[0.86707194]],[[0.75445324]]
['UNC13D'],[[1.02141569]],[[1.7270179]],[[1.68779913]],[[2.04843001]],[[1.80774255]],[[1.7304352]],[[1.37532835]],[[1.67793254]],[[1.34061088]],[[1.24726575]],[[1.21031296]],[[1.34354561]],[[1.15682442]]
['LRRFIP2'],[[1.05193724]],[[1.68937439]],[[1.79016195]],[[2.04843175]],[[1.87989168]],[[1.52017842]],[[1.20383617]],[[1.42288373]],[[1.12291647]],[[1.10706212]],[[1.0032002]],[[1.14391823]],[[0.98573637]]
['NANS'],[[0.9673015]],[[2.04102829]],[[1.9929217]],[[2.2772481]],[[2.08112462]],[[1.59614075]],[[1.56727013]],[[1.61302765]],[[1.26245492]],[[1.37964327]],[[1.10558798]],[[1.35211655]],[[1.17906502]]
['GTPBP1'],[[1.00465076]],[[2.30879844]],[[2.36140841]],[[2.60493921]],[[2.28091799]],[[1.7030347]],[[1.18119013]],[[1.54341174]],[[1.42542639]],[[1.16309611]],[[1.21075854]],[[1.41510774]],[[1.22902427]]
['TOM1'],[[1.07291949]],[[1.95205452]],[[1.99359699]],[[2.47155497]],[[2.21222654]],[[1.83400941]],[[1.5507972]],[[1.90050905]],[[1.52822892]],[[1.41225115]],[[1.3548109]],[[1.60950186]],[[1.36206243]]
['THOC5'],[[1.0122481]],[[1.84324897]],[[1.8771916]],[[2.19633042]],[[1.90671678]],[[1.85982996]],[[1.59203362]],[[1.65462035]],[[1.26506038]],[[1.17166738]],[[1.0837709]],[[1.30482132]],[[1.06376498]]
['CSF2RB'],[[0.94949393]],[[1.97969482]],[[2.05816455]],[[2.39784788]],[[2.15307084]],[[1.75837984]],[[1.77675399]],[[1.70857849]],[[1.27043371]],[[1.33869685]],[[1.19792013]],[[1.41753787]],[[1.17273667]]
['PRMT5'],[[1.06655537]],[[1.82490099]],[[1.88468]],[[2.210719]],[[1.74953686]],[[2.26790112]],[[1.89067956]],[[1.75876275]],[[1.23917714]],[[1.21575126]],[[1.13284619]],[[1.33402999]],[[1.09840327]]
['RIN3'],[[1.0717948]],[[1.8023965]],[[1.80136458]],[[2.29722565]],[[2.05676569]],[[1.85297583]],[[1.55198161]],[[1.71990448]],[[1.3079056]],[[1.30556949]],[[1.22016053]],[[1.38206896]],[[1.19131918]]
['C20orf24'],[[0.96754083]],[[1.75873439]],[[1.88797267]],[[2.15015782]],[[1.94209417]],[[1.74869678]],[[1.51098184]],[[1.65364284]],[[1.28480134]],[[1.29313538]],[[1.15646185]],[[1.38460708]],[[1.14783445]]
['TPD52L2'],[[1.06639559]],[[1.78688036]],[[1.77699855]],[[2.06469273]],[[1.81936485]],[[1.77036175]],[[1.56500034]],[[1.7088933]],[[1.30168283]],[[1.31370826]],[[1.18039573]],[[1.3534828]],[[1.15250241]]
['DNAJC5'],[[1.09385978]],[[1.81678157]],[[1.8127623]],[[2.08623811]],[[1.86181539]],[[1.78671768]],[[1.54204108]],[[1.69583805]],[[1.31505729]],[[1.32086954]],[[1.17675946]],[[1.3710129]],[[1.21442164]]
['RASSF2'],[[1.01479832]],[[1.80846692]],[[1.7833565]],[[2.15430525]],[[1.96879833]],[[1.85368309]],[[1.55655239]],[[1.65605158]],[[1.19591436]],[[1.25957903]],[[1.11327934]],[[1.26105399]],[[1.09324436]]
['SIRPB1'],[[1.03727196]],[[2.07221363]],[[2.07017632]],[[2.57269609]],[[2.32972623]],[[2.15898957]],[[1.71368315]],[[2.11260816]],[[1.51122431]],[[1.28978752]],[[1.42699206]],[[1.57514517]],[[1.32069489]]
['DNTTIP1'],[[1.05306098]],[[1.87397186]],[[1.93059604]],[[2.1196862]],[[1.89285343]],[[1.81332578]],[[1.54632368]],[[1.59332656]],[[1.19018149]],[[1.35717206]],[[1.0845413]],[[1.27143924]],[[1.00811911]]
['ZNF516'],[[1.13454297]],[[1.9028637]],[[1.83682883]],[[2.13963838]],[[1.87305432]],[[1.98014305]],[[1.63270414]],[[1.83732186]],[[1.42113785]],[[1.35798468]],[[1.22433132]],[[1.34803434]],[[1.16528615]]
['PLP2'],[[0.97361639]],[[1.75210146]],[[1.70277776]],[[1.98003169]],[[1.81476375]],[[1.82317588]],[[1.77178172]],[[1.85803394]],[[1.35219349]],[[1.28080916]],[[1.09727906]],[[1.28629774]],[[1.07448563]]
['KCND1'],[[0.84055337]],[[1.88094019]],[[1.95135375]],[[2.66761097]],[[2.22682306]],[[1.9980595]],[[1.59855606]],[[2.0092272]],[[1.52609212]],[[1.31198926]],[[1.21990835]],[[1.50641714]],[[1.29484863]]
['PGK1'],[[0.99768346]],[[1.73787813]],[[1.7636784]],[[1.99063884]],[[1.86724951]],[[1.77392859]],[[1.62788661]],[[1.63499742]],[[1.19675413]],[[1.24985576]],[[1.07051992]],[[1.24398485]],[[1.0545437]]
['RP2'],[[0.9714638]],[[1.82626503]],[[1.83678596]],[[2.24691946]],[[2.10918193]],[[2.01166143]],[[1.69921346]],[[1.69211053]],[[1.2192609]],[[1.18470574]],[[1.04479217]],[[1.23519815]],[[1.04316346]]
['DNAJC3'],[[1.12089416]],[[1.71387706]],[[1.67043618]],[[1.96273047]],[[1.87606246]],[[1.85824249]],[[1.56596767]],[[1.66227617]],[[1.12406821]],[[1.11284547]],[[1.05442087]],[[1.22427255]],[[1.01997311]]
['MGRN1'],[[1.06773475]],[[2.08166658]],[[2.02399954]],[[2.11291954]],[[1.7951339]],[[1.62362145]],[[1.20826037]],[[1.41199446]],[[1.1054785]],[[1.14835138]],[[1.08541315]],[[1.224436]],[[1.06201994]]
['MAPK3'],[[1.01423325]],[[1.73193613]],[[1.66900041]],[[2.24116509]],[[1.98983793]],[[1.78809742]],[[1.64949763]],[[1.93589844]],[[1.48099548]],[[1.3192119]],[[1.26998351]],[[1.47815491]],[[1.21957614]]
['GDPD3'],[[0.94815737]],[[1.41683336]],[[1.47636002]],[[2.24988485]],[[1.83805695]],[[1.7016711]],[[1.50580666]],[[1.92619153]],[[1.47349961]],[[1.23743453]],[[1.14215639]],[[1.34614123]],[[1.16678823]]
['NECAB2'],[[1.00502426]],[[1.96601213]],[[1.88060889]],[[2.04021459]],[[1.70222167]],[[1.45849961]],[[1.28735383]],[[1.76403706]],[[1.61742318]],[[1.01451878]],[[1.08528704]],[[1.30483119]],[[1.08220728]]
['MEFV'],[[0.91486962]],[[1.65976192]],[[1.70584703]],[[2.09266296]],[[1.85485704]],[[1.84203682]],[[1.64755848]],[[1.65316265]],[[1.20470223]],[[1.30846509]],[[1.10683405]],[[1.29936126]],[[1.11373591]]
['ZNF106'],[[0.9846032]],[[1.75269193]],[[1.73121651]],[[2.05003452]],[[1.86627062]],[[1.88981013]],[[1.6002266]],[[1.63509902]],[[1.16910169]],[[1.2133069]],[[1.06962972]],[[1.19566945]],[[1.04336808]]
['CPQ'],[[1.0174752]],[[1.77003036]],[[1.79032305]],[[2.08039514]],[[1.79609731]],[[1.57338192]],[[1.50090911]],[[1.6254874]],[[1.1918218]],[[1.18470389]],[[1.08661866]],[[1.22002082]],[[1.07713055]]
['TRPS1'],[[0.98902516]],[[1.52751603]],[[1.67458805]],[[1.75697738]],[[1.59631854]],[[1.31290796]],[[1.15158378]],[[1.23350752]],[[0.97161179]],[[1.23488519]],[[0.86826694]],[[0.99027257]],[[0.85987071]]
['ASAH1'],[[1.00973135]],[[1.73574916]],[[1.75957036]],[[1.84939747]],[[1.63101742]],[[1.92197354]],[[1.4080521]],[[1.48982547]],[[1.12222573]],[[1.15247837]],[[0.99234207]],[[1.07258706]],[[0.94833385]]
['FCGRT'],[[0.99849168]],[[1.74297291]],[[1.73388366]],[[2.06498582]],[[1.8399542]],[[1.76212709]],[[1.5174517]],[[1.74830565]],[[1.341177]],[[1.32976628]],[[1.21629086]],[[1.37635145]],[[1.18240423]]
['RAB3D'],[[0.98948357]],[[1.84762122]],[[1.84276281]],[[2.47857005]],[[2.27219787]],[[1.95642292]],[[1.67867541]],[[1.87117108]],[[1.40228518]],[[1.313706]],[[1.2623727]],[[1.39336461]],[[1.23221915]]
['PLPPR2'],[[1.03709839]],[[1.97911913]],[[1.94077467]],[[2.37513218]],[[2.10289109]],[[1.76434461]],[[1.42283893]],[[1.73763037]],[[1.36286673]],[[1.36658169]],[[1.30706713]],[[1.42314722]],[[1.19217056]]
['MOSPD3'],[[1.20999745]],[[1.83276359]],[[1.92296105]],[[2.19214688]],[[2.06836295]],[[1.7893396]],[[1.5242062]],[[1.85455978]],[[1.6322116]],[[1.40674998]],[[1.35310416]],[[1.59879529]],[[1.43450362]]
['IMPDH1'],[[1.03917528]],[[1.95533354]],[[1.95904112]],[[2.41167933]],[[2.22953231]],[[2.14846221]],[[1.75538003]],[[1.98118994]],[[1.48149643]],[[1.40824949]],[[1.21623211]],[[1.43480304]],[[1.20350404]]
['UBE2R2'],[[0.97100781]],[[1.81208271]],[[1.8450708]],[[2.23072895]],[[2.04487792]],[[1.85604822]],[[1.68936173]],[[1.78240765]],[[1.37580154]],[[1.27674498]],[[1.13737102]],[[1.31330511]],[[1.09393607]]
['MAP3K8'],[[1.11710032]],[[1.9422356]],[[1.97990103]],[[1.84424956]],[[1.65143621]],[[1.754316]],[[1.47284448]],[[1.33887773]],[[1.05997054]],[[1.06228404]],[[0.97351672]],[[1.08591221]],[[0.89101705]]
['P2RX1'],[[1.02878673]],[[2.14211605]],[[2.10973469]],[[2.22920541]],[[1.95982194]],[[1.92044159]],[[1.45645724]],[[1.85355943]],[[1.46272508]],[[1.36293386]],[[1.22035558]],[[1.28782038]],[[1.2379564]]
['GALK1'],[[0.95988789]],[[1.59047422]],[[1.61061124]],[[1.85015219]],[[1.73016291]],[[1.72692837]],[[1.50014829]],[[1.60555242]],[[1.32696906]],[[1.4641332]],[[0.99640465]],[[1.22298151]],[[0.998266]]
['DUSP3'],[[0.98188067]],[[2.12139381]],[[2.17755911]],[[2.10105392]],[[1.89777569]],[[1.77806324]],[[1.65776521]],[[1.855052]],[[1.53474595]],[[1.70028021]],[[1.16503256]],[[1.32902604]],[[1.12840739]]
['PRKAR1A'],[[1.03025801]],[[1.76202515]],[[1.78384846]],[[2.02223393]],[[1.84979913]],[[1.72358289]],[[1.44070766]],[[1.49666633]],[[1.12330882]],[[1.12144587]],[[1.07366669]],[[1.20537394]],[[1.03850858]]
['CHIC2'],[[1.11787509]],[[1.59971059]],[[1.64770593]],[[1.99574338]],[[1.8787599]],[[1.427754]],[[1.24914046]],[[1.39251698]],[[1.07078411]],[[1.05365586]],[[0.93704257]],[[1.11976047]],[[0.98700845]]
['UBE2D3'],[[0.9901417]],[[1.52449592]],[[1.58707423]],[[1.8626961]],[[1.68046569]],[[1.42617302]],[[1.14039192]],[[1.39034117]],[[1.21696026]],[[1.13925934]],[[0.98561988]],[[1.15875336]],[[1.0212835]]
['GALNT7'],[[1.02991748]],[[1.41018234]],[[1.45381872]],[[1.71530186]],[[1.50734851]],[[1.46222247]],[[1.28112405]],[[1.39737384]],[[0.97508]],[[1.10494583]],[[0.93133606]],[[1.02530074]],[[0.89933706]]
['HTATIP2'],[[0.97481425]],[[1.64592491]],[[1.67488576]],[[2.00497506]],[[1.76160466]],[[1.65031273]],[[1.45952975]],[[1.603081]],[[1.18195416]],[[1.23987989]],[[1.01963439]],[[1.14520029]],[[1.03096875]]
['MS4A6A'],[[0.89284291]],[[1.67674779]],[[1.75351385]],[[1.69369601]],[[1.59802969]],[[1.73492528]],[[1.28929902]],[[1.38708472]],[[1.02725311]],[[1.31855072]],[[0.88742555]],[[0.9874866]],[[0.81953821]]
['RNF141'],[[0.94595401]],[[1.7980779]],[[1.88211583]],[[1.94226704]],[[1.80816379]],[[1.78394843]],[[1.40114296]],[[1.3569621]],[[0.93498617]],[[1.10250456]],[[0.95554708]],[[1.10634016]],[[0.94900287]]
['CBL'],[[0.99421235]],[[1.51568469]],[[1.5351157]],[[2.02197339]],[[1.83483964]],[[1.87760918]],[[1.57327654]],[[1.61880839]],[[1.18246491]],[[1.13655562]],[[1.12024141]],[[1.26575112]],[[1.0770392]]
['NECTIN1'],[[1.0072901]],[[1.83997671]],[[1.93070426]],[[2.14405715]],[[1.81577599]],[[1.67080928]],[[1.20837438]],[[1.66123885]],[[1.32651401]],[[1.17204092]],[[1.40084125]],[[1.5524758]],[[1.37949196]]
['TCIRG1'],[[1.04556352]],[[1.77999285]],[[1.75661872]],[[2.14241028]],[[1.82694607]],[[1.76467213]],[[1.41423917]],[[1.64896836]],[[1.26114152]],[[1.34828545]],[[1.12045638]],[[1.29948619]],[[1.12770545]]
