['NDUFAF7'],[[0.92994568]],[[1.81436554]],[[1.87472399]],[[2.07014118]],[[1.75502352]],[[1.57610261]],[[0.93751589]],[[0.90500678]],[[0.72436761]],[[0.74154561]],[[0.97867994]],[[0.87681763]],[[0.73410142]]
['TBC1D1'],[[1.15727183]],[[1.94966727]],[[1.82576887]],[[2.09227977]],[[1.867713]],[[1.28189308]],[[1.18509845]],[[1.09432982]],[[1.01952777]],[[1.03186723]],[[0.95000476]],[[1.05069781]],[[1.01380417]]
['DIP2B'],[[1.08296422]],[[2.07711853]],[[1.99477718]],[[2.26924065]],[[2.03510898]],[[1.54265731]],[[1.27515763]],[[1.12300187]],[[1.04014804]],[[0.99875095]],[[1.00286478]],[[1.09932189]],[[0.97684536]]
['SP100'],[[1.12709487]],[[1.72715073]],[[1.7513694]],[[2.09338739]],[[1.8262225]],[[1.56070981]],[[1.26034251]],[[1.12364005]],[[1.02638115]],[[0.98226169]],[[1.00335028]],[[1.05252503]],[[1.04495692]]
['KLF6'],[[1.14874921]],[[1.87209153]],[[1.83419922]],[[2.20953304]],[[2.01907789]],[[1.54096217]],[[1.16853653]],[[1.10209045]],[[0.95639636]],[[1.01259531]],[[0.95471764]],[[1.024429]],[[0.91371837]]
['PDK3'],[[1.1380023]],[[1.85731726]],[[1.75361085]],[[2.07722815]],[[1.82634981]],[[1.44231752]],[[1.15293747]],[[1.12973704]],[[1.10060728]],[[0.92770616]],[[0.88398128]],[[1.08281324]],[[1.03788293]]
['SRBD1'],[[1.17201888]],[[2.01622379]],[[1.81288882]],[[2.04357801]],[[1.76408914]],[[1.02787593]],[[0.9608101]],[[0.97001058]],[[1.02101892]],[[1.09269497]],[[0.95471304]],[[1.05274759]],[[1.06954146]]
['SNX13'],[[1.15893619]],[[2.01858142]],[[1.9543863]],[[2.13025103]],[[1.94268306]],[[1.71609168]],[[1.2795702]],[[1.18268823]],[[1.02921726]],[[0.93886101]],[[1.02346191]],[[1.06973034]],[[0.92511397]]
['MARK2'],[[1.00857889]],[[1.58362986]],[[1.60675598]],[[1.83818022]],[[1.62093287]],[[1.42620985]],[[1.25614568]],[[1.14533091]],[[1.00499319]],[[1.03453767]],[[0.99039662]],[[1.05423087]],[[0.95583159]]
['ACAP1'],[[0.94320572]],[[1.33073356]],[[1.45886276]],[[2.03778383]],[[1.81029808]],[[1.34609267]],[[1.02260972]],[[0.92947518]],[[0.89202013]],[[0.86118567]],[[1.01521121]],[[0.90548517]],[[0.83034958]]
['PICALM'],[[1.14505003]],[[1.8355142]],[[1.71323768]],[[2.19014627]],[[1.96771627]],[[1.58422397]],[[1.25358043]],[[1.10506417]],[[1.12033952]],[[1.06741131]],[[0.9950336]],[[1.17897501]],[[1.08548552]]
['CLASP1'],[[1.11557471]],[[1.62773039]],[[1.62589033]],[[1.83538646]],[[1.67338154]],[[1.29393087]],[[1.03661932]],[[1.01033813]],[[1.00402636]],[[0.93914415]],[[0.99787339]],[[1.03686039]],[[0.99884119]]
['SEMA3C'],[[1.05795101]],[[1.63648888]],[[1.43535953]],[[2.17748934]],[[1.94482519]],[[1.18035411]],[[0.87476965]],[[1.09088427]],[[0.9287534]],[[1.05960524]],[[0.9761021]],[[1.12012622]],[[1.32791445]]
['ARHGAP15'],[[1.15648575]],[[2.10407371]],[[2.12545654]],[[2.28396317]],[[1.98621822]],[[1.83458817]],[[1.25510183]],[[1.05626217]],[[0.90789451]],[[0.74961335]],[[1.00614849]],[[0.90228002]],[[0.79535679]]
['PAG1'],[[0.97662066]],[[1.80886867]],[[1.87310142]],[[2.37695241]],[[2.10076663]],[[1.43848757]],[[1.26965045]],[[1.03904772]],[[0.97114373]],[[0.96794578]],[[0.95102684]],[[1.00676893]],[[1.04051893]]
['PPP1R12B'],[[1.38186009]],[[1.81695081]],[[1.84879393]],[[2.13205839]],[[1.85517558]],[[1.38634212]],[[0.80861433]],[[0.94032927]],[[0.85603054]],[[0.92619226]],[[1.01952833]],[[1.11426959]],[[0.70584532]]
['NEBL'],[[0.83315126]],[[1.73220881]],[[1.65593847]],[[4.6338561]],[[4.21465669]],[[1.17218858]],[[0.76921817]],[[0.61341662]],[[0.12767924]],[[0.47137154]],[[0.56867524]],[[0.40063522]],[[0.32641257]]
['TP53INP2'],[[1.24193748]],[[1.88330828]],[[1.81592152]],[[2.06142553]],[[1.77718455]],[[0.92466884]],[[0.6421684]],[[0.83192111]],[[0.78377779]],[[1.05409808]],[[0.94023973]],[[1.04250215]],[[0.87291367]]
['RFX3'],[[1.12744402]],[[2.11047724]],[[1.93190293]],[[1.94464181]],[[1.78213507]],[[1.44174916]],[[1.19692852]],[[1.10198804]],[[1.05571325]],[[0.93204879]],[[1.04471165]],[[1.03409163]],[[0.9903012]]
['RAB21'],[[1.00967428]],[[1.89223732]],[[1.74649376]],[[2.00603448]],[[1.83936901]],[[1.34976426]],[[1.20886755]],[[1.00649116]],[[1.03165379]],[[1.02883037]],[[1.00737578]],[[1.15615507]],[[1.06906087]]
['PSEN1'],[[1.01887368]],[[1.69632752]],[[1.63584999]],[[2.01034673]],[[1.74388508]],[[1.54453847]],[[1.27618761]],[[1.14995449]],[[1.09490861]],[[1.06981598]],[[0.96574024]],[[1.14886592]],[[1.02503372]]
['PHLPP1'],[[1.14150473]],[[1.6906562]],[[1.6402743]],[[2.19078862]],[[1.74844835]],[[1.45698164]],[[1.05603388]],[[0.99706312]],[[0.97985212]],[[0.95298008]],[[0.90182375]],[[1.03009375]],[[0.90979787]]
['RNF13'],[[1.09709943]],[[2.1421947]],[[2.00373771]],[[2.35924354]],[[2.13892578]],[[1.57521676]],[[1.19502422]],[[1.08949046]],[[0.98963013]],[[0.99431991]],[[0.95209502]],[[1.20364102]],[[1.07095167]]
['KAT6A'],[[1.02608787]],[[1.87249299]],[[1.83833551]],[[2.17626994]],[[1.93439309]],[[1.48452877]],[[1.19514419]],[[1.01905594]],[[0.92593036]],[[0.89810945]],[[0.98023679]],[[1.08987449]],[[1.01752663]]
['ZCCHC6'],[[1.28634324]],[[2.09233777]],[[2.05978224]],[[2.28516119]],[[2.05741364]],[[1.68023377]],[[1.27429127]],[[1.16567615]],[[1.01382702]],[[0.92309551]],[[1.02127319]],[[1.14438886]],[[0.99106621]]
['ZNF586'],[[1.12018217]],[[1.8376851]],[[1.72689058]],[[2.27733859]],[[1.9694275]],[[1.48385587]],[[1.15047314]],[[1.0506623]],[[0.95277022]],[[0.88056408]],[[0.92809119]],[[0.9810398]],[[0.80629091]]
['CHMP2B'],[[1.01311299]],[[1.95999166]],[[1.77762139]],[[2.20190177]],[[2.01297948]],[[1.63288907]],[[1.30020661]],[[1.06441582]],[[1.0066353]],[[1.06773288]],[[0.96616686]],[[1.19442017]],[[1.18623395]]
['NCOA1'],[[1.1282679]],[[1.70581222]],[[1.77285464]],[[2.09182712]],[[1.87149028]],[[1.59663621]],[[1.33343796]],[[1.16785992]],[[1.06886081]],[[0.95017351]],[[1.05436988]],[[1.15812563]],[[1.05525464]]
['SLC25A24'],[[0.71007987]],[[1.33254553]],[[1.22810109]],[[1.75060087]],[[1.75476335]],[[1.4933387]],[[1.25066905]],[[0.99265018]],[[0.98457726]],[[1.01339623]],[[0.86207974]],[[0.95422514]],[[0.9898803]]
['PPEF1'],[[1.351792]],[[2.10098149]],[[2.30568295]],[[2.29376441]],[[2.24607822]],[[1.89880675]],[[1.69172549]],[[0.97925184]],[[1.23705998]],[[0.77268729]],[[0.91517284]],[[0.83385317]],[[0.55136119]]
['PPP1R15A'],[[0.88995255]],[[1.67423517]],[[1.75521389]],[[2.05950485]],[[1.8260218]],[[1.53503676]],[[1.31696527]],[[1.11959098]],[[0.97276666]],[[1.0680387]],[[0.96668824]],[[1.09236102]],[[0.89591008]]
['ERGIC2'],[[1.06321841]],[[1.92732633]],[[1.84295986]],[[2.14304617]],[[1.90710515]],[[1.36064757]],[[0.95054744]],[[0.89801835]],[[0.92605422]],[[0.91499411]],[[0.99748691]],[[1.06873196]],[[0.93798522]]
['SPTLC1'],[[1.01908741]],[[1.66529706]],[[1.56312167]],[[1.98856677]],[[1.7838583]],[[1.40171914]],[[1.18916435]],[[1.11485417]],[[1.09521494]],[[1.04222674]],[[1.05421036]],[[1.12354587]],[[1.11790685]]
['SLC7A8'],[[0.98084814]],[[2.67560543]],[[2.69174449]],[[1.90209494]],[[1.9410668]],[[0.56080984]],[[0.44488219]],[[0.76759364]],[[1.28420374]],[[1.90138002]],[[0.57368745]],[[0.79684601]],[[0.73843392]]
['MAST3'],[[1.09467565]],[[1.77699533]],[[1.81682154]],[[1.96726244]],[[1.66583075]],[[1.41919462]],[[1.20003798]],[[1.13821873]],[[1.0038421]],[[0.97655488]],[[1.03106979]],[[1.09226665]],[[0.91025579]]
['MKNK2'],[[0.97886705]],[[1.46358549]],[[1.48707461]],[[1.83149283]],[[1.64636394]],[[1.2265593]],[[1.04733466]],[[1.03681684]],[[1.0354252]],[[1.14539999]],[[0.99260617]],[[1.09839022]],[[0.96018354]]
['RBM23'],[[1.058971]],[[1.67524506]],[[1.67097707]],[[2.01863861]],[[1.78060798]],[[1.43730108]],[[1.15013375]],[[1.0755645]],[[0.97866623]],[[0.96367012]],[[1.00126524]],[[1.09431699]],[[1.00924768]]
['NIN'],[[1.07760989]],[[1.76560711]],[[1.6633209]],[[2.07320785]],[[1.81660375]],[[1.58128704]],[[1.23541517]],[[1.17162051]],[[1.08992372]],[[1.00725848]],[[0.97204722]],[[1.11797318]],[[1.05041394]]
['SUSD6'],[[1.03239298]],[[1.64794877]],[[1.60423289]],[[1.98083932]],[[1.76364367]],[[1.48307655]],[[1.27020195]],[[1.1139076]],[[1.01496913]],[[1.04266673]],[[1.01810684]],[[1.10408925]],[[1.04600295]]
['GMPR2'],[[1.02221935]],[[1.69068264]],[[1.68737463]],[[1.9796651]],[[1.78727001]],[[1.60534097]],[[1.2837333]],[[1.12057376]],[[0.98482286]],[[1.0095372]],[[1.01032179]],[[1.04641295]],[[0.93468205]]
['MAP1LC3A'],[[1.08993224]],[[1.65415488]],[[1.69199028]],[[2.25438334]],[[1.88331371]],[[0.71149378]],[[0.76102747]],[[0.83388359]],[[0.90954016]],[[0.96713222]],[[0.99639053]],[[1.15178871]],[[0.91067528]]
['TBL1X'],[[1.06401667]],[[1.64594255]],[[1.56747233]],[[1.90578779]],[[1.65831518]],[[1.55514417]],[[1.23261538]],[[1.05501123]],[[1.01428733]],[[1.01317153]],[[0.99656512]],[[1.17000945]],[[1.00752226]]
['FNDC3A'],[[1.16877403]],[[1.84263711]],[[1.661329]],[[1.99867831]],[[1.72951225]],[[1.28315943]],[[1.05547917]],[[1.05396174]],[[0.99813263]],[[1.00120534]],[[1.00463656]],[[1.00915836]],[[1.11319605]]
['KLF5'],[[1.04096512]],[[1.59634866]],[[1.26619393]],[[1.75497239]],[[1.525634]],[[1.59411049]],[[1.01408659]],[[0.85635678]],[[0.83610479]],[[1.25858448]],[[0.89567974]],[[1.08254615]],[[1.12964614]]
['PARP4'],[[1.17622748]],[[2.15990984]],[[2.08707214]],[[2.23919447]],[[2.02251987]],[[1.6059979]],[[1.24460291]],[[1.13489925]],[[1.07832763]],[[1.05318351]],[[1.03303549]],[[1.12096949]],[[1.12252746]]
['SUPT20H'],[[1.11649191]],[[1.73532751]],[[1.75716955]],[[2.28246524]],[[2.12170272]],[[1.47720331]],[[1.11980974]],[[1.02815436]],[[0.94597751]],[[0.89717973]],[[1.02099193]],[[1.04250846]],[[0.90705506]]
['INTS6'],[[1.07160437]],[[1.90120322]],[[1.90035171]],[[2.1455665]],[[1.93275958]],[[1.49517042]],[[1.05957305]],[[0.99912833]],[[0.89506433]],[[0.90212476]],[[1.06731671]],[[0.97277463]],[[0.91841051]]
['DHRS12'],[[1.13484469]],[[1.81888377]],[[1.87103997]],[[2.50568388]],[[2.26512114]],[[1.53775981]],[[1.05568357]],[[0.92913199]],[[0.75297764]],[[0.82086422]],[[0.94683834]],[[0.86956067]],[[0.77486467]]
['LYRM1'],[[1.16899838]],[[2.11293709]],[[1.97798608]],[[2.30183407]],[[2.06600943]],[[1.53154293]],[[1.20973732]],[[1.07278038]],[[1.10520492]],[[1.06030443]],[[1.00446135]],[[1.16113357]],[[1.138868]]
['LONP2'],[[1.03135472]],[[1.96152139]],[[2.00333724]],[[1.83299595]],[[1.58372394]],[[0.94035492]],[[0.89638229]],[[0.90316914]],[[0.9273266]],[[0.9419644]],[[0.99192745]],[[0.97928329]],[[0.97653134]]
['N4BP1'],[[1.01158476]],[[1.6890499]],[[1.63855552]],[[2.10389835]],[[1.89247987]],[[1.63537236]],[[1.29848045]],[[1.07433484]],[[0.94976926]],[[0.93302271]],[[0.98450665]],[[1.09617678]],[[0.94631449]]
['USP10'],[[1.05835132]],[[1.76258445]],[[1.60887631]],[[1.93461674]],[[1.79203666]],[[1.28063312]],[[1.02960435]],[[1.03630633]],[[0.96297121]],[[0.99555511]],[[0.93262278]],[[1.06981572]],[[1.00670549]]
['BCKDK'],[[1.0784468]],[[1.60988361]],[[1.57095917]],[[1.89635413]],[[1.74954541]],[[1.35434335]],[[1.15505294]],[[1.09360378]],[[0.96766224]],[[1.12094579]],[[0.94815816]],[[0.9594044]],[[1.01846862]]
['NBN'],[[1.20218957]],[[2.08782183]],[[1.87805496]],[[2.15052136]],[[1.93984346]],[[1.41008459]],[[1.42437308]],[[1.20384872]],[[1.10442508]],[[1.0120154]],[[1.01484964]],[[1.08994777]],[[1.17066969]]
['UBE2W'],[[0.94424573]],[[2.03691647]],[[1.82512791]],[[2.05986136]],[[1.87851746]],[[1.55574701]],[[1.22203676]],[[1.08421979]],[[0.95769438]],[[0.98414005]],[[0.89615394]],[[0.99148455]],[[0.7793609]]
['EMC2'],[[1.19675273]],[[2.02515622]],[[2.03561877]],[[2.2559677]],[[2.03570974]],[[1.54297342]],[[1.12981925]],[[1.01116993]],[[1.09527052]],[[0.91183154]],[[1.08370405]],[[1.09603048]],[[1.18135657]]
['ERI1'],[[1.00336101]],[[1.90668294]],[[1.8024032]],[[2.35173706]],[[2.07676357]],[[1.3166216]],[[1.10679685]],[[0.93443797]],[[1.00445278]],[[0.95098939]],[[1.03111877]],[[1.08844209]],[[1.06818341]]
['CCDC9'],[[0.97797224]],[[1.52581422]],[[1.4870396]],[[1.84811107]],[[1.60119851]],[[1.1072971]],[[0.93041285]],[[0.93015073]],[[0.89841477]],[[0.95833134]],[[0.91201736]],[[1.04768592]],[[0.87631216]]
['ELL'],[[1.05105954]],[[1.80272268]],[[1.89214719]],[[2.02926333]],[[1.78506227]],[[1.51374084]],[[1.18962818]],[[1.10031915]],[[1.03390095]],[[0.96089055]],[[0.98322861]],[[1.07398135]],[[0.83018649]]
['HBP1'],[[1.08660059]],[[1.83150344]],[[1.71920803]],[[2.11633523]],[[1.94739601]],[[1.36988521]],[[1.13890878]],[[1.02629635]],[[1.02263717]],[[0.97288527]],[[0.9840989]],[[1.18669566]],[[1.03060992]]
['ZC3HAV1'],[[1.19374372]],[[1.79215558]],[[1.75565513]],[[2.39455927]],[[2.15451247]],[[1.09775298]],[[0.94476638]],[[1.02752595]],[[1.05283344]],[[0.95549228]],[[1.02255791]],[[1.04808069]],[[1.06878765]]
['COA1'],[[1.29384562]],[[2.01626744]],[[2.10304865]],[[2.14830205]],[[1.90951206]],[[0.99883929]],[[0.8586334]],[[0.92902698]],[[0.95112458]],[[0.88638232]],[[0.95551869]],[[1.02912927]],[[0.82607202]]
['SHOC2'],[[1.08100825]],[[1.8835324]],[[1.67701703]],[[2.07560088]],[[1.93996857]],[[1.55193427]],[[1.19816311]],[[1.11023977]],[[1.0876256]],[[1.03852599]],[[0.96909806]],[[1.11033644]],[[1.06553359]]
['TSPAN14'],[[1.23823671]],[[1.92793778]],[[1.92456624]],[[1.99045533]],[[1.78561588]],[[1.35257051]],[[1.21775876]],[[1.11303539]],[[1.06736905]],[[1.08947346]],[[0.96983577]],[[1.07968094]],[[1.08884471]]
['NUFIP2'],[[0.96999821]],[[1.89311237]],[[1.80605056]],[[2.05533094]],[[1.86164116]],[[1.44088842]],[[1.17763914]],[[1.08988072]],[[1.02100815]],[[0.99447869]],[[1.02524887]],[[1.05161303]],[[1.04078146]]
['RAPGEFL1'],[[1.18672211]],[[1.78626705]],[[1.90647426]],[[1.9552325]],[[1.64160903]],[[1.66567266]],[[1.3642476]],[[1.257639]],[[0.96306991]],[[0.9042502]],[[1.15105348]],[[0.90142968]],[[0.75567642]]
['MLX'],[[1.11660583]],[[1.64840651]],[[1.58296857]],[[1.97225484]],[[1.82357913]],[[1.33527285]],[[1.23749855]],[[1.10478822]],[[1.05985285]],[[1.0797644]],[[0.9911861]],[[1.03462916]],[[0.99135706]]
['IFT20'],[[1.06014153]],[[1.56348604]],[[1.65118691]],[[1.94310687]],[[1.66418842]],[[1.2237586]],[[1.03586329]],[[1.03551095]],[[1.0547843]],[[1.10994665]],[[1.04035781]],[[0.93572082]],[[0.95336148]]
['PHF12'],[[1.08492859]],[[1.61985111]],[[1.70063329]],[[1.98462618]],[[1.71363116]],[[1.47112276]],[[1.08629956]],[[1.0282694]],[[0.95644454]],[[0.95686497]],[[1.03438861]],[[0.99166039]],[[0.8960407]]
['ELF2'],[[1.12700489]],[[2.1851046]],[[2.21767826]],[[2.30086659]],[[2.01219961]],[[1.51713406]],[[1.12753731]],[[1.08004477]],[[1.0235455]],[[0.9451897]],[[1.03097613]],[[1.17009271]],[[0.97713203]]
['NUP98'],[[1.10387735]],[[1.79597312]],[[1.81562183]],[[1.97039796]],[[1.7612144]],[[1.39972266]],[[1.08322581]],[[1.0114673]],[[1.03197035]],[[1.01609639]],[[1.00354139]],[[1.12224921]],[[1.0182069]]
['ARPC3'],[[1.04389894]],[[1.71061052]],[[1.6161233]],[[2.17213686]],[[2.01014881]],[[1.64008322]],[[1.37321478]],[[1.17941781]],[[1.18785888]],[[1.1658455]],[[1.01661936]],[[1.18444091]],[[1.14017941]]
['UHRF1BP1L'],[[1.09928351]],[[2.01730989]],[[1.80412243]],[[2.22051225]],[[1.99983489]],[[1.79920647]],[[1.44368266]],[[1.2431689]],[[1.1603838]],[[1.02262858]],[[0.97999675]],[[1.16207188]],[[1.0639348]]
['CLEC4A'],[[0.91209312]],[[1.55350794]],[[1.58437366]],[[1.82276311]],[[1.51816535]],[[1.91157321]],[[1.58720942]],[[1.40271114]],[[1.15489346]],[[1.03303511]],[[1.01583359]],[[1.07961474]],[[1.14885392]]
['SERINC1'],[[1.06081883]],[[1.98126763]],[[1.76784178]],[[2.10872741]],[[2.00324521]],[[1.52784744]],[[1.22016925]],[[1.0834063]],[[1.02694791]],[[1.00007812]],[[0.93127064]],[[1.1473505]],[[1.07551508]]
['PTP4A1'],[[1.00694659]],[[1.98985922]],[[1.83158076]],[[2.16361815]],[[1.89489602]],[[1.38960057]],[[1.12515885]],[[0.95357822]],[[0.99358722]],[[1.09011354]],[[0.92699807]],[[1.12499236]],[[1.1677975]]
['TMEM30A'],[[1.01597402]],[[1.95100834]],[[1.73185347]],[[1.96717466]],[[1.82603105]],[[1.49452607]],[[1.2078107]],[[1.02800705]],[[1.03387948]],[[0.98393765]],[[0.92945339]],[[1.09411547]],[[1.08914039]]
['BRD8'],[[0.96625508]],[[1.56888316]],[[1.59482619]],[[1.92574862]],[[1.69218428]],[[1.22058364]],[[1.07000427]],[[0.96810097]],[[0.88200443]],[[0.86150311]],[[0.91728894]],[[0.97961322]],[[0.8607825]]
['CLK4'],[[1.13106157]],[[1.87968047]],[[1.80072433]],[[2.33564574]],[[2.11957321]],[[1.52118568]],[[1.07697044]],[[1.05707616]],[[0.99742696]],[[0.8473221]],[[1.03827162]],[[0.94160697]],[[0.74497625]]
['FAM172A'],[[1.10333688]],[[2.04108039]],[[2.0404745]],[[2.22878666]],[[1.99610721]],[[1.38235341]],[[1.18681188]],[[1.11962507]],[[1.07850123]],[[0.9631337]],[[1.06176496]],[[1.1320607]],[[0.99977016]]
['ABCC5'],[[1.17009168]],[[1.76264416]],[[1.76954824]],[[2.17433401]],[[1.82690022]],[[1.12063025]],[[0.88402873]],[[1.12580893]],[[1.01680049]],[[0.94843756]],[[1.02528192]],[[0.96625176]],[[0.69112227]]
['SF3B6'],[[0.98822122]],[[1.60662311]],[[1.61569608]],[[1.9816994]],[[1.82408423]],[[1.30486219]],[[1.19819961]],[[1.02924703]],[[1.12003474]],[[1.04133001]],[[0.95401992]],[[1.23237146]],[[1.11395451]]
['CYTIP'],[[1.59484798]],[[1.89119388]],[[1.82669329]],[[2.14197526]],[[1.93119925]],[[1.3061594]],[[1.08711102]],[[1.00632604]],[[1.03214136]],[[0.9936239]],[[0.96944769]],[[1.10849257]],[[1.06888261]]
['ITGB6'],[[1.03005087]],[[1.70910483]],[[2.05784761]],[[2.04460121]],[[1.8447737]],[[1.4864328]],[[1.28729902]],[[0.88581198]],[[1.04554771]],[[0.76176894]],[[1.08907454]],[[0.80477562]],[[0.67121468]]
['STRN'],[[1.05524211]],[[1.85702124]],[[1.79950065]],[[2.08683275]],[[1.91485197]],[[1.33976118]],[[1.17934704]],[[1.10373916]],[[1.06514858]],[[1.0078803]],[[0.98986124]],[[1.12160612]],[[1.08547771]]
['PLCL1'],[[1.23467148]],[[1.44659615]],[[1.36494873]],[[2.4193764]],[[2.11918152]],[[0.87332486]],[[0.81405782]],[[0.8812078]],[[0.88614832]],[[0.8503266]],[[0.99303476]],[[1.0076625]],[[0.9968105]]
['LRRC42'],[[1.00076082]],[[1.66142821]],[[1.80652247]],[[2.02788735]],[[1.85200909]],[[1.15560384]],[[1.0835431]],[[1.04957341]],[[0.96211562]],[[1.20434284]],[[1.1620076]],[[1.12012596]],[[1.09421988]]
['STXBP3'],[[1.05546206]],[[1.92729747]],[[1.76278464]],[[2.11151611]],[[1.92335876]],[[1.67269092]],[[1.29431107]],[[1.14380833]],[[1.11323002]],[[0.94915132]],[[0.98391514]],[[1.1038479]],[[0.99814552]]
['TSNAX'],[[1.01710265]],[[1.83901434]],[[1.6450083]],[[1.98176541]],[[1.82019789]],[[1.24248111]],[[1.08335663]],[[0.92688611]],[[1.00767174]],[[0.98971987]],[[0.96012334]],[[1.15828923]],[[1.16854558]]
['LGALS8'],[[0.95964599]],[[1.7143985]],[[1.72332205]],[[2.33400142]],[[2.10132136]],[[1.53819495]],[[1.205673]],[[1.10376054]],[[1.00869338]],[[1.01804167]],[[0.99216381]],[[0.96417962]],[[1.04750696]]
['ZNF684'],[[1.22677895]],[[1.85679444]],[[1.3626766]],[[1.93823435]],[[1.84771259]],[[0.85296048]],[[1.07951163]],[[1.06386368]],[[0.75662495]],[[1.12381515]],[[1.04070935]],[[1.14503784]],[[1.26988183]]
