N,Train_MSE,Train_r,Test_MSE,Test_r,Avg_Topological_Entropy,Random seed
2,0.1870117357916529,0.7455438851764495,0.1909022711130373,0.7400141167114385,0.0482291284853733,46
3,0.1862573984082445,0.7467432999655162,0.1894963417908084,0.7422640373065672,0.0532208833708658,46
4,0.1800581007897101,0.7565387080172287,0.1838325031892037,0.7512467169113956,0.0565201949663315,46
5,0.1684361290584403,0.774565986764922,0.1727204119102378,0.7686424259190199,0.0583385707572306,46
6,0.1711394871145043,0.7704101377226723,0.1759199219452538,0.7636641773229529,0.0573167986092402,46
7,0.1640306814602947,0.7812910563371549,0.1682760374952525,0.7754467336670695,0.057611159448941,46
8,0.164606011586965,0.7804161302769725,0.1691769817159406,0.7740493466259708,0.0589122718864007,46
9,0.1577663867469536,0.7907552082710358,0.1646119179056295,0.7809979192193532,0.0612106052264172,46
10,0.1534621331016122,0.7971930158534288,0.1589443030810221,0.7895392968384908,0.0619547905992828,46
20,0.1299133937395701,0.831532701535774,0.1371926256880858,0.8215690030541961,0.0629041472673704,46
30,0.1137930248922528,0.8542444305693359,0.1201707925161817,0.8457750107762567,0.0669554272458791,46
40,0.1059837817852735,0.8650324029229979,0.1158674239382331,0.8518267331402414,0.0677055482894602,46
50,0.0935036425677451,0.8819990094864163,0.1021437529717868,0.8706633672999948,0.0676883510761016,46
60,0.0908791679475334,0.8855255863394068,0.1011597505187008,0.8720012110289759,0.0697560475343295,46
70,0.0877234050657934,0.8897475622381923,0.1003417057617205,0.8732373240090464,0.0702606882290433,46
80,0.0826482409073223,0.8964957318838838,0.0950633206313489,0.8803644191964476,0.0712028894752657,46
90,0.0780528160417145,0.902562494889493,0.091191605826007,0.8855136316531762,0.070108484643668,46
100,0.0775079842897731,0.9032790646531554,0.0937837232545416,0.8820802376623053,0.0711305078086472,46
150,0.0685164772102871,0.9150237873886358,0.0872409403302318,0.8908909123109725,0.0732338749239439,46
200,0.0626970961406019,0.9225453768014744,0.087460650455894,0.8908084640837216,0.0740373997052959,46
250,0.0594148590956871,0.926760765620504,0.0875188177688004,0.8910073704693295,0.074588738215315,46
300,0.0555327140327536,0.9317220001628116,0.0883920618912203,0.8901820976597854,0.0752789504959043,46
2,0.1894990063512044,0.7428506861338703,0.1902139333070661,0.7359601190715149,0.0474187476994129,2
3,0.182437515780485,0.7540080542877634,0.1831164338901271,0.7474500850661931,0.0522826164254174,2
4,0.1765140782172947,0.7632415393525127,0.1784863205524272,0.7549122687075305,0.0572343484658958,2
5,0.1699475384495371,0.7733480255531802,0.1710286687277449,0.7667402494522768,0.0560740895734616,2
6,0.1721565480149224,0.7699627830353284,0.1725975616538124,0.7642391337608225,0.0605914883847095,2
7,0.1704547807802264,0.7725719911118643,0.1722841361048397,0.7647455613243648,0.0621516544966827,2
8,0.1608402152826346,0.7871507928134449,0.1645264459937747,0.7768420143891539,0.0616588384133631,2
9,0.1605952832319678,0.7875186123148608,0.1631606767740233,0.7790194717644655,0.0605961713412689,2
