['CFLAR'],[[1.08748317]],[[2.42685963]],[[2.4850499]],[[2.60786029]],[[2.53516551]],[[2.13420114]],[[2.10403788]],[[1.821614]],[[1.34776649]],[[1.21905372]],[[1.20153245]],[[1.0252126]],[[1.05411088]]
['HIPK2'],[[1.05068849]],[[2.35284382]],[[2.29464272]],[[2.11514266]],[[2.20621992]],[[1.28239891]],[[1.12633267]],[[1.22960923]],[[1.12848285]],[[1.1000876]],[[1.1409213]],[[1.07900094]],[[1.21178657]]
['TNPO3'],[[1.01906434]],[[2.15917464]],[[2.11083816]],[[2.10189032]],[[2.19335631]],[[1.77294186]],[[1.49481514]],[[1.19273554]],[[1.12536728]],[[1.00645781]],[[1.05042417]],[[1.02381255]],[[0.9555588]]
['ANKS1A'],[[1.11351944]],[[2.225523]],[[2.29088281]],[[2.28503731]],[[2.27017426]],[[1.74763795]],[[1.54607317]],[[1.46864678]],[[1.29672482]],[[1.26228576]],[[1.24816473]],[[1.12937115]],[[1.28946221]]
['SEC61A2'],[[0.99292627]],[[2.10512396]],[[2.22389378]],[[2.22375308]],[[1.81614103]],[[1.00055607]],[[1.27352634]],[[1.20282244]],[[0.96562033]],[[0.93453804]],[[1.0540763]],[[0.73195234]],[[0.92576304]]
['PPP2R5A'],[[1.01353666]],[[2.30082342]],[[2.18290046]],[[2.15713782]],[[2.28837437]],[[1.77225834]],[[1.43041524]],[[1.13685231]],[[1.32494087]],[[1.19892292]],[[1.37379006]],[[1.15207413]],[[1.11999194]]
['SPI1'],[[0.9570907]],[[2.04831936]],[[2.28924883]],[[2.29693462]],[[2.48699417]],[[2.17334512]],[[1.90751253]],[[1.77999598]],[[1.4570434]],[[1.31554112]],[[1.23210883]],[[1.17103035]],[[1.1641078]]
['TNFRSF1A'],[[0.956696]],[[2.28290578]],[[2.39378011]],[[2.32805644]],[[2.34052953]],[[2.07053677]],[[1.75688901]],[[1.64082773]],[[1.38147355]],[[1.32104723]],[[1.29462003]],[[1.25278788]],[[1.2629151]]
['ROCK1'],[[1.02963929]],[[2.18996802]],[[2.03661881]],[[2.08651095]],[[2.13026737]],[[1.83575976]],[[1.69353656]],[[1.2966412]],[[1.21199868]],[[1.04072763]],[[1.1720516]],[[1.00486401]],[[1.04341383]]
['HDAC4'],[[1.0621102]],[[1.74380259]],[[2.01351064]],[[2.17230488]],[[2.27746974]],[[2.12065959]],[[1.94153379]],[[1.76223325]],[[1.32822053]],[[1.0486043]],[[1.04710192]],[[0.98128292]],[[1.02557981]]
['ATP11A'],[[1.01098161]],[[2.18302386]],[[2.29539149]],[[2.36924765]],[[2.46528411]],[[1.90693896]],[[1.64274613]],[[1.51187037]],[[1.35814718]],[[1.25557859]],[[1.30165075]],[[1.10932953]],[[1.11192178]]
['RAB27A'],[[1.05864212]],[[2.48389669]],[[2.3639765]],[[2.38582901]],[[2.59065258]],[[2.18051776]],[[1.94423807]],[[1.57995623]],[[1.34711065]],[[1.15431772]],[[1.22948695]],[[1.10787855]],[[1.0187035]]
['JMJD6'],[[0.93251495]],[[2.4222921]],[[2.50940799]],[[2.39953123]],[[2.45974643]],[[1.7936852]],[[1.38397549]],[[1.14052914]],[[1.13656746]],[[1.11160919]],[[1.05312355]],[[1.12100533]],[[1.00537934]]
['MAP4K4'],[[1.00204032]],[[2.21664007]],[[2.17115955]],[[2.18461565]],[[2.28044267]],[[1.90875666]],[[1.65143271]],[[1.46552319]],[[1.36112459]],[[1.26605157]],[[1.22782689]],[[1.04971157]],[[1.04851617]]
['UBE2D1'],[[0.95530018]],[[2.6597963]],[[2.57476186]],[[2.67021597]],[[2.75209884]],[[2.78778154]],[[2.61735733]],[[2.28919016]],[[1.90871559]],[[1.28023613]],[[1.72753755]],[[1.28271854]],[[1.35834315]]
['ALPK1'],[[1.08573257]],[[2.38232082]],[[2.49107542]],[[2.69841743]],[[2.66608237]],[[2.55639514]],[[2.33771067]],[[1.74071615]],[[1.44061729]],[[1.09486997]],[[1.3398544]],[[0.88067548]],[[0.98063859]]
['VPS9D1'],[[1.07847868]],[[2.00950364]],[[2.38131075]],[[2.5001638]],[[2.38582203]],[[1.9295235]],[[1.43062093]],[[1.22150019]],[[1.20271101]],[[1.05848307]],[[0.96662724]],[[0.97709696]],[[0.9845389]]
['FNDC3B'],[[1.03018801]],[[1.92379486]],[[2.14294718]],[[2.53186776]],[[2.85357948]],[[2.11322889]],[[1.78934381]],[[1.4845691]],[[1.2350382]],[[1.2093787]],[[1.08277055]],[[1.08473068]],[[1.15486951]]
['FOSL2'],[[0.93006346]],[[2.52797117]],[[2.66414036]],[[2.71536873]],[[2.77603601]],[[2.51088843]],[[2.19287213]],[[1.83597988]],[[1.60404348]],[[1.4794184]],[[1.49944954]],[[1.381999]],[[1.41535405]]
['RAB7A'],[[0.97649098]],[[2.30984846]],[[2.23172262]],[[2.16429313]],[[2.33947082]],[[1.82944594]],[[1.83491011]],[[1.60475512]],[[1.34811663]],[[1.24513987]],[[1.20401876]],[[1.14921618]],[[1.16274203]]
['NT5C2'],[[1.0834931]],[[2.58061529]],[[2.58550809]],[[2.66712234]],[[2.53447399]],[[1.86169281]],[[1.68434134]],[[1.42982403]],[[1.34361567]],[[1.2237261]],[[1.30130293]],[[1.0522345]],[[1.10416307]]
['APBB1IP'],[[1.03624709]],[[2.17472912]],[[2.25272568]],[[2.347618]],[[2.46964585]],[[2.31771629]],[[2.09232802]],[[1.71067056]],[[1.42799237]],[[1.2413115]],[[1.21471766]],[[1.14461813]],[[1.2166407]]
['RSBN1'],[[1.0113403]],[[2.05615852]],[[1.95257902]],[[1.98990851]],[[2.08801528]],[[1.50558223]],[[1.2160124]],[[0.85773448]],[[0.93444047]],[[0.82869417]],[[0.99949005]],[[1.01754025]],[[0.97642944]]
['STK17B'],[[1.10130984]],[[2.16279096]],[[2.01997959]],[[2.12070392]],[[2.24506958]],[[1.48210866]],[[1.30271062]],[[1.09226685]],[[1.01218124]],[[0.90523709]],[[1.02895877]],[[0.88704684]],[[1.00953112]]
['ZMPSTE24'],[[1.13352372]],[[2.37359278]],[[2.06950907]],[[2.09075992]],[[2.07631912]],[[1.63100967]],[[1.6673338]],[[1.39870304]],[[1.22497726]],[[1.13945965]],[[1.16464149]],[[1.1001306]],[[1.16556216]]
['VNN3'],[[1.02756197]],[[2.68209299]],[[2.65556522]],[[2.86740525]],[[2.73318943]],[[1.88866086]],[[1.76978794]],[[1.55460859]],[[1.5848553]],[[1.44250799]],[[1.82019498]],[[1.07364959]],[[1.26184913]]
['JAK2'],[[1.0405958]],[[2.33829269]],[[2.22087591]],[[2.3551894]],[[2.36461162]],[[2.09353593]],[[1.81122708]],[[1.26608128]],[[1.29664664]],[[1.08460184]],[[1.20040546]],[[0.93979625]],[[0.99918057]]
['SH3GLB1'],[[1.00535491]],[[2.48939403]],[[2.37814604]],[[2.46573556]],[[2.47156448]],[[2.14431254]],[[1.95563538]],[[1.47696293]],[[1.38766514]],[[1.1670759]],[[1.22418232]],[[1.00944972]],[[1.12205204]]
['GADD45B'],[[0.96127633]],[[2.42989543]],[[2.33500158]],[[2.2540046]],[[2.16192128]],[[1.63818451]],[[1.35766776]],[[1.14569235]],[[1.11390401]],[[1.03140451]],[[1.03024501]],[[1.07318765]],[[1.03438572]]
['PACSIN2'],[[0.9998521]],[[2.3131965]],[[2.34493926]],[[2.41557608]],[[2.46119088]],[[2.02070029]],[[1.767118]],[[1.61319081]],[[1.49065069]],[[1.40654214]],[[1.36119001]],[[1.15405117]],[[1.21337779]]
['BIK'],[[0.77007676]],[[1.6719188]],[[1.80854751]],[[1.98218416]],[[1.8481764]],[[1.91227968]],[[1.34672021]],[[1.25916882]],[[0.91531432]],[[1.02307422]],[[1.00472045]],[[1.31440175]],[[0.79585712]]
['MTMR3'],[[1.01269217]],[[2.25587671]],[[2.24754723]],[[2.27000691]],[[2.38390404]],[[2.01736774]],[[1.78289081]],[[1.62832635]],[[1.47656036]],[[1.35976384]],[[1.27260481]],[[1.14754645]],[[1.18624388]]
['VCPKMT'],[[1.22266728]],[[2.3076387]],[[2.29617914]],[[2.66785171]],[[2.17736027]],[[1.84748373]],[[1.80712115]],[[1.41211557]],[[1.38893781]],[[1.04719424]],[[1.3624441]],[[0.91139965]],[[1.20125532]]
['SOS2'],[[1.06250821]],[[2.76469566]],[[2.61383081]],[[2.75783487]],[[2.79254575]],[[2.3644907]],[[2.18641971]],[[1.67592334]],[[1.4717681]],[[1.25472426]],[[1.41375356]],[[1.1199466]],[[1.2193642]]
['HIF1A'],[[1.06290971]],[[2.72448087]],[[2.66522724]],[[2.72976485]],[[2.86225158]],[[1.83684797]],[[1.59967031]],[[1.40165235]],[[1.25886738]],[[1.08107625]],[[1.28016101]],[[1.01962029]],[[1.1050101]]
['DICER1'],[[1.08104761]],[[2.3394519]],[[2.20124125]],[[2.31645923]],[[2.15108074]],[[1.68902965]],[[1.60492805]],[[1.39710275]],[[1.33458798]],[[1.17850156]],[[1.29496972]],[[0.96475721]],[[1.13971361]]
['PCNX1'],[[1.03465961]],[[2.68154828]],[[2.57606658]],[[2.66691285]],[[2.62297617]],[[2.11767595]],[[1.76234031]],[[1.30486507]],[[1.18840578]],[[1.07571087]],[[1.26333999]],[[0.98310093]],[[1.03787726]]
['RNF24'],[[1.02150744]],[[2.63821697]],[[2.75623218]],[[2.81620612]],[[2.8401928]],[[2.52133056]],[[2.10888178]],[[1.77823507]],[[1.48858527]],[[1.42485662]],[[1.32074421]],[[1.22636958]],[[1.18200561]]
['HCK'],[[0.95930257]],[[2.1670644]],[[2.40544636]],[[2.48160276]],[[2.61372033]],[[2.3342719]],[[1.94073549]],[[1.71487282]],[[1.40671246]],[[1.25977567]],[[1.17029709]],[[1.17376065]],[[1.16526785]]
['VAPA'],[[0.97982497]],[[2.42062694]],[[2.3707622]],[[2.44753914]],[[2.52974894]],[[1.94479137]],[[1.68888143]],[[1.36070507]],[[1.225413]],[[1.17576709]],[[1.15218567]],[[1.03635188]],[[1.10369362]]
['STS'],[[0.99422388]],[[2.50890914]],[[2.42544918]],[[2.32089094]],[[2.37363806]],[[1.76204209]],[[1.49167848]],[[1.57993973]],[[1.56626898]],[[1.15930619]],[[1.33752918]],[[1.22808157]],[[1.13891695]]
['RUBCNL'],[[0.89031354]],[[3.13624356]],[[3.0531824]],[[2.96659765]],[[2.62287311]],[[1.95788376]],[[1.61376926]],[[1.33171376]],[[1.42117683]],[[1.47899509]],[[1.57937112]],[[1.29162545]],[[1.27045217]]
['TNFSF13B'],[[1.02320717]],[[2.65766086]],[[2.69167121]],[[2.83016587]],[[3.02427251]],[[2.51995272]],[[2.11130747]],[[1.59870073]],[[1.494532]],[[1.09937926]],[[1.33757799]],[[0.92934567]],[[0.98789426]]
['VWA8'],[[1.05397492]],[[2.43482978]],[[2.31320524]],[[2.41580484]],[[2.28215383]],[[0.9713585]],[[0.89452151]],[[0.70011947]],[[0.93837793]],[[0.73330956]],[[1.03304036]],[[0.90171879]],[[0.95696492]]
['STK3'],[[1.02212726]],[[1.79789937]],[[1.84653163]],[[2.35296208]],[[2.59206446]],[[2.12485294]],[[1.93245985]],[[1.42974476]],[[1.25708129]],[[1.16380192]],[[1.13857009]],[[1.02866494]],[[1.03668909]]
['DENND3'],[[1.08943089]],[[2.37408085]],[[2.40465298]],[[2.47561204]],[[2.34329567]],[[1.94591392]],[[1.7424561]],[[1.46187891]],[[1.39600444]],[[1.2418612]],[[1.29020046]],[[0.95130465]],[[1.04346737]]
['JAK3'],[[1.04484096]],[[2.06241752]],[[2.42616589]],[[2.53952354]],[[2.53703907]],[[1.91619717]],[[1.55641099]],[[1.5526643]],[[1.26642673]],[[1.22923681]],[[1.06085418]],[[1.0691169]],[[1.07512738]]
['VSIR'],[[1.04740009]],[[2.10113487]],[[2.23014456]],[[2.1578734]],[[2.24853305]],[[1.81580792]],[[1.72758406]],[[1.69341109]],[[1.27378016]],[[1.18275595]],[[1.1754495]],[[1.11530915]],[[1.14032676]]
['WSB1'],[[1.03781117]],[[2.56380688]],[[2.6185808]],[[2.73843708]],[[2.58914893]],[[2.31157206]],[[1.68904196]],[[1.20064765]],[[1.21396909]],[[1.09163335]],[[1.18540108]],[[0.92616106]],[[1.07221519]]
['HIPK3'],[[1.00307909]],[[2.11294339]],[[2.05991252]],[[2.17875599]],[[2.23579108]],[[1.9611804]],[[1.83621428]],[[1.54829977]],[[1.30458329]],[[1.17031093]],[[1.1625463]],[[1.05390652]],[[1.08315077]]
['PPM1H'],[[1.09131204]],[[2.99627588]],[[2.86224993]],[[2.4984398]],[[2.23406004]],[[1.66057252]],[[1.93250579]],[[2.03626982]],[[2.10221302]],[[1.64857956]],[[1.81044211]],[[1.25335413]],[[1.36685216]]
['TBC1D30'],[[1.00164028]],[[2.64171635]],[[2.81985844]],[[2.91194971]],[[2.75873705]],[[1.96996696]],[[1.60233431]],[[1.63678597]],[[1.38477007]],[[1.02751993]],[[1.57947982]],[[1.16984069]],[[1.15720944]]
['LPCAT3'],[[0.98805823]],[[2.06118531]],[[2.27390771]],[[2.40499608]],[[2.42920985]],[[2.06243776]],[[1.73156548]],[[1.56375131]],[[1.29199661]],[[1.17584603]],[[1.07398465]],[[1.13635552]],[[1.1353804]]
['NEDD9'],[[1.04687953]],[[2.50282309]],[[2.31812692]],[[2.22072733]],[[2.20816037]],[[1.35426785]],[[1.27516951]],[[1.19655718]],[[1.22866184]],[[1.17542392]],[[1.27697938]],[[1.05482859]],[[1.0855691]]
['RIPOR2'],[[1.02324198]],[[2.3880244]],[[2.35893063]],[[2.39256649]],[[2.4592582]],[[1.94142999]],[[1.73193749]],[[1.42179942]],[[1.19050642]],[[1.13488097]],[[1.08509413]],[[0.99359513]],[[1.06207482]]
['TREML2'],[[0.92785052]],[[2.80215171]],[[2.89983053]],[[2.98491257]],[[3.01821648]],[[2.34393672]],[[1.92174967]],[[1.80815719]],[[1.17788864]],[[1.53736832]],[[1.27686026]],[[1.37782223]],[[1.33576519]]
['E2F3'],[[1.00599618]],[[2.48946463]],[[2.36924961]],[[2.36876722]],[[2.46729698]],[[1.84348213]],[[1.60401583]],[[1.41807891]],[[1.29039166]],[[1.23094254]],[[1.21413334]],[[1.11767946]],[[1.14639852]]
['BTNL8'],[[1.00881121]],[[2.95442685]],[[2.96060952]],[[2.86673449]],[[3.08517027]],[[2.47191137]],[[2.41635684]],[[1.98914797]],[[1.63989974]],[[1.29792283]],[[1.73369279]],[[1.14543037]],[[1.24132253]]
['ERGIC1'],[[1.06588958]],[[2.80152573]],[[2.87574233]],[[2.86668431]],[[2.85012681]],[[2.03058157]],[[1.88329724]],[[1.60947648]],[[1.44203044]],[[1.44232597]],[[1.42916859]],[[1.20975767]],[[1.24751388]]
['GBE1'],[[1.05988498]],[[2.33798381]],[[2.3000195]],[[2.2706738]],[[2.46188181]],[[1.85400416]],[[1.6920353]],[[1.61558974]],[[1.35374011]],[[1.18656571]],[[1.27230765]],[[1.01089853]],[[1.09916844]]
['FRMD4B'],[[0.98486695]],[[1.41557313]],[[1.40650897]],[[1.50633224]],[[1.69773001]],[[1.58549478]],[[1.38225632]],[[1.31926677]],[[1.18444666]],[[1.12314589]],[[1.26135126]],[[0.96409541]],[[1.0824359]]
['PECR'],[[0.96884632]],[[2.36572727]],[[2.27987233]],[[2.07170834]],[[2.5235829]],[[1.71219205]],[[1.56013592]],[[1.28885987]],[[1.23647646]],[[1.06657505]],[[1.05681031]],[[1.04881125]],[[1.04656422]]
['OTX1'],[[0.87970756]],[[3.56487345]],[[3.51906033]],[[3.78199351]],[[3.76153281]],[[3.33937484]],[[2.04141426]],[[1.68679322]],[[2.12838519]],[[1.84309175]],[[2.23334602]],[[1.49646949]],[[1.72344254]]
['ARID3A'],[[0.98349572]],[[2.26240297]],[[2.48198354]],[[2.4103831]],[[2.6029931]],[[2.00589775]],[[1.70832558]],[[1.58448038]],[[1.50773541]],[[1.34616912]],[[1.40889072]],[[1.36125145]],[[1.18622289]]
['IVNS1ABP'],[[1.04975501]],[[2.5676397]],[[2.47037026]],[[2.54849394]],[[2.56252435]],[[1.61680456]],[[1.36706986]],[[1.11231017]],[[1.07554338]],[[1.11611664]],[[1.20806031]],[[0.97774939]],[[1.10817273]]
['RGS2'],[[1.08351965]],[[3.2560755]],[[3.14108405]],[[3.36144676]],[[3.42667893]],[[2.74389505]],[[2.41502913]],[[1.73915262]],[[1.46118967]],[[1.37530332]],[[1.64233465]],[[1.12519046]],[[1.31888446]]
['CD58'],[[1.09059301]],[[2.5721956]],[[2.54983919]],[[2.72765135]],[[2.5998119]],[[2.19031214]],[[1.88538927]],[[1.446085]],[[1.26372623]],[[1.09683868]],[[1.28382951]],[[0.96067034]],[[1.17404303]]
['OSCP1'],[[1.24765344]],[[2.69624679]],[[2.61552917]],[[3.43155882]],[[2.18934215]],[[1.77169868]],[[1.54220383]],[[1.73232582]],[[0.95756343]],[[1.39746752]],[[0.82690521]],[[0.60710601]],[[0.82944678]]
['CTBS'],[[1.06896519]],[[2.61542031]],[[2.49247669]],[[2.61048582]],[[2.54574153]],[[2.23250258]],[[2.00996749]],[[1.66639938]],[[1.41988409]],[[1.33484827]],[[1.36578172]],[[1.11731099]],[[1.17053014]]
['RPS6KA1'],[[1.01150813]],[[2.04209495]],[[2.13849548]],[[2.12381459]],[[2.11603951]],[[1.7310475]],[[1.51230356]],[[1.40681287]],[[1.15739501]],[[1.1108567]],[[1.07192843]],[[1.11334231]],[[1.0901396]]
['OSBPL9'],[[1.00110331]],[[2.06747376]],[[1.95497002]],[[1.94678294]],[[1.95761359]],[[1.60291539]],[[1.30499376]],[[1.02948715]],[[1.04142737]],[[0.91614445]],[[1.04866199]],[[0.85217744]],[[0.85039971]]
['ATF6'],[[1.03157642]],[[1.9626896]],[[2.06994234]],[[2.27519699]],[[2.35245684]],[[1.90785939]],[[1.75849061]],[[1.37449359]],[[1.21481026]],[[1.00974701]],[[1.10145302]],[[0.98946303]],[[1.06499624]]
['RNF146'],[[0.99558933]],[[1.97124468]],[[1.85160761]],[[2.04279777]],[[2.09345513]],[[1.99325818]],[[1.83703237]],[[1.46668706]],[[1.26675551]],[[1.00728284]],[[1.13584093]],[[0.94291705]],[[1.04862309]]
['FBXL5'],[[1.03029229]],[[2.78373779]],[[2.68547911]],[[2.85095346]],[[2.92251061]],[[2.56503693]],[[2.13919139]],[[1.53628501]],[[1.5652436]],[[1.14233086]],[[1.39006414]],[[1.02377983]],[[1.02919968]]
['NDUFB3'],[[1.08747593]],[[2.31582151]],[[2.15294897]],[[2.3185151]],[[2.53014181]],[[2.38487104]],[[2.33843788]],[[1.91227678]],[[1.35416989]],[[1.24379459]],[[1.09539239]],[[1.26188962]],[[1.20725405]]
['TRPM6'],[[1.0392882]],[[2.28957594]],[[2.31286843]],[[2.38773893]],[[2.26820154]],[[1.74712541]],[[1.58314615]],[[1.25708326]],[[1.1573127]],[[1.39441038]],[[1.11866294]],[[0.95987163]],[[1.05905315]]
['HSDL2'],[[1.11630484]],[[2.79258751]],[[2.68944577]],[[2.68347279]],[[2.77691865]],[[2.3998874]],[[2.38368902]],[[1.85063725]],[[1.6566041]],[[1.25375576]],[[1.58538181]],[[1.10945885]],[[1.27179124]]
['CSF3R'],[[1.05813425]],[[2.40301652]],[[2.59921445]],[[2.67154371]],[[2.53258822]],[[2.40067563]],[[2.20639914]],[[1.93945827]],[[1.44844178]],[[1.45383148]],[[1.34339756]],[[1.22522316]],[[1.32847712]]
['EPCAM'],[[1.02212747]],[[2.71749477]],[[2.4199267]],[[2.27991025]],[[1.93323428]],[[0.68134994]],[[1.27297003]],[[1.25916905]],[[1.27381809]],[[1.729175]],[[1.23833998]],[[1.62891518]],[[1.14317964]]
['TEK'],[[0.84945502]],[[1.88459322]],[[1.667083]],[[2.18897859]],[[2.14162896]],[[1.14226921]],[[0.99393503]],[[1.05928213]],[[2.17780492]],[[0.62741622]],[[2.48273137]],[[1.32853102]],[[1.25177372]]
['TSHZ3'],[[1.02537848]],[[2.24449502]],[[2.30666323]],[[2.37207762]],[[2.43237209]],[[2.16769856]],[[1.94704358]],[[1.76424199]],[[1.84054391]],[[1.5794236]],[[1.75789186]],[[1.31241241]],[[1.28077046]]
['TBC1D15'],[[1.05236742]],[[2.52395137]],[[2.38433837]],[[2.65169079]],[[2.44042047]],[[1.44744976]],[[1.20259177]],[[1.02599071]],[[1.07330115]],[[0.97017352]],[[1.09371516]],[[0.97475644]],[[1.02355151]]
['GTDC1'],[[1.03902296]],[[2.49601659]],[[2.34006167]],[[2.46692417]],[[2.39728167]],[[1.4732853]],[[1.27189911]],[[1.19392116]],[[1.13195709]],[[1.08037809]],[[1.12944089]],[[1.05930728]],[[1.10484149]]
['SPATA1'],[[1.55938292]],[[2.33306092]],[[2.54043969]],[[2.91194978]],[[2.4465783]],[[1.49104176]],[[2.18315759]],[[1.43470158]],[[1.43488905]],[[1.60548691]],[[1.06831431]],[[0.8590693]],[[1.44714257]]
['TNFAIP6'],[[1.08869115]],[[3.55552805]],[[3.37291641]],[[3.53821332]],[[3.62014676]],[[2.55968681]],[[2.111278]],[[1.44236799]],[[1.24025829]],[[1.13572107]],[[1.3009338]],[[0.88411977]],[[0.94904711]]
['ACSL3'],[[1.03548902]],[[2.19586025]],[[2.13698294]],[[2.2616681]],[[2.41774076]],[[2.02322544]],[[1.67307148]],[[1.40391255]],[[1.12650754]],[[1.14620424]],[[1.06195412]],[[1.13460409]],[[1.07136104]]
['PREX1'],[[1.01833816]],[[2.42895084]],[[2.47289807]],[[2.39957386]],[[2.39894774]],[[1.70786011]],[[1.51701176]],[[1.44042591]],[[1.25569538]],[[1.22748111]],[[1.21484507]],[[1.15099932]],[[1.16041472]]
['TREM1'],[[0.99833881]],[[2.78558258]],[[2.7971204]],[[2.82905239]],[[2.93630405]],[[2.27502436]],[[2.13370344]],[[1.91197936]],[[1.60853157]],[[1.57865348]],[[1.56061323]],[[1.31787308]],[[1.36701665]]
['FFAR2'],[[0.94219617]],[[2.81741625]],[[2.82373304]],[[2.77775142]],[[2.606942]],[[2.46430089]],[[2.15026503]],[[1.67219576]],[[1.43234737]],[[1.25947802]],[[1.20882413]],[[1.19243017]],[[1.1233256]]
['HNRNPH2'],[[0.93969123]],[[2.28665059]],[[2.22427465]],[[2.2413502]],[[2.44560802]],[[1.94667866]],[[1.81613063]],[[1.4339237]],[[1.26735397]],[[1.13550098]],[[1.22150867]],[[1.12959523]],[[1.12502009]]
['KDM4B'],[[1.04501396]],[[2.29551189]],[[2.36640438]],[[2.35083818]],[[2.20714009]],[[1.86338911]],[[1.82313304]],[[1.7686678]],[[1.44125914]],[[1.37339545]],[[1.32074347]],[[1.23260241]],[[1.24669787]]
['HIP1'],[[1.02212747]],[[1.64807893]],[[2.06283885]],[[2.39051902]],[[2.9759625]],[[2.82762761]],[[1.92761231]],[[1.33925365]],[[2.12281071]],[[1.12375507]],[[1.68940954]],[[1.06672886]],[[1.0633491]]
['STEAP4'],[[1.02166591]],[[2.91355357]],[[2.86854836]],[[3.01347469]],[[2.93908584]],[[2.5283734]],[[2.3121342]],[[1.88178026]],[[1.78208408]],[[1.40464071]],[[1.62821847]],[[1.19661511]],[[1.23166205]]
['APOBEC3A'],[[1.00767373]],[[2.53559869]],[[2.66306275]],[[2.73399346]],[[2.62824493]],[[2.21778462]],[[2.00682716]],[[1.77484705]],[[1.44521199]],[[1.3455467]],[[1.30710919]],[[0.96477975]],[[1.10652151]]
['ADCY4'],[[0.88163759]],[[2.06439854]],[[2.20930592]],[[2.08543633]],[[1.98996181]],[[1.53532839]],[[1.46191542]],[[1.30800796]],[[1.26923285]],[[1.09324035]],[[1.10965521]],[[1.10654412]],[[0.98977565]]
