['CFLAR'],[[1.66202565]],[[2.26176576]],[[2.35206831]],[[2.38337971]],[[2.49430743]],[[1.90636473]],[[1.65498798]],[[1.84067274]],[[1.28473402]],[[1.33967151]],[[1.14294128]],[[1.36933737]],[[1.02341052]]
['MAP4K4'],[[1.63973926]],[[1.92612307]],[[1.88413231]],[[1.98317531]],[[2.14948509]],[[1.6354695]],[[1.41230947]],[[1.56986348]],[[1.23943572]],[[1.36364469]],[[1.11395075]],[[1.26007498]],[[1.03154097]]
['UBE2D1'],[[1.21447295]],[[2.16528644]],[[2.30949971]],[[2.31747951]],[[2.45002351]],[[1.92047929]],[[1.7616968]],[[1.95954329]],[[1.37789295]],[[1.38702435]],[[1.22755023]],[[1.40738875]],[[1.08239461]]
['ALPK1'],[[1.53639571]],[[2.47143318]],[[2.58959566]],[[2.65213913]],[[2.7620861]],[[2.44083484]],[[1.93314949]],[[2.05501013]],[[1.46544068]],[[1.28764166]],[[1.36363892]],[[1.57638736]],[[1.01720789]]
['VPS9D1'],[[1.30390367]],[[2.60082823]],[[2.62708826]],[[2.64897105]],[[2.60780711]],[[2.00987672]],[[1.39470682]],[[1.8914001]],[[1.44940412]],[[1.31890322]],[[1.18201259]],[[1.52004699]],[[1.01174114]]
['FNDC3B'],[[1.45390967]],[[2.32881464]],[[2.60839893]],[[2.74251957]],[[2.63783456]],[[1.98589008]],[[1.5435558]],[[1.68539395]],[[1.27581497]],[[1.36706122]],[[1.12023782]],[[1.35724642]],[[1.03663126]]
['FOSL2'],[[1.28304681]],[[2.4083519]],[[2.42423254]],[[2.46075681]],[[2.56177221]],[[2.0823756]],[[1.59897757]],[[1.81971883]],[[1.36614406]],[[1.3921471]],[[1.2710521]],[[1.45128753]],[[1.03631009]]
['RAB7A'],[[1.48657165]],[[2.09818439]],[[2.12315114]],[[2.12498603]],[[2.27641347]],[[1.54187692]],[[1.37647255]],[[1.71693321]],[[1.3128468]],[[1.29788705]],[[1.17117308]],[[1.33671612]],[[1.08149933]]
['NT5C2'],[[1.80616454]],[[2.15530472]],[[2.2257019]],[[2.2171115]],[[2.3418844]],[[1.62658878]],[[1.3609971]],[[1.59528771]],[[1.17310975]],[[1.44441571]],[[1.13429558]],[[1.29062152]],[[1.01243143]]
['APBB1IP'],[[1.38323586]],[[2.0283241]],[[2.09622921]],[[2.19119692]],[[2.29286421]],[[1.99155151]],[[1.65527055]],[[1.76533434]],[[1.27245378]],[[1.28426543]],[[1.0745723]],[[1.26641355]],[[0.92275926]]
['RSBN1'],[[1.28645738]],[[1.9227869]],[[2.11173599]],[[2.09063558]],[[2.27827876]],[[1.37513656]],[[1.03738111]],[[1.14411308]],[[0.88764625]],[[0.79337028]],[[0.95039265]],[[1.09614586]],[[0.93303596]]
['STK17B'],[[1.81115862]],[[1.84195996]],[[1.98520995]],[[2.04224578]],[[2.26786656]],[[1.36276377]],[[1.09332988]],[[1.37342397]],[[1.01417244]],[[1.11826054]],[[1.03097259]],[[1.21262677]],[[0.93980235]]
['ZMPSTE24'],[[1.50087506]],[[1.6982258]],[[1.84261604]],[[1.73273285]],[[2.03383143]],[[1.37250923]],[[1.32124206]],[[1.4904867]],[[1.075313]],[[1.12656846]],[[1.02000409]],[[1.1592046]],[[0.9706007]]
['VNN3'],[[2.82096084]],[[2.2440404]],[[2.51423957]],[[2.50233353]],[[3.00845694]],[[1.54528742]],[[1.24321525]],[[1.88816058]],[[1.54015661]],[[1.60004261]],[[1.7720753]],[[1.76405841]],[[1.14399909]]
['JAK2'],[[1.4459933]],[[2.03832445]],[[2.11020591]],[[2.15018719]],[[2.11755884]],[[1.73077303]],[[1.51270049]],[[1.47139204]],[[1.08252232]],[[1.24822108]],[[0.99717229]],[[1.0832938]],[[0.99583423]]
['SH3GLB1'],[[1.42800401]],[[2.32494755]],[[2.41141381]],[[2.36007046]],[[2.66696262]],[[1.9486063]],[[1.59371252]],[[1.70364197]],[[1.29320578]],[[1.28450675]],[[1.13695065]],[[1.29113605]],[[0.9405834]]
['GADD45B'],[[1.34078408]],[[2.12959496]],[[1.99188521]],[[2.03015525]],[[2.14552375]],[[1.47720767]],[[1.109034]],[[1.33253687]],[[1.10296554]],[[1.25372989]],[[1.01986946]],[[1.25046882]],[[1.04867485]]
['PACSIN2'],[[1.52770124]],[[2.15929573]],[[2.18388996]],[[2.13842437]],[[2.39549588]],[[1.72534558]],[[1.43552463]],[[1.7071308]],[[1.38784218]],[[1.46182706]],[[1.26389774]],[[1.4401982]],[[1.06705104]]
['BIK'],[[1.51843265]],[[1.80576896]],[[2.12550037]],[[1.89478206]],[[2.15206025]],[[2.2604735]],[[1.55923321]],[[1.73926438]],[[1.21949522]],[[1.07439848]],[[1.32738334]],[[1.17473997]],[[1.33949031]]
['MTMR3'],[[1.81808825]],[[2.14713808]],[[2.0977082]],[[2.22578802]],[[2.28406695]],[[1.73190461]],[[1.40291512]],[[1.73474244]],[[1.39172559]],[[1.40396195]],[[1.19519331]],[[1.35920849]],[[1.09635812]]
['VCPKMT'],[[1.5865767]],[[1.94725758]],[[2.16015872]],[[2.18462132]],[[2.02958033]],[[1.70143111]],[[1.40700929]],[[1.48229909]],[[1.06526919]],[[1.18191809]],[[1.04292365]],[[1.17760069]],[[0.90297398]]
['SOS2'],[[1.76658771]],[[2.22773577]],[[2.39570071]],[[2.44944405]],[[2.53868784]],[[1.93809381]],[[1.60776155]],[[1.71855276]],[[1.18222368]],[[1.39660897]],[[1.13160817]],[[1.29417458]],[[0.96627083]]
['HIF1A'],[[1.58079393]],[[2.1843691]],[[2.23675584]],[[2.31608658]],[[2.65003726]],[[1.46934185]],[[1.23920968]],[[1.61583758]],[[1.16498997]],[[1.3257169]],[[1.18526308]],[[1.32504758]],[[0.93384227]]
['DICER1'],[[1.59996687]],[[2.03443531]],[[2.04953065]],[[2.00063037]],[[2.17125456]],[[1.39302485]],[[1.35782857]],[[1.4657215]],[[1.11250222]],[[1.29023423]],[[1.07726916]],[[1.16125269]],[[0.95396218]]
['PCNX1'],[[1.9210026]],[[2.20770838]],[[2.22118205]],[[2.25643653]],[[2.58955983]],[[1.79855919]],[[1.28462316]],[[1.5497706]],[[1.13480752]],[[1.23638791]],[[1.20757916]],[[1.35951861]],[[1.01341975]]
['RNF24'],[[1.51476175]],[[2.47386305]],[[2.49255109]],[[2.51555417]],[[2.63995731]],[[2.16591582]],[[1.76101785]],[[1.84920781]],[[1.36386635]],[[1.49610127]],[[1.20489652]],[[1.41651973]],[[1.0602081]]
['HCK'],[[1.0587803]],[[2.23767555]],[[2.28773318]],[[2.3192306]],[[2.34132316]],[[1.97203045]],[[1.53224213]],[[1.7322832]],[[1.3039839]],[[1.36935319]],[[1.0790042]],[[1.31179868]],[[1.01377458]]
['VAPA'],[[1.61511746]],[[2.27377994]],[[2.39497093]],[[2.41557472]],[[2.54549892]],[[1.76638961]],[[1.48150455]],[[1.5475648]],[[1.12941927]],[[1.2969123]],[[1.06004875]],[[1.27359057]],[[0.976909]]
['STS'],[[1.21577195]],[[2.21844307]],[[2.26643341]],[[2.0790963]],[[2.17682724]],[[1.15502066]],[[1.05822083]],[[1.4325022]],[[1.19881105]],[[1.04417875]],[[1.00627204]],[[1.22766749]],[[0.95829547]]
['RUBCNL'],[[1.73920639]],[[2.2416309]],[[2.22688352]],[[2.03472723]],[[2.58969374]],[[1.57194059]],[[1.24708307]],[[1.47827705]],[[1.24499789]],[[1.45914358]],[[1.39154787]],[[1.47725387]],[[1.0262153]]
['TNFSF13B'],[[1.2728341]],[[2.39337851]],[[2.51406166]],[[2.4778697]],[[3.08541584]],[[2.10825703]],[[1.54124984]],[[1.94613668]],[[1.39023644]],[[1.31648506]],[[1.24010485]],[[1.59478997]],[[0.98870146]]
['VWA8'],[[1.1349499]],[[2.34996677]],[[2.42274121]],[[2.30658201]],[[2.46390755]],[[0.8913908]],[[0.83888456]],[[1.01167356]],[[0.87542827]],[[0.77431903]],[[0.96562452]],[[1.0718484]],[[0.90145204]]
['STK3'],[[0.97677718]],[[2.21154216]],[[2.56807415]],[[2.90322257]],[[2.80790924]],[[2.05043505]],[[1.74584885]],[[1.79384555]],[[1.32302602]],[[1.21763652]],[[1.20053939]],[[1.38943878]],[[0.96497105]]
['DENND3'],[[2.03637171]],[[2.23440239]],[[2.21558317]],[[2.25021044]],[[2.28551874]],[[1.83307872]],[[1.45765166]],[[1.61297864]],[[1.28205557]],[[1.58571318]],[[1.18177044]],[[1.29803881]],[[1.06770049]]
['JAK3'],[[1.00001005]],[[2.35503633]],[[2.37582174]],[[2.44609923]],[[2.42600521]],[[1.83154059]],[[1.60307636]],[[1.63898524]],[[1.24401849]],[[1.2694005]],[[1.04090425]],[[1.25574046]],[[0.92925108]]
['VSIR'],[[1.94875565]],[[2.11535496]],[[2.03880581]],[[2.10750859]],[[2.42635276]],[[1.62589545]],[[1.27897897]],[[1.7749871]],[[1.31761032]],[[1.45775451]],[[1.21713056]],[[1.41693243]],[[1.10377217]]
['WSB1'],[[1.40999434]],[[2.24816847]],[[2.26157182]],[[2.33537363]],[[2.33925745]],[[2.01863342]],[[1.40066456]],[[1.47394257]],[[1.08917664]],[[1.25710905]],[[1.06258255]],[[1.17076923]],[[0.99235335]]
['HIPK3'],[[1.15137052]],[[1.96086619]],[[2.02465395]],[[2.00834187]],[[2.13956965]],[[1.5540012]],[[1.35404197]],[[1.5519705]],[[1.14607737]],[[1.17593019]],[[1.0157834]],[[1.19304955]],[[0.94993201]]
['PPM1H'],[[1.48758281]],[[1.77164707]],[[1.55161309]],[[1.46105864]],[[1.81125686]],[[1.11040843]],[[1.12953669]],[[1.3615599]],[[1.18852255]],[[1.16329701]],[[0.98101807]],[[1.04788651]],[[1.02583222]]
['TBC1D30'],[[1.98298871]],[[2.82685543]],[[2.75523237]],[[2.80322536]],[[3.21529627]],[[1.90427002]],[[1.57576247]],[[2.00506025]],[[1.64592655]],[[1.55030854]],[[1.85923327]],[[1.89530807]],[[1.14694487]]
['LPCAT3'],[[0.98499382]],[[2.26196522]],[[2.35745341]],[[2.38733967]],[[2.42128163]],[[2.01661303]],[[1.4185562]],[[1.75217209]],[[1.38098638]],[[1.32797638]],[[1.15322349]],[[1.3586044]],[[1.0439893]]
['NEDD9'],[[1.78869248]],[[1.96865601]],[[1.97331941]],[[1.98541356]],[[2.16952855]],[[1.12785022]],[[1.15350431]],[[1.3431655]],[[1.05226524]],[[1.3374262]],[[1.09597549]],[[1.23370438]],[[1.04833242]]
['RIPOR2'],[[1.53744122]],[[2.14958277]],[[2.20210188]],[[2.22990412]],[[2.41894498]],[[1.65226127]],[[1.30891941]],[[1.50464247]],[[1.14955405]],[[1.24266319]],[[1.04659516]],[[1.24062861]],[[1.07745205]]
['TREML2'],[[1.48651586]],[[2.30792033]],[[2.23038679]],[[2.28176908]],[[2.37667067]],[[1.62765903]],[[1.17855016]],[[1.35015089]],[[0.90807803]],[[1.4238003]],[[0.99138333]],[[1.19390232]],[[1.02401663]]
['E2F3'],[[1.79763567]],[[2.21561638]],[[2.21470228]],[[2.2773565]],[[2.3056117]],[[1.51045755]],[[1.27658042]],[[1.46819207]],[[1.1186145]],[[1.29667635]],[[1.04918803]],[[1.17714025]],[[0.98839431]]
['BTNL8'],[[2.16275289]],[[2.57712727]],[[2.63585597]],[[2.72192274]],[[2.64813537]],[[2.10699487]],[[1.60968654]],[[1.92914161]],[[1.34747608]],[[1.47580106]],[[1.43159584]],[[1.67300142]],[[1.16554559]]
['ERGIC1'],[[2.08946162]],[[2.6699362]],[[2.64351995]],[[2.61445803]],[[2.7117716]],[[1.7645071]],[[1.23154382]],[[1.668592]],[[1.30783691]],[[1.70896239]],[[1.29570833]],[[1.48702008]],[[1.28139632]]
['GBE1'],[[1.62949133]],[[2.10340521]],[[2.01363898]],[[2.17338191]],[[2.12132002]],[[1.52971012]],[[1.3053563]],[[1.56234726]],[[1.1156725]],[[1.2582829]],[[1.04386893]],[[1.17839068]],[[0.90675338]]
['FRMD4B'],[[1.7265228]],[[1.54038505]],[[1.62201006]],[[1.72400329]],[[2.33710272]],[[1.68712095]],[[1.3252573]],[[1.65365934]],[[1.15643363]],[[1.08125992]],[[1.23218408]],[[1.30373975]],[[0.94900732]]
['PECR'],[[1.82124403]],[[2.35105655]],[[2.36309599]],[[2.47265074]],[[2.3787977]],[[1.62960189]],[[1.24105863]],[[1.52704278]],[[1.19655607]],[[1.17070969]],[[1.02084273]],[[1.16516872]],[[1.12931549]]
['OTX1'],[[2.17270393]],[[2.51559664]],[[2.26673774]],[[2.66273559]],[[2.99984731]],[[1.83542175]],[[0.67227944]],[[1.71755428]],[[1.46090952]],[[1.62775384]],[[1.54810123]],[[1.66919283]],[[1.11362399]]
['ARID3A'],[[1.47479176]],[[2.12593376]],[[2.05203967]],[[2.18157716]],[[2.22605064]],[[1.60750719]],[[1.15996954]],[[1.60667051]],[[1.26739031]],[[1.37651748]],[[1.17857029]],[[1.32596686]],[[0.98399617]]
['IVNS1ABP'],[[1.67904227]],[[1.99658377]],[[2.06074552]],[[2.06745937]],[[2.36014866]],[[1.34428116]],[[1.12672336]],[[1.38854608]],[[1.04027103]],[[1.32092411]],[[1.1699557]],[[1.2702276]],[[0.94903066]]
['RGS2'],[[1.97244331]],[[2.48528861]],[[2.77862117]],[[2.70630135]],[[2.89652844]],[[2.12257143]],[[1.43471895]],[[1.66427974]],[[1.1250904]],[[1.61869403]],[[1.28053722]],[[1.39947894]],[[1.01607154]]
['CD58'],[[1.82258292]],[[2.23956515]],[[2.443177]],[[2.41055529]],[[2.35269474]],[[1.82711233]],[[1.63669752]],[[1.63174087]],[[1.14019999]],[[1.40843818]],[[1.159029]],[[1.27420829]],[[0.91301959]]
['OSCP1'],[[1.61917672]],[[1.62299058]],[[1.57461296]],[[2.56283791]],[[2.59014687]],[[1.26558982]],[[1.39092957]],[[1.30201245]],[[1.31443891]],[[1.50745144]],[[1.15161043]],[[1.28012611]],[[1.13782194]]
['CTBS'],[[1.73727889]],[[2.04825097]],[[2.21629186]],[[2.24697597]],[[2.44055762]],[[1.70948917]],[[1.51943568]],[[1.75943015]],[[1.25569504]],[[1.44219955]],[[1.20555295]],[[1.41686522]],[[1.04888996]]
['RPS6KA1'],[[1.5474289]],[[2.06093372]],[[1.97717]],[[1.98947168]],[[2.19375625]],[[1.59767005]],[[1.20746614]],[[1.57660365]],[[1.19817571]],[[1.33962713]],[[1.11071348]],[[1.33215445]],[[1.03995596]]
['OSBPL9'],[[1.52761035]],[[1.96514985]],[[1.99363147]],[[2.06296113]],[[2.17419327]],[[1.50588408]],[[1.10116411]],[[1.35320867]],[[0.993689]],[[1.04485245]],[[1.00069418]],[[1.17175735]],[[0.98825215]]
['ATF6'],[[1.24516088]],[[1.93412882]],[[2.09526614]],[[2.13115944]],[[2.42812425]],[[1.62327189]],[[1.36180087]],[[1.65080626]],[[1.20663906]],[[1.07989841]],[[1.09378875]],[[1.32844527]],[[0.93549574]]
['RNF146'],[[1.44501073]],[[2.00734617]],[[2.09319449]],[[2.24779681]],[[2.24500806]],[[1.77716087]],[[1.37658793]],[[1.59488614]],[[1.13624411]],[[1.16370756]],[[1.01452716]],[[1.16580128]],[[0.89683484]]
['FBXL5'],[[1.35818819]],[[2.32987569]],[[2.50238633]],[[2.52324044]],[[2.60566416]],[[2.11975779]],[[1.84078231]],[[1.79662643]],[[1.30217611]],[[1.43299455]],[[1.14588809]],[[1.29595277]],[[0.98831678]]
['NDUFB3'],[[1.10728481]],[[2.06170567]],[[2.13527949]],[[2.16273081]],[[2.45522309]],[[1.7601071]],[[1.63466881]],[[1.78219894]],[[1.31055467]],[[1.2607048]],[[1.05735562]],[[1.307158]],[[0.97994723]]
['TRPM6'],[[1.49484835]],[[1.83370362]],[[1.91410447]],[[1.93074548]],[[2.24879146]],[[1.60031191]],[[1.52273035]],[[1.40720454]],[[1.11539048]],[[1.62902044]],[[1.0776791]],[[1.20559051]],[[1.07886421]]
['HSDL2'],[[1.83556781]],[[2.27471921]],[[2.26953729]],[[2.30647885]],[[2.64511859]],[[1.91584406]],[[1.59226761]],[[1.97724104]],[[1.43703125]],[[1.4541741]],[[1.37137344]],[[1.48645371]],[[1.11029601]]
['CSF3R'],[[1.84154905]],[[2.28088263]],[[2.27444734]],[[2.30838994]],[[2.48631008]],[[2.0269681]],[[1.50391717]],[[1.97367336]],[[1.42996017]],[[1.51799532]],[[1.32572818]],[[1.55348271]],[[1.08037158]]
['EPCAM'],[[1.87341789]],[[2.57053703]],[[2.48970454]],[[2.92748875]],[[2.91663277]],[[0.95320554]],[[1.27480824]],[[1.61401738]],[[1.42159589]],[[1.10562502]],[[1.38364955]],[[1.63853027]],[[0.80760501]]
['TEK'],[[1.95193017]],[[2.06357054]],[[1.81198181]],[[1.92157585]],[[2.27660784]],[[1.05671932]],[[1.02122968]],[[0.96806159]],[[0.97304732]],[[1.89198068]],[[1.17244165]],[[1.32839678]],[[1.60555754]]
['TSHZ3'],[[1.44353203]],[[2.04741313]],[[2.0609161]],[[2.09029572]],[[2.03600678]],[[1.75563173]],[[1.289329]],[[1.5960759]],[[1.21247545]],[[1.33418499]],[[1.1476878]],[[1.25349721]],[[0.97835656]]
['TBC1D15'],[[1.04115642]],[[2.01489411]],[[2.27093396]],[[2.1504599]],[[2.27526698]],[[1.27143966]],[[1.03985449]],[[1.2596962]],[[1.01226475]],[[1.01728602]],[[1.03188526]],[[1.20443444]],[[0.92746403]]
['GTDC1'],[[1.79527971]],[[2.52004653]],[[2.67137595]],[[2.72115252]],[[2.86255414]],[[1.41119526]],[[1.31583564]],[[1.64259647]],[[1.29122684]],[[1.30309525]],[[1.28848971]],[[1.4054157]],[[1.05363955]]
['SPATA1'],[[2.10375974]],[[2.66650705]],[[2.30949953]],[[2.50916935]],[[2.46105399]],[[2.53967695]],[[1.62575687]],[[1.97483601]],[[1.44827655]],[[1.25235827]],[[1.07943724]],[[1.74946997]],[[1.34680491]]
['TNFAIP6'],[[2.50215401]],[[2.86531624]],[[3.04177161]],[[3.02110288]],[[3.87127304]],[[2.14967588]],[[1.78738092]],[[2.73609884]],[[1.91094189]],[[1.90457222]],[[1.98774149]],[[2.74923834]],[[0.99597788]]
['ACSL3'],[[1.80925497]],[[2.0729535]],[[2.26035052]],[[2.26848285]],[[2.35962295]],[[1.67200826]],[[1.17231575]],[[1.45108]],[[1.0488883]],[[0.9301136]],[[0.98741555]],[[1.17693577]],[[0.86442325]]
['PREX1'],[[1.87804116]],[[2.36067698]],[[2.24579075]],[[2.27283229]],[[2.48969676]],[[1.51235302]],[[1.21177929]],[[1.58256733]],[[1.24418889]],[[1.44764695]],[[1.20357763]],[[1.40566625]],[[1.11316356]]
['TREM1'],[[1.98670417]],[[2.15240707]],[[2.13327489]],[[2.1533386]],[[2.37426424]],[[1.61917498]],[[1.27083886]],[[1.78697934]],[[1.31668713]],[[1.5993229]],[[1.27408924]],[[1.36948552]],[[1.05360802]]
['FFAR2'],[[0.98430086]],[[2.44067188]],[[2.42126401]],[[2.29118831]],[[2.44449154]],[[2.24719525]],[[1.8364451]],[[1.95349377]],[[1.40936575]],[[1.57080435]],[[1.18812585]],[[1.50694672]],[[1.11098958]]
['HNRNPH2'],[[1.14960495]],[[1.97275933]],[[2.08869264]],[[1.98355081]],[[2.29638549]],[[1.62797073]],[[1.33789994]],[[1.62676098]],[[1.20865356]],[[1.17596112]],[[1.16418225]],[[1.35718242]],[[1.01375674]]
['KDM4B'],[[1.75132474]],[[2.09784775]],[[1.99975058]],[[1.98246594]],[[2.10249105]],[[1.55498849]],[[1.26560986]],[[1.61061669]],[[1.23565634]],[[1.37562837]],[[1.12631916]],[[1.29635545]],[[1.05398733]]
['HIP1'],[[1.67519248]],[[2.25367003]],[[2.34052036]],[[2.52022439]],[[2.71369867]],[[2.19247327]],[[1.64962962]],[[1.84534361]],[[1.53331834]],[[1.53893591]],[[1.17402346]],[[1.46423914]],[[1.13196501]]
['STEAP4'],[[1.5323166]],[[2.32926303]],[[2.42182201]],[[2.40817402]],[[2.52709496]],[[2.06402532]],[[1.92408792]],[[1.85946316]],[[1.40392669]],[[1.64636216]],[[1.26987306]],[[1.38827641]],[[0.98491341]]
['APOBEC3A'],[[2.00910599]],[[2.26807726]],[[2.25605546]],[[2.29945572]],[[2.46598753]],[[1.97951724]],[[1.56589307]],[[1.83641561]],[[1.31571759]],[[1.63465882]],[[1.18549231]],[[1.39967818]],[[1.05214414]]
['ADCY4'],[[2.0845935]],[[2.28348663]],[[2.33731872]],[[2.3369115]],[[2.15834179]],[[1.73013605]],[[1.49586866]],[[1.80654005]],[[1.42401233]],[[1.49600027]],[[1.25221165]],[[1.42414238]],[[1.17571327]]
