['FGR'],[[1.256443]],[[1.94777689]],[[1.93040421]],[[2.0042842]],[[1.84011602]],[[1.86900222]],[[1.55699575]],[[1.62539035]],[[1.14282308]],[[1.410299]],[[1.01013859]],[[1.20794899]],[[1.01903262]]
['TMEM38A'],[[1.78500021]],[[2.06317989]],[[1.62786335]],[[2.08702537]],[[1.68697264]],[[1.14977135]],[[1.19265868]],[[1.40941457]],[[1.2713171]],[[1.47171996]],[[0.80298684]],[[1.019138]],[[1.07328562]]
['PANX2'],[[2.12069197]],[[2.13994337]],[[1.96649054]],[[2.1810946]],[[2.20382697]],[[1.4321468]],[[0.89643277]],[[1.60778255]],[[1.3371785]],[[1.57700492]],[[1.29958335]],[[1.46396464]],[[1.13406903]]
['EIF4G3'],[[1.35459434]],[[1.77446983]],[[1.81482135]],[[1.9081231]],[[1.82768342]],[[1.42895588]],[[1.37540295]],[[1.48797648]],[[1.19899995]],[[1.33581675]],[[1.07621203]],[[1.21160672]],[[0.94459984]]
['SLC25A40'],[[1.20370124]],[[1.99198033]],[[2.11776912]],[[2.12845148]],[[2.07569395]],[[1.67075105]],[[1.37900216]],[[1.56206561]],[[1.20575383]],[[1.22342368]],[[1.11125632]],[[1.21526228]],[[1.08369935]]
['PLD1'],[[1.44496012]],[[1.9938419]],[[2.18715732]],[[2.12138812]],[[2.15006236]],[[1.77607876]],[[1.44267689]],[[1.67900729]],[[1.34592424]],[[1.41006222]],[[1.22020134]],[[1.34795954]],[[1.06208042]]
['STXBP2'],[[1.31880719]],[[1.77232555]],[[1.71046608]],[[1.821696]],[[1.81629184]],[[1.7741829]],[[1.64479451]],[[1.87321008]],[[1.45530521]],[[1.51060758]],[[1.11474207]],[[1.32809361]],[[1.10541977]]
['DGKD'],[[1.42518527]],[[1.50264288]],[[1.41119673]],[[1.4871579]],[[1.56104437]],[[1.31209528]],[[1.08601109]],[[1.40668167]],[[1.08723139]],[[1.14430948]],[[1.02536463]],[[1.12111695]],[[1.02368823]]
['ACER3'],[[0.81130576]],[[1.70149997]],[[1.89789757]],[[1.88789893]],[[1.68922394]],[[2.02411376]],[[1.86808106]],[[1.70703882]],[[1.35186713]],[[1.10079043]],[[0.97885193]],[[1.10715334]],[[1.01331002]]
['NRDC'],[[1.52059052]],[[1.96013165]],[[2.03465937]],[[2.06269426]],[[2.19592313]],[[1.72155813]],[[1.53698418]],[[1.72284106]],[[1.39245549]],[[1.48567225]],[[1.16953529]],[[1.33595516]],[[1.03622786]]
['PGM1'],[[1.67766703]],[[1.85234519]],[[1.84381496]],[[1.86342193]],[[2.0633807]],[[1.59042868]],[[1.17391139]],[[1.54661254]],[[1.18691582]],[[1.18171827]],[[1.15778593]],[[1.31078406]],[[0.99689242]]
['PLOD1'],[[1.65845245]],[[1.86793503]],[[1.83916058]],[[1.86716128]],[[2.12167165]],[[1.32034125]],[[1.15896666]],[[1.82780348]],[[1.41323745]],[[1.45140737]],[[1.32071926]],[[1.41511559]],[[1.11781154]]
['SSH1'],[[1.15857857]],[[1.72603314]],[[1.70216503]],[[1.71835023]],[[1.79941779]],[[1.75888123]],[[1.47030763]],[[1.53280724]],[[1.12187269]],[[1.20648521]],[[0.97752815]],[[1.13139559]],[[0.95619527]]
['APLP2'],[[1.27360385]],[[1.73676979]],[[1.67541176]],[[1.69708032]],[[1.68423723]],[[1.51763146]],[[1.24812632]],[[1.68575809]],[[1.2491415]],[[1.29886936]],[[1.04775757]],[[1.2101105]],[[0.95528353]]
['CD82'],[[1.41504209]],[[1.73261517]],[[1.72578585]],[[1.80551031]],[[1.96246789]],[[2.00149049]],[[1.46100994]],[[1.85990598]],[[1.47196944]],[[1.47863313]],[[1.25773213]],[[1.50030217]],[[0.99334064]]
['SNX10'],[[1.37516291]],[[2.02591073]],[[2.19978671]],[[2.23888561]],[[2.15222054]],[[1.85506133]],[[1.63876727]],[[1.74444346]],[[1.24820657]],[[1.32356975]],[[1.14831737]],[[1.27784028]],[[1.03149179]]
['LAT2'],[[1.53014525]],[[2.04176639]],[[2.01241986]],[[2.06461808]],[[2.04978305]],[[1.64283157]],[[1.31310377]],[[1.53469629]],[[1.24482919]],[[1.41580901]],[[1.08950828]],[[1.26129282]],[[1.05974642]]
['TRIP6'],[[0.80596381]],[[1.96062793]],[[1.67846173]],[[1.92120305]],[[1.67993702]],[[1.80444472]],[[1.26799911]],[[1.43781105]],[[1.03199444]],[[0.93836829]],[[0.90509889]],[[1.07553348]],[[0.99379188]]
['LPCAT2'],[[1.32377807]],[[1.5911357]],[[1.70843476]],[[1.73338484]],[[1.92821303]],[[1.76738959]],[[1.49663728]],[[1.60553253]],[[1.11964644]],[[1.34411839]],[[0.99033641]],[[1.2248803]],[[0.95147227]]
['RFX2'],[[1.32716096]],[[1.89137193]],[[2.04342514]],[[2.14124212]],[[2.16833819]],[[2.32593206]],[[1.86302499]],[[2.34706759]],[[1.59687171]],[[1.46562957]],[[1.25403656]],[[1.6189103]],[[1.01440212]]
['NSFL1C'],[[1.78434634]],[[1.87084713]],[[1.90568074]],[[1.91293541]],[[1.92280439]],[[1.49022525]],[[1.20986633]],[[1.55918386]],[[1.19853288]],[[1.36373011]],[[1.09023358]],[[1.19913134]],[[1.09857992]]
['PXN'],[[1.43959577]],[[1.91006626]],[[1.8716235]],[[1.88087683]],[[2.10244547]],[[1.74206506]],[[1.35172561]],[[1.72370067]],[[1.28860798]],[[1.3687915]],[[1.22959585]],[[1.45508489]],[[1.0171016]]
['GMIP'],[[1.63061128]],[[1.8159891]],[[1.72750869]],[[1.8060909]],[[1.84253386]],[[1.59366817]],[[1.28068696]],[[1.62153472]],[[1.21733911]],[[1.45589716]],[[1.07471464]],[[1.26039044]],[[1.07329302]]
['MAEA'],[[1.67049654]],[[1.94031353]],[[1.92945589]],[[1.93947867]],[[1.93779745]],[[1.7462387]],[[1.4002178]],[[1.57540894]],[[1.16285746]],[[1.35644628]],[[1.14614835]],[[1.28337662]],[[1.03383283]]
['OSBPL8'],[[1.33589612]],[[1.57273128]],[[1.71515343]],[[1.72106785]],[[2.12233933]],[[1.56681308]],[[1.71377543]],[[1.81425949]],[[1.32241183]],[[1.32708113]],[[1.31031821]],[[1.38507867]],[[0.99090683]]
['CMTM6'],[[1.45902564]],[[1.87941593]],[[2.00756927]],[[1.99177718]],[[2.27679546]],[[1.63802525]],[[1.5114292]],[[1.73518676]],[[1.22102301]],[[1.32205499]],[[1.15064884]],[[1.33048814]],[[0.99977261]]
['PPP2R3C'],[[1.7068759]],[[1.79319083]],[[2.08660671]],[[2.01935113]],[[2.09011042]],[[1.61225681]],[[1.50122697]],[[1.56280374]],[[1.11291001]],[[1.4225636]],[[1.0857169]],[[1.19783789]],[[1.06672142]]
['UNC13D'],[[1.61437123]],[[1.79263142]],[[1.65666703]],[[1.76755364]],[[1.78954262]],[[1.60303839]],[[1.2717514]],[[1.66042192]],[[1.32520837]],[[1.52641711]],[[1.19586514]],[[1.32812257]],[[1.12032513]]
['LRRFIP2'],[[1.18686666]],[[1.687238]],[[1.79124324]],[[1.83570719]],[[1.94733044]],[[1.46195517]],[[1.27046447]],[[1.48113241]],[[1.17329575]],[[1.11115443]],[[1.04993811]],[[1.19490484]],[[0.98206214]]
['NANS'],[[0.71760934]],[[2.01243202]],[[1.98379105]],[[1.97625273]],[[1.89614587]],[[1.65572769]],[[1.33916952]],[[1.45127066]],[[1.12338686]],[[0.97687435]],[[0.97845657]],[[1.20674686]],[[0.98836985]]
['GTPBP1'],[[1.472514]],[[2.14716034]],[[2.12960923]],[[2.20636024]],[[2.13498098]],[[1.4673051]],[[1.03664573]],[[1.42378305]],[[1.31133802]],[[1.3105171]],[[1.10792382]],[[1.30152474]],[[1.0272292]]
['TOM1'],[[1.45618019]],[[1.94014661]],[[1.9296521]],[[1.96777357]],[[1.96546762]],[[1.60927753]],[[1.30819441]],[[1.67150204]],[[1.32570712]],[[1.46675044]],[[1.16695239]],[[1.40064564]],[[1.10493466]]
['THOC5'],[[1.18054487]],[[1.78668526]],[[1.76009928]],[[1.79757348]],[[1.99406475]],[[1.64122455]],[[1.49266745]],[[1.73607056]],[[1.33503821]],[[1.29286907]],[[1.14721667]],[[1.3761217]],[[0.97843804]]
['CSF2RB'],[[1.10702492]],[[1.98154579]],[[1.98162295]],[[1.99122761]],[[2.15242279]],[[1.65193477]],[[1.4517623]],[[1.70799827]],[[1.26994428]],[[1.53760435]],[[1.19744856]],[[1.41701484]],[[1.0054838]]
['PRMT5'],[[0.88396717]],[[1.40045376]],[[1.44662951]],[[1.42572495]],[[1.64530105]],[[1.49416331]],[[1.44067888]],[[1.65423526]],[[1.15422999]],[[0.99222723]],[[1.05280928]],[[1.24498506]],[[0.9756486]]
['RIN3'],[[1.73518647]],[[1.78934107]],[[1.67579066]],[[1.75694495]],[[1.78158517]],[[1.37435767]],[[1.10381264]],[[1.46973494]],[[1.0965656]],[[1.11410571]],[[1.01845921]],[[1.16298055]],[[0.99848967]]
['C20orf24'],[[1.55578445]],[[2.01299317]],[[2.08467213]],[[1.89815845]],[[1.95575072]],[[1.8319031]],[[1.30427062]],[[1.66624072]],[[1.29569573]],[[1.58959999]],[[1.16665314]],[[1.3960064]],[[1.18546144]]
['TPD52L2'],[[1.57246292]],[[1.68730669]],[[1.66235052]],[[1.677823]],[[1.81525872]],[[1.5715422]],[[1.36984063]],[[1.70491654]],[[1.2982783]],[[1.41820373]],[[1.17719522]],[[1.34999622]],[[1.05273696]]
['DNAJC5'],[[1.2831658]],[[1.61361549]],[[1.5855668]],[[1.69452861]],[[1.61119321]],[[1.48853868]],[[1.19901493]],[[1.45782722]],[[1.11152955]],[[1.22294633]],[[0.98793409]],[[1.16188635]],[[0.97731905]]
['RASSF2'],[[1.59731017]],[[1.80973461]],[[1.79803504]],[[1.85595316]],[[2.04148373]],[[1.55970407]],[[1.45891584]],[[1.72283728]],[[1.25125934]],[[1.42849013]],[[1.16614267]],[[1.31825467]],[[1.03399937]]
['SIRPB1'],[[1.65870667]],[[1.88954394]],[[1.8389315]],[[1.94656174]],[[2.21881636]],[[1.90732888]],[[1.62534191]],[[2.00634013]],[[1.42200946]],[[1.50288493]],[[1.34076421]],[[1.48377332]],[[0.96725822]]
['DNTTIP1'],[[1.67167497]],[[1.80053214]],[[1.77859416]],[[1.8184239]],[[2.06440318]],[[1.47005315]],[[1.27635762]],[[1.75105761]],[[1.32383632]],[[1.44151885]],[[1.21061051]],[[1.41053778]],[[0.98214071]]
['ZNF516'],[[1.75987728]],[[1.71998966]],[[1.65704687]],[[1.74403175]],[[1.95942963]],[[1.6949077]],[[1.53496819]],[[1.92290745]],[[1.49588536]],[[1.50828301]],[[1.29271978]],[[1.42052363]],[[1.07219174]]
['PLP2'],[[1.29653981]],[[1.6632683]],[[1.55752729]],[[1.70459351]],[[1.83724807]],[[1.83598873]],[[1.47254058]],[[1.88078003]],[[1.37132482]],[[1.30006396]],[[1.11404335]],[[1.30485705]],[[1.03484266]]
['KCND1'],[[1.77533854]],[[2.20042751]],[[1.91968001]],[[2.0921823]],[[1.78892404]],[[1.73660096]],[[1.34871524]],[[1.59377927]],[[1.17258971]],[[1.45087531]],[[0.9159225]],[[1.15583741]],[[1.11089169]]
['PGK1'],[[1.09778453]],[[1.62375221]],[[1.66348114]],[[1.72276316]],[[1.85688141]],[[1.63038298]],[[1.3179314]],[[1.62531542]],[[1.18870864]],[[1.15068298]],[[1.06304522]],[[1.23573825]],[[0.98321137]]
['RP2'],[[1.44319311]],[[1.98861998]],[[2.0618813]],[[2.12933102]],[[2.18832944]],[[1.73277461]],[[1.54299241]],[[1.76344783]],[[1.27844876]],[[1.2893464]],[[1.09835686]],[[1.29486556]],[[0.96082195]]
['DNAJC3'],[[1.40163941]],[[1.60824789]],[[1.7159419]],[[1.80485552]],[[1.98167996]],[[1.75702832]],[[1.60688438]],[[1.76178978]],[[1.20335903]],[[1.26532623]],[[1.13047316]],[[1.30794528]],[[0.98650873]]
['MGRN1'],[[1.85923854]],[[1.79574219]],[[1.64955425]],[[1.69819731]],[[1.84598803]],[[1.27860946]],[[0.97243812]],[[1.4566831]],[[1.14388248]],[[1.36822574]],[[1.12335621]],[[1.26544201]],[[1.07258311]]
['MAPK3'],[[1.58857663]],[[1.68839085]],[[1.54343088]],[[1.70517569]],[[1.92335363]],[[1.53228142]],[[1.30992778]],[[1.87028605]],[[1.42416101]],[[1.50845482]],[[1.21823664]],[[1.42138421]],[[1.091701]]
['GDPD3'],[[1.64360324]],[[1.97668538]],[[1.89913921]],[[1.92451337]],[[1.46734569]],[[1.72200634]],[[1.73151203]],[[1.54572039]],[[1.14921987]],[[1.63484247]],[[0.86976437]],[[1.04062457]],[[1.06895444]]
['NECAB2'],[[2.19110512]],[[1.71202654]],[[1.49384152]],[[1.52385116]],[[2.20043111]],[[1.10502669]],[[1.1869458]],[[2.27006451]],[[2.10427282]],[[1.61453434]],[[1.48014609]],[[1.74251646]],[[1.18228919]]
['MEFV'],[[1.30564605]],[[1.79350174]],[[1.77488148]],[[1.82694729]],[[1.84882283]],[[1.61968374]],[[1.36123572]],[[1.64747508]],[[1.19998285]],[[1.42252061]],[[1.10236893]],[[1.29441181]],[[1.06563986]]
['ZNF106'],[[1.42483772]],[[1.75011894]],[[1.8102394]],[[1.8422685]],[[1.89821165]],[[1.71598198]],[[1.56204145]],[[1.66496366]],[[1.19360546]],[[1.18823725]],[[1.09274393]],[[1.22052822]],[[0.96272318]]
['CPQ'],[[1.60129084]],[[1.64279763]],[[1.7219901]],[[1.68365197]],[[1.89034063]],[[1.39948944]],[[1.45222055]],[[1.71509182]],[[1.26674355]],[[1.33322105]],[[1.15723405]],[[1.29604241]],[[1.02998565]]
['TRPS1'],[[0.73190974]],[[1.79056002]],[[1.89044562]],[[1.99764023]],[[1.83313773]],[[1.55859839]],[[1.25138217]],[[1.43913375]],[[1.14872967]],[[0.99260732]],[[1.03244742]],[[1.16961762]],[[1.00522869]]
['ASAH1'],[[1.65035313]],[[1.75559935]],[[1.88063764]],[[1.85003605]],[[1.74144172]],[[1.78769228]],[[1.51833812]],[[1.59502902]],[[1.21105632]],[[1.4893109]],[[1.07425968]],[[1.15885273]],[[1.04924047]]
['FCGRT'],[[1.51819806]],[[1.70656602]],[[1.6491088]],[[1.66802039]],[[1.79289867]],[[1.39210887]],[[1.1243968]],[[1.70246555]],[[1.30175827]],[[1.37202441]],[[1.17922643]],[[1.33630494]],[[1.10759828]]
['RAB3D'],[[1.5798273]],[[2.01723416]],[[1.96096692]],[[2.03729325]],[[2.120326]],[[1.60391042]],[[1.42052894]],[[1.73263502]],[[1.28460423]],[[1.4491884]],[[1.15227087]],[[1.2761464]],[[1.04464783]]
['PLPPR2'],[[1.75758591]],[[2.02381332]],[[1.83180305]],[[1.9226347]],[[1.9694456]],[[1.44922423]],[[1.07813391]],[[1.61635596]],[[1.25757651]],[[1.56245111]],[[1.20451446]],[[1.3150107]],[[1.09051952]]
['MOSPD3'],[[1.19204482]],[[1.88310344]],[[1.67312209]],[[1.81500736]],[[1.70549243]],[[1.41854342]],[[1.01626645]],[[1.512177]],[[1.31423139]],[[1.34713485]],[[1.07083828]],[[1.28477942]],[[1.02464649]]
['IMPDH1'],[[1.58726533]],[[2.01314618]],[[1.93348878]],[[2.00970242]],[[2.14646806]],[[1.9096438]],[[1.47334658]],[[1.90247188]],[[1.41409265]],[[1.46108467]],[[1.15657854]],[[1.36866509]],[[1.12014542]]
['UBE2R2'],[[1.23464616]],[[1.80268611]],[[1.85405842]],[[1.89747644]],[[2.04745966]],[[1.74021397]],[[1.58253892]],[[1.78482476]],[[1.37789637]],[[1.41879005]],[[1.13923]],[[1.31534185]],[[0.99405968]]
['MAP3K8'],[[1.32691864]],[[2.04041029]],[[1.96005757]],[[2.01201477]],[[1.97785232]],[[1.66041497]],[[1.50166352]],[[1.63191109]],[[1.31554438]],[[1.21486632]],[[1.21569586]],[[1.34532822]],[[1.00741331]]
['P2RX1'],[[1.68473328]],[[1.87972818]],[[1.81879223]],[[1.86759791]],[[1.67057226]],[[1.54610824]],[[1.34881985]],[[1.5727556]],[[1.21835798]],[[1.64957789]],[[1.00346112]],[[1.06286399]],[[1.05542735]]
['GALK1'],[[0.91685778]],[[2.04612206]],[[1.81666471]],[[1.86984741]],[[1.96436876]],[[1.86810643]],[[1.36844126]],[[1.83131881]],[[1.53078148]],[[1.38712514]],[[1.16740658]],[[1.41734743]],[[1.12174528]]
['DUSP3'],[[0.57146353]],[[1.85735685]],[[1.79023877]],[[1.71162576]],[[1.78153922]],[[1.47199378]],[[1.31806825]],[[1.74014938]],[[1.43115735]],[[1.32539951]],[[1.07788363]],[[1.23408662]],[[0.97599718]]
['PRKAR1A'],[[1.4612027]],[[1.72634707]],[[1.80529086]],[[1.82314989]],[[1.98860168]],[[1.58779999]],[[1.37558483]],[[1.62130843]],[[1.22846133]],[[1.32910345]],[[1.17580344]],[[1.31527706]],[[0.94859958]]
['CHIC2'],[[1.63660772]],[[1.75126942]],[[1.82815023]],[[1.72111786]],[[2.00244966]],[[1.36574094]],[[1.20115014]],[[1.49835382]],[[1.1608495]],[[1.27281816]],[[1.01938128]],[[1.21247141]],[[1.0626385]]
['UBE2D3'],[[1.23772414]],[[1.68720397]],[[1.80120271]],[[1.77073456]],[[1.93097045]],[[1.40143134]],[[1.33448468]],[[1.61742978]],[[1.42740483]],[[1.350339]],[[1.17012051]],[[1.36309859]],[[1.00994239]]
['GALNT7'],[[1.51747211]],[[1.68834077]],[[1.73055136]],[[1.6820224]],[[1.76482714]],[[1.30916839]],[[1.49021715]],[[1.64468122]],[[1.17430299]],[[1.28592844]],[[1.12461515]],[[1.23110054]],[[1.08813648]]
['HTATIP2'],[[1.55473698]],[[1.84081067]],[[1.80647737]],[[1.92179214]],[[1.83665823]],[[1.63169415]],[[1.61051633]],[[1.67457726]],[[1.24180117]],[[1.52609618]],[[1.07396893]],[[1.20385465]],[[1.06337289]]
['MS4A6A'],[[0.83158789]],[[1.8096541]],[[1.88144681]],[[1.9035908]],[[1.855629]],[[1.60711018]],[[1.19336592]],[[1.62624509]],[[1.22724148]],[[1.05735035]],[[1.06898925]],[[1.18243886]],[[0.9945369]]
['RNF141'],[[1.39421251]],[[1.75188144]],[[1.87512237]],[[1.84584793]],[[1.99422804]],[[1.67425888]],[[1.19381038]],[[1.5171776]],[[1.06182275]],[[1.38980885]],[[1.08426666]],[[1.24801245]],[[0.91016051]]
['CBL'],[[1.26126762]],[[1.633079]],[[1.62505372]],[[1.71617418]],[[1.82007097]],[[1.60321995]],[[1.4685919]],[[1.60497342]],[[1.1709984]],[[1.15833055]],[[1.10917447]],[[1.25377589]],[[0.97598236]]
['NECTIN1'],[[1.79749027]],[[1.92985679]],[[1.9004116]],[[1.92157607]],[[1.65294765]],[[1.60993101]],[[1.00449929]],[[1.50612218]],[[1.19103509]],[[1.18085638]],[[1.26062448]],[[1.40327573]],[[1.0560859]]
['TCIRG1'],[[1.82057005]],[[1.99546733]],[[1.8445754]],[[1.879986]],[[1.77331236]],[[1.55406299]],[[1.30018741]],[[1.5981478]],[[1.21777022]],[[1.58013516]],[[1.0803101]],[[1.25528792]],[[1.19895411]]
