['CFLAR'],[[0.85238974]],[[1.6692602]],[[1.63449315]],[[1.78572882]],[[1.75259767]],[[1.45309649]],[[1.08752265]],[[0.98910094]],[[0.79444742]],[[0.81653151]],[[0.72731137]],[[0.6727414]],[[0.77075672]]
['YIPF1'],[[0.93157682]],[[1.73592115]],[[1.7161928]],[[1.98723097]],[[1.96248197]],[[1.45944986]],[[1.15862528]],[[1.12027573]],[[0.87870706]],[[0.91386479]],[[0.8338182]],[[0.81643089]],[[0.86673832]]
['MXD1'],[[0.84332074]],[[1.66416632]],[[1.63837921]],[[1.86167675]],[[1.85393552]],[[1.40288501]],[[0.93695996]],[[0.96537375]],[[0.73167142]],[[1.00114746]],[[0.77672887]],[[0.64300882]],[[0.83478749]]
['CTDP1'],[[0.97617863]],[[1.92948599]],[[1.98414772]],[[2.11029649]],[[2.03934084]],[[1.25996895]],[[1.03815849]],[[1.06123392]],[[1.00192322]],[[1.17614611]],[[0.97692317]],[[0.918748]],[[1.0388565]]
['ELMO2'],[[1.01931943]],[[1.54429903]],[[1.55542388]],[[1.66951151]],[[2.03809636]],[[1.38503161]],[[1.2337395]],[[1.18934255]],[[1.02431633]],[[1.0291089]],[[1.00644845]],[[0.92010224]],[[0.95765608]]
['VMP1'],[[0.87756668]],[[1.51916587]],[[1.50079749]],[[1.6238115]],[[1.57274313]],[[1.37159891]],[[1.00082878]],[[1.03669884]],[[0.75221996]],[[0.93281481]],[[0.8211314]],[[0.70681551]],[[0.806963]]
['HIPK2'],[[0.98518612]],[[1.6768983]],[[1.5982716]],[[1.64225078]],[[2.07883043]],[[1.14135935]],[[1.08009902]],[[1.16042497]],[[0.97759319]],[[1.14445091]],[[1.04469061]],[[1.00941186]],[[0.99428574]]
['TNPO3'],[[1.03314643]],[[1.56282942]],[[1.53659883]],[[1.69701354]],[[2.0869477]],[[1.27812231]],[[1.11943283]],[[1.10721533]],[[1.03812201]],[[1.05828323]],[[0.97743608]],[[0.92457356]],[[0.99467191]]
['ANKS1A'],[[0.8414949]],[[1.56975957]],[[1.52975307]],[[1.6112806]],[[1.81484083]],[[1.20500943]],[[1.07848198]],[[1.05285999]],[[0.87247103]],[[1.0133036]],[[0.92199041]],[[0.85844266]],[[0.90921577]]
['SEC61A2'],[[0.78117661]],[[1.21710822]],[[1.27894921]],[[1.20792357]],[[1.85616355]],[[1.2474278]],[[0.76054969]],[[0.78653881]],[[0.8524608]],[[0.79083103]],[[0.76072102]],[[0.81144678]],[[0.79955696]]
['PPP2R5A'],[[1.15727631]],[[1.87361982]],[[1.75918475]],[[2.02728404]],[[1.95277024]],[[1.72388913]],[[1.15586309]],[[1.12616865]],[[0.95677263]],[[1.30440588]],[[1.05639406]],[[0.89800366]],[[1.07551397]]
['SPI1'],[[0.98798959]],[[1.62757259]],[[1.61232525]],[[1.88457206]],[[1.90933488]],[[1.27099725]],[[1.14527279]],[[1.18091503]],[[1.09362077]],[[1.122822]],[[0.88011019]],[[0.81309475]],[[0.92911354]]
['TNFRSF1A'],[[0.83747545]],[[1.5927462]],[[1.58272927]],[[1.7306854]],[[1.66248136]],[[1.18745282]],[[1.02684053]],[[1.00876582]],[[0.87748043]],[[0.97938724]],[[0.81719824]],[[0.7494781]],[[0.89576598]]
['ROCK1'],[[1.03299075]],[[1.67333627]],[[1.65134376]],[[1.76458773]],[[1.85946829]],[[1.64484649]],[[1.29130142]],[[1.20252041]],[[0.88249042]],[[1.00944077]],[[0.95493085]],[[0.88984047]],[[0.96371459]]
['HDAC4'],[[0.92931252]],[[1.51926144]],[[1.57627438]],[[1.77546913]],[[1.93027046]],[[1.44357876]],[[1.47127377]],[[1.1991938]],[[1.06564058]],[[0.84049779]],[[0.84311056]],[[0.76657178]],[[0.81030085]]
['ATP11A'],[[0.91732813]],[[1.48135491]],[[1.46523259]],[[1.61713691]],[[1.67842004]],[[1.23440687]],[[1.05367227]],[[1.03228604]],[[0.82698928]],[[0.99448523]],[[0.89510965]],[[0.77832416]],[[0.89938375]]
['RAB27A'],[[1.11215847]],[[2.07326682]],[[2.0173882]],[[2.24816231]],[[2.06461843]],[[1.95374189]],[[1.37587917]],[[1.3754661]],[[0.99380937]],[[1.17785858]],[[1.02088276]],[[0.89931722]],[[1.05412793]]
['JMJD6'],[[1.01174557]],[[2.10147046]],[[1.97981502]],[[2.1429577]],[[2.13463347]],[[1.53877314]],[[1.18071939]],[[0.99141932]],[[0.93206517]],[[1.08620136]],[[0.90480099]],[[0.9185658]],[[0.97628914]]
['MAP4K4'],[[1.09890959]],[[1.99309827]],[[1.95683647]],[[2.13457559]],[[1.99406338]],[[1.56501814]],[[1.28685067]],[[1.16739363]],[[1.12539246]],[[1.27308488]],[[1.10936861]],[[0.9473476]],[[1.12618475]]
['UBE2D1'],[[0.78673173]],[[1.50234111]],[[1.55703297]],[[1.74047962]],[[1.45902393]],[[1.93771279]],[[1.10202391]],[[1.10629294]],[[0.70176172]],[[0.73180491]],[[0.72071602]],[[0.66122272]],[[0.74863869]]
['ALPK1'],[[0.81017851]],[[1.45085692]],[[1.52948398]],[[1.67574299]],[[1.48419685]],[[1.50860569]],[[1.01187774]],[[0.76867348]],[[0.62991464]],[[0.5828741]],[[0.62392644]],[[0.53616905]],[[0.67935612]]
['VPS9D1'],[[0.65216939]],[[1.37876071]],[[1.40385031]],[[1.55023534]],[[1.49431613]],[[1.04985407]],[[0.85231494]],[[0.63345979]],[[0.69359682]],[[0.63111372]],[[0.49139434]],[[0.50620049]],[[0.52510795]]
['FNDC3B'],[[0.92763731]],[[1.46785231]],[[1.62534819]],[[1.88749264]],[[2.17251331]],[[1.51905611]],[[1.14924319]],[[1.04385436]],[[0.96679293]],[[0.9215958]],[[0.87438413]],[[0.78568208]],[[0.88760187]]
['FOSL2'],[[0.8540113]],[[1.94819294]],[[1.98799528]],[[2.16937344]],[[2.04492273]],[[1.53162]],[[1.23720074]],[[1.18351485]],[[1.00421598]],[[1.1838164]],[[0.93284048]],[[0.80462159]],[[0.97948109]]
['RAB7A'],[[1.00749394]],[[1.68880086]],[[1.62386815]],[[1.87741089]],[[1.92613727]],[[1.31672059]],[[1.14729025]],[[1.2379906]],[[1.05736201]],[[1.14388568]],[[0.99599302]],[[0.90655897]],[[1.04250162]]
['NT5C2'],[[0.90920708]],[[1.52897291]],[[1.51750892]],[[1.65841008]],[[1.67628957]],[[1.32219364]],[[0.93056638]],[[0.9044489]],[[0.74605856]],[[1.00065275]],[[0.7893534]],[[0.72842455]],[[0.85044]]
['APBB1IP'],[[1.03392655]],[[1.58906844]],[[1.58487388]],[[1.78821052]],[[1.94783725]],[[1.66868333]],[[1.27087274]],[[1.23941949]],[[1.02671465]],[[1.0000027]],[[0.86195307]],[[0.76325455]],[[0.89008055]]
['RSBN1'],[[1.03205505]],[[2.19981963]],[[2.20416466]],[[2.46259963]],[[2.4188063]],[[1.90941785]],[[1.10724604]],[[1.03506632]],[[0.97064661]],[[0.98708913]],[[1.01892982]],[[1.01953742]],[[1.01463367]]
['STK17B'],[[0.87787896]],[[1.74609733]],[[1.7527627]],[[1.96206205]],[[1.88077626]],[[1.64390647]],[[1.00380327]],[[1.0020547]],[[0.77979158]],[[1.03555342]],[[0.86139508]],[[0.87034415]],[[0.91564127]]
['ZMPSTE24'],[[1.03468962]],[[1.6209564]],[[1.63037429]],[[1.77270845]],[[1.81794575]],[[1.50980129]],[[1.27337454]],[[1.3128205]],[[0.92871568]],[[1.01383586]],[[0.99074458]],[[0.88880036]],[[0.96670128]]
['VNN3'],[[0.8264638]],[[1.52243276]],[[1.51098113]],[[1.70280981]],[[1.69209295]],[[1.2433121]],[[0.69575128]],[[0.65695976]],[[0.68185299]],[[1.26308622]],[[0.92862834]],[[0.72046204]],[[1.02309114]]
['JAK2'],[[0.85168106]],[[1.30639533]],[[1.29381874]],[[1.39016063]],[[1.43126077]],[[1.53624625]],[[1.0697593]],[[0.91722537]],[[0.64884611]],[[0.72018167]],[[0.74570705]],[[0.65056696]],[[0.7175659]]
['SH3GLB1'],[[0.98794371]],[[1.90811375]],[[1.91975987]],[[2.17588826]],[[2.13370333]],[[1.82106149]],[[1.2786312]],[[1.19919559]],[[0.94009807]],[[0.98727443]],[[0.93088252]],[[0.82664989]],[[0.93784239]]
['GADD45B'],[[0.82776896]],[[1.74824827]],[[1.70479735]],[[1.85380456]],[[1.74273493]],[[0.85992739]],[[0.6971026]],[[0.73741343]],[[0.83725594]],[[0.8212932]],[[0.72579998]],[[0.68398426]],[[0.86294318]]
['PACSIN2'],[[0.88595367]],[[1.67013268]],[[1.67577936]],[[1.87255682]],[[1.88060684]],[[1.36253072]],[[0.96875942]],[[1.06279367]],[[1.01269818]],[[1.12051878]],[[0.91695219]],[[0.8658647]],[[0.98386129]]
['BIK'],[[1.76807564]],[[2.77926233]],[[2.7958205]],[[3.30864269]],[[2.35794753]],[[2.47389051]],[[2.39066016]],[[1.92482095]],[[1.37385917]],[[1.61053569]],[[1.67958769]],[[1.01432683]],[[1.79007599]]
['MTMR3'],[[0.95116755]],[[1.70919078]],[[1.658754]],[[1.81893862]],[[1.83736116]],[[1.4123974]],[[1.16041814]],[[1.10932371]],[[1.05642788]],[[1.10613491]],[[0.96078089]],[[0.82610254]],[[0.98130516]]
['VCPKMT'],[[0.91534007]],[[1.47143878]],[[1.58725458]],[[1.67862152]],[[1.61164696]],[[1.72638281]],[[1.07397066]],[[0.92623905]],[[0.78964124]],[[0.93730052]],[[0.81713505]],[[0.75733409]],[[0.88713256]]
['SOS2'],[[0.95866913]],[[1.77949468]],[[1.76153105]],[[1.98460151]],[[1.86199569]],[[1.78026319]],[[1.17837152]],[[1.0896902]],[[0.76150951]],[[1.06234788]],[[0.84161069]],[[0.7448989]],[[0.9105081]]
['HIF1A'],[[0.77234666]],[[1.58958623]],[[1.60050909]],[[1.81866166]],[[1.8332636]],[[1.22362324]],[[0.66165123]],[[0.8313067]],[[0.68122649]],[[1.07447716]],[[0.675012]],[[0.67517026]],[[0.76161447]]
['DICER1'],[[0.85834396]],[[1.39717547]],[[1.44271142]],[[1.46307966]],[[1.68942163]],[[1.2867972]],[[0.98994852]],[[0.99393267]],[[0.79746567]],[[0.91108699]],[[0.85145627]],[[0.77663934]],[[0.87875096]]
['PCNX1'],[[1.0489152]],[[1.96575502]],[[1.89418547]],[[1.99697973]],[[2.13662229]],[[1.71391126]],[[1.18004107]],[[1.09106921]],[[0.85556247]],[[1.24009672]],[[1.0640584]],[[0.8916451]],[[1.10739602]]
['RNF24'],[[0.97498841]],[[1.87979801]],[[1.82105902]],[[2.02305607]],[[2.00976516]],[[1.5407043]],[[1.16851076]],[[1.05002851]],[[0.93383574]],[[1.00616798]],[[0.86068504]],[[0.67381132]],[[0.89695362]]
['HCK'],[[0.93673697]],[[1.70945747]],[[1.74675964]],[[1.96083262]],[[1.98702736]],[[1.50933184]],[[1.17049557]],[[1.12021324]],[[1.05002146]],[[0.95725099]],[[0.80367027]],[[0.78553546]],[[0.87170547]]
['VAPA'],[[0.9855276]],[[2.02557072]],[[2.0287086]],[[2.24181744]],[[2.29998425]],[[1.78725564]],[[1.2262194]],[[1.1869567]],[[0.97337803]],[[1.11002406]],[[0.98388704]],[[0.8755221]],[[1.01101931]]
['STS'],[[0.7987578]],[[1.46332151]],[[1.35204099]],[[1.44622049]],[[1.69248035]],[[1.02690146]],[[0.79258885]],[[0.95026337]],[[0.8648438]],[[0.85052021]],[[0.7996647]],[[0.67489705]],[[0.69993946]]
['RUBCNL'],[[1.03925153]],[[2.48320031]],[[2.40389257]],[[2.48405916]],[[2.41647524]],[[1.61480835]],[[1.00839487]],[[0.92876597]],[[1.12715793]],[[1.84423794]],[[1.18970948]],[[0.96980945]],[[1.32298754]]
['TNFSF13B'],[[0.56103127]],[[1.40702849]],[[1.53768276]],[[1.74822059]],[[1.64986]],[[1.30883948]],[[0.73259796]],[[0.69703036]],[[0.54883656]],[[0.5952907]],[[0.45529561]],[[0.46840051]],[[0.53292679]]
['VWA8'],[[0.97404869]],[[1.30466632]],[[1.43115021]],[[1.45663328]],[[2.53239281]],[[1.01877246]],[[0.90915184]],[[0.89744198]],[[0.9138804]],[[0.91574881]],[[1.04926859]],[[1.06518013]],[[0.98949411]]
['STK3'],[[0.72466157]],[[1.02032945]],[[1.21865526]],[[1.303903]],[[1.61446138]],[[1.48310839]],[[0.97339338]],[[0.83406837]],[[0.60018975]],[[0.62821954]],[[0.62300487]],[[0.59972584]],[[0.70207171]]
['DENND3'],[[0.87658333]],[[1.36567685]],[[1.35938567]],[[1.43963194]],[[1.58698189]],[[1.26975824]],[[0.94828119]],[[0.77677397]],[[0.79950016]],[[0.9607289]],[[0.78739901]],[[0.69190786]],[[0.83560295]]
['JAK3'],[[0.81760527]],[[1.68763867]],[[1.75755315]],[[1.95204371]],[[2.04462627]],[[1.29876843]],[[1.15719817]],[[1.00690564]],[[0.98402518]],[[0.88572163]],[[0.7309564]],[[0.73876473]],[[0.78760846]]
['VSIR'],[[0.89950773]],[[1.47826487]],[[1.4754109]],[[1.64884905]],[[1.85561421]],[[1.12357615]],[[1.00547908]],[[1.07183847]],[[0.92099702]],[[1.0895996]],[[0.8841347]],[[0.81384167]],[[0.90390064]]
['WSB1'],[[0.91975913]],[[1.67179387]],[[1.67795657]],[[1.78872707]],[[1.78007318]],[[1.82082096]],[[1.11818012]],[[0.89662767]],[[0.74503163]],[[0.8185996]],[[0.77945974]],[[0.71808261]],[[0.83017345]]
['HIPK3'],[[0.87457979]],[[1.50477824]],[[1.53123805]],[[1.7099335]],[[1.79469823]],[[1.59008473]],[[1.16705122]],[[1.16921123]],[[0.91031541]],[[0.91836539]],[[0.8894115]],[[0.84859955]],[[0.91107021]]
['PPM1H'],[[1.25584694]],[[1.84020357]],[[1.8097162]],[[1.73268096]],[[1.96852426]],[[1.09834951]],[[1.50554554]],[[1.42989687]],[[1.31337886]],[[1.37869915]],[[1.22138401]],[[1.13948932]],[[1.28249514]]
['TBC1D30'],[[0.72590371]],[[1.39317581]],[[1.50122532]],[[1.6566549]],[[1.94335425]],[[0.88657593]],[[0.78046092]],[[0.69908504]],[[0.79183762]],[[1.09956546]],[[0.85431459]],[[0.68883018]],[[0.66541647]]
['LPCAT3'],[[1.03193285]],[[1.58664569]],[[1.6638037]],[[1.92710466]],[[1.95894205]],[[1.56043941]],[[1.12751334]],[[1.20577628]],[[1.04512821]],[[1.05782744]],[[0.89964516]],[[0.90414227]],[[0.93171166]]
['NEDD9'],[[0.83369876]],[[1.43626943]],[[1.30827028]],[[1.45964015]],[[1.75890444]],[[0.93128345]],[[0.71679261]],[[0.75775013]],[[0.79225923]],[[1.01212222]],[[0.84517155]],[[0.73023378]],[[0.88073256]]
['RIPOR2'],[[0.90713526]],[[1.7977948]],[[1.79670751]],[[2.01374608]],[[2.09092827]],[[1.4571627]],[[1.14001961]],[[1.03228957]],[[0.93633751]],[[0.97864227]],[[0.88939614]],[[0.79244727]],[[0.87888302]]
['TREML2'],[[0.72078565]],[[1.62328314]],[[1.67215548]],[[1.8692016]],[[1.99405566]],[[1.2543774]],[[0.7413841]],[[0.80925441]],[[0.69924501]],[[1.07936623]],[[0.6624466]],[[0.70598496]],[[0.81290347]]
['E2F3'],[[0.97826782]],[[1.76132364]],[[1.72120465]],[[1.95121341]],[[2.08529896]],[[1.50223934]],[[1.07971397]],[[1.17932294]],[[0.97337396]],[[1.15061552]],[[0.97871198]],[[0.8605575]],[[1.01037169]]
['BTNL8'],[[0.91467785]],[[1.70642792]],[[1.7445743]],[[1.93869431]],[[2.04844218]],[[1.3720946]],[[0.96766408]],[[0.86943093]],[[0.94080723]],[[1.06213012]],[[0.90091009]],[[0.64016155]],[[0.96315089]]
['ERGIC1'],[[0.86030311]],[[1.68075736]],[[1.66582429]],[[1.81569318]],[[1.93132796]],[[1.22645236]],[[0.83653079]],[[0.96823379]],[[0.80576052]],[[1.11124519]],[[0.86311183]],[[0.76464514]],[[0.91446355]]
['GBE1'],[[0.90690584]],[[1.63190659]],[[1.57736298]],[[1.74908717]],[[1.76324123]],[[1.39141909]],[[1.15601003]],[[1.07679606]],[[0.87493149]],[[1.15067113]],[[0.95643977]],[[0.8780355]],[[0.97062874]]
['FRMD4B'],[[0.84152548]],[[1.67178811]],[[1.77906947]],[[2.13871291]],[[1.55054562]],[[1.49784776]],[[1.13341688]],[[0.9882283]],[[0.66454258]],[[0.94760039]],[[0.84457015]],[[0.78386961]],[[0.76514865]]
['PECR'],[[1.29072962]],[[2.35292625]],[[2.14541793]],[[2.43885558]],[[2.38534133]],[[1.82552194]],[[1.48430857]],[[1.48355134]],[[1.20112574]],[[1.217015]],[[1.013902]],[[1.04553797]],[[1.04029689]]
['OTX1'],[[1.0047601]],[[1.78725451]],[[1.78287337]],[[2.1214965]],[[2.37894286]],[[1.521141]],[[0.71828194]],[[0.73319882]],[[1.03717672]],[[1.49138029]],[[1.04794452]],[[0.80568102]],[[1.15650349]]
['ARID3A'],[[1.16849701]],[[1.82233659]],[[1.76921505]],[[1.92628776]],[[2.05905001]],[[1.45928109]],[[1.28625916]],[[1.27098673]],[[1.14510135]],[[1.36344139]],[[1.16954608]],[[0.99016607]],[[1.16069084]]
['IVNS1ABP'],[[0.82136661]],[[1.52046101]],[[1.53186033]],[[1.6772406]],[[1.68634393]],[[1.3112978]],[[0.78226397]],[[0.8258912]],[[0.64797918]],[[1.14456554]],[[0.81375812]],[[0.76764235]],[[0.87695813]]
['RGS2'],[[1.00873744]],[[1.67089081]],[[1.68856254]],[[1.91628573]],[[2.07218679]],[[1.73120781]],[[0.894485]],[[0.96655261]],[[0.66656709]],[[1.21074079]],[[0.89370311]],[[0.72871136]],[[0.94721107]]
['CD58'],[[0.98997841]],[[1.56120904]],[[1.49933375]],[[1.73378824]],[[1.57945403]],[[1.906944]],[[1.10320689]],[[0.95068863]],[[0.6625798]],[[0.95011569]],[[0.78815476]],[[0.69421527]],[[0.8644185]]
['OSCP1'],[[1.01286901]],[[0.79685995]],[[0.80510915]],[[0.28538014]],[[1.93955899]],[[0.93941788]],[[0.57335789]],[[0.35015235]],[[0.87954548]],[[0.98708896]],[[1.07924032]],[[0.95230625]],[[0.86349722]]
['CTBS'],[[0.92032678]],[[1.52981899]],[[1.55614583]],[[1.72083162]],[[1.66975225]],[[1.7360786]],[[0.93453309]],[[1.00040261]],[[0.75161482]],[[0.95651223]],[[0.80392154]],[[0.69049677]],[[0.9096412]]
['RPS6KA1'],[[0.96563074]],[[1.73040999]],[[1.70282212]],[[1.88437985]],[[1.90034424]],[[1.33194928]],[[1.12799886]],[[1.08628717]],[[0.99250043]],[[1.1080336]],[[0.94343756]],[[0.89848487]],[[1.00378445]]
['OSBPL9'],[[1.01413418]],[[1.78584723]],[[1.75996705]],[[1.91430822]],[[1.90207209]],[[1.66740815]],[[1.03319134]],[[0.98293485]],[[0.82568103]],[[1.12905777]],[[0.92159604]],[[0.9229125]],[[1.02376017]]
['ATF6'],[[0.81987022]],[[1.31744676]],[[1.4381492]],[[1.62554398]],[[1.81758813]],[[1.30094339]],[[0.96196207]],[[0.96035507]],[[0.81038479]],[[0.78757859]],[[0.77822722]],[[0.72685546]],[[0.80904034]]
['RNF146'],[[1.01115374]],[[1.63878263]],[[1.69033271]],[[1.81754749]],[[1.99840989]],[[1.8173411]],[[1.2886923]],[[1.24434441]],[[0.97049549]],[[0.93914904]],[[0.92233062]],[[0.86950885]],[[0.9380691]]
['FBXL5'],[[1.00002867]],[[1.78225419]],[[1.80680312]],[[1.97132446]],[[1.81597979]],[[1.80890564]],[[1.22110881]],[[1.04583423]],[[0.78789655]],[[0.87692043]],[[0.78089282]],[[0.65955125]],[[0.84917974]]
['NDUFB3'],[[1.08324403]],[[1.85263936]],[[1.84001148]],[[2.09860211]],[[2.18546272]],[[1.71044296]],[[1.3633828]],[[1.37663216]],[[1.11875754]],[[0.91670414]],[[0.80408125]],[[0.92055867]],[[0.91147163]]
['TRPM6'],[[1.31807687]],[[2.00684178]],[[2.04394209]],[[2.16903245]],[[2.25420533]],[[1.97679921]],[[1.61834668]],[[1.24158411]],[[1.11908443]],[[1.42149917]],[[1.29561141]],[[0.98674713]],[[1.24814702]]
['HSDL2'],[[1.00960193]],[[1.8849628]],[[1.84007533]],[[2.06551302]],[[2.03573397]],[[1.76297814]],[[1.18734857]],[[1.19296567]],[[1.00530475]],[[1.17469815]],[[1.01820784]],[[0.88839079]],[[1.06992758]]
['CSF3R'],[[0.91331434]],[[1.50794647]],[[1.50340481]],[[1.64946428]],[[1.74669034]],[[1.35122742]],[[1.03693151]],[[0.98036571]],[[0.90082424]],[[0.98181167]],[[0.83820859]],[[0.7141112]],[[0.87529232]]
['EPCAM'],[[0.68773456]],[[1.02307222]],[[0.79271576]],[[0.98544007]],[[1.61904418]],[[0.94493095]],[[0.58591994]],[[0.72576269]],[[0.61440887]],[[0.70362903]],[[0.89964526]],[[0.80568116]],[[0.75559928]]
['TEK'],[[0.34646959]],[[1.24873124]],[[0.90444538]],[[0.86123896]],[[3.29028024]],[[0.67771093]],[[0.46418978]],[[1.01829897]],[[1.67784626]],[[1.39888119]],[[1.06793895]],[[0.95230657]],[[1.02712723]]
['TSHZ3'],[[0.90635393]],[[1.74993094]],[[1.66833795]],[[1.83421038]],[[1.46465226]],[[1.42181173]],[[1.19141942]],[[1.11112852]],[[0.80540713]],[[1.07462164]],[[0.92672804]],[[0.82333639]],[[0.98748358]]
['TBC1D15'],[[0.87723208]],[[1.73228858]],[[1.80830393]],[[2.0017387]],[[1.92533726]],[[1.31825611]],[[0.89572053]],[[0.87923947]],[[0.7999055]],[[1.02239664]],[[0.86380344]],[[0.88367018]],[[0.97930336]]
['GTDC1'],[[0.87985326]],[[1.6926188]],[[1.66694259]],[[1.8866235]],[[2.33376567]],[[1.36198134]],[[1.01259332]],[[0.99529003]],[[0.95040626]],[[1.04055191]],[[1.0641514]],[[0.92211682]],[[1.05448927]]
['SPATA1'],[[0.92460505]],[[1.9001053]],[[1.69191108]],[[1.95683988]],[[1.78451004]],[[1.60438124]],[[1.0507789]],[[0.97190795]],[[0.95459863]],[[1.02853815]],[[0.81866298]],[[0.82372468]],[[0.74401945]]
['TNFAIP6'],[[0.53452546]],[[1.27448724]],[[1.25112722]],[[1.40600232]],[[1.53985327]],[[0.82846947]],[[0.50083301]],[[0.55511853]],[[0.47118276]],[[0.61280165]],[[0.36522051]],[[0.33431912]],[[0.4488148]]
['ACSL3'],[[0.9209918]],[[1.97423371]],[[2.07186754]],[[2.23082786]],[[2.04957081]],[[1.69208303]],[[1.0790263]],[[1.00850945]],[[0.85773591]],[[0.98708917]],[[0.87971452]],[[0.82607289]],[[0.89031978]]
['PREX1'],[[0.9318331]],[[1.76490581]],[[1.6926529]],[[1.86558271]],[[2.04718707]],[[1.12294781]],[[0.95536345]],[[0.98057531]],[[0.94781884]],[[1.11449699]],[[0.95482527]],[[0.81770308]],[[0.98006006]]
['TREM1'],[[0.68423148]],[[1.23591696]],[[1.24208719]],[[1.43562149]],[[1.3809584]],[[1.07899994]],[[0.70848682]],[[0.87085015]],[[0.65225448]],[[1.02274097]],[[0.71179565]],[[0.65373116]],[[0.7859915]]
['FFAR2'],[[0.82596223]],[[1.66659587]],[[1.67046538]],[[1.82113004]],[[1.65320898]],[[1.28924385]],[[1.07956026]],[[0.84890095]],[[0.84771268]],[[0.72137478]],[[0.60571322]],[[0.52953983]],[[0.71567203]]
['HNRNPH2'],[[0.89665633]],[[1.6330139]],[[1.69965489]],[[1.87248682]],[[1.82469392]],[[1.50507774]],[[0.98402107]],[[1.04877471]],[[0.88914249]],[[1.03571327]],[[0.90285098]],[[0.85962847]],[[0.9427243]]
['KDM4B'],[[0.89674675]],[[1.48055765]],[[1.45133227]],[[1.56953875]],[[1.72781286]],[[1.17569221]],[[1.0116245]],[[1.01689553]],[[0.96416077]],[[1.10873194]],[[0.9045137]],[[0.82459799]],[[0.97818883]]
['HIP1'],[[1.10593509]],[[1.97760855]],[[2.10889193]],[[2.56502119]],[[3.41873952]],[[2.28100948]],[[1.7481582]],[[1.4297786]],[[2.10538985]],[[1.2645387]],[[1.07748804]],[[1.03007987]],[[1.10102738]]
['STEAP4'],[[1.05424727]],[[2.01077855]],[[1.97961747]],[[2.16844934]],[[1.94400873]],[[1.65550027]],[[1.22305434]],[[1.1355376]],[[0.98842567]],[[1.15224558]],[[0.99499481]],[[0.77668605]],[[1.04906745]]
['APOBEC3A'],[[0.71106949]],[[1.29059505]],[[1.34703622]],[[1.4533802]],[[1.58024706]],[[1.14585604]],[[0.90469152]],[[0.83247157]],[[0.72683804]],[[1.00293568]],[[0.63215158]],[[0.56441209]],[[0.74538369]]
['ADCY4'],[[0.95657605]],[[1.46102122]],[[1.36642154]],[[1.48834289]],[[1.5538621]],[[1.09370729]],[[1.00651976]],[[0.90196211]],[[0.9566456]],[[0.96473139]],[[0.79681234]],[[0.81892487]],[[0.9504462]]
