['NDUFAF7'],[[0.96103623]],[[1.57559689]],[[1.65410147]],[[1.79229481]],[[1.67261767]],[[1.76799383]],[[1.21497595]],[[0.93058015]],[[0.79917363]],[[0.9900279]],[[0.89412526]],[[0.87269375]],[[0.96667502]]
['RFC2'],[[0.96513625]],[[1.49087087]],[[1.40530208]],[[1.61062498]],[[1.69159765]],[[1.02095823]],[[0.91424164]],[[0.98326949]],[[0.9268333]],[[1.02689014]],[[0.95264225]],[[0.82095052]],[[0.96954297]]
['ARID4B'],[[0.87308433]],[[1.29454391]],[[1.3686696]],[[1.43486996]],[[1.40828765]],[[1.26288456]],[[0.84617586]],[[0.84648049]],[[0.73805514]],[[0.91398909]],[[0.80873042]],[[0.76610123]],[[0.8688007]]
['ITIH4'],[[1.18421693]],[[1.22427788]],[[1.4229733]],[[1.45935367]],[[1.5317123]],[[1.00685789]],[[1.04074946]],[[0.83975727]],[[0.7635246]],[[0.6426984]],[[0.89964514]],[[1.09444741]],[[1.05854923]]
['PRDM1'],[[0.88198508]],[[1.49304857]],[[1.50689376]],[[1.60441577]],[[1.9314717]],[[0.85871317]],[[0.75167511]],[[0.81200775]],[[0.84320418]],[[0.77849725]],[[0.87254984]],[[0.84272155]],[[0.87194056]]
['ATP2B4'],[[1.19928847]],[[1.38535911]],[[1.50549969]],[[1.63241383]],[[1.81078293]],[[1.86176153]],[[1.34733324]],[[1.3133305]],[[1.05136584]],[[0.9056876]],[[1.02510908]],[[1.09609981]],[[0.99726685]]
['ZC3H11A'],[[1.05067227]],[[1.01339787]],[[1.24887774]],[[1.63004048]],[[1.27136742]],[[1.78008493]],[[1.38849172]],[[0.81477721]],[[0.81004839]],[[0.94896539]],[[0.82740486]],[[0.87699524]],[[0.71977839]]
['DNAJC25'],[[0.84418486]],[[1.41865472]],[[1.41982872]],[[1.39331459]],[[1.27961217]],[[1.39294703]],[[0.93156435]],[[0.83282097]],[[0.74944286]],[[0.88288734]],[[0.92041318]],[[0.76657192]],[[0.92316155]]
['CYB5R4'],[[0.89948683]],[[1.38409026]],[[1.35200354]],[[1.46548145]],[[1.44386742]],[[1.48547192]],[[1.04356976]],[[0.94469122]],[[0.70342326]],[[0.93350766]],[[0.79497078]],[[0.71652332]],[[0.82718763]]
['TBC1D1'],[[1.02452579]],[[1.54646047]],[[1.47816487]],[[1.5304561]],[[1.60099009]],[[1.07008907]],[[1.13544542]],[[1.0687052]],[[0.92970319]],[[1.00674383]],[[1.00018173]],[[0.84295523]],[[0.98971668]]
['DIP2B'],[[0.90226697]],[[1.60525695]],[[1.60063427]],[[1.73499241]],[[1.67833515]],[[1.24834653]],[[1.03990974]],[[0.97616031]],[[0.91337503]],[[0.96540451]],[[0.90694149]],[[0.80409692]],[[0.9250547]]
['SP100'],[[0.86408563]],[[1.43931652]],[[1.45009281]],[[1.57834329]],[[1.35758491]],[[1.31936484]],[[1.07002627]],[[0.95931646]],[[0.81503682]],[[0.80979372]],[[0.77680755]],[[0.71748634]],[[0.79579504]]
['KLF6'],[[0.8766439]],[[1.47134049]],[[1.48226157]],[[1.69899961]],[[1.76115297]],[[1.30046762]],[[1.00046699]],[[0.96856295]],[[0.84977613]],[[0.99651666]],[[0.90987132]],[[0.84387235]],[[0.95195385]]
['PDK3'],[[0.93493528]],[[1.58865596]],[[1.52521396]],[[1.7008235]],[[1.52659627]],[[1.26836079]],[[1.16120588]],[[1.14777056]],[[0.91127192]],[[1.06694994]],[[0.99828251]],[[0.85344649]],[[0.98146778]]
['SRBD1'],[[0.77837478]],[[1.18684501]],[[1.07789673]],[[1.23359477]],[[1.23332341]],[[0.7278151]],[[0.64516388]],[[0.68961857]],[[0.67174395]],[[0.74612906]],[[0.70825022]],[[0.67844602]],[[0.70239551]]
['SNX13'],[[0.90653545]],[[1.23896576]],[[1.25811488]],[[1.32326574]],[[1.34908513]],[[1.49162889]],[[1.01548061]],[[0.90316836]],[[0.68701521]],[[0.87664478]],[[0.85745368]],[[0.7542059]],[[0.87932734]]
['MARK2'],[[0.94295975]],[[1.38092467]],[[1.34861887]],[[1.4688175]],[[1.5371791]],[[1.10941494]],[[1.06923885]],[[1.07552838]],[[1.00700887]],[[1.05856603]],[[0.93610365]],[[0.818078]],[[0.9480346]]
['ACAP1'],[[1.1453732]],[[1.74795204]],[[1.72419771]],[[1.93348433]],[[1.97986918]],[[1.54799497]],[[1.36612537]],[[1.13748249]],[[1.1385508]],[[1.1654541]],[[1.051878]],[[1.05461711]],[[1.12439152]]
['PICALM'],[[0.93051298]],[[1.35671027]],[[1.36364364]],[[1.49173974]],[[1.44606341]],[[1.49312667]],[[1.01877784]],[[1.00108996]],[[0.90548222]],[[0.99251674]],[[0.86584938]],[[0.77651943]],[[0.90855531]]
['CLASP1'],[[0.9655474]],[[1.32973032]],[[1.29861585]],[[1.38088611]],[[1.52245615]],[[1.218435]],[[0.96668155]],[[0.95160052]],[[0.90424363]],[[0.9665582]],[[0.95182796]],[[0.91585289]],[[0.94833903]]
['SEMA3C'],[[0.87967624]],[[1.18125852]],[[1.22635075]],[[1.10501883]],[[1.20717822]],[[1.11340613]],[[0.85136328]],[[0.95699602]],[[0.73645965]],[[1.04826185]],[[0.98595068]],[[0.94006759]],[[0.93226093]]
['ARHGAP15'],[[1.03241103]],[[1.65866542]],[[1.74878565]],[[1.85826665]],[[1.74793555]],[[1.78350177]],[[1.1506455]],[[0.92420125]],[[0.75859531]],[[0.93771772]],[[0.87893219]],[[0.83315534]],[[0.96726925]]
['PAG1'],[[0.79055366]],[[1.10400444]],[[1.25780951]],[[1.48939769]],[[1.42426533]],[[1.31618405]],[[0.96220362]],[[0.86363743]],[[0.64872589]],[[0.70718487]],[[0.71867513]],[[0.71384042]],[[0.7214132]]
['PPP1R12B'],[[0.92287423]],[[1.44474367]],[[1.33701497]],[[1.32834575]],[[1.30606934]],[[1.02780811]],[[0.65600732]],[[0.58534244]],[[0.68213984]],[[1.33373712]],[[0.95980128]],[[0.76040603]],[[1.05917829]]
['NEBL'],[[0.78125564]],[[1.52233777]],[[1.56938082]],[[1.6375214]],[[0.49284836]],[[1.23359533]],[[0.54075581]],[[0.44016377]],[[0.16468395]],[[0.99045702]],[[0.7846716]],[[0.68713092]],[[0.93815474]]
['TP53INP2'],[[0.57810563]],[[1.23873251]],[[1.19568116]],[[1.34321676]],[[1.44414347]],[[0.58536412]],[[0.39957041]],[[0.59799165]],[[0.6581513]],[[1.50669868]],[[1.0032854]],[[0.77281802]],[[1.10825453]]
['RFX3'],[[0.88276311]],[[1.29184997]],[[1.28119298]],[[1.3358096]],[[1.76507322]],[[1.44889434]],[[1.18895674]],[[1.09489489]],[[1.07168799]],[[0.95427409]],[[0.96788079]],[[0.95125137]],[[0.97869875]]
['RAB21'],[[0.90990761]],[[1.44567204]],[[1.42872757]],[[1.54928681]],[[1.59584943]],[[1.4858159]],[[1.00409897]],[[1.03202179]],[[0.90529978]],[[1.00045349]],[[0.93156919]],[[0.86890821]],[[0.96843067]]
['PSEN1'],[[0.87028354]],[[1.35130293]],[[1.31347027]],[[1.45032977]],[[1.35208582]],[[1.25162406]],[[1.03387421]],[[1.05748859]],[[0.78478977]],[[1.07232009]],[[0.86688914]],[[0.81637548]],[[0.89252481]]
['PHLPP1'],[[0.89478369]],[[1.5524345]],[[1.52065405]],[[1.6778908]],[[1.01637942]],[[1.12594192]],[[0.84330118]],[[0.8724773]],[[0.50024159]],[[1.07622575]],[[0.92310017]],[[0.66851268]],[[0.98425016]]
['RNF13'],[[0.77283763]],[[1.370424]],[[1.37009202]],[[1.51853725]],[[1.40985325]],[[1.15810112]],[[0.76669866]],[[0.79114981]],[[0.6314224]],[[0.90433346]],[[0.74952855]],[[0.71139285]],[[0.81278139]]
['KAT6A'],[[0.93335435]],[[1.66632557]],[[1.67487248]],[[1.83285716]],[[1.75445415]],[[1.40152951]],[[1.04153531]],[[1.02140662]],[[0.85743646]],[[1.04019767]],[[0.9451349]],[[0.89458749]],[[0.96992317]]
['ZCCHC6'],[[0.83024716]],[[1.23101439]],[[1.23101518]],[[1.33700086]],[[1.30003262]],[[1.1062259]],[[0.74108491]],[[0.71042409]],[[0.65991457]],[[0.78304754]],[[0.75768144]],[[0.6616642]],[[0.77610083]]
['ZNF586'],[[0.97578397]],[[1.4428139]],[[1.32752949]],[[1.51440197]],[[1.39030586]],[[1.28029016]],[[1.0014068]],[[0.82623338]],[[0.73381032]],[[1.00402482]],[[0.83252835]],[[0.82301246]],[[0.89582117]]
['CHMP2B'],[[1.05966733]],[[1.63091466]],[[1.58225214]],[[1.79983963]],[[1.62453555]],[[1.70690335]],[[1.17326693]],[[1.14039274]],[[0.79850423]],[[1.0405947]],[[0.96242648]],[[0.86787086]],[[0.93663852]]
['NCOA1'],[[0.88959263]],[[1.27548502]],[[1.31366484]],[[1.47482736]],[[1.46356051]],[[1.23091766]],[[0.96839296]],[[0.9836075]],[[0.8596622]],[[0.95650638]],[[0.87969082]],[[0.8048538]],[[0.8979852]]
['SLC25A24'],[[0.97345994]],[[1.21794062]],[[1.36512713]],[[1.35830425]],[[1.72189644]],[[1.73708359]],[[1.43589902]],[[1.3074401]],[[0.99197485]],[[0.81706688]],[[0.88815721]],[[0.87583853]],[[0.88143425]]
['PPEF1'],[[0.96665174]],[[1.63075043]],[[1.35215751]],[[1.49477622]],[[1.52693559]],[[1.03135624]],[[0.94495893]],[[0.97190803]],[[0.9049441]],[[0.84641076]],[[0.98098139]],[[0.71614551]],[[0.94251331]]
['PPP1R15A'],[[0.67785715]],[[1.12435823]],[[1.10555725]],[[1.27300211]],[[1.29326148]],[[0.92447193]],[[0.78697001]],[[0.84189692]],[[0.65857128]],[[0.92962069]],[[0.78213446]],[[0.72641986]],[[0.79079178]]
['ERGIC2'],[[1.01187457]],[[1.62457876]],[[1.57678483]],[[1.8192016]],[[1.66706291]],[[1.85133076]],[[1.06700019]],[[1.04444167]],[[0.84303417]],[[1.11056122]],[[1.00710578]],[[0.84355255]],[[1.03250582]]
['SPTLC1'],[[0.94075258]],[[1.25538355]],[[1.30726227]],[[1.34704745]],[[1.47413385]],[[1.25276891]],[[1.04537006]],[[1.13378348]],[[0.86211171]],[[0.96560333]],[[0.87872568]],[[0.81357876]],[[0.9047713]]
['SLC7A8'],[[1.32795298]],[[1.27212508]],[[1.03887585]],[[1.42185232]],[[3.4028769]],[[0.69751104]],[[0.69991408]],[[1.1638591]],[[2.11904674]],[[1.74181731]],[[1.2774273]],[[1.47479769]],[[1.31050582]]
['MAST3'],[[0.88483447]],[[1.45854433]],[[1.39397878]],[[1.5439891]],[[1.49139959]],[[1.04840143]],[[0.98473921]],[[0.9867243]],[[0.90316894]],[[1.19198402]],[[0.96355783]],[[0.84359784]],[[0.98589325]]
['MKNK2'],[[0.89444426]],[[1.3784921]],[[1.35542798]],[[1.56939227]],[[1.67316771]],[[1.03184156]],[[0.89321272]],[[0.97854126]],[[1.14841907]],[[1.27969861]],[[0.96725789]],[[0.89653119]],[[1.04445319]]
['RBM23'],[[0.86178641]],[[1.30178619]],[[1.25483162]],[[1.39860383]],[[1.38582533]],[[1.06311012]],[[0.84019221]],[[0.88048528]],[[0.78217822]],[[1.01542214]],[[0.83991603]],[[0.79081226]],[[0.88747653]]
['NIN'],[[0.99100193]],[[1.6141069]],[[1.59739218]],[[1.74953736]],[[1.55346101]],[[1.47542521]],[[1.09425437]],[[1.07735018]],[[0.93602663]],[[1.10221753]],[[0.9740145]],[[0.88632536]],[[0.98534868]]
['SUSD6'],[[0.79046666]],[[1.24575532]],[[1.23181464]],[[1.38493587]],[[1.32691976]],[[1.02095936]],[[0.84882127]],[[0.92432276]],[[0.77503937]],[[0.95254016]],[[0.82273557]],[[0.73276389]],[[0.86252963]]
['GMPR2'],[[0.87952376]],[[1.28690088]],[[1.31046901]],[[1.41629299]],[[1.42974451]],[[1.19261728]],[[0.94587146]],[[0.92820466]],[[0.84781043]],[[0.92644895]],[[0.74475473]],[[0.79655057]],[[0.88354639]]
['MAP1LC3A'],[[0.61792395]],[[1.58212457]],[[1.34795319]],[[1.59742495]],[[1.87095509]],[[0.55308557]],[[0.54601898]],[[0.6174206]],[[0.92765612]],[[1.29188044]],[[0.89964515]],[[0.67353537]],[[1.0480685]]
['TBL1X'],[[0.95243793]],[[1.58125067]],[[1.52281523]],[[1.69193356]],[[1.57146224]],[[1.31473297]],[[1.09188754]],[[1.15358572]],[[1.04907037]],[[1.2335596]],[[1.04536067]],[[0.92310044]],[[1.07845176]]
['FNDC3A'],[[0.84599858]],[[1.3783966]],[[1.35112713]],[[1.42233794]],[[1.44476347]],[[1.1225739]],[[0.91909108]],[[0.97620571]],[[0.83311054]],[[1.02783415]],[[0.91282335]],[[0.85884771]],[[0.94858365]]
['KLF5'],[[0.96665187]],[[1.35564517]],[[1.22341051]],[[1.64947175]],[[1.50409808]],[[1.40636413]],[[1.10731305]],[[0.98169699]],[[0.91849652]],[[1.18616584]],[[1.02851986]],[[0.80460873]],[[0.95527221]]
['PARP4'],[[0.96753793]],[[1.40075586]],[[1.3730355]],[[1.43500247]],[[1.73644573]],[[1.27785251]],[[1.10782581]],[[1.06852522]],[[0.9076996]],[[0.97915045]],[[0.92320136]],[[0.86523805]],[[0.92735868]]
['SUPT20H'],[[0.95383219]],[[1.36845494]],[[1.43435484]],[[1.52806379]],[[1.55245927]],[[1.49920527]],[[0.9366942]],[[0.89649137]],[[0.75303824]],[[0.99247549]],[[0.88650709]],[[0.82791932]],[[0.95380524]]
['INTS6'],[[0.8809008]],[[1.39024198]],[[1.37964199]],[[1.50569202]],[[1.65302659]],[[1.51041028]],[[1.0453808]],[[0.8923039]],[[0.81317388]],[[0.89325836]],[[0.89468763]],[[0.82121637]],[[0.91858069]]
['DHRS12'],[[0.91890538]],[[1.31140539]],[[1.37979724]],[[1.43433387]],[[1.42627742]],[[1.24397702]],[[0.80261396]],[[0.6503964]],[[0.70851557]],[[0.63931802]],[[0.65724799]],[[0.65052878]],[[0.70633546]]
['LYRM1'],[[0.85800528]],[[1.42652186]],[[1.40119081]],[[1.58641273]],[[1.56131912]],[[1.17217894]],[[0.86634824]],[[0.77389794]],[[0.82442863]],[[0.80306409]],[[0.7611056]],[[0.6470414]],[[0.78656477]]
['LONP2'],[[1.07002627]],[[1.53426601]],[[1.47173253]],[[1.48101726]],[[1.61785782]],[[1.03047448]],[[1.05628014]],[[1.01249848]],[[0.91568783]],[[1.03809198]],[[1.10131071]],[[1.09743497]],[[1.05472385]]
['N4BP1'],[[0.92061071]],[[1.44900224]],[[1.39091099]],[[1.59734219]],[[1.44340393]],[[1.39694263]],[[0.91800755]],[[0.91038355]],[[0.6898386]],[[1.00119471]],[[0.83043971]],[[0.75572245]],[[0.8884623]]
['USP10'],[[0.89245488]],[[1.35569687]],[[1.33995161]],[[1.47678301]],[[1.66148989]],[[1.28090903]],[[0.95461466]],[[1.03762344]],[[0.96164578]],[[1.10250253]],[[0.98299454]],[[0.87824162]],[[0.97797442]]
['BCKDK'],[[0.87973733]],[[1.21400976]],[[1.23682398]],[[1.27444188]],[[1.43635684]],[[0.99347369]],[[0.93236447]],[[1.01900874]],[[0.93396768]],[[1.07401978]],[[0.8749377]],[[0.8675925]],[[0.96339616]]
['NBN'],[[0.87922615]],[[1.27442024]],[[1.26606172]],[[1.40055899]],[[1.29838404]],[[1.1639697]],[[0.94761632]],[[0.92877063]],[[0.63565572]],[[0.72956039]],[[0.68651636]],[[0.63621909]],[[0.7308718]]
['UBE2W'],[[0.86590258]],[[1.4786748]],[[1.52064427]],[[1.59441319]],[[1.44139202]],[[1.73892644]],[[1.09258216]],[[0.97692844]],[[0.75042101]],[[0.87755195]],[[0.8846927]],[[0.71947185]],[[0.89039063]]
['EMC2'],[[0.8983312]],[[1.20129097]],[[1.23518171]],[[1.43748541]],[[1.37917327]],[[1.33096256]],[[0.87323253]],[[0.83890627]],[[0.68631531]],[[0.7919488]],[[0.7980365]],[[0.78843003]],[[0.86196033]]
['ERI1'],[[0.846367]],[[1.64465444]],[[1.71672574]],[[1.82805638]],[[1.52905328]],[[1.36660443]],[[0.91161352]],[[0.78634425]],[[0.61769792]],[[0.80141156]],[[0.70358239]],[[0.69405769]],[[0.7012442]]
['CCDC9'],[[0.82852926]],[[1.35811134]],[[1.33748994]],[[1.45185829]],[[1.54060044]],[[0.96968326]],[[0.75055009]],[[0.81383064]],[[0.92599558]],[[1.21195114]],[[0.91050617]],[[0.83528715]],[[0.9636474]]
['ELL'],[[0.93694593]],[[1.28462788]],[[1.26532742]],[[1.37016919]],[[1.47585836]],[[1.14972719]],[[0.84879506]],[[0.95311977]],[[0.86757076]],[[1.12352733]],[[0.85751203]],[[0.78846799]],[[0.9277913]]
['HBP1'],[[0.87203287]],[[1.30421906]],[[1.27831437]],[[1.43356962]],[[1.47617118]],[[1.1554609]],[[0.7950308]],[[0.92566771]],[[0.78011435]],[[1.05234826]],[[0.84346802]],[[0.81860363]],[[0.93981834]]
['ZC3HAV1'],[[0.78796016]],[[1.56515402]],[[1.60872609]],[[1.76867695]],[[1.77498124]],[[1.01803788]],[[0.85443563]],[[0.80645873]],[[0.8656013]],[[0.72525763]],[[0.74041934]],[[0.77244556]],[[0.78941899]]
['COA1'],[[0.9458378]],[[1.14686246]],[[1.11168532]],[[1.13932528]],[[1.66717298]],[[0.83492315]],[[0.69817332]],[[0.69562902]],[[0.81058788]],[[1.18564658]],[[0.90780338]],[[0.86036368]],[[0.9965106]]
['SHOC2'],[[0.88160759]],[[1.3483794]],[[1.36592642]],[[1.48789721]],[[1.45502325]],[[1.45474074]],[[0.97731312]],[[1.01564994]],[[0.84610053]],[[0.9836316]],[[0.89782516]],[[0.79454785]],[[0.92174901]]
['TSPAN14'],[[1.05336365]],[[1.4383208]],[[1.39702825]],[[1.51114818]],[[1.73394193]],[[1.17312757]],[[1.11032467]],[[1.10428987]],[[1.0247851]],[[1.04080359]],[[1.00474049]],[[0.98956848]],[[0.95186348]]
['NUFIP2'],[[0.89479631]],[[1.46198087]],[[1.47874552]],[[1.50058762]],[[1.5406492]],[[1.39401577]],[[1.0443312]],[[0.96543895]],[[0.82060511]],[[0.89642736]],[[0.87001483]],[[0.83066421]],[[0.92969868]]
['RAPGEFL1'],[[0.80817814]],[[1.26259059]],[[1.33833822]],[[1.37805106]],[[1.32359759]],[[1.15558806]],[[0.97567955]],[[0.86427418]],[[0.82279558]],[[1.11762015]],[[0.76241913]],[[0.7849547]],[[0.88072122]]
['MLX'],[[1.03201023]],[[1.38018858]],[[1.33946549]],[[1.43214302]],[[1.65384952]],[[1.15415662]],[[1.13069684]],[[1.12697671]],[[1.01468472]],[[1.0977527]],[[1.00182337]],[[0.9794972]],[[1.03349301]]
['IFT20'],[[0.89217965]],[[1.47965908]],[[1.42981041]],[[1.74367743]],[[1.5277283]],[[1.28435358]],[[0.96581632]],[[1.05010973]],[[1.05494969]],[[1.08900746]],[[0.82950783]],[[0.93102584]],[[0.89754931]]
['PHF12'],[[0.91861645]],[[1.39496523]],[[1.33470338]],[[1.46816928]],[[1.50230568]],[[1.19912149]],[[0.94342524]],[[0.93013398]],[[0.9040449]],[[1.16327408]],[[0.88480813]],[[0.82546741]],[[0.95624132]]
['ELF2'],[[0.80370554]],[[1.44374148]],[[1.41702369]],[[1.57228396]],[[1.49489773]],[[1.20361483]],[[0.85996992]],[[0.81885247]],[[0.74711043]],[[1.00461772]],[[0.82959135]],[[0.75203545]],[[0.87227555]]
['NUP98'],[[0.88221858]],[[1.43620505]],[[1.43081225]],[[1.56612444]],[[1.55846901]],[[1.09207606]],[[0.84483369]],[[0.89255892]],[[1.03809304]],[[1.10386402]],[[0.95373504]],[[0.89613798]],[[0.97411407]]
['ARPC3'],[[0.98394825]],[[1.4531046]],[[1.41000228]],[[1.59231508]],[[1.5946883]],[[1.42803604]],[[1.10558588]],[[1.13439996]],[[0.98806037]],[[1.02015964]],[[0.87489325]],[[0.8523012]],[[0.94519248]]
['UHRF1BP1L'],[[0.91882118]],[[1.33846011]],[[1.2802949]],[[1.41700865]],[[1.24469029]],[[1.52523531]],[[1.0610005]],[[1.02539601]],[[0.67661161]],[[0.96431933]],[[0.84561673]],[[0.72248547]],[[0.84708982]]
['CLEC4A'],[[1.15667889]],[[1.52446673]],[[1.52014328]],[[1.6079208]],[[1.17986671]],[[1.47791006]],[[1.43325133]],[[1.22405145]],[[0.88743654]],[[0.6890925]],[[0.9254922]],[[0.83935892]],[[0.95345664]]
['SERINC1'],[[0.970835]],[[1.46986821]],[[1.45620155]],[[1.60271404]],[[1.81929252]],[[1.50683259]],[[1.0760024]],[[1.12045156]],[[0.93941634]],[[1.04489684]],[[0.91529566]],[[0.8954519]],[[0.97331837]]
['PTP4A1'],[[0.97936017]],[[1.53616099]],[[1.47710485]],[[1.64773491]],[[1.53265669]],[[1.40640779]],[[0.93960901]],[[1.03047635]],[[0.79228185]],[[1.15163802]],[[0.92124384]],[[0.85189549]],[[0.90308371]]
['TMEM30A'],[[0.98301386]],[[1.51568935]],[[1.54266123]],[[1.62213043]],[[1.48771913]],[[1.61953935]],[[1.07746867]],[[1.10583877]],[[0.76029421]],[[0.99929763]],[[0.92886833]],[[0.82457189]],[[0.96767243]]
['BRD8'],[[0.94473549]],[[1.35573448]],[[1.38755403]],[[1.45912779]],[[1.52713135]],[[1.20085152]],[[0.99094135]],[[0.92239438]],[[0.84057259]],[[1.02865916]],[[0.93539908]],[[0.88997392]],[[0.99878691]]
['CLK4'],[[0.94260494]],[[1.44736406]],[[1.54553874]],[[1.58043336]],[[1.820206]],[[1.61994734]],[[1.16797956]],[[0.96542395]],[[0.87356742]],[[0.95401092]],[[0.96665644]],[[0.90958607]],[[1.04324175]]
['FAM172A'],[[0.99261694]],[[1.45910314]],[[1.39173591]],[[1.57691682]],[[1.69993547]],[[1.55556539]],[[1.1941397]],[[1.11702803]],[[0.87630152]],[[0.94956581]],[[0.97070068]],[[0.92924754]],[[1.00247131]]
['ABCC5'],[[1.04602237]],[[1.84396375]],[[1.80171177]],[[1.84580679]],[[1.61526176]],[[1.13823542]],[[1.10173258]],[[1.02627148]],[[1.11368477]],[[1.51451573]],[[1.29395096]],[[1.09465558]],[[1.39756851]]
['SF3B6'],[[1.05258829]],[[1.42110403]],[[1.48079794]],[[1.67390589]],[[1.67841267]],[[1.30167084]],[[1.14299143]],[[1.2238838]],[[1.10283638]],[[1.04930305]],[[0.97314569]],[[0.97418241]],[[1.04995051]]
['CYTIP'],[[0.9578559]],[[1.40633364]],[[1.43921213]],[[1.62723409]],[[1.73476876]],[[1.21972646]],[[0.90612884]],[[0.89038966]],[[0.9272509]],[[1.07918757]],[[0.95058955]],[[0.91270236]],[[1.01056875]]
['ITGB6'],[[0.886173]],[[1.35996856]],[[1.33667917]],[[1.44009965]],[[1.49554897]],[[1.11269271]],[[0.96262707]],[[0.79287255]],[[0.86582121]],[[0.68528263]],[[0.51884095]],[[0.59646168]],[[0.87888527]]
['STRN'],[[1.00652709]],[[1.42120683]],[[1.4310902]],[[1.58757349]],[[1.64303628]],[[1.35692082]],[[1.05647188]],[[1.09593926]],[[0.88782273]],[[1.00293069]],[[0.97650441]],[[0.89708619]],[[0.99439084]]
['PLCL1'],[[1.12655501]],[[1.86575543]],[[1.77134852]],[[1.8165346]],[[1.47415822]],[[1.19879264]],[[1.1769346]],[[1.14257774]],[[0.80762163]],[[0.99494499]],[[1.15887633]],[[1.07731701]],[[1.17609326]]
['LRRC42'],[[1.05238283]],[[1.43542597]],[[1.34918866]],[[1.38703272]],[[1.74107182]],[[1.09990376]],[[0.9869096]],[[1.04773346]],[[0.92860336]],[[1.14238239]],[[1.13172273]],[[1.01488369]],[[1.04265416]]
['STXBP3'],[[0.91425339]],[[1.37464329]],[[1.35415564]],[[1.4580459]],[[1.40136666]],[[1.59848789]],[[1.09843295]],[[1.0635711]],[[0.78572677]],[[0.96328174]],[[0.86022893]],[[0.81758471]],[[0.94723459]]
['TSNAX'],[[0.98822684]],[[1.52206675]],[[1.57019339]],[[1.71699127]],[[1.71998649]],[[1.45625598]],[[1.02299726]],[[1.03007445]],[[0.96857297]],[[1.03762267]],[[0.98986791]],[[0.96396124]],[[0.97730958]]
['LGALS8'],[[0.92909533]],[[1.40642221]],[[1.5018758]],[[1.58645057]],[[1.53139838]],[[1.34057726]],[[1.08287471]],[[1.07671367]],[[0.78924453]],[[0.84418602]],[[0.82334731]],[[0.85406694]],[[0.89589606]]
['ZNF684'],[[1.12185323]],[[1.3000317]],[[1.15091973]],[[1.39681424]],[[1.76551888]],[[1.19210323]],[[1.06213619]],[[0.94013152]],[[0.84514491]],[[1.03397645]],[[1.08111553]],[[1.1941955]],[[1.0011119]]
