N,Train_MSE,Train_r,Test_MSE,Test_r,Avg_Topological_Entropy,Random seed
2,0.2052908842980645,0.7291267456182418,0.2080464856418364,0.7256326376343667,0.0481866139505721,46
3,0.2033540512881824,0.7321500257358926,0.2061011213246923,0.7286824422329125,0.0531569225494147,46
4,0.1969892281076869,0.7420013438739127,0.1992552693879104,0.7392940906024839,0.0565372015827924,46
5,0.1851410784468389,0.7599980312566673,0.187801271011672,0.7567127758386231,0.0583638604250029,46
6,0.1883893437582602,0.7551066646947444,0.1919600299940652,0.7504545431798635,0.0572701381737247,46
7,0.1819508943472551,0.7647715246444957,0.1846694906973659,0.7614270922200872,0.0575610187114347,46
8,0.1799608399812244,0.7677343470592857,0.1833216077612127,0.7634213263801672,0.0588453470928636,46
9,0.1753803417574872,0.7745103450564544,0.1788298016109908,0.7700883023316283,0.0611711244731425,46
10,0.1690215605541871,0.7838200927122094,0.1720050723028216,0.7801271230299994,0.0619533486275324,46
20,0.1451169517980921,0.8178709133011293,0.1501860519799868,0.8113132373193374,0.0628899309180107,46
30,0.1271325714592632,0.8425820386725225,0.1336756837369809,0.8341683996823538,0.0668909201059562,46
40,0.1199510805135838,0.8522494950098125,0.1256818562655691,0.8450022277299365,0.0677158637853165,46
50,0.1059701399294824,0.8707623042259791,0.1126981931543277,0.8623432124245003,0.0675874446161613,46
60,0.1045387159154449,0.8726355549690555,0.1146627516113911,0.8598009898120892,0.0697299223973791,46
70,0.100840712809459,0.8774564849837905,0.1130073691349932,0.8619517640564498,0.0701749065308816,46
80,0.0949789643834587,0.885044393567384,0.1062860393758376,0.8708013329829467,0.071222906661302,46
90,0.0906110416363166,0.8906565466281888,0.1031160243210708,0.8749517807855844,0.070126039107931,46
100,0.0904981018711476,0.8908011883881986,0.103367641289804,0.8747132757714196,0.0710249707532711,46
150,0.0806552832346708,0.9033179643673692,0.0991563401569769,0.8802861901948013,0.0731775164700094,46
200,0.0745222514439901,0.9110301758118742,0.1004040857653718,0.8789973179807196,0.0740518545101379,46
250,0.0696455539682581,0.917116276584214,0.1007042171438025,0.8788966587207113,0.0746693537867649,46
300,0.0659789786181389,0.9216656822433342,0.103326791172951,0.8760350314398373,0.0753381371032504,46
2,0.20458757735445,0.728703521749896,0.2115200327876257,0.7263564986448514,0.0474415713213654,2
3,0.1979621408685435,0.7390516409769898,0.205275252932603,0.7359133024170643,0.0522362426991653,2
4,0.1941064370331498,0.7450074170872902,0.2001972412861374,0.7435659897928516,0.0572763219264028,2
5,0.1841535994080934,0.7601652167047204,0.1918384838642789,0.7559872850572804,0.0560686752199787,2
6,0.1873196299566913,0.7553763547743323,0.1934721872365071,0.7536064606038421,0.060679578239711,2
7,0.1839503277658784,0.7604716726589104,0.1905278107988165,0.7579489538513583,0.0620087215781162,2
8,0.1754950025704807,0.7731104874319984,0.1841323243333877,0.7673056291378859,0.0616930119315974,2
9,0.1773324379438515,0.7703815461376786,0.1859411830943314,0.7646556322082011,0.0606075898055986,2
10,0.1737664747630975,0.7756688674279383,0.1808726422483075,0.772027971762714,0.0589720487527744,2
20,0.1457920675711507,0.8159595804210373,0.1510068821478467,0.8140832648368644,0.0647061693759643,2
30,0.1279119400267867,0.8407008657919617,0.1365282205248622,0.8337030505608882,0.067766538696122,2
40,0.1173473999480033,0.8549829425741082,0.1272077400928254,0.8461271553530125,0.0679150644755402,2
50,0.1097692578950067,0.8650825270046734,0.1234644812889202,0.8510541417057205,0.0674547263159709,2
60,0.1032340800826953,0.8736983702792008,0.1172960563439111,0.8591548956543654,0.0694864333371995,2
70,0.0967067053098005,0.882219941619164,0.1097572419854539,0.8688743807398058,0.0709203314223451,2
80,0.0936889454104445,0.8861319664239307,0.1083667239763205,0.8706761997430597,0.0714466516627234,2
90,0.091409525092106,0.8890754463652017,0.108097093256202,0.8710231903413769,0.0715245061128695,2
100,0.0871632073703887,0.8945330054118119,0.1038698308161936,0.8764296414718626,0.0718067224539061,2
150,0.0792539760810844,0.9046105324930231,0.103470067109986,0.8771788780648898,0.0733584450455976,2
200,0.0747382860324903,0.9103141589858744,0.1031727301887347,0.877616724242793,0.073787169383557,2
250,0.0691687531037555,0.9173000174725392,0.1039134968087082,0.8769895899171972,0.0750398005493538,2
300,0.065751933016378,0.9215595220281704,0.1069897190626028,0.8734560014185964,0.0754320631659948,2
