['CFLAR'],[[1.29976075]],[[1.45222617]],[[1.52619726]],[[1.67893732]],[[2.18608731]],[[1.76852398]],[[1.55426824]],[[1.57433197]],[[1.07069808]],[[1.26941324]],[[0.94540005]],[[1.41989266]],[[1.24493314]]
['SPI1'],[[1.0729911]],[[1.15124256]],[[1.19037964]],[[1.295222]],[[1.79723466]],[[1.58349918]],[[1.78749028]],[[1.37276604]],[[1.01331625]],[[1.33851766]],[[0.83774816]],[[1.12960855]],[[0.91500848]]
['TNFRSF1A'],[[1.0670832]],[[1.23849616]],[[1.21570106]],[[1.33939905]],[[1.89256963]],[[1.49504711]],[[1.60362528]],[[1.40387877]],[[1.03474839]],[[1.36378477]],[[0.96296547]],[[1.29517693]],[[1.09647342]]
['ROCK1'],[[1.22487118]],[[1.40377268]],[[1.40731567]],[[1.44822539]],[[2.14376269]],[[1.55486794]],[[1.38939466]],[[1.49898322]],[[1.06845724]],[[1.16969222]],[[1.03172504]],[[1.23153598]],[[1.17347062]]
['HDAC4'],[[1.26667347]],[[1.29278528]],[[1.33350757]],[[1.50408234]],[[2.11827033]],[[1.78096163]],[[1.73116966]],[[1.65228982]],[[1.20123143]],[[1.17044947]],[[0.93889135]],[[1.13452322]],[[1.06796341]]
['ATP11A'],[[1.1690819]],[[1.28865828]],[[1.35861347]],[[1.47781168]],[[2.06387469]],[[1.53926664]],[[1.49113331]],[[1.44619333]],[[1.08320542]],[[1.33180164]],[[1.03442482]],[[1.20970125]],[[1.10928418]]
['RAB27A'],[[1.1443026]],[[1.5693368]],[[1.49346631]],[[1.57182414]],[[2.1381403]],[[1.5994334]],[[1.76841385]],[[1.51624725]],[[1.04233238]],[[1.25558461]],[[0.94325942]],[[1.16540089]],[[1.06544518]]
['JMJD6'],[[1.11004143]],[[1.15459968]],[[1.16068419]],[[1.33543288]],[[2.24829421]],[[1.36011855]],[[1.24398876]],[[1.24849645]],[[1.00315754]],[[0.92124436]],[[0.9266408]],[[0.97090003]],[[0.89305061]]
['MAP4K4'],[[1.12094149]],[[1.34321645]],[[1.37225829]],[[1.50525792]],[[1.85907789]],[[1.48636165]],[[1.47053109]],[[1.32501418]],[[1.02905835]],[[1.24400834]],[[0.91861678]],[[1.13396138]],[[1.05800197]]
['UBE2D1'],[[1.12368802]],[[1.294124]],[[1.39428133]],[[1.44091065]],[[1.95723869]],[[1.63572134]],[[1.83285217]],[[1.51907659]],[[1.02334062]],[[1.38240219]],[[0.90034625]],[[1.39690964]],[[1.04985253]]
['ALPK1'],[[1.23029116]],[[1.32563675]],[[1.31001437]],[[1.48613722]],[[2.06906882]],[[1.9368487]],[[1.44894541]],[[1.45614226]],[[0.98068909]],[[1.17342268]],[[0.90260458]],[[1.44176744]],[[1.18936593]]
['VPS9D1'],[[1.08117223]],[[1.15318486]],[[1.23589875]],[[1.32667442]],[[1.89220979]],[[1.73544156]],[[1.23006137]],[[1.28822388]],[[0.94203466]],[[1.26145699]],[[0.74445552]],[[1.26786257]],[[0.94421645]]
['FNDC3B'],[[1.20874647]],[[1.38188868]],[[1.40755492]],[[1.56990454]],[[2.45655533]],[[1.71051141]],[[1.59778743]],[[1.5382846]],[[1.15146622]],[[1.32985906]],[[1.00625544]],[[1.31508059]],[[1.18864844]]
['FOSL2'],[[1.19930333]],[[1.53881115]],[[1.55399223]],[[1.67245246]],[[2.36603535]],[[1.86321167]],[[1.87478423]],[[1.6524478]],[[1.22453922]],[[1.55400045]],[[1.13585799]],[[1.46455153]],[[1.25626711]]
['RAB7A'],[[1.05558751]],[[1.26155714]],[[1.20674771]],[[1.27504663]],[[1.98231672]],[[1.34186577]],[[1.76023261]],[[1.46248257]],[[1.0971947]],[[1.31876792]],[[0.97160084]],[[1.11543415]],[[1.06123447]]
['NT5C2'],[[1.26178294]],[[1.50340955]],[[1.56338217]],[[1.69697562]],[[2.11018664]],[[1.48464414]],[[1.33814664]],[[1.40485676]],[[1.01651197]],[[1.30848429]],[[0.98128757]],[[1.22497147]],[[1.10008328]]
['APBB1IP'],[[1.21968648]],[[1.39610369]],[[1.42656287]],[[1.47941066]],[[2.08743647]],[[1.71423628]],[[1.61476653]],[[1.58468117]],[[1.12409947]],[[1.13597272]],[[0.94235294]],[[1.29099989]],[[1.09338067]]
['RSBN1'],[[0.91317307]],[[0.97455992]],[[1.01593929]],[[1.11630983]],[[2.20133227]],[[1.21315265]],[[0.98826544]],[[1.09148425]],[[0.84360921]],[[0.76958798]],[[0.90411531]],[[0.96647326]],[[1.01201012]]
['STK17B'],[[1.01715259]],[[1.24894515]],[[1.34318187]],[[1.42384973]],[[2.15709977]],[[1.23817914]],[[1.22655724]],[[1.28833956]],[[0.94458243]],[[1.30340272]],[[0.96057292]],[[1.06161288]],[[1.04419725]]
['ZMPSTE24'],[[1.0889605]],[[1.31886]],[[1.36968784]],[[1.34457223]],[[2.14570619]],[[1.22692547]],[[1.50526754]],[[1.58636567]],[[1.15399862]],[[1.31020933]],[[1.09598409]],[[1.10817836]],[[1.05222691]]
['VNN3'],[[1.36955601]],[[1.75165446]],[[1.68015462]],[[1.77690332]],[[2.65606626]],[[1.25720671]],[[1.11482285]],[[1.60077588]],[[1.28453073]],[[1.63562054]],[[1.49451992]],[[1.39711752]],[[1.39431409]]
['JAK2'],[[1.27532795]],[[1.6706961]],[[1.66795763]],[[1.75065265]],[[2.3550497]],[[1.88062591]],[[1.47968804]],[[1.67135221]],[[1.24952632]],[[1.24023677]],[[1.15555187]],[[1.11998948]],[[1.15154021]]
['SH3GLB1'],[[1.00387451]],[[1.19049225]],[[1.23116362]],[[1.29979851]],[[2.41043437]],[[1.63394411]],[[1.53542706]],[[1.4961057]],[[1.11784983]],[[1.18982689]],[[0.97622271]],[[1.25530457]],[[1.05514089]]
['GADD45B'],[[0.98975864]],[[1.25114374]],[[1.21604561]],[[1.28109765]],[[1.85143953]],[[1.18571441]],[[1.3820513]],[[1.10880229]],[[0.90646378]],[[1.19181399]],[[0.83419935]],[[1.04682444]],[[0.96082713]]
['PACSIN2'],[[1.00273704]],[[1.22160248]],[[1.2523131]],[[1.33247372]],[[1.97239297]],[[1.52044645]],[[1.44528395]],[[1.35290443]],[[1.07686965]],[[1.23849986]],[[0.97205247]],[[1.27825758]],[[1.04041829]]
['BIK'],[[1.0057065]],[[1.55012407]],[[1.56198953]],[[1.38628291]],[[1.8820712]],[[1.33847668]],[[1.17744644]],[[1.49754928]],[[1.02577551]],[[0.9858527]],[[1.12237592]],[[0.39722599]],[[0.4076398]]
['MTMR3'],[[1.12775569]],[[1.3574917]],[[1.37096107]],[[1.49578654]],[[1.9987746]],[[1.52611596]],[[1.56372013]],[[1.4867326]],[[1.17457967]],[[1.37220904]],[[0.99895503]],[[1.22437224]],[[1.10728234]]
['VCPKMT'],[[1.36458535]],[[1.49386806]],[[1.46328065]],[[1.6152608]],[[2.07003405]],[[1.70219181]],[[1.13781505]],[[1.51677088]],[[1.0933626]],[[1.23968554]],[[1.07061951]],[[1.39514393]],[[1.2457136]]
['SOS2'],[[1.22642967]],[[1.48958179]],[[1.52257162]],[[1.6157008]],[[2.31225045]],[[1.74601158]],[[1.47229018]],[[1.53061482]],[[1.03320651]],[[1.18089369]],[[0.98700053]],[[1.29483912]],[[1.0826811]]
['HIF1A'],[[1.20768984]],[[1.3837592]],[[1.3765063]],[[1.45133605]],[[2.58736409]],[[1.45141061]],[[1.29238094]],[[1.56582984]],[[1.12399401]],[[1.34837293]],[[1.14379997]],[[1.25094663]],[[1.10246398]]
['DICER1'],[[1.09853662]],[[1.21126009]],[[1.25027572]],[[1.35352428]],[[2.12069329]],[[1.3948475]],[[1.33405058]],[[1.42439301]],[[1.07775944]],[[1.26577942]],[[1.0432742]],[[1.11759102]],[[1.07713791]]
['PCNX1'],[[1.19292165]],[[1.45387261]],[[1.47847284]],[[1.62522744]],[[2.27459673]],[[1.63297611]],[[1.29899174]],[[1.3070209]],[[0.93705307]],[[1.30142204]],[[1.0010802]],[[1.29975155]],[[1.15159046]]
['RNF24'],[[1.22063549]],[[1.48641493]],[[1.55991597]],[[1.66851905]],[[2.24539191]],[[1.80699289]],[[1.7391834]],[[1.5165932]],[[1.08760877]],[[1.38931742]],[[0.95100257]],[[1.42348487]],[[1.23478047]]
['HCK'],[[1.00669788]],[[1.12102671]],[[1.11142484]],[[1.25193661]],[[1.87296539]],[[1.68488116]],[[1.60287279]],[[1.33366104]],[[0.97212285]],[[1.10963139]],[[0.78938193]],[[1.17716266]],[[0.94333291]]
['VAPA'],[[1.09934005]],[[1.37789253]],[[1.43578758]],[[1.50996155]],[[2.20597235]],[[1.58790619]],[[1.50701254]],[[1.28485336]],[[0.9162214]],[[1.21618684]],[[0.85634843]],[[1.28882852]],[[1.03874146]]
['STS'],[[0.87532895]],[[1.1464551]],[[1.09541506]],[[1.21799031]],[[2.09887069]],[[1.11174198]],[[1.42839166]],[[1.36982223]],[[1.14274544]],[[1.39118468]],[[0.95649313]],[[1.12234956]],[[1.16780079]]
['RUBCNL'],[[1.25277792]],[[1.65342158]],[[1.63344945]],[[1.66275977]],[[2.31875364]],[[1.50104228]],[[1.26216988]],[[1.27465259]],[[1.06270343]],[[1.412886]],[[1.19548981]],[[1.35538279]],[[1.18251554]]
['TNFSF13B'],[[1.08922418]],[[1.25766822]],[[1.29753679]],[[1.32294427]],[[2.47757405]],[[1.76931597]],[[1.45048589]],[[1.45487385]],[[0.99230786]],[[1.24158218]],[[0.87284532]],[[1.43990702]],[[1.06173043]]
['VWA8'],[[0.99076556]],[[0.92479498]],[[0.99810388]],[[0.92271964]],[[2.41761936]],[[0.77537191]],[[0.68116883]],[[0.98335414]],[[0.84989336]],[[0.84269726]],[[0.93821755]],[[0.92094317]],[[1.00108489]]
['STK3'],[[1.20588022]],[[1.14232265]],[[1.17510981]],[[1.32845238]],[[2.50392172]],[[1.7733001]],[[1.36708874]],[[1.54621959]],[[1.11704406]],[[1.19633246]],[[1.00756157]],[[1.40190207]],[[1.20170859]]
['DENND3'],[[1.1343873]],[[1.20115432]],[[1.26197646]],[[1.44581329]],[[1.8718939]],[[1.5684397]],[[1.22286918]],[[1.27095313]],[[0.98757155]],[[1.22437918]],[[0.90361788]],[[1.16545336]],[[0.99904422]]
['JAK3'],[[1.03711111]],[[1.07096759]],[[1.16451194]],[[1.29557057]],[[1.98507093]],[[1.54736847]],[[1.36555283]],[[1.28115478]],[[0.94543815]],[[1.05360532]],[[0.77851043]],[[1.16739653]],[[1.00097058]]
['VSIR'],[[1.07221772]],[[1.11949475]],[[1.1621196]],[[1.30204284]],[[1.96560788]],[[1.44000197]],[[1.68045067]],[[1.38335712]],[[0.99365879]],[[1.37621858]],[[0.91062582]],[[1.17156657]],[[0.90393785]]
['WSB1'],[[1.38961139]],[[1.59439808]],[[1.61503663]],[[1.81108073]],[[2.45401881]],[[2.06598722]],[[1.39884597]],[[1.56620402]],[[1.1659902]],[[1.19145383]],[[1.13816128]],[[1.34424716]],[[1.11503025]]
['HIPK3'],[[1.00399186]],[[1.12780067]],[[1.12766812]],[[1.22414266]],[[2.12656743]],[[1.4365035]],[[1.38551105]],[[1.54089469]],[[1.13686999]],[[1.17998036]],[[1.00729551]],[[1.23937028]],[[1.1637701]]
['PPM1H'],[[1.3695412]],[[1.674431]],[[1.50109261]],[[1.74166368]],[[2.17705796]],[[1.38747508]],[[1.76440737]],[[1.67948251]],[[1.48309278]],[[1.22937989]],[[1.24300274]],[[1.04024527]],[[0.96232327]]
['TBC1D30'],[[1.20399995]],[[1.17694671]],[[1.2813925]],[[1.36859398]],[[2.1012273]],[[1.42099594]],[[1.19219651]],[[1.13539969]],[[0.88405721]],[[1.28674071]],[[1.03108581]],[[1.0711207]],[[1.25041131]]
['LPCAT3'],[[1.02051718]],[[1.04743292]],[[1.01957971]],[[1.16915305]],[[2.09363488]],[[1.68711214]],[[1.48229544]],[[1.47350838]],[[1.13990732]],[[1.00435886]],[[0.93984482]],[[1.13946639]],[[0.97280518]]
['NEDD9'],[[1.11288859]],[[1.22470036]],[[1.26225045]],[[1.34242326]],[[1.98926015]],[[1.19357789]],[[1.27902338]],[[1.20471938]],[[0.93478539]],[[1.3721391]],[[0.97508993]],[[1.14132536]],[[1.13166093]]
['RIPOR2'],[[1.01209302]],[[1.11325642]],[[1.14904024]],[[1.30962395]],[[2.11433209]],[[1.38954326]],[[1.42006677]],[[1.26743948]],[[0.95098333]],[[1.29574739]],[[0.86089144]],[[1.17911978]],[[1.06129645]]
['TREML2'],[[0.91873385]],[[1.01654199]],[[1.07028642]],[[1.19766003]],[[2.46874842]],[[1.65113139]],[[1.47822082]],[[1.41999705]],[[0.96205871]],[[1.47037034]],[[1.04875147]],[[1.36838709]],[[1.0257756]]
['E2F3'],[[1.05881975]],[[1.30259974]],[[1.26404382]],[[1.33947661]],[[2.23450615]],[[1.34166959]],[[1.45210892]],[[1.41155595]],[[1.07091499]],[[1.31009583]],[[1.00352814]],[[1.1127082]],[[1.06602093]]
['BTNL8'],[[1.29251839]],[[1.6260757]],[[1.68185385]],[[1.73861019]],[[1.74696922]],[[1.64078864]],[[1.67054627]],[[1.17382555]],[[0.75779038]],[[1.36284042]],[[0.81494907]],[[1.46192851]],[[1.19723333]]
['ERGIC1'],[[0.94344863]],[[1.01911849]],[[1.06563077]],[[1.20059332]],[[2.19968752]],[[1.34989729]],[[1.62608191]],[[1.26943914]],[[0.96742394]],[[1.43557275]],[[0.95749011]],[[1.30118175]],[[1.07459149]]
['GBE1'],[[1.22402761]],[[1.57134689]],[[1.55718724]],[[1.57090851]],[[2.11520788]],[[1.51715861]],[[1.32567662]],[[1.55709985]],[[1.11140141]],[[1.2122585]],[[1.03978487]],[[1.27738395]],[[1.2379066]]
['FRMD4B'],[[1.11635359]],[[1.22299925]],[[1.21112551]],[[1.36510101]],[[2.42498037]],[[1.66593223]],[[1.4412503]],[[1.72873341]],[[1.21741373]],[[1.16736643]],[[1.29564706]],[[1.1320571]],[[1.09713577]]
['PECR'],[[1.20687151]],[[1.60583053]],[[1.56198933]],[[1.72149057]],[[2.52356504]],[[1.62733443]],[[1.8426203]],[[1.64518201]],[[1.29909458]],[[1.02112924]],[[1.11342366]],[[1.02159533]],[[1.04346364]]
['OTX1'],[[0.99639161]],[[1.07310204]],[[1.01219891]],[[1.29257595]],[[2.24168334]],[[1.1190984]],[[0.94507644]],[[1.15028301]],[[0.95157742]],[[1.23654458]],[[1.01818575]],[[1.40887687]],[[0.88952346]]
['ARID3A'],[[1.16132877]],[[1.39698766]],[[1.4256668]],[[1.50190154]],[[2.14800414]],[[1.64985373]],[[1.77409845]],[[1.54026705]],[[1.20976811]],[[1.42267884]],[[1.12359837]],[[1.23784295]],[[1.12181572]]
['IVNS1ABP'],[[1.15784515]],[[1.34251808]],[[1.34985168]],[[1.39558763]],[[2.23595029]],[[1.34342997]],[[1.11704161]],[[1.29418651]],[[0.9622723]],[[1.31798821]],[[1.08542132]],[[1.18587312]],[[1.06215904]]
['RGS2'],[[1.22639101]],[[1.69284888]],[[1.6785557]],[[1.70899836]],[[2.44449631]],[[1.61828849]],[[1.54057738]],[[1.31929492]],[[0.85929425]],[[1.39232251]],[[0.98927803]],[[1.28552586]],[[1.03107014]]
['CD58'],[[1.35711933]],[[1.567189]],[[1.43158947]],[[1.53804751]],[[2.08143175]],[[1.65276155]],[[1.33848736]],[[1.40682419]],[[0.96160736]],[[1.14467303]],[[0.97838765]],[[1.2994615]],[[0.97275152]]
['OSCP1'],[[1.62918601]],[[2.25489662]],[[1.06924923]],[[2.08000475]],[[3.53262527]],[[0.93907979]],[[3.48803337]],[[2.03066741]],[[2.04643738]],[[2.17942762]],[[1.83672906]],[[0.96415428]],[[1.5651502]]
['CTBS'],[[1.12015347]],[[1.30203829]],[[1.38163401]],[[1.44714447]],[[2.02895831]],[[1.54094087]],[[1.34528287]],[[1.41131277]],[[0.97494389]],[[1.28377355]],[[0.93267844]],[[1.36830645]],[[1.16004577]]
['RPS6KA1'],[[1.01754591]],[[1.13901222]],[[1.14765784]],[[1.25099314]],[[1.88487653]],[[1.46683429]],[[1.51637277]],[[1.31826279]],[[0.98200994]],[[1.25221609]],[[0.90576317]],[[1.13423694]],[[0.9863625]]
['OSBPL9'],[[1.1142712]],[[1.24032347]],[[1.28528913]],[[1.27595304]],[[2.12433261]],[[1.41837396]],[[1.08227928]],[[1.31437558]],[[0.96200243]],[[0.98399045]],[[0.96885105]],[[1.07401025]],[[1.06719762]]
['ATF6'],[[0.95880701]],[[0.95646719]],[[1.01062802]],[[1.06085936]],[[1.98377637]],[[1.39769741]],[[1.19807296]],[[1.28884506]],[[0.91237331]],[[1.01445244]],[[0.81968643]],[[1.27364936]],[[1.04606202]]
['RNF146'],[[1.13601702]],[[1.37688949]],[[1.29037627]],[[1.39639584]],[[2.14702269]],[[1.56106892]],[[1.40296293]],[[1.51225063]],[[1.06927466]],[[1.18767592]],[[0.95258551]],[[1.22707382]],[[1.16664221]]
['FBXL5'],[[1.28760444]],[[1.62265938]],[[1.64924511]],[[1.69539961]],[[2.28468693]],[[1.74789866]],[[1.44766119]],[[1.52784155]],[[1.08140047]],[[1.18303615]],[[0.94361232]],[[1.24207677]],[[1.07250663]]
['NDUFB3'],[[1.05910219]],[[1.34245999]],[[1.43253123]],[[1.45284295]],[[2.23333095]],[[1.54376725]],[[1.81762529]],[[1.59175886]],[[1.15202896]],[[1.20344462]],[[0.9203833]],[[1.08700267]],[[0.93387291]]
['TRPM6'],[[1.29606127]],[[1.46574382]],[[1.49222642]],[[1.65110071]],[[2.03577449]],[[1.83399732]],[[1.40793461]],[[1.24183668]],[[0.97360293]],[[1.47285522]],[[0.93927012]],[[1.23959133]],[[1.09369964]]
['HSDL2'],[[1.18535208]],[[1.49788487]],[[1.40960886]],[[1.47386223]],[[2.118472]],[[1.67913741]],[[1.63437231]],[[1.52009695]],[[1.06074425]],[[1.30050987]],[[1.00676167]],[[1.24286273]],[[1.05268285]]
['CSF3R'],[[1.12613191]],[[1.22363701]],[[1.24997477]],[[1.39369087]],[[1.86880452]],[[1.67889866]],[[1.54030013]],[[1.4258873]],[[0.98275541]],[[1.28152112]],[[0.9015211]],[[1.39518741]],[[1.08050812]]
['EPCAM'],[[1.31919896]],[[1.0551957]],[[1.36124006]],[[1.25306064]],[[2.30468528]],[[0.72702109]],[[0.98065271]],[[1.16336859]],[[1.00710942]],[[1.17671947]],[[0.97676566]],[[1.06126857]],[[1.92550224]]
['TEK'],[[1.05548076]],[[1.11516674]],[[0.99891203]],[[1.3862831]],[[2.88336803]],[[0.41528868]],[[0.94793865]],[[1.37081283]],[[1.37706588]],[[1.76834987]],[[1.62293826]],[[1.02670592]],[[1.10945446]]
['TSHZ3'],[[1.17592468]],[[1.43457177]],[[1.46681881]],[[1.59733815]],[[1.84547972]],[[1.83707618]],[[1.8672638]],[[1.42877843]],[[1.07163901]],[[1.46405408]],[[1.01200027]],[[1.24748637]],[[1.10475656]]
['TBC1D15'],[[1.06689111]],[[1.15111677]],[[1.26241622]],[[1.29021231]],[[2.37860652]],[[1.16220288]],[[1.05671525]],[[1.3362611]],[[1.07879003]],[[1.15652021]],[[1.09927374]],[[1.30987943]],[[1.22193984]]
['GTDC1'],[[1.12896916]],[[1.20011418]],[[1.19205287]],[[1.23022079]],[[2.58579654]],[[1.3019723]],[[1.13372741]],[[1.4290867]],[[1.10731327]],[[1.1363804]],[[1.10483348]],[[1.07883546]],[[1.02158309]]
['SPATA1'],[[2.16638621]],[[2.13609346]],[[2.27625715]],[[2.14725503]],[[2.70802698]],[[1.90762724]],[[1.94071615]],[[2.20147857]],[[1.64304723]],[[1.68081385]],[[1.24317583]],[[1.75587003]],[[1.88508196]]
['TNFAIP6'],[[1.14941122]],[[1.54339593]],[[1.54700443]],[[1.53263516]],[[1.87625274]],[[1.68220294]],[[1.49170087]],[[1.07684904]],[[0.62372045]],[[1.54015862]],[[0.660953]],[[1.55847466]],[[1.05484544]]
['ACSL3'],[[1.12061307]],[[1.38558205]],[[1.38692605]],[[1.41795482]],[[2.34079423]],[[1.59763356]],[[1.37615472]],[[1.43626851]],[[1.03683443]],[[1.27258044]],[[0.97585453]],[[1.09583972]],[[1.13777824]]
['PREX1'],[[1.04891258]],[[1.19067124]],[[1.21828838]],[[1.35862192]],[[2.06876095]],[[1.31776847]],[[1.51680933]],[[1.2514495]],[[0.96156201]],[[1.41000187]],[[0.92744772]],[[1.25114665]],[[1.03472235]]
['TREM1'],[[1.11208876]],[[1.21475092]],[[1.22672382]],[[1.34220915]],[[2.48792046]],[[1.4021994]],[[1.59795608]],[[1.88745361]],[[1.4018188]],[[1.56265151]],[[1.35755836]],[[1.45118971]],[[1.19400638]]
['FFAR2'],[[1.05510181]],[[1.20032383]],[[1.19850455]],[[1.24634074]],[[1.6145593]],[[1.72259368]],[[1.531681]],[[1.222452]],[[0.82265211]],[[1.07885737]],[[0.67209955]],[[1.25740471]],[[0.96555181]]
['HNRNPH2'],[[0.99445351]],[[1.2068169]],[[1.19812598]],[[1.19643263]],[[1.99663852]],[[1.44844677]],[[1.42971127]],[[1.3764563]],[[1.00169413]],[[1.23819358]],[[0.96252618]],[[1.11646389]],[[1.00341094]]
['KDM4B'],[[1.08128889]],[[1.19488963]],[[1.25730764]],[[1.36858579]],[[1.82281427]],[[1.42375228]],[[1.45752532]],[[1.36850557]],[[1.03114629]],[[1.27954291]],[[0.93452062]],[[1.22905626]],[[1.08072039]]
['HIP1'],[[1.28669812]],[[1.62136508]],[[1.66622859]],[[1.83600604]],[[2.2580356]],[[1.86263046]],[[1.81113695]],[[1.46712778]],[[1.19481053]],[[1.38926067]],[[0.89137062]],[[1.2949976]],[[1.13784865]]
['STEAP4'],[[1.32175845]],[[1.70543062]],[[1.69456636]],[[1.75518353]],[[1.99347409]],[[1.68046956]],[[1.63674977]],[[1.40347156]],[[1.02176093]],[[1.41654777]],[[0.91335971]],[[1.32532262]],[[1.24931748]]
['APOBEC3A'],[[1.34859708]],[[1.47225149]],[[1.47885255]],[[1.69446385]],[[1.98649719]],[[1.67031327]],[[1.51957134]],[[1.42410595]],[[0.9819116]],[[1.36444783]],[[0.87531514]],[[1.3819034]],[[1.10759822]]
['ADCY4'],[[1.52286298]],[[1.83223706]],[[1.84926147]],[[2.00889669]],[[1.74608808]],[[1.71476362]],[[1.54275573]],[[1.43183532]],[[1.10039747]],[[1.23992831]],[[0.95559775]],[[1.15572286]],[[1.18925283]]
