['NDUFAF7'],[[1.09114321]],[[1.24234436]],[[1.25996178]],[[1.43014898]],[[1.93793956]],[[1.42644792]],[[0.96634989]],[[1.28246022]],[[0.96925688]],[[0.8433337]],[[1.10055187]],[[1.14872393]],[[1.07510961]]
['DNAJC25'],[[0.99393038]],[[0.96582446]],[[1.51088024]],[[1.33862043]],[[1.83241435]],[[1.37474125]],[[0.92335]],[[1.4727325]],[[1.15182953]],[[1.20190366]],[[1.23033793]],[[1.35134579]],[[1.16176894]]
['CYB5R4'],[[1.21676389]],[[1.44208799]],[[1.41595721]],[[1.53374345]],[[1.87489143]],[[1.47004249]],[[1.31131582]],[[1.41477751]],[[0.9813569]],[[1.38558835]],[[0.97883028]],[[1.31603267]],[[1.18660849]]
['TBC1D1'],[[1.14050793]],[[1.311434]],[[1.30138655]],[[1.42485407]],[[1.70193737]],[[1.23854475]],[[1.36477763]],[[1.33955695]],[[1.00196009]],[[1.28663492]],[[0.97609917]],[[1.11630807]],[[1.09266683]]
['DIP2B'],[[1.06620751]],[[1.25470982]],[[1.26924784]],[[1.36446467]],[[1.80936822]],[[1.39553537]],[[1.39789961]],[[1.30940053]],[[1.00404272]],[[1.29293188]],[[0.95423805]],[[1.23252565]],[[1.15781796]]
['SP100'],[[1.19013668]],[[1.3161358]],[[1.31485059]],[[1.39617432]],[[1.66300774]],[[1.48539217]],[[1.30634488]],[[1.39644987]],[[1.03770684]],[[1.13118874]],[[0.95388067]],[[1.19984861]],[[1.19449374]]
['KLF6'],[[1.0408134]],[[1.20804421]],[[1.23826282]],[[1.28177474]],[[1.88446272]],[[1.26536007]],[[1.33486601]],[[1.29811269]],[[0.92885088]],[[1.34930127]],[[0.9149872]],[[1.10652907]],[[1.03289144]]
['PDK3'],[[1.25498328]],[[1.47412349]],[[1.62349978]],[[1.61984764]],[[1.87233815]],[[1.56524144]],[[1.61150266]],[[1.58827334]],[[1.16735192]],[[1.34788795]],[[1.0843219]],[[1.10980938]],[[1.19912831]]
['SRBD1'],[[1.23950162]],[[1.41405862]],[[1.36518617]],[[1.48284292]],[[1.89661384]],[[1.17024322]],[[1.14533105]],[[1.38863096]],[[1.13442461]],[[1.37116831]],[[1.11089223]],[[1.22059876]],[[1.15699056]]
['SNX13'],[[1.19783554]],[[1.26925579]],[[1.37913936]],[[1.41114461]],[[1.72512619]],[[1.40196618]],[[1.13718944]],[[1.30962936]],[[0.932776]],[[1.15718848]],[[0.97958388]],[[1.19584022]],[[1.14231013]]
['MARK2'],[[1.08432702]],[[1.18937759]],[[1.23118906]],[[1.30109741]],[[1.52275378]],[[1.34631357]],[[1.49095886]],[[1.32844317]],[[0.99596419]],[[1.26661855]],[[0.94072979]],[[1.06569186]],[[1.04023045]]
['ACAP1'],[[1.04641761]],[[1.13033015]],[[1.13906998]],[[1.19954962]],[[1.67651603]],[[1.3317706]],[[1.08073872]],[[1.2020828]],[[0.9232258]],[[0.86332719]],[[0.91340309]],[[1.04533968]],[[0.89428089]]
['PICALM'],[[1.183602]],[[1.39069042]],[[1.42293082]],[[1.42955209]],[[1.71615776]],[[1.43492982]],[[1.36838942]],[[1.44156022]],[[1.10914898]],[[1.30902508]],[[0.9597056]],[[1.18272576]],[[1.14078197]]
['CLASP1'],[[1.03821754]],[[1.12797588]],[[1.11780164]],[[1.15651187]],[[1.70336767]],[[1.20538004]],[[1.01417593]],[[1.26299131]],[[1.03574953]],[[1.07998004]],[[1.03594]],[[1.13672021]],[[1.04012253]]
['SEMA3C'],[[1.48250287]],[[1.64006627]],[[1.79990275]],[[1.64988387]],[[1.84364284]],[[1.44752268]],[[1.55910845]],[[1.44401046]],[[1.21265024]],[[1.88036665]],[[1.28205221]],[[1.36779009]],[[1.47559636]]
['ARHGAP15'],[[1.22684913]],[[1.27470819]],[[1.32260293]],[[1.36020298]],[[1.72409087]],[[1.52092579]],[[1.11181581]],[[1.1373641]],[[0.74475868]],[[0.92322873]],[[0.83399188]],[[1.42254656]],[[1.10881664]]
['PAG1'],[[1.07927402]],[[1.06574895]],[[1.0255905]],[[1.04801498]],[[1.76677046]],[[1.47226616]],[[1.40733139]],[[1.19689856]],[[0.8562137]],[[0.91259982]],[[0.86644491]],[[1.0409694]],[[1.01310984]]
['PPP1R12B'],[[1.26038121]],[[1.47070799]],[[1.5893402]],[[1.79694508]],[[1.56192063]],[[1.1967577]],[[0.85906072]],[[0.94702619]],[[0.84917487]],[[1.54890076]],[[0.98568235]],[[1.26448854]],[[1.28572832]]
['NEBL'],[[0.81658418]],[[0.91976016]],[[1.06924994]],[[0.85361384]],[[3.75911514]],[[1.32253102]],[[0.27079194]],[[2.31370685]],[[2.23986484]],[[0.56689123]],[[3.11878014]],[[1.02670592]],[[0.77601491]]
['TP53INP2'],[[1.06097428]],[[1.23037251]],[[1.31339542]],[[1.37442466]],[[1.86340815]],[[0.88852848]],[[1.19832957]],[[1.09264342]],[[0.91554569]],[[1.8279694]],[[1.18389146]],[[1.41560242]],[[1.14861291]]
['RFX3'],[[1.12706334]],[[1.27092385]],[[1.30321608]],[[1.3740843]],[[1.83152404]],[[1.116018]],[[1.1803698]],[[1.38075198]],[[1.12133585]],[[1.12913515]],[[1.01536553]],[[1.14984847]],[[1.20170841]]
['RAB21'],[[1.03440926]],[[1.23899145]],[[1.17885183]],[[1.20118659]],[[1.76814658]],[[1.21529144]],[[1.34182244]],[[1.33747255]],[[1.02744481]],[[1.21515154]],[[0.9958238]],[[1.0797838]],[[1.06468392]]
['PSEN1'],[[1.10781321]],[[1.29648782]],[[1.29302693]],[[1.35553491]],[[1.64625266]],[[1.45363722]],[[1.49468369]],[[1.42250281]],[[0.99394062]],[[1.33709231]],[[0.98942772]],[[1.1677573]],[[1.09428398]]
['PHLPP1'],[[1.19497193]],[[1.3614033]],[[1.42616137]],[[1.50547965]],[[1.66857065]],[[1.38878357]],[[1.48440025]],[[1.33111273]],[[0.91297383]],[[1.38659003]],[[1.15387134]],[[1.14360334]],[[1.12319558]]
['RNF13'],[[1.03652929]],[[1.23135637]],[[1.24109676]],[[1.31883554]],[[1.83110525]],[[1.2221678]],[[1.17775786]],[[1.21023247]],[[0.88568522]],[[1.30466822]],[[0.91463648]],[[1.20351615]],[[1.1060375]]
['KAT6A'],[[1.01219965]],[[1.10924972]],[[1.13837448]],[[1.19772106]],[[1.81178459]],[[1.40093923]],[[1.27684059]],[[1.26164557]],[[0.89420744]],[[1.10666413]],[[0.93927053]],[[1.20622656]],[[1.12506236]]
['ZCCHC6'],[[1.0628654]],[[1.16796293]],[[1.18963908]],[[1.30584772]],[[1.69403205]],[[1.26787097]],[[1.12435819]],[[1.22105153]],[[0.9158447]],[[1.24296163]],[[0.93281321]],[[1.20020826]],[[1.13866427]]
['ZNF586'],[[1.20454463]],[[1.32414019]],[[1.27564905]],[[1.42994416]],[[1.73047402]],[[1.410634]],[[1.08368221]],[[1.31059942]],[[0.96204151]],[[1.11139732]],[[0.92254148]],[[1.33529685]],[[1.10832506]]
['CHMP2B'],[[1.12796407]],[[1.28701807]],[[1.32866179]],[[1.30247865]],[[1.90235201]],[[1.40177879]],[[1.34399535]],[[1.42958959]],[[0.97940171]],[[1.17455487]],[[1.02137989]],[[1.31779086]],[[1.14830113]]
['NCOA1'],[[1.0742295]],[[1.16473986]],[[1.15407926]],[[1.22643141]],[[1.61487157]],[[1.39368271]],[[1.31101078]],[[1.29869699]],[[0.9678581]],[[1.22799063]],[[0.94472144]],[[1.16404893]],[[1.1305642]]
['SLC25A24'],[[0.94674698]],[[1.05919433]],[[1.05676514]],[[1.08125897]],[[1.74752692]],[[1.38925818]],[[1.22147993]],[[1.45331363]],[[1.01030893]],[[0.8673683]],[[0.87130967]],[[0.75594012]],[[0.94947453]]
['PPEF1'],[[1.92264698]],[[2.09421391]],[[1.40463733]],[[1.77444527]],[[1.87675982]],[[0.93907987]],[[0.9607492]],[[1.48445517]],[[1.16292672]],[[1.38835346]],[[0.98458838]],[[1.45594016]],[[1.7161558]]
['PPP1R15A'],[[0.99755057]],[[0.99780096]],[[1.06495625]],[[1.06153822]],[[1.66484068]],[[1.33294871]],[[1.53100841]],[[1.24631871]],[[0.89964771]],[[1.44235162]],[[0.95757495]],[[1.2877194]],[[1.109358]]
['ERGIC2'],[[1.00503889]],[[1.28103105]],[[1.2635626]],[[1.25222485]],[[1.82354661]],[[1.26673747]],[[1.02884185]],[[1.26426565]],[[0.94603131]],[[1.0842117]],[[1.00737448]],[[1.10829573]],[[1.09817933]]
['SPTLC1'],[[1.12070048]],[[1.1972405]],[[1.18128245]],[[1.28066979]],[[1.6718607]],[[1.2214037]],[[1.27516352]],[[1.37696207]],[[1.00385851]],[[1.07289544]],[[0.98137098]],[[1.07235066]],[[1.04110074]]
['SLC7A8'],[[0.86895252]],[[0.76130815]],[[0.71006886]],[[0.61441341]],[[1.62317866]],[[0.56831646]],[[0.56378386]],[[0.68791436]],[[0.78781949]],[[1.03209271]],[[0.48759978]],[[0.98254198]],[[1.29655983]]
['MAST3'],[[1.08200677]],[[1.19035542]],[[1.27698668]],[[1.3607143]],[[1.54555902]],[[1.23277918]],[[1.41198611]],[[1.21733105]],[[0.9424817]],[[1.34500338]],[[0.96772586]],[[1.1796425]],[[1.0746384]]
['MKNK2'],[[0.87619176]],[[0.92530656]],[[0.96345604]],[[1.01767458]],[[1.49028731]],[[1.1885682]],[[1.40839479]],[[1.18239681]],[[1.00409055]],[[1.34223379]],[[0.89233564]],[[1.08971546]],[[1.0093059]]
['RBM23'],[[1.1070091]],[[1.17554395]],[[1.14491734]],[[1.26639215]],[[1.67645314]],[[1.23333391]],[[1.235212]],[[1.32174569]],[[0.98543869]],[[1.19410136]],[[1.00942699]],[[1.1838038]],[[1.07286714]]
['NIN'],[[1.16412866]],[[1.35739137]],[[1.34401532]],[[1.41537359]],[[1.67916797]],[[1.40213726]],[[1.41988014]],[[1.37896414]],[[1.02811667]],[[1.21756565]],[[0.98469099]],[[1.13606217]],[[1.10968218]]
['SUSD6'],[[1.00307066]],[[1.11874115]],[[1.12895465]],[[1.19428889]],[[1.51753516]],[[1.34254703]],[[1.43942156]],[[1.28262395]],[[0.9094195]],[[1.32022233]],[[0.93152235]],[[1.19393315]],[[1.04094289]]
['GMPR2'],[[0.93956871]],[[0.9851856]],[[1.00314563]],[[1.02632465]],[[1.53709243]],[[1.24999763]],[[1.26196778]],[[1.26620299]],[[0.92449198]],[[1.12492677]],[[0.86811685]],[[1.11572401]],[[0.95916463]]
['MAP1LC3A'],[[0.87998424]],[[1.21067916]],[[1.16353987]],[[1.16408117]],[[1.3258478]],[[0.80704639]],[[1.16702395]],[[0.70476716]],[[0.59597149]],[[1.369934]],[[0.61288432]],[[0.95657323]],[[0.88175616]]
['TBL1X'],[[1.01975335]],[[1.1479152]],[[1.17111405]],[[1.24277932]],[[1.55972502]],[[1.39800885]],[[1.43278049]],[[1.36638276]],[[1.03993834]],[[1.34024832]],[[0.98815055]],[[1.14063778]],[[1.10330431]]
['FNDC3A'],[[1.12779545]],[[1.32665925]],[[1.31941307]],[[1.37043529]],[[1.75298993]],[[1.27777578]],[[1.16334836]],[[1.392294]],[[1.05363724]],[[1.10948742]],[[1.07632615]],[[1.10455575]],[[1.08894177]]
['KLF5'],[[1.02286517]],[[1.12414757]],[[0.99280794]],[[1.14809851]],[[1.57710906]],[[1.44956238]],[[1.37818707]],[[1.16240366]],[[0.97196656]],[[1.17331583]],[[0.9790948]],[[0.92398322]],[[0.85916286]]
['PARP4'],[[1.11647459]],[[1.21334854]],[[1.19678562]],[[1.25537124]],[[1.90654924]],[[1.38506742]],[[1.30488537]],[[1.34293889]],[[1.02338875]],[[1.13703005]],[[1.00887074]],[[1.06344075]],[[1.02857806]]
['SUPT20H'],[[1.10162301]],[[1.19171492]],[[1.18385141]],[[1.27292377]],[[1.77624063]],[[1.21967385]],[[1.10103588]],[[1.18675963]],[[0.8951598]],[[1.07879667]],[[0.93936447]],[[1.13984204]],[[1.05441856]]
['INTS6'],[[1.19107356]],[[1.34683789]],[[1.35237092]],[[1.39043455]],[[1.95774977]],[[1.36609622]],[[1.12299503]],[[1.32223214]],[[1.01302045]],[[1.08286004]],[[1.08567647]],[[1.22743038]],[[1.16946766]]
['DHRS12'],[[1.17795418]],[[1.30521123]],[[1.27638521]],[[1.48384387]],[[1.80028244]],[[1.55914838]],[[1.3471372]],[[1.18152264]],[[0.95083789]],[[1.08224429]],[[0.79522151]],[[1.35794726]],[[1.11287713]]
['LYRM1'],[[1.08979242]],[[1.2716269]],[[1.23997468]],[[1.25584951]],[[1.8789888]],[[1.38651129]],[[1.47741285]],[[1.3541946]],[[1.0412492]],[[1.20223648]],[[0.98383541]],[[1.0836343]],[[1.03330678]]
['LONP2'],[[1.05454764]],[[1.07825576]],[[1.08603131]],[[1.10163001]],[[1.70018303]],[[0.99717301]],[[0.8966268]],[[1.22319794]],[[0.97356138]],[[0.96417907]],[[1.11577408]],[[1.02648964]],[[1.05564582]]
['N4BP1'],[[1.03353287]],[[1.12515966]],[[1.17741366]],[[1.15075949]],[[1.57009619]],[[1.50405489]],[[1.28906069]],[[1.1694895]],[[0.767319]],[[1.20493473]],[[0.85051261]],[[1.20662784]],[[1.01630294]]
['USP10'],[[1.10843336]],[[1.35685693]],[[1.34104572]],[[1.41590978]],[[1.77923966]],[[1.16000456]],[[1.56102868]],[[1.30726613]],[[1.04639003]],[[1.34050558]],[[1.04947161]],[[1.0616053]],[[0.99663518]]
['BCKDK'],[[0.87468477]],[[0.84814132]],[[0.82999966]],[[1.07190501]],[[1.41501146]],[[1.20582918]],[[1.29500378]],[[1.14761057]],[[0.91786233]],[[1.1894864]],[[0.83564754]],[[0.95587143]],[[0.85750495]]
['NBN'],[[1.07966066]],[[1.24104099]],[[1.15794359]],[[1.25796911]],[[1.74426369]],[[1.33761402]],[[1.223366]],[[1.421908]],[[0.91954206]],[[0.96754967]],[[0.94419525]],[[1.05917706]],[[1.09391459]]
['UBE2W'],[[1.11054376]],[[1.2920943]],[[1.33850528]],[[1.35020398]],[[1.90360934]],[[1.4316903]],[[1.42259093]],[[1.46993413]],[[1.06358953]],[[1.2024473]],[[1.06248313]],[[1.19419995]],[[1.08269154]]
['EMC2'],[[0.92792485]],[[1.11188017]],[[1.10056064]],[[1.06497756]],[[1.65993375]],[[1.13582389]],[[0.86614737]],[[1.17633067]],[[0.86534276]],[[0.90854478]],[[0.91131809]],[[1.0578901]],[[0.85554471]]
['ERI1'],[[1.20547316]],[[1.43439483]],[[1.46229777]],[[1.38628288]],[[2.14300458]],[[1.47086908]],[[1.10117249]],[[1.33825749]],[[0.97689133]],[[1.15663907]],[[1.01839874]],[[1.26667262]],[[1.1682893]]
['CCDC9'],[[0.90083237]],[[0.88711736]],[[0.91070051]],[[1.00207451]],[[1.49848891]],[[1.04226649]],[[1.03976605]],[[1.08038264]],[[0.89572369]],[[1.22915357]],[[0.86654698]],[[1.04414108]],[[0.88132182]]
['ELL'],[[1.11232568]],[[1.1418759]],[[1.13797613]],[[1.21531092]],[[1.5615414]],[[1.31764669]],[[1.39444264]],[[1.24476446]],[[0.92855397]],[[1.28914924]],[[0.87756876]],[[1.20559972]],[[1.06068169]]
['HBP1'],[[0.96280987]],[[1.14874107]],[[1.16913388]],[[1.18206441]],[[1.72151775]],[[1.12423999]],[[1.20791544]],[[1.28812696]],[[0.94474143]],[[1.23532613]],[[0.96034034]],[[1.16015663]],[[1.01688847]]
['ZC3HAV1'],[[1.00777549]],[[1.09561599]],[[1.18229569]],[[1.27899856]],[[2.02462376]],[[1.17935282]],[[1.04367583]],[[1.25511781]],[[1.02964182]],[[1.10846953]],[[0.9350479]],[[1.17258038]],[[1.10289718]]
['COA1'],[[1.04515687]],[[1.17757787]],[[1.2603953]],[[1.37609568]],[[1.98966436]],[[0.84985133]],[[0.86533446]],[[1.21832057]],[[1.02117148]],[[1.42055109]],[[1.06536075]],[[1.07405479]],[[1.04101986]]
['SHOC2'],[[1.04076449]],[[1.28114926]],[[1.27456397]],[[1.28532076]],[[1.81903652]],[[1.35091393]],[[1.29475974]],[[1.43384318]],[[1.10969532]],[[1.26450884]],[[1.03910228]],[[1.1557349]],[[1.10356175]]
['TSPAN14'],[[1.13013395]],[[1.16472064]],[[1.1748691]],[[1.29375199]],[[1.85523609]],[[1.34633215]],[[1.38131215]],[[1.42900391]],[[1.11397756]],[[1.13296215]],[[1.05508839]],[[1.00937274]],[[0.9467907]]
['NUFIP2'],[[1.08122954]],[[1.24252304]],[[1.22742982]],[[1.27447336]],[[1.81885325]],[[1.28333632]],[[1.15486676]],[[1.35573634]],[[1.0103789]],[[1.1099188]],[[1.03561317]],[[1.19773196]],[[1.16181946]]
['RAPGEFL1'],[[1.18331737]],[[1.24759391]],[[1.10914757]],[[1.3622232]],[[1.38293825]],[[1.52384358]],[[1.01000292]],[[1.25794777]],[[0.86599272]],[[1.15646494]],[[0.87698103]],[[1.23264]],[[1.09556554]]
['MLX'],[[0.9775802]],[[1.11295826]],[[1.01914025]],[[1.18392257]],[[1.60119314]],[[1.17467333]],[[1.38259728]],[[1.31336629]],[[0.97588714]],[[1.20109455]],[[0.90979417]],[[0.9140359]],[[0.89534667]]
['IFT20'],[[1.02938535]],[[1.23846803]],[[1.03896767]],[[1.11909257]],[[1.63300468]],[[1.14307551]],[[1.16009592]],[[1.33041924]],[[1.13916845]],[[0.96011587]],[[1.01529119]],[[1.08712334]],[[1.08898983]]
['PHF12'],[[1.08161287]],[[1.16179701]],[[1.17630875]],[[1.31753109]],[[1.59132869]],[[1.34603342]],[[1.30169103]],[[1.24740313]],[[0.96865833]],[[1.23184879]],[[0.97111958]],[[1.16007424]],[[1.05147008]]
['ELF2'],[[1.09344446]],[[1.19325442]],[[1.22626284]],[[1.39652122]],[[1.9243524]],[[1.39626653]],[[1.12508517]],[[1.34302933]],[[1.03069756]],[[1.20619168]],[[1.04688745]],[[1.28361722]],[[1.24463693]]
['NUP98'],[[0.99315245]],[[1.09886967]],[[1.11506329]],[[1.17532077]],[[1.67935736]],[[1.14491689]],[[1.16708997]],[[1.2807693]],[[1.13285679]],[[1.23375445]],[[1.02440654]],[[1.16219107]],[[1.0896676]]
['ARPC3'],[[0.99161675]],[[1.26544691]],[[1.12607352]],[[1.16827129]],[[1.6027412]],[[1.37828389]],[[1.37399281]],[[1.34061741]],[[0.9940341]],[[1.22379579]],[[0.86660339]],[[1.0293289]],[[0.88724194]]
['UHRF1BP1L'],[[1.1646417]],[[1.39333565]],[[1.42698815]],[[1.40472301]],[[1.70703502]],[[1.51999429]],[[1.34399541]],[[1.47403737]],[[0.99239188]],[[1.2584854]],[[1.0015832]],[[1.17646572]],[[1.14915817]]
['CLEC4A'],[[1.24718868]],[[1.90127303]],[[1.44156789]],[[1.65244119]],[[1.39059019]],[[1.66839127]],[[1.74077346]],[[1.68459943]],[[1.06292305]],[[0.95426102]],[[1.02198096]],[[1.38110439]],[[1.13344288]]
['SERINC1'],[[1.02084512]],[[1.26719136]],[[1.24319901]],[[1.21905729]],[[1.79718178]],[[1.28266304]],[[1.33638339]],[[1.28424632]],[[0.92468894]],[[1.19947131]],[[0.86488592]],[[1.09149944]],[[1.04701655]]
['PTP4A1'],[[1.01403816]],[[1.2750764]],[[1.2457401]],[[1.22408311]],[[1.65709348]],[[1.19331416]],[[1.38597002]],[[1.20741757]],[[0.87385719]],[[1.13580734]],[[0.89861711]],[[0.96708129]],[[0.92648084]]
['TMEM30A'],[[1.04208104]],[[1.23592229]],[[1.22311598]],[[1.2137076]],[[1.7410177]],[[1.18635747]],[[1.20909738]],[[1.30966517]],[[0.92660883]],[[1.09655258]],[[0.96224689]],[[1.04523294]],[[1.03309132]]
['BRD8'],[[1.0680069]],[[1.16770024]],[[1.1346016]],[[1.1928497]],[[1.60936449]],[[1.23443171]],[[1.10692682]],[[1.20665412]],[[0.89668793]],[[1.07825271]],[[0.9581409]],[[1.17321529]],[[1.09971748]]
['CLK4'],[[1.17456438]],[[1.3755617]],[[1.3856052]],[[1.38725339]],[[2.07391908]],[[1.39985914]],[[1.06763853]],[[1.41254174]],[[1.03942249]],[[1.11951195]],[[1.06896905]],[[1.26953672]],[[1.17847509]]
['FAM172A'],[[1.20416285]],[[1.33336888]],[[1.27828661]],[[1.32333189]],[[1.79041257]],[[1.37512223]],[[1.18172086]],[[1.31795788]],[[0.93643986]],[[0.92454139]],[[0.94940841]],[[1.16842397]],[[1.14098974]]
['ABCC5'],[[1.25159936]],[[1.61408611]],[[1.6598411]],[[1.73085825]],[[1.55203272]],[[1.22445652]],[[1.07496351]],[[1.25201661]],[[1.0634191]],[[1.34956107]],[[1.00758112]],[[1.20908922]],[[1.22094734]]
['SF3B6'],[[1.04143901]],[[1.30626361]],[[1.19205287]],[[1.22838836]],[[1.67287046]],[[1.30790177]],[[1.51627486]],[[1.39793667]],[[1.09853067]],[[1.2194235]],[[0.96450011]],[[1.15583009]],[[0.98252989]]
['CYTIP'],[[1.04838005]],[[1.1288611]],[[1.15886225]],[[1.20927969]],[[1.74550446]],[[1.15308757]],[[1.13485601]],[[1.18747708]],[[0.93453613]],[[1.14230544]],[[0.92077473]],[[1.07683685]],[[0.96395837]]
['ITGB6'],[[1.26038094]],[[1.40182984]],[[1.27583134]],[[1.69205985]],[[1.76314953]],[[1.50315003]],[[0.95247306]],[[1.26270453]],[[1.05802882]],[[0.91259988]],[[0.86144626]],[[1.19316501]],[[1.28717809]]
['STRN'],[[1.12292298]],[[1.28078807]],[[1.27706324]],[[1.30065057]],[[1.916183]],[[1.3321836]],[[1.27605123]],[[1.40723169]],[[1.07800795]],[[1.17714849]],[[1.05176739]],[[1.14954903]],[[1.14195313]]
['PLCL1'],[[1.12295722]],[[1.07327802]],[[1.14351327]],[[1.23340093]],[[1.3656781]],[[1.03995487]],[[0.94261677]],[[1.00831892]],[[0.73587684]],[[1.10677841]],[[0.77534658]],[[1.21246282]],[[1.13140994]]
['LRRC42'],[[0.78125452]],[[0.87455239]],[[0.75575303]],[[0.8727199]],[[1.59928974]],[[0.9287409]],[[1.04808847]],[[1.06782797]],[[0.83412551]],[[0.69512203]],[[0.92665393]],[[0.77369375]],[[1.04772119]]
['STXBP3'],[[1.12436746]],[[1.36666471]],[[1.26647316]],[[1.31779737]],[[1.85589666]],[[1.48228551]],[[1.35065869]],[[1.52912978]],[[1.10795523]],[[1.26962702]],[[1.04377869]],[[1.21468545]],[[1.04482798]]
['TSNAX'],[[0.96507374]],[[1.14765716]],[[1.09870643]],[[1.17900218]],[[1.81150163]],[[1.1358415]],[[1.14294037]],[[1.31234455]],[[1.03342919]],[[1.10272508]],[[1.01912823]],[[1.07095115]],[[0.95316372]]
['LGALS8'],[[1.0445516]],[[1.14372438]],[[1.17284653]],[[1.1683961]],[[1.89104666]],[[1.56807125]],[[1.18806158]],[[1.42928264]],[[1.03094465]],[[0.95704381]],[[0.97703693]],[[1.10339327]],[[0.99605986]]
['ZNF684'],[[1.01875462]],[[1.07704214]],[[1.11300034]],[[1.53549279]],[[2.13206267]],[[0.8978955]],[[0.84926993]],[[1.42985503]],[[1.08598104]],[[1.06354863]],[[1.27823091]],[[1.29533947]],[[1.06679994]]
