seed,N,train_corr,test_corr,train_mse,test_mse,time_sec
150,40,0.9714487520430362,0.9651286715655698,6.136022245017144,7.052577851647017,11.706738233566284
150,45,0.9614666369492806,0.9481336043051254,8.239373140298623,10.399011587362015,13.41504430770874
150,50,0.968742100688966,0.95777348863497,6.708493165191056,8.508314691196516,12.682034254074097
150,55,0.9765903454539264,0.97005099756306,5.044149951821001,6.076683277406313,12.945160388946533
150,60,0.9774555888665764,0.9700713049203706,4.859839903899326,6.06798841240273,12.231421947479248
150,65,0.9706473832021183,0.9599965881689975,6.30568205914453,8.072205498689657,13.132716417312622
150,70,0.9784464537423014,0.9704296480620039,4.648569696264564,5.996996746610492,12.269375562667847
150,75,0.9803085787599006,0.9717397824804035,4.2509526517038045,5.7355797906894095,12.161789417266846
150,80,0.9779329536016417,0.9674447111827591,4.758083971959198,6.592656410449327,12.744789361953735
150,85,0.9804947729578641,0.9709476360852252,4.21115314989622,5.892866828497153,12.99114441871643
150,90,0.9805113837402025,0.9713471618036663,4.207602459385065,5.814561152694079,12.06044626235962
150,95,0.9812106870018484,0.971918502985345,4.05805457910306,5.698682765288765,13.646366357803345
150,100,0.9813635499988401,0.9715669547585205,4.025350174730142,5.768911061806463,13.201138496398926
150,105,0.981691809476123,0.9703957355041823,3.955103613393898,6.002905385114864,12.830997467041016
150,110,0.9817268053291841,0.9727320476394992,3.9476130322300804,5.535701699849994,13.686676263809204
150,115,0.9821697047252183,0.9702274217835308,3.8527930308474083,6.044725684437534,13.162137508392334
150,120,0.9827811681211833,0.9707779162955557,3.721814999270818,5.931207958705008,13.358713865280151
150,125,0.9830048939976135,0.9703265111995607,3.673871694520966,6.0168721590631415,13.715280532836914
150,130,0.9831377778921083,0.9691173235699517,3.6453900707155222,6.261455216952254,14.16729998588562
150,135,0.983324426599197,0.9708292964650543,3.60537836128657,5.9209091685534965,14.163158416748047
150,140,0.9835468098015705,0.9685249009879999,3.5576964719463726,6.377543031042836,14.068835735321045
150,145,0.9838283404297107,0.9676048439404312,3.4973169694206003,6.561473804182665,13.778386116027832
150,150,0.9845236519875845,0.967664041187174,3.3481205319299328,6.5713164308294,14.23202657699585
