N,Train_MSE,Train_r,Test_MSE,Test_r,Avg_Topological_Entropy,Random seed
2,0.1624408334762033,0.8154027984942227,0.1632164416512202,0.815544727335252,0.048215119085984,46
3,0.1615037694626462,0.8165871374064433,0.161837814146754,0.8172708479879379,0.0531591651213383,46
4,0.1569936729829209,0.8222647005824761,0.1566695517176076,0.8237355943461695,0.0565038380202144,46
5,0.1485960301440994,0.8327325823159377,0.1487216245681141,0.8335785818506494,0.0582983936886716,46
6,0.1500197006736869,0.8309672365681233,0.1523327344342246,0.8291203251608583,0.0572594641282025,46
7,0.1436906353569987,0.8387868322165927,0.14402910627252,0.8393269114388274,0.0575792260780003,46
8,0.1420853718904942,0.8407586102508275,0.1433474833804823,0.8401674186327661,0.0587799011246041,46
9,0.1390586901217289,0.8444638379459463,0.1397179116322337,0.8445826727934831,0.0612261577719682,46
10,0.1330723828790602,0.8517446817742306,0.1358334970668149,0.8493253447869933,0.061980008703366,46
20,0.1125714218110903,0.8762208184392428,0.1164286123473969,0.8724170813777348,0.0628068486527044,46
30,0.0977177077674671,0.8935358915836509,0.103208735257987,0.8878406569779962,0.0668537734482506,46
40,0.0905513364863741,0.9017708888736886,0.0967524935026345,0.8952967366309752,0.0676610398624853,46
50,0.0790274492406095,0.9148577780536788,0.0863729426116867,0.9070959875185144,0.0676421372554927,46
60,0.0769945822594229,0.9171469870145392,0.0844652074661278,0.9092879679399876,0.0697265296792304,46
70,0.0746761916970186,0.9197507720143704,0.0831131186622486,0.9108440531661468,0.0701406469404239,46
80,0.0689368071764413,0.9261651851045014,0.078439283427026,0.9160955631481992,0.0711252238044631,46
90,0.0658538197423793,0.9295925013409456,0.0752757287784895,0.9196147463557248,0.0700441203074109,46
100,0.0649612515850354,0.9305824006603084,0.0770804537658326,0.9176630885983852,0.0710397106589567,46
150,0.0570571596037287,0.9393028835666783,0.0722002703370577,0.9231126845698354,0.0731805904113781,46
200,0.0523633668567307,0.9444433802474042,0.072181469097275,0.9232506232808216,0.0739561530551169,46
250,0.0490047799046989,0.9481044944875834,0.0722340831761754,0.9233641953119436,0.0746457735502257,46
300,0.0461474160775406,0.9512081436319556,0.0751293791559588,0.9203074406732096,0.0752844532131817,46
2,0.1659224916869054,0.8120192880630726,0.1598983707537255,0.8157049537192813,0.047453060461213,2
3,0.1584718875437892,0.8213836451150771,0.153344333382947,0.8240836638835414,0.052316570772281,2
4,0.1535143398519328,0.8275557380659115,0.1484024617976734,0.830347527086299,0.0571885043290599,2
5,0.1478513528969602,0.8345502099057465,0.1431984690699638,0.8369046272891805,0.0560233996056081,2
6,0.1501296318706831,0.8317431840708012,0.1448540814443055,0.8347809629604368,0.0604904749069681,2
7,0.1472845546030557,0.8352469005207978,0.1420983834376892,0.8382389785226376,0.0619622851366196,2
8,0.1415954198804672,0.8422095552550051,0.1366755574818312,0.8449663905821823,0.0616883841353312,2
9,0.1415825950694095,0.8422251072053635,0.1381117512541905,0.8432079603103149,0.0606005071274001,2
10,0.1372536871243002,0.8474844381889156,0.1332861393394221,0.8491715386564962,0.0589871737512662,2
20,0.115393181355856,0.8735603226525338,0.1133635128344503,0.8733823062563761,0.0647441209088003,2
