N,Train_MSE,Train_r,Test_MSE,Test_r,Avg_Topological_Entropy,Random seed
2,0.1517776923869943,0.6944086942264227,0.1596818202433777,0.6815459644363803,0.0482924613721791,46
3,0.1506407329045916,0.6971943372293514,0.1579970151077027,0.6856638552181001,0.0531388407078353,46
4,0.1446010468672501,0.7118182229539112,0.1523088727419385,0.6994667997341535,0.0565481389781008,46
5,0.1356979835458538,0.7328425505809548,0.1413490235172237,0.7252043387822662,0.0583108868151058,46
6,0.1361049396169178,0.7318946539906617,0.1411536498477933,0.7256796077992442,0.0573103512064776,46
7,0.1327463643690366,0.7396807747125267,0.1392356459191613,0.7300586974936317,0.0576014864907695,46
8,0.1305592543257672,0.7447073943835087,0.1377843747688324,0.7334467515765677,0.0589318510276843,46
9,0.1256253654201921,0.7559242452702523,0.1330033076403715,0.7443071113000278,0.0612362216708101,46
10,0.1220671946000943,0.7639111813540782,0.1293036115311584,0.7526253378351062,0.0619029536646737,46
20,0.1001253748867131,0.8114284447173471,0.1068423982219787,0.8010324681714729,0.0629605222054713,46
30,0.0836075132114956,0.8454394076455258,0.0905808032153765,0.8343814638119842,0.0670101853454651,46
40,0.0784778857278916,0.8557264954290795,0.0861459605284974,0.84326894060413,0.0677281326412199,46
50,0.0679612609162513,0.8764393565124884,0.0762620577053565,0.8626973710905472,0.0677239519069125,46
60,0.0662859801386133,0.8796938501861531,0.0754826610959128,0.8642918367795008,0.0697365321358923,46
70,0.0635355806038522,0.8850109759642031,0.0735390428596078,0.8680545672709656,0.0701635225712268,46
80,0.058388194901533,0.8948771147893284,0.0680192816383017,0.8786471973967818,0.0710641741625798,46
90,0.0555424889105153,0.9002851515389022,0.0659570290400985,0.8825837721553803,0.0700690372539702,46
100,0.0549000867286705,0.90150149723681,0.065545798929318,0.8833444714918075,0.0709616502938524,46
150,0.047941890881768,0.9145727225280316,0.0621132563088311,0.8899178802929028,0.0731163072816022,46
200,0.0434989901726718,0.9228220283511784,0.0607767261341428,0.8926782664530709,0.0739406728076477,46
250,0.0404128567386879,0.9285090372028204,0.0608779429682791,0.8924809906056157,0.0745138938342408,46
300,0.0378704522232492,0.933168046358036,0.0610979983626302,0.8924331951408502,0.0752441520596208,46
2,0.1534071536751301,0.6931877456995401,0.1504050543996098,0.6931213983040835,0.0474515628052759,2
3,0.1499046820105849,0.7016913195901764,0.1457340854252968,0.7046636569573164,0.0523496862679328,2
4,0.1435385062387923,0.7168880026658672,0.140243789617247,0.7180023033753866,0.0573196080449532,2
5,0.1354888232624528,0.7356542711587126,0.1323107910780973,0.736842717716889,0.0560088707320321,2
6,0.1358768104568516,0.7347606032247218,0.1337125712632927,0.7334918515515021,0.0606260139788528,2
7,0.1372441282633592,0.7316030420003448,0.1353275857425681,0.7297157544832615,0.0621136373603153,2
8,0.1291966877486067,0.7499963050817318,0.1263024063714733,0.7507761465342381,0.0617038539752358,2
9,0.1284936499478901,0.7515817862962044,0.1253085421865298,0.7530408465124059,0.0606921539054573,2
10,0.1281058078779014,0.7524549795900819,0.1263855908504783,0.7506553790799169,0.0590815322380496,2
20,0.1038675156267645,0.8051508690330075,0.1022449523336288,0.8041850356406859,0.064815054343702,2
30,0.0870988410461582,0.8396740627685534,0.0875132984065536,0.8352979510928598,0.067865328309154,2
40,0.0777095659097985,0.8583984744910058,0.0800196607319238,0.8507435968814813,0.0679212009109602,2
50,0.0725822188011964,0.8684531924121375,0.0752814585994226,0.8603662991384327,0.0675386831508054,2
60,0.0669886481928655,0.8792910544711405,0.0710413225681888,0.8688010627515441,0.069404126602124,2
70,0.0612390018634062,0.8902938203810752,0.065087475158226,0.8805643120873876,0.0708942171232737,2
80,0.0590937983623001,0.8943643017257497,0.0632092251317888,0.884234785160467,0.0714529988305368,2
90,0.0571690477490818,0.8980007752247259,0.0629471003561691,0.8848020225591242,0.0714784669317002,2
100,0.0545146899364953,0.9029916862224308,0.0600158522898301,0.8904598701716555,0.0718071139878299,2
150,0.0483388877340124,0.9144984607602532,0.0581904609943262,0.8942019479094646,0.0733303574931129,2
200,0.0445690760563919,0.921451762094566,0.0578810378105981,0.8950903090904234,0.0737703950424291,2
250,0.0406609649252084,0.928605188335362,0.0572559649023435,0.8965018392619668,0.0749292561360655,2
300,0.0386699393339897,0.932228465703852,0.0593680711644464,0.8927725028443059,0.0753519759967582,2
2,0.1533153276776429,0.6914834207237409,0.1527463652117824,0.6950618869823311,0.0483518159728522,10
3,0.1462958084526752,0.7085494297688699,0.1461715785895384,0.7108521685317291,0.0520251725332518,10
4,0.1408077063396872,0.7216109743975024,0.1400569435927082,0.7252827307518904,0.0552913578268973,10
5,0.1404131643813547,0.7225400365514915,0.141446015572573,0.7220043132487517,0.057653753022629,10
6,0.1368481802855517,0.730888802987169,0.1375805618798176,0.7310162072596027,0.0589000186620208,10
7,0.1309837185005885,0.7444190755946212,0.1326302951288079,0.7423811085068046,0.0589937170607819,10
8,0.1307847270943662,0.7448738820154908,0.1314917853043877,0.7449644231175541,0.0580159122358077,10
9,0.127261264951046,0.752881344538264,0.1274892517558141,0.7540137198513575,0.0614157354030563,10
10,0.1220117535296109,0.7646558122818277,0.1249569960539022,0.7596769590338576,0.0589359179357327,10
20,0.1005897463453368,0.8109341769000746,0.1028882432492194,0.8073321537812207,0.0647826944417425,10
30,0.0872231340631379,0.8385173342715129,0.0910413828597321,0.8318531790525666,0.0651287109864215,10
40,0.0785892424220617,0.8558616778907245,0.0829479363482613,0.848143398812915,0.0681867570157753,10
50,0.0708264180218877,0.8711613969515439,0.0770874744316983,0.8597744704001131,0.0694700654441538,10
60,0.0650578133718133,0.882358921921621,0.0716341301964302,0.8704774560726718,0.0691636828770782,10
70,0.0618728354353362,0.8884808624590302,0.068710493414424,0.8761477629845265,0.0692121420083128,10
80,0.0586980211656012,0.894541569779238,0.0664686648108296,0.8805389792866656,0.0698474112758689,10
90,0.0559414177570981,0.8997708065270167,0.064216406384418,0.8848281395027744,0.0709422179475012,10
100,0.0556384060934517,0.9003437617465114,0.0654874139282681,0.8824256327415844,0.0707710975443867,10
150,0.0475938620233073,0.9154238232111046,0.0597679101483778,0.893503833772437,0.0730457258804078,10
200,0.0434082371332632,0.923172648451282,0.0598127103572699,0.8935383251231843,0.0740359463444792,10
250,0.0405794155602171,0.9283730049640616,0.0603457505452691,0.8927225000554151,0.0749720211089984,10
300,0.0378780880731946,0.9333119369046996,0.0607015756333184,0.8925153661159935,0.0752344839468059,10
2,0.1545765369992572,0.6903673845335152,0.1504961085358157,0.6926717560324946,0.0487807202538828,100
3,0.1476632020628129,0.7071182286163429,0.1447775002467955,0.7068350800108345,0.0524103517721429,100
4,0.14499452963015,0.7134786399542565,0.141016437625075,0.7159352713514178,0.0556878398345551,100
5,0.1438603780518648,0.7161647184554765,0.140786035043254,0.7165125020796733,0.0558326033161921,100
6,0.1353351273408996,0.7360422896618704,0.1322914056672436,0.736710572320306,0.0597289599531936,100
7,0.1380858336085249,0.7296883448456614,0.1356817038140055,0.7287359221807114,0.0593568785172387,100
8,0.129521857394053,0.7492940999574793,0.128544634855171,0.7454527141849043,0.0605209590329516,100
9,0.1237185318162565,0.7622938354127791,0.1214374840157279,0.7617576229058083,0.0625925880194805,100
10,0.1258380094269671,0.757571934297932,0.1252316417117699,0.7531636550251002,0.0590556031990052,100
20,0.0992992748626206,0.8147237042852752,0.1001046780873805,0.8087462760818603,0.0657154519212291,100
30,0.0856835398479304,0.8425421712244879,0.0880871681393244,0.8340317615989042,0.0658328759221497,100
40,0.0772412350566091,0.8593385847928462,0.0805476482038918,0.8495569885632602,0.0672233819433734,100
50,0.0710118525310327,0.8715247114983184,0.0749756181834258,0.8608455614585054,0.0682784296317493,100
60,0.0654608635234445,0.8822419499640803,0.069594730435763,0.871563497741197,0.0688318721475921,100
