N,Train_MSE,Train_r,Test_MSE,Test_r,Avg_Topological_Entropy,Random seed
2,0.1784963590367892,0.8034201426131025,0.186422835136598,0.7951949486674877,0.0482022909124501,46
3,0.176575588717521,0.8057902617397902,0.1852420157183165,0.796666830060942,0.0532412463170626,46
4,0.1705317301612084,0.8132053314677998,0.1806341947184084,0.8023673447651264,0.056525424956822,46
5,0.1595636608530097,0.8264901922396715,0.1692888213487372,0.8161725287723198,0.0582626870418845,46
6,0.1620835454834955,0.8234568026266254,0.1695263062052896,0.8158837775968342,0.0572208930171591,46
7,0.1557292744914951,0.831084573563893,0.1648262273221016,0.8215435105997191,0.0575688383198779,46
8,0.1553501666400542,0.8315374580651893,0.1639586114031123,0.8225985173075481,0.058953551072063,46
9,0.1506666472034358,0.8371120451559246,0.1611897471550733,0.8259092211172832,0.0612018822682137,46
10,0.1429044848099707,0.8462701323789511,0.1542518022529201,0.8341538954797318,0.0619592836619093,46
20,0.1224223490953611,0.8699732145970688,0.1325376061665695,0.8594394467496483,0.0628445522363687,46
30,0.1070100588482027,0.8873917523707826,0.1175562244667265,0.8764457933149123,0.0669418691617101,46
40,0.1005020456480902,0.8946451139421627,0.1136108389895864,0.8809316451469812,0.0677161924511963,46
50,0.0878291037544972,0.9086033191978692,0.1017169908852357,0.8941073329953618,0.0675580355989979,46
60,0.0860766862493944,0.9105166194152424,0.1005891548488707,0.8953718124232701,0.0697853684114537,46
70,0.0839288019846195,0.9128562274642344,0.0979475783609802,0.8982774261090196,0.0702464243690848,46
80,0.0770255877907057,0.9203353583438684,0.0938045080627256,0.90285599461344,0.0711790656832451,46
90,0.0739292653459069,0.923670326565649,0.0905672492725426,0.9063591533927776,0.0701630152499898,46
100,0.0732347173473246,0.9244167543357786,0.0911868195431039,0.9057269363505668,0.0710860708804127,46
150,0.0645418854772871,0.9337084271781356,0.0869867439083485,0.9103539276783076,0.0732232385788744,46
200,0.059630508614208,0.9389174936052634,0.0868645146864465,0.9105694909445228,0.0739796000691654,46
250,0.0557473106643331,0.9430156923999576,0.0864055600476963,0.9112000904739066,0.0746490930867977,46
300,0.0526488409853298,0.9462729834254467,0.0903055778563529,0.9071967778376968,0.0753256043504703,46
2,0.1799325090724585,0.8011801638703907,0.1811801512342939,0.8035152975899551,0.0474573765149777,2
3,0.1739407533505431,0.8085884463731063,0.1758538814208041,0.8099749928790698,0.0523240329291876,2
4,0.1683661863832242,0.8154200830367602,0.1694983118466532,0.8175946287715594,0.0571867284370892,2
5,0.162580308184636,0.8224505963891842,0.1634210379925162,0.8248472055912621,0.0560850005427542,2
6,0.1641176967391485,0.8205883237294525,0.1658780701600473,0.8219287863661634,0.0606269369042955,2
7,0.1610891435713516,0.8242527725768913,0.1614329618601413,0.8271837915108042,0.0621502025803858,2
8,0.1535490917692257,0.8333062633329241,0.1523132346007667,0.8379032461093873,0.0616750511804396,2
9,0.1546569771116099,0.8319820992135489,0.1543453139468218,0.8355584483368932,0.0605808132276121,2
10,0.1519265121057927,0.8352415776144506,0.1524985061174555,0.8377168078973787,0.0590686077710008,2
20,0.1259391266510422,0.8656499569855232,0.1265832852838278,0.8673964012910671,0.0647983653276379,2
30,0.1094276992049722,0.8844273192606229,0.1105676115759584,0.8853000529105914,0.0678236218761999,2
40,0.0998568176973305,0.8951313416165474,0.1022422645307482,0.8944269941263422,0.0678632686332603,2
50,0.0932621511405976,0.902432900651738,0.0972653818427862,0.89984996507884,0.0674494291667288,2
60,0.0877821687910808,0.9084556494278302,0.0919769205952183,0.9055799833862536,0.0694758316920042,2
70,0.0809453047602196,0.9159141451129328,0.0856415621898694,0.9124114631075392,0.070879920936382,2
80,0.0788326989207567,0.9182065852968436,0.0851630806038069,0.912912817735491,0.0714737491139933,2
90,0.0766328317293733,0.9205876476349368,0.0837623654736313,0.914431241959808,0.0715317408865366,2
100,0.0736044846720096,0.9238553894015148,0.0811944443236401,0.917177109351616,0.0717775292748112,2
150,0.0661681908026391,0.9318309137816416,0.0786842310059412,0.9198968696417972,0.0733961919834244,2
200,0.0621965585188777,0.9360627049832811,0.0801587707684058,0.9184136476801156,0.073831760420812,2
250,0.0574407237520584,0.941105031640325,0.0795713206492524,0.9191116832677546,0.07498362745542,2
300,0.0544651903061918,0.9442461182378836,0.0812627495641654,0.9174904167729964,0.0754007753223445,2
2,0.1819544173005602,0.7998007075314022,0.1734811951024113,0.8085753746698638,0.0482274590896493,10
3,0.1746284159015015,0.8088199035778283,0.1673428292579871,0.816105395739092,0.0520821508534244,10
4,0.1669142092031386,0.8182086901298649,0.1592252862176792,0.8259841593825562,0.0551902173462484,10
5,0.1696943586852587,0.8148367836529623,0.1627981369385081,0.8216649569829946,0.0575784729702678,10
6,0.1630485376611633,0.822872702206366,0.1564212679331161,0.8293584415738715,0.0587690038457425,10
7,0.1598755316466277,0.8266819155638767,0.1535697108654063,0.8327790349907888,0.0591084321164399,10
8,0.1536334322260402,0.8341246978315677,0.1483889342060837,0.8389626818207365,0.0579419193899601,10
9,0.1559767052824954,0.8313384609709944,0.1504876774185388,0.8364608918208434,0.0614911080786978,10
10,0.1488036620600747,0.8398382326256678,0.144272651887662,0.8438505025192464,0.0588803217359533,10
20,0.1251297471562666,0.8672998107849292,0.1235525507020393,0.868010685121847,0.0646940801637231,10
30,0.1091325661903123,0.8853743703454248,0.1068336829717439,0.8870321305716572,0.0650925184866783,10
40,0.1014376650353292,0.8939383376949289,0.1006853791994956,0.8939063922729308,0.0680693723113754,10
50,0.0931547443887775,0.903065997075409,0.0948040420155433,0.9004546858322799,0.0694948368187817,10
60,0.0869363559773383,0.9098583958174496,0.0893678706770682,0.9064961663684026,0.0691492958563195,10
70,0.0829371201240223,0.9142001306706048,0.0869656572517865,0.9091831510860896,0.0693680043222302,10
80,0.0794909817856774,0.917924926975223,0.0837073462343051,0.9127042668595252,0.0698432069826575,10
90,0.0762881689025785,0.9213732228288892,0.082418600724625,0.9141545609678504,0.0710543847548232,10
100,0.0767611926721734,0.920864754521382,0.0829023762814705,0.9136230589496072,0.0708795232578179,10
150,0.0663631287691253,0.931977949497753,0.0777316188862828,0.9193510413580432,0.0731833230547875,10
200,0.0617991550165556,0.9368141821103714,0.0776777331073254,0.9196044017954992,0.0740934130040501,10
250,0.0578682226335911,0.9409596858789536,0.0784551390193391,0.9188456132823436,0.0750775314950636,10
300,0.0544472183193277,0.9445526203129616,0.0797442949875226,0.9176208672175564,0.0753064887959373,10
2,0.1803948516234583,0.8011911989077325,0.1830590128670089,0.7988556825604576,0.0487450873055715,100
3,0.174296707539717,0.8087107777057361,0.1764798984684289,0.8069551202828125,0.0523359295598946,100
4,0.1693109247307935,0.8148064857440951,0.1716348590311231,0.8128780818895528,0.0557325376900487,100
5,0.1684565614085941,0.8158466920631781,0.1699871566166013,0.8148669918702246,0.0559110625360117,100
6,0.1612622356360522,0.8245525289283832,0.1624234745130359,0.8239891509668544,0.0596188117201954,100
7,0.1643842239160682,0.8207861127778953,0.1655924582935095,0.8201840193744458,0.0593682849019918,100
8,0.1552400121786814,0.8317696834529058,0.1573551316110219,0.8300541690944896,0.0604460370651804,100
9,0.1485294151670424,0.8397391641184444,0.1490564311821483,0.8398897834239687,0.0625626227724296,100
10,0.148934590497841,0.8392600725794243,0.1541421618509628,0.8339039032856884,0.059017382426039,100
20,0.1222660876147369,0.8702273816660926,0.1261962680741278,0.8663574900080229,0.0657421485876526,100
30,0.1079547846024434,0.8863996712195119,0.1130542773074756,0.8812183343605884,0.0659866760744245,100
40,0.0965490118265636,0.8990803045741662,0.1027043026501004,0.8927562953080287,0.0671751395718868,100
50,0.0923564837059047,0.9036967167004012,0.0992070159947437,0.8966146044201749,0.0682581612678275,100
60,0.0862481855442259,0.910380707920852,0.0936533930530531,0.9027310817882248,0.0688340913597771,100
70,0.0810286856205712,0.916053493068714,0.090203690309423,0.9065280400512928,0.070215466591189,100
80,0.0792229893223231,0.9180078446438092,0.0891564233374513,0.9076677266658982,0.0708852102125853,100
90,0.0763654556227561,0.9210921490018636,0.0875068232237959,0.9094729045108824,0.0716809607535846,100
100,0.0730161428678724,0.9246941677022146,0.0851445691222664,0.9120209759723692,0.0716805823321986,100
150,0.0660940562443763,0.9320944097652032,0.0828588737795106,0.914581937708426,0.0734428787222234,100
200,0.0607432783599907,0.9377747867896212,0.080801728071001,0.9169325994463222,0.0744343495445049,100
250,0.0568303745768929,0.941907033894018,0.0834324729072533,0.9142677214371248,0.0746498778044559,100
300,0.0532560206113687,0.9456659727133097,0.0841483065064668,0.9136088234745604,0.0753283942492773,100
2,0.1778722885686043,0.8043564338199061,0.1815636332104944,0.8005230042829087,0.0479587226994223,80
3,0.1735907797511752,0.8096213210791439,0.1775821461182688,0.8054394817735085,0.053098944284274,80
4,0.1684514429038386,0.8158961284787716,0.1735663140549656,0.8103605920312009,0.0551908007108525,80
5,0.1673811419336041,0.8171966804973105,0.1722572458606867,0.8119497537215848,0.057479274407858,80
6,0.1608435114939055,0.8250972503449205,0.164587166555061,0.8212388497378524,0.0596646591607058,80
7,0.1546837094471048,0.8324722776945981,0.1615403997345597,0.8249584462128667,0.0624569657860423,80
8,0.1518562535458676,0.835835940008588,0.155827688700741,0.8317230319922282,0.0605185657145599,80
9,0.1544212036578061,0.8327851042501903,0.1595497662386418,0.82729872070804,0.0620728880726414,80
10,0.1429069380717471,0.8463939391343991,0.1489875934461059,0.8398317165711754,0.0623390128605471,80
20,0.1281108368287522,0.8635666502030729,0.1340837055929463,0.8571832804673173,0.0665941712098994,80
30,0.1065570195610067,0.8879885726490668,0.1149710831884965,0.8789758126663823,0.0638437331073453,80
40,0.100652751438217,0.8945621729148856,0.1105901188440695,0.8838892254594319,0.0680281060482176,80
50,0.0927499830906234,0.9032859777275656,0.1040946674463321,0.8911706803559307,0.0683962452502135,80
60,0.0859458938886463,0.910730014785142,0.0976247898736513,0.898285362984089,0.0677834129573493,80
70,0.0833036803029249,0.913604388281146,0.0950023701289585,0.901174002974494,0.0697673646927079,80
80,0.0763684758440847,0.9211062922132528,0.089404152318446,0.9073318588761118,0.0698974545525109,80
90,0.0759170315097143,0.9215925055560044,0.090562754627755,0.9060758501064532,0.0712767879187395,80
100,0.0733535046459174,0.9243486362202472,0.0881481218309708,0.90871772428461,0.0714812796397106,80
150,0.0658565006129336,0.9323621517904896,0.0842649021840518,0.912954297335175,0.073493311737556,80
200,0.0605699894082924,0.937971722669786,0.085122761452163,0.9121636507689648,0.0745751525747019,80
250,0.0559203312091539,0.942877938068609,0.0850337050811385,0.912466725331821,0.0749448571752607,80
300,0.0531160456224338,0.9458246542707244,0.0866676822796436,0.9108860697278044,0.0756245399119117,80
2,0.1809963993203985,0.8011659655146166,0.1742888814918426,0.8068739449141056,0.0486815633927075,20
3,0.1753928171705817,0.8080561522588061,0.1698864617819882,0.812312939034604,0.053890968803819,20
4,0.1728295995064584,0.8111880692753372,0.1683907386078484,0.8141560896778478,0.0546087327275761,20
5,0.1669329252112577,0.818347980541769,0.1617096375569228,0.8223509099432125,0.0584593195723929,20
6,0.1653212284004013,0.8202943536729415,0.160149729547422,0.8242217967817629,0.0557845274692396,20
7,0.161686840851064,0.8246658792739717,0.1572210984366964,0.8277883654448597,0.0605042125250589,20
8,0.156207780763388,0.8312130301381974,0.1532737642403086,0.8325354767714049,0.0614174906033909,20
9,0.1484026643343483,0.8404516311308718,0.1444022292942258,0.8431642504247712,0.0630265281809928,20
10,0.1506908476408329,0.8377537665492307,0.147247023874332,0.8397523323305348,0.0631304669853195,20
20,0.1256588172024737,0.8668112624511077,0.1246413014513241,0.8663340501909603,0.0648278322614387,20
30,0.1120574349389258,0.8821986273396084,0.1112012190747949,0.8817096470643003,0.0665381243252623,20
40,0.098295914934734,0.8974987430677859,0.0985795117627598,0.8959605455413656,0.0684774173363162,20
50,0.0932782657964062,0.903012900887606,0.0948150082317823,0.9001973285402342,0.0683300940614606,20
60,0.085838602457068,0.911127327464167,0.0892058134165313,0.9063770008212946,0.070184051148814,20
70,0.0832599480192571,0.9139230448616592,0.088552069068712,0.9071043457684316,0.0702270590879424,20
80,0.0797975788195337,0.9176634717669754,0.0855486037446751,0.9104475172308568,0.0706235022395678,20
90,0.076602788049318,0.9211013568380192,0.0834137064631405,0.9127934284751928,0.0700448667394719,20
100,0.0742861985523224,0.9235862144677992,0.0820083097161676,0.9143724299660564,0.0719017637523219,20
150,0.0662577092635277,0.9321466055665116,0.0790892623690363,0.9176307358786908,0.0733408177542343,20
200,0.061578279600784,0.9370999849750572,0.0784961311656427,0.9183572830726412,0.074169544132441,20
250,0.0577480321255919,0.9411350644399464,0.0793171701867208,0.9176373807368782,0.0751139312776209,20
300,0.0543102313020654,0.9447420345462402,0.0817134860448607,0.9152776413549548,0.0755687770056919,20
2,0.1797336948812064,0.8015685916142021,0.178978269526951,0.8056780459425139,0.0483081520345129,60
3,0.1773949907567918,0.8044631944934716,0.1762871554530805,0.8089404980996615,0.047869786349317,60
4,0.171479655606763,0.8117434656778013,0.1718411814281295,0.8143563112958687,0.0559158606259096,60
5,0.1667832444792931,0.8174765647746247,0.1682582791136268,0.8186016675355128,0.0575308807133833,60
6,0.1620060615273509,0.8232676527717078,0.1631175070186478,0.8247323829861415,0.0575922173250452,60
7,0.1604451995705628,0.8251510569159115,0.1614437689738307,0.8266995367143546,0.0593217038622759,60
8,0.1573455476439668,0.828878389929042,0.1585874279942281,0.8300791718696934,0.0613495598367548,60
9,0.1577475890290784,0.8283958875432971,0.1607778120046703,0.8274927679450002,0.0589775564048366,60
10,0.1594570267881997,0.8263411397201722,0.1600460710063555,0.8283856763131066,0.0623866053500631,60
20,0.124910446426177,0.86692148855444,0.1289718525726365,0.8643400711565254,0.0643542752327631,60
30,0.1086688032165677,0.8853573029035862,0.1148915455123524,0.8801878957483895,0.0664152033109678,60
40,0.0968527455243455,0.8985319730611279,0.1036480690315175,0.8926150856770791,0.0680445442999823,60
50,0.0908005954259245,0.9052057412697072,0.0986873406151027,0.8980441415145093,0.0691084009586603,60
60,0.087469836724018,0.9088576970991844,0.0975676601813019,0.8992871254011888,0.0702840594202235,60
70,0.0830911701898461,0.9136364110950336,0.0925973716584069,0.904680698910287,0.069631919353384,60
