['FGR'],[[1.41324249]],[[1.86567116]],[[2.04274737]],[[2.3206774]],[[2.13523347]],[[2.17699556]],[[2.03891256]],[[1.90381276]],[[1.37218696]],[[1.35092921]],[[1.22249365]],[[1.44503963]],[[1.21791525]]
['HMGB3'],[[0.3250022]],[[0.71805737]],[[1.13412934]],[[2.37569652]],[[2.35686178]],[[0.8389051]],[[1.28328337]],[[2.13297933]],[[1.69119738]],[[1.52417947]],[[1.18527131]],[[1.41557622]],[[1.38165586]]
['GRN'],[[1.46111775]],[[1.52191221]],[[1.77102019]],[[2.07613043]],[[1.89742562]],[[1.89993128]],[[2.18352809]],[[1.99932359]],[[1.54510465]],[[1.6265338]],[[1.23797562]],[[1.40988722]],[[1.2160295]]
['TIMP2'],[[1.66924646]],[[1.92076338]],[[2.07978842]],[[2.35056127]],[[2.12097698]],[[1.90544234]],[[2.18995546]],[[1.87694134]],[[1.41450994]],[[1.32646296]],[[1.16158865]],[[1.33605822]],[[1.13953629]]
['CAPG'],[[1.3583424]],[[1.5240108]],[[1.82504867]],[[1.86318414]],[[1.71820958]],[[1.83644169]],[[2.38894611]],[[1.66529248]],[[1.26044144]],[[1.13582044]],[[0.97523169]],[[1.22053286]],[[1.04290333]]
['PHKA2'],[[1.6462985]],[[1.8136635]],[[1.82948724]],[[1.96771471]],[[1.71184227]],[[1.65205445]],[[1.93128566]],[[1.56372049]],[[1.15013121]],[[1.07433012]],[[1.03826435]],[[1.17136035]],[[1.01144278]]
['WWC3'],[[1.28063185]],[[1.6494135]],[[1.71016812]],[[1.88347777]],[[1.67768613]],[[1.40927229]],[[1.47105394]],[[1.414907]],[[1.33211127]],[[1.26101869]],[[1.0416668]],[[1.18174936]],[[1.00779281]]
['HEBP2'],[[1.78313841]],[[2.08291796]],[[2.09445213]],[[2.54869789]],[[2.25604251]],[[1.89616896]],[[2.15700017]],[[1.84498214]],[[1.34410562]],[[1.17329025]],[[1.22844055]],[[1.47166669]],[[1.2594297]]
['PPP1R12A'],[[1.64471557]],[[1.93853155]],[[1.85034132]],[[2.14077799]],[[1.94177434]],[[1.76261571]],[[1.98715458]],[[1.43280856]],[[1.02759137]],[[0.97840623]],[[1.00357334]],[[1.15027296]],[[0.99529447]]
['TBXAS1'],[[1.8692704]],[[2.23291424]],[[2.20574266]],[[2.28992314]],[[2.03844157]],[[1.81821072]],[[2.46774155]],[[1.67096605]],[[1.23009115]],[[1.30226182]],[[1.12848359]],[[1.28490753]],[[1.0954927]]
['LPAR2'],[[1.8036947]],[[2.24371515]],[[2.22809513]],[[2.42331475]],[[2.06750705]],[[2.20670244]],[[2.36370335]],[[1.84208661]],[[1.35607213]],[[1.44915797]],[[1.11653115]],[[1.35540258]],[[1.17403071]]
['CNN2'],[[1.30724146]],[[1.59833089]],[[1.7736097]],[[2.23421133]],[[2.00149194]],[[1.59553311]],[[1.68552293]],[[1.64329346]],[[1.23490563]],[[1.24411413]],[[1.13328761]],[[1.39404922]],[[1.14317498]]
['FAR2'],[[1.78286397]],[[2.21194298]],[[2.05253386]],[[2.39446823]],[[2.16848611]],[[1.80760525]],[[1.88080657]],[[2.03552522]],[[1.40891697]],[[1.3897063]],[[1.21702012]],[[1.44999057]],[[1.26208933]]
['GNAI3'],[[1.5386602]],[[1.62172879]],[[1.55892242]],[[1.93329958]],[[1.75435329]],[[1.67580516]],[[1.9632062]],[[1.63218927]],[[1.10889781]],[[1.04605122]],[[1.0778245]],[[1.24038217]],[[1.05089446]]
['OAT'],[[1.11826319]],[[1.25833687]],[[1.34483454]],[[1.95161302]],[[1.81475751]],[[1.45061341]],[[1.58082642]],[[1.44990061]],[[1.26381124]],[[1.04728499]],[[0.91568232]],[[1.12536362]],[[0.96231855]]
['PYGM'],[[1.32980699]],[[1.8378679]],[[1.78752302]],[[2.32387577]],[[1.84460596]],[[1.69150997]],[[1.66859076]],[[2.01656863]],[[1.54839122]],[[1.21604086]],[[1.2044158]],[[1.29759326]],[[1.14185437]]
['NEDD4'],[[1.06053595]],[[1.48315671]],[[1.51678766]],[[1.84184713]],[[1.81434352]],[[1.79244224]],[[2.44455395]],[[1.25163981]],[[0.96331831]],[[1.04541334]],[[0.8131305]],[[0.93875273]],[[0.85280896]]
['CLTCL1'],[[2.23261869]],[[2.20006376]],[[2.35938397]],[[2.62862427]],[[2.31495908]],[[1.88356446]],[[3.0030621]],[[2.04557675]],[[1.81909573]],[[1.59218284]],[[1.52042225]],[[1.61923214]],[[1.41724608]]
['WIPI1'],[[1.61989417]],[[1.66359662]],[[1.67669725]],[[1.69381644]],[[1.51377729]],[[1.47523893]],[[1.9309614]],[[1.38897697]],[[1.2029051]],[[1.32620302]],[[1.01121443]],[[1.08721468]],[[0.96671995]]
['NDST1'],[[2.17356707]],[[1.98733359]],[[2.08978805]],[[1.9144298]],[[1.69186955]],[[1.2418076]],[[1.94877452]],[[1.23605532]],[[1.11582705]],[[1.39448173]],[[1.01704867]],[[1.07785253]],[[0.98011023]]
['ST6GALNAC2'],[[1.6870423]],[[2.18425301]],[[2.14918588]],[[2.27163247]],[[1.94414091]],[[1.65617942]],[[1.45739758]],[[1.50870416]],[[1.09181175]],[[1.50441392]],[[1.15645045]],[[1.28196451]],[[1.1606055]]
['CYBRD1'],[[1.51535665]],[[2.10386967]],[[2.14405389]],[[1.67187021]],[[1.45926877]],[[1.39683215]],[[0.87814585]],[[1.06819317]],[[1.03318942]],[[1.13500112]],[[0.91849685]],[[0.98645098]],[[0.88492937]]
['ACTN1'],[[1.26496915]],[[1.63502517]],[[1.75765982]],[[2.04683633]],[[1.8369315]],[[1.80290532]],[[1.86747027]],[[1.63477418]],[[1.32961564]],[[1.44500125]],[[1.09719072]],[[1.22778919]],[[1.03855899]]
['P4HA2'],[[1.61398649]],[[2.34362089]],[[2.45898563]],[[2.49954442]],[[2.07189094]],[[2.06759898]],[[2.61550663]],[[2.49571056]],[[1.94224958]],[[1.05302403]],[[1.14560706]],[[1.56649745]],[[1.11083341]]
['TMEM38A'],[[2.04030096]],[[2.26681763]],[[2.57874921]],[[3.03442002]],[[2.73622023]],[[1.58575385]],[[2.60008651]],[[2.38559151]],[[2.2038188]],[[1.57546213]],[[1.5360147]],[[1.85573644]],[[1.62764415]]
['PANX2'],[[1.84582191]],[[2.05705361]],[[2.17370991]],[[2.14175756]],[[1.81459273]],[[1.67505501]],[[1.71249972]],[[1.28056398]],[[1.0464976]],[[1.40551053]],[[1.01446122]],[[1.15542604]],[[0.97280662]]
['EIF4G3'],[[1.45236031]],[[1.66371349]],[[1.64123477]],[[1.88378]],[[1.7154345]],[[1.49907134]],[[1.92227519]],[[1.38783197]],[[1.11154131]],[[1.29775957]],[[0.99492158]],[[1.12354258]],[[0.97916964]]
['SLC25A40'],[[1.56194336]],[[1.89153579]],[[1.8647542]],[[2.0897471]],[[1.92754602]],[[1.71150836]],[[2.44638732]],[[1.43451971]],[[1.09721351]],[[1.04067102]],[[1.00854461]],[[1.10615509]],[[0.97394628]]
['PLD1'],[[1.43325739]],[[1.5904838]],[[1.48814547]],[[1.96621749]],[[1.74919335]],[[1.42771799]],[[1.9198327]],[[1.32911829]],[[1.04199373]],[[0.96451069]],[[0.93611208]],[[1.04371967]],[[0.90132193]]
['STXBP2'],[[1.34338499]],[[1.61877741]],[[1.77431515]],[[2.05793555]],[[1.81330348]],[[1.85357673]],[[2.46019795]],[[1.87017583]],[[1.45265407]],[[1.36481974]],[[1.11249642]],[[1.32558288]],[[1.14213352]]
['DGKD'],[[1.66450519]],[[1.85513294]],[[1.84947321]],[[1.97669463]],[[1.71917377]],[[1.55490701]],[[1.83507745]],[[1.55611423]],[[1.21519776]],[[1.11321551]],[[1.14855236]],[[1.25160869]],[[1.09463773]]
['ACER3'],[[0.88717024]],[[1.21036825]],[[1.29178967]],[[1.88752369]],[[1.76578546]],[[1.98093878]],[[2.29644656]],[[1.78401159]],[[1.41957231]],[[0.94626963]],[[1.03393111]],[[1.16696107]],[[1.04642148]]
['NRDC'],[[1.61005832]],[[1.92975997]],[[1.89540287]],[[2.22169191]],[[2.01551477]],[[1.75617067]],[[1.99856604]],[[1.56310486]],[[1.25148966]],[[1.17985069]],[[1.04371419]],[[1.19862383]],[[1.03486268]]
['PGM1'],[[1.78170148]],[[1.61107462]],[[1.75494436]],[[2.03989276]],[[1.90261716]],[[1.66290808]],[[2.08199287]],[[1.4087054]],[[1.07018003]],[[1.09879511]],[[1.0429914]],[[1.18619092]],[[1.0130025]]
['PLOD1'],[[1.84858472]],[[2.06643782]],[[2.20946461]],[[2.20515869]],[[2.02455678]],[[1.55318879]],[[1.87071699]],[[1.73744363]],[[1.33500027]],[[1.39802311]],[[1.24567973]],[[1.33681553]],[[1.21694589]]
['SSH1'],[[1.26409737]],[[1.75463757]],[[1.87985758]],[[2.20671105]],[[1.95239343]],[[1.82151922]],[[2.00451585]],[[1.67385804]],[[1.23934489]],[[1.07826452]],[[1.08487256]],[[1.24949863]],[[1.10788478]]
['APLP2'],[[1.47510852]],[[1.4790129]],[[1.65487355]],[[2.00585675]],[[1.80651329]],[[1.71885911]],[[2.01384348]],[[1.80808995]],[[1.35265415]],[[1.19323257]],[[1.14036266]],[[1.3116325]],[[1.13535625]]
['CD82'],[[1.31271522]],[[1.37683087]],[[1.52319458]],[[1.97049693]],[[1.8476026]],[[1.84624194]],[[1.6176386]],[[1.74807798]],[[1.37371834]],[[1.22571757]],[[1.16862728]],[[1.40093606]],[[1.1361708]]
['SNX10'],[[1.48007325]],[[1.7754411]],[[1.78792389]],[[2.21156459]],[[2.01972626]],[[1.80106664]],[[2.12450589]],[[1.62504658]],[[1.15038671]],[[1.05386812]],[[1.05576325]],[[1.1785236]],[[1.02441716]]
['LAT2'],[[1.65849805]],[[1.99907709]],[[2.14344486]],[[2.2958419]],[[2.10592148]],[[1.738915]],[[1.91123526]],[[1.58329212]],[[1.28780932]],[[1.38634912]],[[1.1289704]],[[1.30462366]],[[1.11112068]]
['TRIP6'],[[0.81540417]],[[1.97553149]],[[2.05072958]],[[2.299275]],[[1.96835464]],[[2.05476821]],[[2.13240086]],[[1.70439145]],[[1.25155503]],[[1.23924198]],[[1.10662533]],[[1.30087729]],[[1.14257404]]
['LPCAT2'],[[1.70886598]],[[1.77981022]],[[1.80641108]],[[2.01648769]],[[1.83606485]],[[2.12939872]],[[2.29268192]],[[1.52185981]],[[1.05276051]],[[1.08617159]],[[0.92891322]],[[1.15388266]],[[0.97158263]]
['RFX2'],[[0.74842554]],[[1.44338716]],[[1.55392581]],[[1.94569852]],[[1.68368153]],[[2.29808108]],[[1.67674297]],[[1.84307911]],[[1.19017086]],[[1.31314097]],[[0.90826982]],[[1.20868771]],[[0.91296959]]
['NSFL1C'],[[1.95336614]],[[2.23046524]],[[2.18569389]],[[2.39670333]],[[2.09644096]],[[1.72903823]],[[2.0412806]],[[1.71592341]],[[1.33344155]],[[1.22105942]],[[1.21736859]],[[1.33408125]],[[1.17685546]]
['PXN'],[[1.35512069]],[[1.74465569]],[[1.88130377]],[[2.16783747]],[[1.91643745]],[[1.77862933]],[[1.68499112]],[[1.55567199]],[[1.14756479]],[[1.21224036]],[[1.09283368]],[[1.30280694]],[[1.07146818]]
['GMIP'],[[1.67270727]],[[1.97615953]],[[2.01433632]],[[2.23366079]],[[1.95270024]],[[1.87265843]],[[2.00422798]],[[1.72489644]],[[1.30508821]],[[1.30331179]],[[1.15577261]],[[1.35002707]],[[1.15864078]]
['MAEA'],[[1.60713904]],[[1.87741465]],[[1.91386263]],[[2.2579088]],[[1.9544529]],[[1.75495454]],[[1.84571434]],[[1.59039323]],[[1.17534758]],[[1.18074525]],[[1.15852154]],[[1.29667093]],[[1.11474496]]
['OSBPL8'],[[1.61437794]],[[1.62826923]],[[1.5604462]],[[1.98804788]],[[1.90052862]],[[1.6052377]],[[1.71880899]],[[1.60936755]],[[1.15262539]],[[1.1376882]],[[1.14154201]],[[1.21018001]],[[1.05222747]]
['CMTM6'],[[1.77030367]],[[1.9343582]],[[1.92868006]],[[2.26103139]],[[2.14315982]],[[1.71237206]],[[2.02089973]],[[1.61804323]],[[1.12613898]],[[1.13276419]],[[1.05944318]],[[1.23021053]],[[1.04646757]]
['PPP2R3C'],[[1.69909629]],[[1.76237657]],[[1.56649389]],[[2.31338785]],[[2.17120831]],[[1.27765641]],[[1.62010906]],[[1.63318104]],[[1.17036769]],[[1.06013226]],[[1.14225255]],[[1.25806223]],[[1.11129545]]
['UNC13D'],[[1.4083467]],[[1.68740206]],[[1.77812934]],[[1.94452723]],[[1.71006248]],[[1.63512725]],[[1.72957682]],[[1.58405203]],[[1.25829972]],[[1.32429302]],[[1.13321638]],[[1.26112213]],[[1.08200271]]
['LRRFIP2'],[[1.25133907]],[[1.81482434]],[[1.74822378]],[[1.94501952]],[[1.78070888]],[[1.54594697]],[[2.01970661]],[[1.33790619]],[[1.04992182]],[[1.03891883]],[[0.93569494]],[[1.07000464]],[[0.91906879]]
['NANS'],[[0.65245464]],[[1.72768029]],[[1.79721977]],[[2.30945457]],[[2.11212519]],[[1.75281337]],[[1.43535184]],[[1.64038576]],[[1.28618796]],[[1.1897443]],[[1.12738715]],[[1.37686307]],[[1.20179655]]
['GTPBP1'],[[1.39919685]],[[2.06186532]],[[2.12028586]],[[2.43349057]],[[2.11845908]],[[1.65129744]],[[2.20017316]],[[1.41037885]],[[1.29858232]],[[1.28731461]],[[1.09647684]],[[1.28882805]],[[1.11360393]]
['TOM1'],[[1.40372307]],[[1.73423271]],[[1.77977091]],[[2.24366596]],[[1.99499109]],[[1.58583593]],[[1.81753507]],[[1.69875047]],[[1.34960637]],[[1.27741684]],[[1.18902039]],[[1.42534103]],[[1.19570628]]
['THOC5'],[[0.98649343]],[[1.69261333]],[[1.72428378]],[[1.95149486]],[[1.67834275]],[[1.63659672]],[[1.49546824]],[[1.44332788]],[[1.08623298]],[[0.99072895]],[[0.9229947]],[[1.12230141]],[[0.90510848]]
['CSF2RB'],[[0.93557067]],[[1.71446202]],[[1.87932248]],[[2.21369139]],[[1.97739517]],[[1.70355133]],[[1.85785291]],[[1.55232376]],[[1.13976768]],[[1.32235198]],[[1.07223712]],[[1.27745396]],[[1.04883948]]
['PRMT5'],[[1.20628555]],[[1.74193292]],[[1.8533718]],[[2.18405704]],[[1.72566524]],[[1.84883688]],[[1.62817905]],[[1.73482619]],[[1.21962308]],[[1.13640538]],[[1.1143984]],[[1.31355493]],[[1.08033148]]
['RIN3'],[[1.86717996]],[[1.85473162]],[[1.95962761]],[[2.18367366]],[[1.94867624]],[[1.65319627]],[[1.77621528]],[[1.62112521]],[[1.22378173]],[[1.11431174]],[[1.13971269]],[[1.29500099]],[[1.11212713]]
['C20orf24'],[[1.66731201]],[[1.78598558]],[[1.98060113]],[[2.2118181]],[[2.00102874]],[[1.7780132]],[[2.22205319]],[[1.70807418]],[[1.33196401]],[[1.43843534]],[[1.20061625]],[[1.43392719]],[[1.19177663]]
['TPD52L2'],[[1.69655566]],[[1.61802084]],[[1.75384238]],[[2.03121075]],[[1.78785386]],[[1.71992535]],[[1.83351631]],[[1.67838434]],[[1.27559858]],[[1.31318235]],[[1.15588622]],[[1.32676482]],[[1.12837391]]
['DNAJC5'],[[1.41043463]],[[1.56873805]],[[1.72373725]],[[1.9320487]],[[1.7160382]],[[1.68672067]],[[1.96493177]],[[1.55714232]],[[1.19586274]],[[1.21210937]],[[1.06594105]],[[1.2486383]],[[1.10124697]]
['RASSF2'],[[1.76839235]],[[1.87021217]],[[1.97567191]],[[2.13640559]],[[1.95161453]],[[1.66918506]],[[1.97369681]],[[1.64030288]],[[1.18292792]],[[1.24719733]],[[1.1008885]],[[1.24762135]],[[1.08100308]]
['SIRPB1'],[[1.8732995]],[[1.94235588]],[[2.09736192]],[[2.47591389]],[[2.23664924]],[[2.13257079]],[[2.26039921]],[[2.02340341]],[[1.43626307]],[[1.35394612]],[[1.35452853]],[[1.49838079]],[[1.25159197]]
['DNTTIP1'],[[1.70833453]],[[1.88789615]],[[1.97265287]],[[2.22594675]],[[1.99389174]],[[1.66318516]],[[1.78617095]],[[1.68604373]],[[1.26847666]],[[1.35501935]],[[1.15831259]],[[1.35298682]],[[1.07839525]]
['ZNF516'],[[1.60557096]],[[1.78111499]],[[1.81189108]],[[2.21663545]],[[1.94557733]],[[1.88041191]],[[1.83133348]],[[1.90917868]],[[1.48385749]],[[1.24568195]],[[1.28169492]],[[1.40885152]],[[1.22089075]]
['PLP2'],[[1.40501551]],[[1.45240693]],[[1.68065767]],[[1.96160536]],[[1.7971015]],[[1.88839279]],[[2.26554162]],[[1.84016315]],[[1.33719645]],[[1.19989806]],[[1.08415687]],[[1.2717543]],[[1.06154765]]
['KCND1'],[[1.60081744]],[[2.33189769]],[[2.3114482]],[[2.62304738]],[[2.1852772]],[[2.2317907]],[[2.69467132]],[[1.96954423]],[[1.49168892]],[[1.524897]],[[1.18987704]],[[1.47226821]],[[1.26366131]]
['PGK1'],[[1.30409868]],[[1.52144067]],[[1.70462274]],[[1.9620959]],[[1.83957177]],[[1.81095875]],[[2.07068678]],[[1.60916155]],[[1.17530556]],[[1.13387905]],[[1.05059962]],[[1.22199759]],[[1.0348264]]
['RP2'],[[1.72433432]],[[2.01663794]],[[2.10816849]],[[2.43861339]],[[2.29606828]],[[1.9563951]],[[2.30992426]],[[1.861159]],[[1.3603113]],[[1.21309727]],[[1.172779]],[[1.37735953]],[[1.17102014]]
['DNAJC3'],[[1.66917818]],[[1.73213957]],[[1.78434484]],[[2.08627597]],[[1.99707609]],[[1.9734566]],[[1.97441725]],[[1.7763308]],[[1.21503731]],[[1.0667633]],[[1.14168872]],[[1.32024776]],[[1.10533952]]
['MGRN1'],[[1.79731949]],[[2.02711575]],[[2.04966181]],[[2.20220869]],[[1.87799339]],[[1.50281976]],[[1.60598377]],[[1.48490512]],[[1.16822104]],[[1.28882579]],[[1.14740886]],[[1.29139175]],[[1.12313125]]
['MAPK3'],[[1.49501185]],[[1.70828075]],[[1.79849412]],[[2.00238538]],[[1.76425405]],[[1.79239044]],[[1.87601725]],[[1.71344115]],[[1.28974638]],[[1.31881661]],[[1.09660321]],[[1.28713078]],[[1.05082903]]
['GDPD3'],[[1.47086995]],[[1.94177075]],[[1.93551251]],[[2.20938161]],[[1.80116183]],[[2.08703508]],[[2.25155614]],[[1.88843619]],[[1.4407703]],[[1.36277782]],[[1.11422889]],[[1.31513023]],[[1.1384652]]
['NECAB2'],[[1.88561622]],[[1.86930763]],[[1.87377418]],[[2.17774175]],[[1.82858166]],[[1.12285839]],[[1.42356171]],[[1.89264654]],[[1.74053004]],[[1.23853482]],[[1.18271721]],[[1.41406837]],[[1.17945796]]
['MEFV'],[[1.38767142]],[[1.75725399]],[[1.85143769]],[[2.1777875]],[[1.93543805]],[[1.84093466]],[[1.84347055]],[[1.7292434]],[[1.26813268]],[[1.38930725]],[[1.16692261]],[[1.36580869]],[[1.17406791]]
['ZNF106'],[[1.65394693]],[[1.79665319]],[[1.83881139]],[[2.0998353]],[[1.91395289]],[[1.93398905]],[[2.17994485]],[[1.67969732]],[[1.20572774]],[[1.10686356]],[[1.10418696]],[[1.23282387]],[[1.0773544]]
['CPQ'],[[1.66378014]],[[1.84738346]],[[1.79288886]],[[2.17560803]],[[1.88508184]],[[1.42478704]],[[1.56744755]],[[1.71008435]],[[1.26253662]],[[1.1680025]],[[1.15326338]],[[1.29177524]],[[1.14339281]]
['TRPS1'],[[0.92542267]],[[1.5685602]],[[1.58946662]],[[2.11581765]],[[1.93934759]],[[1.76041493]],[[2.00736199]],[[1.53274325]],[[1.23048247]],[[1.00281471]],[[1.10870882]],[[1.25230871]],[[1.09874571]]
['ASAH1'],[[1.71743435]],[[1.8921507]],[[1.92780604]],[[1.89028219]],[[1.66936954]],[[1.98745003]],[[1.83236967]],[[1.52632104]],[[1.15292697]],[[1.29615592]],[[1.02060957]],[[1.10238443]],[[0.97572476]]
['FCGRT'],[[1.4446879]],[[1.64647353]],[[1.78603453]],[[1.94610406]],[[1.7276265]],[[1.5412151]],[[1.57296185]],[[1.63894454]],[[1.2474296]],[[1.29684602]],[[1.12824319]],[[1.28108197]],[[1.095986]]
['RAB3D'],[[1.61159214]],[[1.85382643]],[[1.99140034]],[[2.23708396]],[[2.03952398]],[[1.72470634]],[[1.93209225]],[[1.65946586]],[[1.22315222]],[[1.2941226]],[[1.09501212]],[[1.21495139]],[[1.06753532]]
['PLPPR2'],[[1.71073604]],[[1.91412977]],[[2.07873301]],[[2.12984539]],[[1.87080323]],[[1.66229529]],[[1.87357727]],[[1.52738886]],[[1.18109624]],[[1.41562941]],[[1.1301482]],[[1.23632488]],[[1.02579596]]
['MOSPD3'],[[1.12511513]],[[1.30165014]],[[1.74855526]],[[1.60749024]],[[1.50168523]],[[1.33728434]],[[2.15561234]],[[1.32218356]],[[1.14027056]],[[1.20489456]],[[0.91955213]],[[1.11338113]],[[0.98299346]]
['IMPDH1'],[[1.47245239]],[[1.79863154]],[[1.94472919]],[[2.17474786]],[[2.00059812]],[[2.02052813]],[[1.98961833]],[[1.764831]],[[1.29754269]],[[1.2308065]],[[1.0542063]],[[1.25444553]],[[1.04262597]]
['UBE2R2'],[[1.23883771]],[[1.71123468]],[[1.80009388]],[[2.22407015]],[[2.03846752]],[[1.91417966]],[[1.77319418]],[[1.77640723]],[[1.37060318]],[[1.28437572]],[[1.13275926]],[[1.30825129]],[[1.08944197]]
['MAP3K8'],[[1.31824763]],[[1.76768652]],[[1.77040844]],[[2.06853624]],[[1.86421197]],[[1.70357504]],[[1.67385023]],[[1.52913105]],[[1.22515366]],[[1.00200317]],[[1.12978769]],[[1.25365683]],[[1.03821436]]
['P2RX1'],[[1.7858325]],[[1.91096293]],[[1.97564083]],[[2.25644961]],[[1.98556334]],[[1.56507553]],[[2.06090528]],[[1.87862593]],[[1.48483047]],[[1.54156941]],[[1.24017422]],[[1.30831497]],[[1.25795448]]
['GALK1'],[[0.74103906]],[[1.33723709]],[[1.61042266]],[[1.84534627]],[[1.72551722]],[[1.74745439]],[[1.39667289]],[[1.60108785]],[[1.32297058]],[[1.18734631]],[[0.99308939]],[[1.21918137]],[[0.99494644]]
['DUSP3'],[[0.57707462]],[[1.44599507]],[[1.64217297]],[[2.06698849]],[[1.86529464]],[[1.73177839]],[[2.08093037]],[[1.82293305]],[[1.50570822]],[[1.2979294]],[[1.14050336]],[[1.30235567]],[[1.10439008]]
['PRKAR1A'],[[1.49467099]],[[1.65066218]],[[1.69108197]],[[2.04365572]],[[1.87033904]],[[1.6439354]],[[1.62124088]],[[1.51503297]],[[1.13871372]],[[1.17108396]],[[1.08861633]],[[1.22149765]],[[1.05312608]]
['CHIC2'],[[1.86266371]],[[1.97758747]],[[1.84364361]],[[2.15958645]],[[2.03821842]],[[1.55172115]],[[1.88623376]],[[1.52920006]],[[1.18728192]],[[1.08869545]],[[1.04362863]],[[1.23964853]],[[1.09741353]]
['UBE2D3'],[[1.33847068]],[[1.67830058]],[[1.53738164]],[[1.96875307]],[[1.78129224]],[[1.39223996]],[[1.5371401]],[[1.48129786]],[[1.3009578]],[[1.2434913]],[[1.05886288]],[[1.24021235]],[[1.09630443]]
['GALNT7'],[[1.69121551]],[[1.80932706]],[[1.73583267]],[[1.88072277]],[[1.66211895]],[[1.46286064]],[[1.70541686]],[[1.54582258]],[[1.0938721]],[[1.06883658]],[[1.04648853]],[[1.14812678]],[[1.0117503]]
['HTATIP2'],[[1.59582358]],[[1.81818561]],[[1.96563485]],[[2.36398088]],[[2.10110122]],[[1.67702353]],[[1.98502265]],[[1.92780612]],[[1.4574845]],[[1.26532157]],[[1.27143043]],[[1.41562096]],[[1.28452358]]
['MS4A6A'],[[1.08325064]],[[1.73965552]],[[1.81788158]],[[2.22283769]],[[2.11351834]],[[2.10184211]],[[1.97913394]],[[1.86851141]],[[1.43505575]],[[1.18488624]],[[1.25997583]],[[1.38569425]],[[1.17335355]]
['RNF141'],[[1.49207975]],[[1.81680139]],[[1.84590344]],[[2.03630194]],[[1.89907622]],[[1.82058572]],[[2.02548842]],[[1.43488596]],[[0.99630897]],[[1.2834729]],[[1.01780126]],[[1.17501769]],[[1.01096211]]
['CBL'],[[1.39271153]],[[1.67858618]],[[1.71553375]],[[2.04259198]],[[1.85453177]],[[1.84032214]],[[1.77497133]],[[1.6372694]],[[1.19779472]],[[1.12032303]],[[1.13504179]],[[1.28175448]],[[1.09145821]]
['NECTIN1'],[[1.41072526]],[[1.29196494]],[[1.5837449]],[[1.67830933]],[[1.39052457]],[[1.44581613]],[[1.17547063]],[[1.25800386]],[[0.97838253]],[[1.15144513]],[[1.0395387]],[[1.16598595]],[[1.02191557]]
['TCIRG1'],[[1.80967715]],[[1.97624102]],[[2.05525278]],[[2.11070809]],[[1.79753611]],[[1.62939156]],[[1.89295887]],[[1.62108871]],[[1.23732072]],[[1.36199936]],[[1.09839574]],[[1.27521433]],[[1.10554992]]
