['CFLAR'],[[1.66995866]],[[2.31502443]],[[2.2810337]],[[2.58851393]],[[2.31477212]],[[1.98458944]],[[2.21349803]],[[1.68458829]],[[1.15835808]],[[1.09589879]],[[1.02603051]],[[1.2377147]],[[1.03228107]]
['SEC61A2'],[[2.06775346]],[[2.57117419]],[[2.23520881]],[[2.17178425]],[[1.9168646]],[[1.28531923]],[[1.48934341]],[[1.22487843]],[[0.89017925]],[[0.81049057]],[[0.9737935]],[[1.07762496]],[[0.88062475]]
['PPP2R5A'],[[1.97358189]],[[2.22664729]],[[2.15804323]],[[2.47638526]],[[2.22060924]],[[1.71115839]],[[1.8354705]],[[1.52628746]],[[1.1373591]],[[1.29042959]],[[1.18177069]],[[1.32653567]],[[1.11129227]]
['SPI1'],[[1.21238773]],[[1.80154115]],[[2.05717516]],[[2.3713564]],[[2.1849995]],[[1.98243744]],[[1.91655915]],[[1.7127629]],[[1.29836766]],[[1.38615956]],[[1.08955635]],[[1.28883687]],[[1.05360452]]
['TNFRSF1A'],[[1.11218552]],[[1.84018779]],[[1.94307695]],[[2.27790094]],[[2.04538351]],[[1.73617824]],[[1.85449614]],[[1.53498191]],[[1.14348083]],[[1.28237997]],[[1.06659421]],[[1.27073892]],[[1.05733724]]
['ROCK1'],[[2.10480627]],[[2.10714122]],[[1.98639837]],[[2.27262042]],[[2.12415347]],[[1.6598615]],[[2.03398159]],[[1.48262416]],[[1.05522702]],[[1.03251067]],[[1.01880717]],[[1.1706481]],[[1.02012025]]
['HDAC4'],[[1.50162573]],[[1.90315023]],[[1.92620126]],[[2.46213972]],[[2.26945458]],[[2.04251591]],[[2.33128343]],[[1.78700492]],[[1.31375111]],[[1.02753147]],[[1.03470164]],[[1.20590975]],[[1.04876114]]
['ATP11A'],[[1.77300901]],[[2.09133516]],[[2.15204121]],[[2.49727833]],[[2.2743628]],[[1.81060302]],[[2.10374828]],[[1.62339792]],[[1.23248387]],[[1.19637946]],[[1.17933724]],[[1.3010809]],[[1.15436922]]
['RAB27A'],[[1.92010586]],[[2.1619231]],[[2.21640042]],[[2.61521044]],[[2.41821826]],[[1.83774448]],[[2.47307224]],[[1.75542534]],[[1.23469014]],[[1.04967355]],[[1.12348447]],[[1.31022969]],[[1.13545497]]
['JMJD6'],[[1.78695747]],[[2.51769769]],[[2.60663933]],[[2.7438294]],[[2.54843886]],[[1.79981322]],[[2.25964693]],[[1.47455307]],[[1.20074608]],[[1.11719325]],[[1.11418033]],[[1.28557652]],[[1.07292179]]
['MAP4K4'],[[1.80844186]],[[2.03278933]],[[2.08277198]],[[2.57353822]],[[2.29518921]],[[1.80020432]],[[2.21406443]],[[1.69548905]],[[1.34924605]],[[1.15230658]],[[1.21668409]],[[1.37098835]],[[1.20688798]]
['UBE2D1'],[[1.43335667]],[[2.31521606]],[[2.19237319]],[[2.91199772]],[[2.67015059]],[[2.19763845]],[[2.63636425]],[[2.16103332]],[[1.54669744]],[[1.19994544]],[[1.38536992]],[[1.57820817]],[[1.32166829]]
['ALPK1'],[[1.5858802]],[[2.24355888]],[[2.09481599]],[[2.53391659]],[[2.2767885]],[[2.39825318]],[[2.33301773]],[[1.63145953]],[[1.11856899]],[[1.02817061]],[[1.03295182]],[[1.21294324]],[[0.97197079]]
['VPS9D1'],[[1.24632024]],[[2.16220811]],[[2.29976644]],[[2.77660935]],[[2.40363566]],[[2.20484258]],[[2.70432361]],[[1.71464528]],[[1.29731175]],[[1.18301349]],[[1.04866722]],[[1.36351968]],[[1.0327213]]
['FNDC3B'],[[1.48938594]],[[1.80700975]],[[1.83883114]],[[2.74247779]],[[2.5271594]],[[1.96042653]],[[2.08609786]],[[1.59516493]],[[1.19931289]],[[1.15176981]],[[1.05001616]],[[1.27770757]],[[1.08173454]]
['FOSL2'],[[1.30689112]],[[1.9293816]],[[2.05518087]],[[2.60572342]],[[2.35064145]],[[2.05582639]],[[2.10294167]],[[1.63943518]],[[1.2136305]],[[1.17613286]],[[1.12546849]],[[1.29291909]],[[1.10830878]]
['RAB7A'],[[1.65249124]],[[1.97396367]],[[2.16506622]],[[2.31521344]],[[2.15902594]],[[1.577728]],[[1.84098716]],[[1.61453651]],[[1.22536929]],[[1.22088796]],[[1.08995126]],[[1.24824129]],[[1.10685065]]
['NT5C2'],[[1.83798212]],[[2.35443895]],[[2.25981852]],[[2.4551053]],[[2.19951263]],[[1.74355288]],[[2.1934179]],[[1.47762573]],[[1.07591747]],[[1.20281437]],[[1.03928629]],[[1.18714875]],[[1.00816664]]
['APBB1IP'],[[1.36892806]],[[1.78720049]],[[1.83132705]],[[2.35169546]],[[2.21326001]],[[1.93484572]],[[2.04812986]],[[1.69496386]],[[1.21427115]],[[1.17385754]],[[1.02254188]],[[1.20840686]],[[1.01176083]]
['RSBN1'],[[1.67676343]],[[2.20673514]],[[2.17480629]],[[2.38381374]],[[2.25471908]],[[1.45146085]],[[2.11448628]],[[1.12790494]],[[0.87405623]],[[0.91563852]],[[0.93611891]],[[1.08039302]],[[0.96183169]]
['STK17B'],[[2.10232188]],[[2.14793455]],[[2.08116618]],[[2.39590763]],[[2.19280605]],[[1.48387322]],[[1.6920373]],[[1.31560116]],[[0.96679798]],[[1.05896641]],[[0.98305124]],[[1.15916988]],[[1.02986019]]
['ZMPSTE24'],[[1.93037153]],[[2.13515501]],[[2.02283875]],[[2.21486142]],[[2.08954866]],[[1.39164558]],[[1.70261931]],[[1.53810464]],[[1.11427471]],[[1.04968329]],[[1.05760828]],[[1.2001263]],[[1.08203521]]
['VNN3'],[[2.78677965]],[[2.51951345]],[[2.43708677]],[[2.32400274]],[[2.00386854]],[[1.71481381]],[[1.44077089]],[[1.1071731]],[[0.86018898]],[[1.22774597]],[[1.0228754]],[[1.01712281]],[[0.85914957]]
['JAK2'],[[1.89408796]],[[2.16098]],[[2.02884999]],[[2.26335578]],[[2.07437857]],[[1.86295093]],[[2.24457164]],[[1.43560861]],[[1.05304731]],[[1.05272868]],[[0.96932004]],[[1.05380455]],[[0.98708946]]
['SH3GLB1'],[[1.63336948]],[[2.21726359]],[[2.20618136]],[[2.64015704]],[[2.51562656]],[[1.85860691]],[[1.82544292]],[[1.58035333]],[[1.18856118]],[[1.08269175]],[[1.04083872]],[[1.18659885]],[[1.02594004]]
['GADD45B'],[[1.19342934]],[[2.04942077]],[[2.19128975]],[[2.28388948]],[[2.04340032]],[[1.43349813]],[[1.47086588]],[[1.2536139]],[[1.03322818]],[[1.1855243]],[[0.9538176]],[[1.1746696]],[[1.03715106]]
['PACSIN2'],[[1.58023125]],[[2.05508277]],[[2.15540418]],[[2.3025608]],[[2.08077875]],[[1.72436126]],[[1.72265996]],[[1.4420111]],[[1.15420531]],[[1.30580377]],[[1.04426443]],[[1.20096007]],[[0.98977593]]
['BIK'],[[1.41062761]],[[2.02212432]],[[2.40001934]],[[2.67326312]],[[2.2323148]],[[2.72901932]],[[3.03156585]],[[1.81199214]],[[1.27900889]],[[1.96776211]],[[1.39005539]],[[1.23287036]],[[1.20150972]]
['MTMR3'],[[1.90793576]],[[2.10334576]],[[2.17295019]],[[2.34919099]],[[2.12025716]],[[1.80832314]],[[2.13569968]],[[1.59155375]],[[1.26578781]],[[1.23398766]],[[1.08103392]],[[1.23511678]],[[1.07157043]]
['VCPKMT'],[[1.88361463]],[[2.44791055]],[[2.11014932]],[[2.48985895]],[[2.13329826]],[[1.77123403]],[[2.08185251]],[[1.57096283]],[[1.13777579]],[[1.09857656]],[[1.1144196]],[[1.2549475]],[[1.07309919]]
['SOS2'],[[1.96272685]],[[2.39814037]],[[2.25607026]],[[2.60086856]],[[2.36112103]],[[2.03740778]],[[2.33490159]],[[1.57074789]],[[1.06468831]],[[1.11269689]],[[1.0175136]],[[1.16941772]],[[1.00019519]]
['HIF1A'],[[1.82673028]],[[2.15153546]],[[2.18179137]],[[2.52227895]],[[2.35069244]],[[1.5496011]],[[2.4646781]],[[1.3810917]],[[0.9748367]],[[1.02763482]],[[0.99282501]],[[1.11761052]],[[0.94610331]]
['DICER1'],[[1.77247301]],[[2.24943541]],[[2.11528524]],[[2.34478537]],[[2.17778503]],[[1.58526325]],[[1.51931024]],[[1.47107866]],[[1.11701728]],[[1.1616313]],[[1.08168832]],[[1.16589662]],[[1.04489806]]
['PCNX1'],[[2.2728743]],[[2.58310245]],[[2.47576669]],[[2.68788236]],[[2.49702734]],[[1.94796969]],[[2.2031297]],[[1.47720413]],[[1.07505028]],[[1.15024245]],[[1.14531013]],[[1.29238403]],[[1.11211829]]
['RNF24'],[[1.13082661]],[[2.17459639]],[[2.23653282]],[[2.63413459]],[[2.39940599]],[[2.09738735]],[[2.09354274]],[[1.64471631]],[[1.19273887]],[[1.24139607]],[[1.04715561]],[[1.2412487]],[[1.04434461]]
['HCK'],[[1.05618053]],[[1.98478636]],[[2.16843457]],[[2.53300501]],[[2.33942916]],[[2.08047058]],[[2.27810254]],[[1.7306339]],[[1.30258018]],[[1.23512386]],[[1.0777618]],[[1.3103898]],[[1.08472429]]
['VAPA'],[[1.88359202]],[[2.29665285]],[[2.22997427]],[[2.53131202]],[[2.33808163]],[[1.73144129]],[[2.01671766]],[[1.38540486]],[[0.99695408]],[[1.02962009]],[[0.93332608]],[[1.12997357]],[[0.96198234]]
['STS'],[[2.19794493]],[[2.65266731]],[[2.8589165]],[[2.81022797]],[[2.68491526]],[[1.87021651]],[[2.12478501]],[[1.85605123]],[[1.58386736]],[[1.30133016]],[[1.35359454]],[[1.6178805]],[[1.39168082]]
['RUBCNL'],[[1.94183436]],[[2.30039763]],[[2.2057064]],[[2.5765916]],[[2.25774326]],[[1.54305976]],[[1.58648862]],[[1.23014]],[[1.02322221]],[[1.29786514]],[[1.15277254]],[[1.22922436]],[[0.99891761]]
['TNFSF13B'],[[1.16391241]],[[1.89914371]],[[2.00932295]],[[2.9064356]],[[2.69330142]],[[2.10008295]],[[2.10670495]],[[1.62463676]],[[1.12688003]],[[1.0541402]],[[0.99616222]],[[1.30768031]],[[0.97730093]]
['VWA8'],[[1.44479047]],[[2.9129291]],[[2.69908087]],[[2.2923996]],[[2.23079222]],[[0.83511876]],[[1.46913077]],[[0.87267293]],[[0.75057874]],[[0.81113455]],[[0.83127335]],[[0.9269701]],[[0.80455234]]
['STK3'],[[1.21228478]],[[1.76218243]],[[1.60391253]],[[2.36462024]],[[2.28028011]],[[1.95818186]],[[1.79985744]],[[1.37055472]],[[0.97469201]],[[1.04878701]],[[0.87526452]],[[1.02925419]],[[0.90938441]]
['DENND3'],[[1.98446383]],[[2.41219338]],[[2.30275478]],[[2.42260784]],[[2.16565044]],[[2.02647441]],[[2.12367526]],[[1.51213798]],[[1.19423559]],[[1.25711415]],[[1.09849553]],[[1.20952194]],[[1.00894048]]
['JAK3'],[[0.89674958]],[[2.15103003]],[[2.21787098]],[[2.57490278]],[[2.33496014]],[[1.80613434]],[[1.64922173]],[[1.56344459]],[[1.17998205]],[[1.16096074]],[[0.98408292]],[[1.19131681]],[[0.99180478]]
['VSIR'],[[1.99749144]],[[2.19252254]],[[2.36891756]],[[2.53337478]],[[2.36499447]],[[1.865304]],[[1.92262613]],[[1.72178104]],[[1.27272693]],[[1.30981617]],[[1.17444868]],[[1.37001552]],[[1.12691089]]
['WSB1'],[[1.97303892]],[[2.47899264]],[[2.38170772]],[[2.7545085]],[[2.47047995]],[[2.26461758]],[[2.94118276]],[[1.57955457]],[[1.17717289]],[[1.03904496]],[[1.14916953]],[[1.26292255]],[[1.11514895]]
['HIPK3'],[[1.39464495]],[[1.95399049]],[[1.91729574]],[[2.12287461]],[[1.97659817]],[[1.61026396]],[[1.612284]],[[1.4142414]],[[1.03244755]],[[1.05953083]],[[0.91133546]],[[1.07629442]],[[0.93751258]]
['PPM1H'],[[1.93149826]],[[2.14239233]],[[2.16573798]],[[2.18713899]],[[1.92357789]],[[1.4250329]],[[1.43497056]],[[1.45804473]],[[1.27741053]],[[1.09202348]],[[1.05944366]],[[1.12985777]],[[1.01312208]]
['TBC1D30'],[[2.0804099]],[[2.64906674]],[[2.67848368]],[[2.56303508]],[[2.45462248]],[[1.89416966]],[[2.06455527]],[[1.39502248]],[[1.10539282]],[[1.0820667]],[[1.27574469]],[[1.30504631]],[[1.0742102]]
['LPCAT3'],[[0.84862809]],[[1.80849325]],[[1.94661162]],[[2.35152692]],[[2.15934319]],[[1.93674654]],[[1.5169192]],[[1.52862337]],[[1.18708363]],[[1.14547501]],[[0.98127399]],[[1.16672262]],[[0.98633695]]
['NEDD9'],[[2.19313965]],[[2.46443636]],[[2.43247349]],[[2.44889643]],[[2.22666414]],[[1.25916339]],[[1.63775083]],[[1.38786775]],[[1.09055572]],[[1.20512286]],[[1.13531577]],[[1.27614756]],[[1.13094603]]
['RIPOR2'],[[1.81493459]],[[2.27906225]],[[2.31460359]],[[2.50261878]],[[2.32522321]],[[1.76628588]],[[2.08546845]],[[1.43049023]],[[1.08691155]],[[1.19676078]],[[0.98783432]],[[1.17476805]],[[1.02115113]]
['TREML2'],[[1.73332176]],[[2.3245237]],[[2.5448521]],[[2.95584313]],[[2.70060942]],[[2.00777043]],[[2.6282925]],[[1.60048451]],[[1.10422265]],[[1.45431894]],[[1.19921953]],[[1.42716873]],[[1.1996109]]
['E2F3'],[[2.25456845]],[[2.31745624]],[[2.35648968]],[[2.61580018]],[[2.40666755]],[[1.67062025]],[[2.08570357]],[[1.54964285]],[[1.18772223]],[[1.23759456]],[[1.11545302]],[[1.24853629]],[[1.10038644]]
['BTNL8'],[[1.67282458]],[[2.29121099]],[[2.3861614]],[[2.102078]],[[1.77448939]],[[1.93855251]],[[1.98166365]],[[1.19569243]],[[0.7738706]],[[1.1345747]],[[0.83192808]],[[1.00421411]],[[0.79791304]]
['ERGIC1'],[[1.9262671]],[[2.61131041]],[[2.69929817]],[[2.90068534]],[[2.64166694]],[[1.8530634]],[[1.77295488]],[[1.61214924]],[[1.25887941]],[[1.39022776]],[[1.24703569]],[[1.43411585]],[[1.23311084]]
['GBE1'],[[1.84963769]],[[1.98009928]],[[1.94955516]],[[2.14937091]],[[1.95378699]],[[1.40873954]],[[1.98029507]],[[1.41968623]],[[1.00060446]],[[1.08625044]],[[0.93402931]],[[1.05894939]],[[0.95238525]]
['FRMD4B'],[[1.80054062]],[[1.3964844]],[[1.50221756]],[[2.48795982]],[[2.12029092]],[[1.58409373]],[[2.51090901]],[[1.47140962]],[[1.01095572]],[[1.05566839]],[[1.0803217]],[[1.14612251]],[[1.01267971]]
['PECR'],[[1.80692016]],[[2.24250184]],[[2.49337702]],[[2.61035459]],[[2.40750136]],[[1.65463606]],[[3.3097195]],[[1.55029237]],[[1.21664731]],[[1.07515269]],[[1.03893227]],[[1.18492025]],[[1.05664942]]
['OTX1'],[[1.92304612]],[[2.56414008]],[[2.44123494]],[[2.46655197]],[[2.20443025]],[[2.56622479]],[[1.52996235]],[[1.12442729]],[[0.92887712]],[[1.35833594]],[[0.99437973]],[[1.08695154]],[[0.79402539]]
['ARID3A'],[[1.39881479]],[[2.0001733]],[[2.12883891]],[[2.39047223]],[[2.22449543]],[[1.89919677]],[[2.12112189]],[[1.60534211]],[[1.26623416]],[[1.26527286]],[[1.17746633]],[[1.32477801]],[[1.09898273]]
['IVNS1ABP'],[[1.94995863]],[[2.19682531]],[[2.17662849]],[[2.39740163]],[[2.20570331]],[[1.45286518]],[[2.42190677]],[[1.27150515]],[[0.94365687]],[[1.1952856]],[[1.06518858]],[[1.15961201]],[[1.02121595]]
['RGS2'],[[2.08521331]],[[2.40298707]],[[2.44402854]],[[2.86890686]],[[2.64974713]],[[2.15265417]],[[1.52991399]],[[1.47276301]],[[0.97573051]],[[1.24079655]],[[1.11750384]],[[1.22685712]],[[1.03664751]]
['CD58'],[[2.1095919]],[[2.35505574]],[[2.22705462]],[[2.56014373]],[[2.29523986]],[[1.96066919]],[[2.90154753]],[[1.58350672]],[[1.10142153]],[[1.16567322]],[[1.11982724]],[[1.23253149]],[[1.07323927]]
['OSCP1'],[[0.85481951]],[[1.86930791]],[[1.91867895]],[[2.75917254]],[[2.38016327]],[[0.58953618]],[[1.15290659]],[[1.15552417]],[[1.16704818]],[[1.49941779]],[[1.01663453]],[[1.13524493]],[[1.08592648]]
['CTBS'],[[1.84583483]],[[2.19637327]],[[2.05837078]],[[2.3210905]],[[2.1426487]],[[1.78487857]],[[1.75734259]],[[1.50591653]],[[1.04992957]],[[1.14265077]],[[1.00541254]],[[1.19415625]],[[1.01743297]]
['RPS6KA1'],[[1.56583969]],[[2.04349416]],[[2.18214761]],[[2.38778383]],[[2.15580921]],[[1.73426684]],[[1.71712201]],[[1.544387]],[[1.170879]],[[1.2025371]],[[1.08474662]],[[1.30296861]],[[1.09366829]]
['OSBPL9'],[[1.93605442]],[[2.32388294]],[[2.23573406]],[[2.45465054]],[[2.18161664]],[[1.71263519]],[[1.93257605]],[[1.35901552]],[[0.99844064]],[[0.99950832]],[[1.00546901]],[[1.17706456]],[[1.03779805]]
['ATF6'],[[1.33087697]],[[1.91165645]],[[1.88624056]],[[2.27880726]],[[2.13586481]],[[1.7056535]],[[1.60494688]],[[1.41038756]],[[1.00963279]],[[0.93886899]],[[0.90985382]],[[1.11831312]],[[0.92087303]]
['RNF146'],[[1.74610488]],[[2.25957459]],[[2.26076349]],[[2.52904434]],[[2.38670072]],[[2.13601468]],[[2.05654285]],[[1.71589028]],[[1.23558986]],[[1.02484297]],[[1.10680184]],[[1.26677108]],[[1.11600346]]
['FBXL5'],[[1.63930213]],[[2.27602295]],[[2.16658441]],[[2.70219623]],[[2.50372381]],[[2.06575466]],[[2.48419419]],[[1.7102187]],[[1.230407]],[[1.09508612]],[[1.07985054]],[[1.22440063]],[[1.05508127]]
['NDUFB3'],[[1.5564555]],[[2.04782004]],[[2.2148803]],[[2.63878623]],[[2.53518194]],[[2.08055829]],[[2.35936774]],[[1.85180953]],[[1.36935272]],[[1.37030242]],[[1.1086676]],[[1.36586432]],[[1.13259359]]
['TRPM6'],[[2.08308503]],[[2.12526414]],[[2.11667088]],[[2.41401424]],[[2.29449372]],[[1.75736384]],[[2.80576916]],[[1.44338134]],[[1.14671159]],[[1.31998432]],[[1.10829661]],[[1.23852048]],[[1.10277107]]
['HSDL2'],[[1.86117266]],[[2.05467444]],[[2.11837798]],[[2.35120574]],[[2.16686708]],[[1.85240454]],[[2.1973268]],[[1.56115429]],[[1.09365464]],[[1.07105857]],[[1.0385293]],[[1.13541108]],[[0.961178]]
['CSF3R'],[[1.59591286]],[[2.04630757]],[[2.07429806]],[[2.3659136]],[[2.12072985]],[[2.12295493]],[[1.95238742]],[[1.64614923]],[[1.15880479]],[[1.27308947]],[[1.06770349]],[[1.26780781]],[[1.00380275]]
['EPCAM'],[[1.25762819]],[[1.46442642]],[[1.36164914]],[[1.57260221]],[[1.4698501]],[[0.49269089]],[[0.87873927]],[[0.63863835]],[[0.53962114]],[[0.77884538]],[[0.52085155]],[[0.65171207]],[[0.66056051]]
['TEK'],[[2.12006977]],[[2.4887311]],[[2.36421494]],[[2.36008293]],[[2.45999992]],[[1.3715928]],[[0.53012417]],[[1.08374586]],[[1.08913261]],[[1.20489427]],[[1.30340117]],[[1.46954995]],[[1.08852469]]
['TSHZ3'],[[1.77799641]],[[2.04230349]],[[2.15101041]],[[2.25732458]],[[1.89693202]],[[2.20334167]],[[2.09397904]],[[1.47369006]],[[1.10919193]],[[1.19748973]],[[1.04813259]],[[1.14793339]],[[1.03974944]]
['TBC1D15'],[[1.09091096]],[[2.13643019]],[[1.97319066]],[[2.19066078]],[[1.95453271]],[[1.1494889]],[[1.10720058]],[[1.03147649]],[[0.81684407]],[[0.92396898]],[[0.83368251]],[[0.98312201]],[[0.8641403]]
['GTDC1'],[[1.65127597]],[[2.28082438]],[[2.14576444]],[[2.38075157]],[[2.24670759]],[[1.07685115]],[[1.94358474]],[[1.18099617]],[[0.89863686]],[[0.97008967]],[[0.89649161]],[[0.98890561]],[[0.85171453]]
['SPATA1'],[[1.45025788]],[[1.75992746]],[[1.8996047]],[[1.92273551]],[[1.63078353]],[[1.9351839]],[[1.70392411]],[[1.24109031]],[[0.85155978]],[[0.90314323]],[[0.60216951]],[[1.06987018]],[[0.81970945]]
['TNFAIP6'],[[3.06497578]],[[3.06675682]],[[3.19581278]],[[3.3835993]],[[2.96031629]],[[2.66515841]],[[3.29559557]],[[1.93249355]],[[1.24692869]],[[1.53026072]],[[1.30780536]],[[1.94391014]],[[1.2839099]]
['ACSL3'],[[2.4842679]],[[2.10135966]],[[2.1990676]],[[2.62584367]],[[2.38689361]],[[1.83817946]],[[2.46618451]],[[1.47260503]],[[1.06644669]],[[1.01408462]],[[1.00426306]],[[1.19588012]],[[1.05389029]]
['PREX1'],[[1.94444464]],[[2.39772167]],[[2.4758837]],[[2.66921785]],[[2.41574627]],[[1.62470575]],[[1.82347451]],[[1.52293221]],[[1.19259836]],[[1.28824901]],[[1.15308215]],[[1.35000686]],[[1.13319529]]
['TREM1'],[[1.91764961]],[[1.98514243]],[[2.1477819]],[[2.66833013]],[[2.42162091]],[[1.56914277]],[[2.02737936]],[[1.82873179]],[[1.35195383]],[[1.40737066]],[[1.30865552]],[[1.40559169]],[[1.19809047]]
['FFAR2'],[[0.67896859]],[[1.97395736]],[[2.02770427]],[[2.58831123]],[[2.2962492]],[[2.23439207]],[[2.42122656]],[[1.81942675]],[[1.29752933]],[[1.29847532]],[[1.08787934]],[[1.39051103]],[[1.10269272]]
['HNRNPH2'],[[1.3823014]],[[1.786744]],[[1.98013569]],[[2.31570793]],[[2.18652775]],[[1.65374631]],[[1.67915098]],[[1.53403489]],[[1.13126364]],[[1.09133103]],[[1.08868921]],[[1.27384853]],[[1.07285038]]
['KDM4B'],[[1.73654196]],[[2.14747087]],[[2.13871494]],[[2.24675608]],[[1.99674327]],[[1.65309299]],[[1.66860342]],[[1.51833626]],[[1.15708204]],[[1.24631371]],[[1.05242984]],[[1.21532343]],[[1.03022709]]
['HIP1'],[[1.42700886]],[[1.84134015]],[[1.9765873]],[[2.48419535]],[[2.36085653]],[[1.99356061]],[[2.94722878]],[[1.55066751]],[[1.26876328]],[[1.16925496]],[[0.95217365]],[[1.20718182]],[[0.79399713]]
['STEAP4'],[[1.34085171]],[[2.02401053]],[[1.99261827]],[[2.27029142]],[[2.06904254]],[[1.82061197]],[[2.52716923]],[[1.46651131]],[[1.07340107]],[[1.2529442]],[[0.96115314]],[[1.06020976]],[[0.91023028]]
['APOBEC3A'],[[1.85741063]],[[2.430355]],[[2.4542393]],[[3.03944114]],[[2.74365736]],[[2.25075248]],[[2.18566165]],[[2.08321868]],[[1.5236547]],[[1.38092591]],[[1.38109371]],[[1.61494792]],[[1.33947546]]
['ADCY4'],[[1.92858686]],[[2.30045356]],[[2.21351799]],[[2.45195327]],[[2.02919159]],[[1.81445847]],[[2.19100416]],[[1.68812068]],[[1.3205161]],[[1.13553512]],[[1.15675414]],[[1.32064039]],[[1.15956415]]
