N,Train_MSE,Train_r,Test_MSE,Test_r,Avg_Topological_Entropy,Random seed
2,0.2055244848724132,0.7079245884846673,0.2054120033218432,0.7055546678853448,0.0481824145927132,46
3,0.2025527773195176,0.7129998090106655,0.2015234678901119,0.7122576303378704,0.0531671181874452,46
4,0.1957075973695996,0.7245578060871711,0.1965533958845637,0.720755232836974,0.0566530111358092,46
5,0.1845436383043052,0.7430209193616271,0.1847358711087184,0.7405091420173806,0.0583756319557192,46
6,0.1870624423837119,0.7388956397879749,0.1879442802735365,0.7351997647995236,0.0572298795640974,46
7,0.1769386633566279,0.7553401471538714,0.1784156943816026,0.7509112707714938,0.057454019982374,46
8,0.180730526187317,0.7492232401344443,0.1815365244754257,0.7457670900548914,0.0589654452495389,46
9,0.1701051811406495,0.7662406689361649,0.1738900020195756,0.758238197972982,0.061208042279742,46
10,0.1674720404590146,0.7703997792238226,0.168549136966186,0.7667672001719704,0.0618433146382096,46
20,0.1415400172023758,0.8102206515669355,0.1442182667362427,0.8046279373911345,0.0628052825479578,46
30,0.1223866910031302,0.8384187071824772,0.1273499486888575,0.8298896685165458,0.0668457297323069,46
40,0.1187291156621381,0.8436963307766467,0.1215520167833051,0.8383469320341824,0.067768625441604,46
50,0.104518850427084,0.8638948538811105,0.1103889324505325,0.8544862397263241,0.0676290246469765,46
60,0.1037174978942494,0.8650198473101964,0.1105674308129359,0.8542858343936586,0.0698542323253836,46
70,0.0999275091268729,0.8703208090421382,0.109610968382537,0.8557123710664614,0.070305484920046,46
80,0.0940897072410923,0.8784234067344873,0.1038804016081757,0.8638346021085168,0.0711824077583957,46
90,0.0902025167430738,0.8837774497313906,0.0995749662895095,0.8698789554962825,0.0701470628452358,46
100,0.0901199621349798,0.8838908060518088,0.1011834005701003,0.8676951110184363,0.0710481216058604,46
150,0.0803186702671406,0.8972471329706457,0.0979197979042632,0.8724894571869442,0.0732991008504584,46
200,0.0744328096566663,0.9051731547854488,0.0968918685666347,0.874121832054041,0.0741564228852012,46
250,0.0703362183300347,0.9106489941809052,0.0988024782028681,0.8717432388973851,0.0747210441507391,46
300,0.0666713533913949,0.9155199961656146,0.1026849048073079,0.8667888740167379,0.0753918278580665,46
2,0.2037892775814101,0.7091152401945611,0.2118766937035052,0.701687869309735,0.047507757524595,2
3,0.19681992007714,0.7210041919750196,0.2056146751731327,0.7122967758725856,0.0522871456638446,2
4,0.1911132942427637,0.7305947711133187,0.1993254400662136,0.7228009309854355,0.0572117677898205,2
5,0.1824888901964173,0.7448543424360841,0.1897630691604097,0.738474848862448,0.0560157789786923,2
6,0.1842444270282212,0.7419738472464654,0.1927151847036538,0.7336754304248443,0.0606412132644388,2
7,0.1829728252780994,0.7440613799979225,0.191848361655117,0.7351075314492024,0.0620636643110614,2
8,0.173247351526722,0.7598375336813822,0.1809889736093812,0.7525765327542917,0.0616639307084431,2
9,0.1730050589957389,0.7602264230663112,0.1824537011598095,0.750266685365555,0.0606361583585383,2
10,0.1736582076283599,0.759177719449138,0.1848581448861728,0.7464266081375255,0.0590087513683228,2
20,0.141192878163881,0.8096615490657024,0.1500202871320997,0.8003730327657516,0.0647843927512381,2
30,0.1238954431290354,0.8353142520199257,0.1329996528432871,0.8254827259497104,0.0677492626400781,2
40,0.114587038775581,0.848798145711072,0.1255094622648459,0.8362787781200307,0.0679319614248936,2
50,0.1081708368722187,0.8579691107885923,0.1200194191354732,0.8441332277009908,0.0674598830852249,2
60,0.1022240766207039,0.8663823961420847,0.1161484745909137,0.8496168251370741,0.0694387371234355,2
70,0.0948869250740387,0.8766515028999047,0.1089709877300668,0.8596667433260521,0.0709522668985063,2
