N,Train_MSE,Train_r,Test_MSE,Test_r,Avg_Topological_Entropy,Random seed
2,0.2131288431681752,0.8219190609059537,0.2144204070606818,0.8247800286297344,0.0481491786806211,46
3,0.2117236837033267,0.8232187980882975,0.2145624349668746,0.8246245256877545,0.053157310427664,46
4,0.2048932437171007,0.8295107147042635,0.205821552387814,0.8325178112712184,0.0565085820826392,46
5,0.1927281737401683,0.8405989431650478,0.1931815796017029,0.8437734052474841,0.0582232386112391,46
100,0.082977260759963,0.9347096883630904,0.0952937421569933,0.9262453680867542,0.071315062328332,46
300,0.0592915778556314,0.9538025727213716,0.0920444240414492,0.9291580063971296,0.0752827932707787,46
2,0.2128231087796266,0.8230730139468531,0.2163441163643276,0.8195029981698057,0.0474258620233004,2
3,0.2058267473617567,0.8294897185281342,0.2094170795583956,0.8258987077433602,0.0522638714021238,2
4,0.2000162986786281,0.8347810167510772,0.2047772154144022,0.8301890092376323,0.0571471819443075,2
5,0.1907130657119064,0.843183754831071,0.1941613675956275,0.8398025454361387,0.055966575151548,2
100,0.0819307354817201,0.9358564214478626,0.0975649456879392,0.9230405097390408,0.0710435543099988,2
300,0.057962275615131,0.9550672275920592,0.0918820839242758,0.928012506139913,0.0756118070867577,2
2,0.2138124332268472,0.822154222503493,0.2109122557473274,0.8245420293052856,0.0483257621948621,10
3,0.2052853020857203,0.8299772427433589,0.2028896352139574,0.8318885861347367,0.0520046374957897,10
4,0.1956773316586049,0.8387036392081471,0.1950423035314738,0.8390240217304271,0.0551673159734393,10
5,0.197868601764161,0.8367211547745215,0.1961802470865902,0.8379884590807638,0.0576304187438264,10
100,0.081922959271676,0.9358601486347664,0.0929397136525488,0.9268451242195408,0.0718681559811808,10
300,0.0593031760777767,0.9540008828096792,0.0909718158501451,0.9287723639711188,0.0756475457368898,10
2,0.2134894699213674,0.8222743028764672,0.2173875445959188,0.8193011822710826,0.0487960592671481,100
3,0.2055692634749872,0.8295484066050354,0.2085464098133061,0.8274203300858425,0.0524611044764242,100
4,0.1992410268201662,0.8353144938191903,0.2032956506130187,0.8321950343430136,0.0556327356672849,100
5,0.1988590818030657,0.8356611591014299,0.2021168347499338,0.8332762425358071,0.0558158265105702,100
100,0.0831351446580931,0.9348173090678444,0.0948670712593232,0.925540568257599,0.0711439423574161,100
300,0.0585086495547304,0.9545899473968726,0.0910970052197433,0.9289412832576482,0.0752085182383913,100
2,0.2119696703427586,0.8239569392365076,0.2088807897261578,0.8260122959282961,0.0479322831964788,80
3,0.2069770514824277,0.8285336311513295,0.2036768968753688,0.830778454599611,0.0531778657827519,80
4,0.2014466293257472,0.8335739915077752,0.196776735471709,0.8370773967199987,0.0551654697033485,80
5,0.1980042967679203,0.8366958853256787,0.1951448051636549,0.8385530324686065,0.0574098835773519,80
100,0.0828874453818588,0.935115382646401,0.0914419187906866,0.927895688892994,0.0716127083763502,80
300,0.0592367212023781,0.9540792797678168,0.0893441166144176,0.9299981853851872,0.0751555147330342,80
2,0.2119838071765046,0.8235930479665265,0.2152235772798755,0.8215553940722546,0.0487648720085192,20
3,0.2063449842723207,0.828771932393829,0.2092466860883589,0.8270357188102324,0.0538551592365339,20
4,0.2020209528601142,0.8327209409787459,0.206514503107564,0.8295214511933451,0.054577873627184,20
6,0.1976386771523991,0.839086888299027,0.198946651040251,0.8359934584129483,0.0571159947944203,46
7,0.1930258587890191,0.8431926483138384,0.1922665914085187,0.8419994194407169,0.0603405178004579,46
8,0.1859987134718021,0.8494091169809499,0.1896248053992071,0.844400616923004,0.0594060289893529,46
9,0.1830385561360586,0.8520142779192946,0.1849752709671221,0.8485361520882337,0.0599493806260496,46
10,0.1780991123406903,0.8563435525837753,0.1811270337802502,0.8520066402714376,0.063129627332585,46
20,0.1521023658209518,0.8787777782095592,0.1570873896477483,0.8730843286464584,0.0647146217624502,46
30,0.1359408089798915,0.8924403435387676,0.1404411258096952,0.8874089651938686,0.0654459100850658,46
40,0.1140307601146162,0.9106353062940036,0.1199279748999788,0.904712589321496,0.0675848248402395,46
50,0.1069046009659944,0.916475299925582,0.1137998786582335,0.9098416293831452,0.0691225522496634,46
60,0.1002709132171051,0.921878458318606,0.1083883417865613,0.9143277773447992,0.0693497517428301,46
70,0.0940182922749163,0.926942404208792,0.1027878429762398,0.9189417399262452,0.0700389318096489,46
80,0.0896294908569744,0.9304803956951516,0.1001757208187408,0.9211373466055196,0.0702476741948656,46
90,0.0864333259559365,0.933048513161492,0.097818253266023,0.9230978902264256,0.0703492042354692,46
150,0.0752032748379635,0.9420163387381528,0.0927792687739296,0.9272779811291194,0.0731375884288451,46
200,0.0684902916899236,0.9473364931496248,0.0916074663231527,0.928362978371254,0.0743866895308076,46
