['NDUFAF7'],[[0.84954759]],[[1.60996168]],[[1.64187681]],[[1.68035446]],[[1.68372045]],[[1.58672333]],[[1.05762062]],[[0.83858884]],[[0.90365146]],[[0.94334394]],[[0.98441255]],[[1.06531272]],[[0.9452677]]
['VAMP3'],[[0.93847956]],[[1.71894334]],[[1.68839592]],[[1.57573005]],[[1.74899944]],[[1.62885668]],[[1.21361134]],[[1.14262294]],[[1.14514309]],[[1.05579075]],[[0.87991101]],[[1.01630621]],[[0.90759751]]
['RFC2'],[[1.04944654]],[[1.72022556]],[[1.90706596]],[[1.77526269]],[[1.66339162]],[[1.19212581]],[[1.1088005]],[[1.02881859]],[[1.08980012]],[[0.95829611]],[[0.95840928]],[[1.09444695]],[[0.91669726]]
['ARID4B'],[[0.9743989]],[[1.63993577]],[[1.67277983]],[[1.56475325]],[[1.57145036]],[[1.37434118]],[[1.08479956]],[[0.93877949]],[[0.96362272]],[[0.94722796]],[[0.8649065]],[[1.01309478]],[[0.84949338]]
['ITIH4'],[[1.98239909]],[[2.45926539]],[[2.55852445]],[[2.48036173]],[[2.43519183]],[[1.45325665]],[[1.56917221]],[[1.55400743]],[[1.68982913]],[[1.7174232]],[[1.38238895]],[[1.70209202]],[[1.48066875]]
['PRDM1'],[[1.55362324]],[[1.81021235]],[[1.76336915]],[[1.72340364]],[[1.3955136]],[[1.00285363]],[[0.91872693]],[[0.90754194]],[[0.925951]],[[0.96081973]],[[0.87977917]],[[1.13522178]],[[0.99619589]]
['ATP2B4'],[[1.10682036]],[[1.67692178]],[[1.90069942]],[[1.92483588]],[[2.03985212]],[[1.92701657]],[[1.35585378]],[[1.15789634]],[[1.18858396]],[[0.90677093]],[[1.02764169]],[[1.2753719]],[[1.09888823]]
['ZC3H11A'],[[0.9625085]],[[1.12018452]],[[1.46507461]],[[1.52295426]],[[1.22846343]],[[1.59206003]],[[1.48717695]],[[0.7096028]],[[1.07935589]],[[0.73766502]],[[0.86323936]],[[0.96399579]],[[0.89749497]]
['DNAJC25'],[[1.07815122]],[[1.87423989]],[[1.54186235]],[[1.67582056]],[[1.72359445]],[[1.4146852]],[[1.12459708]],[[1.31830514]],[[1.15135323]],[[1.18587492]],[[1.09155915]],[[1.14903338]],[[1.03666036]]
['CYB5R4'],[[0.98522431]],[[1.71021527]],[[1.72548181]],[[1.60448282]],[[1.72981246]],[[1.56997798]],[[1.28696458]],[[1.07084607]],[[0.98946966]],[[1.06799666]],[[0.79889158]],[[0.91972841]],[[0.78774502]]
['TBC1D1'],[[1.08271823]],[[1.69349311]],[[1.68857503]],[[1.60979424]],[[1.45096788]],[[1.1134505]],[[1.18976652]],[[1.12013406]],[[1.06714506]],[[1.16077955]],[[0.86937691]],[[0.99530127]],[[0.87281787]]
['DIP2B'],[[1.0010681]],[[1.82001035]],[[1.90166456]],[[1.77840788]],[[1.67491251]],[[1.37431747]],[[1.25026309]],[[1.1201448]],[[1.0874795]],[[1.0933769]],[[0.82943593]],[[0.99058532]],[[0.82391814]]
['SP100'],[[1.0411858]],[[1.58003952]],[[1.65353316]],[[1.62604409]],[[1.57566638]],[[1.60520366]],[[1.29275326]],[[1.1745973]],[[1.1483701]],[[1.00543692]],[[0.94733931]],[[1.13449646]],[[1.00113745]]
['KLF6'],[[1.19696124]],[[1.88529937]],[[1.96092204]],[[1.87698023]],[[1.94935951]],[[1.38220651]],[[1.19474793]],[[1.09144776]],[[1.07992503]],[[1.15937364]],[[0.89211757]],[[1.07265115]],[[0.91102768]]
['PDK3'],[[1.08530462]],[[1.70099483]],[[1.76974755]],[[1.63880532]],[[1.61895093]],[[1.38493535]],[[1.33260259]],[[1.18811091]],[[1.03385453]],[[1.11087278]],[[0.87487268]],[[0.95987489]],[[0.86533802]]
['SRBD1'],[[1.12517413]],[[1.59544408]],[[1.47493469]],[[1.49228617]],[[1.47566641]],[[0.95528554]],[[1.02163002]],[[0.98994986]],[[0.98933256]],[[0.87707718]],[[0.89593398]],[[1.03374213]],[[0.90788629]]
['SNX13'],[[1.03716394]],[[1.58102044]],[[1.49754601]],[[1.48638777]],[[1.70787792]],[[1.5741905]],[[1.20928163]],[[0.9854228]],[[0.89312443]],[[1.0546444]],[[0.86990928]],[[0.97913325]],[[0.86211315]]
['MARK2'],[[1.02618314]],[[1.57592873]],[[1.69938925]],[[1.64780973]],[[1.48303255]],[[1.34668062]],[[1.28006984]],[[1.16855353]],[[1.16382214]],[[1.10788631]],[[0.90633845]],[[1.0363675]],[[0.89234056]]
['ACAP1'],[[1.08796059]],[[1.59784635]],[[1.73363633]],[[1.78538685]],[[1.6609309]],[[1.52619967]],[[1.2087393]],[[1.02710795]],[[1.0973364]],[[1.03048943]],[[0.95180924]],[[1.12242982]],[[0.94453045]]
['PICALM'],[[0.93411407]],[[1.52371825]],[[1.44578896]],[[1.40658996]],[[1.51335762]],[[1.49886969]],[[1.17234933]],[[1.05660356]],[[1.03552085]],[[1.06861177]],[[0.75733775]],[[0.9175376]],[[0.80611958]]
['CLASP1'],[[1.13121771]],[[1.58347086]],[[1.5978828]],[[1.61378221]],[[1.59246273]],[[1.27488345]],[[1.1011147]],[[1.03194008]],[[1.04662712]],[[1.05395257]],[[1.03977395]],[[1.17291367]],[[1.0295064]]
['SEMA3C'],[[1.11484458]],[[1.67192399]],[[1.63507075]],[[1.55937955]],[[1.83872859]],[[1.2313367]],[[1.3646623]],[[1.08246601]],[[1.02778112]],[[1.08529286]],[[1.08082939]],[[1.2374542]],[[1.07727456]]
['ARHGAP15'],[[0.93990074]],[[1.74330047]],[[1.7894711]],[[1.78507287]],[[1.86212261]],[[1.84212891]],[[1.44103949]],[[1.06066134]],[[0.91404767]],[[0.90316017]],[[0.94702157]],[[1.14362843]],[[0.93881463]]
['PAG1'],[[0.95278807]],[[1.36294554]],[[1.51657973]],[[1.51439271]],[[1.73369767]],[[1.55403453]],[[1.25829984]],[[1.11415975]],[[1.10109335]],[[0.93419602]],[[1.06218342]],[[1.2446975]],[[1.05757227]]
['PPP1R12B'],[[1.12137034]],[[1.36531564]],[[1.50770695]],[[1.43590947]],[[1.47904425]],[[1.1208296]],[[0.78370908]],[[0.69015633]],[[0.74136697]],[[1.14576996]],[[0.78228815]],[[0.86131181]],[[0.77105855]]
['NEBL'],[[1.12230994]],[[1.78340036]],[[1.73554421]],[[1.7514171]],[[1.89430137]],[[1.53774659]],[[0.96376233]],[[0.76221352]],[[0.92893073]],[[1.12912414]],[[0.57719668]],[[0.34238496]],[[0.46362086]]
['TP53INP2'],[[1.20910587]],[[1.93973718]],[[2.06504174]],[[1.94371051]],[[1.84126289]],[[0.82414345]],[[0.819914]],[[0.91123832]],[[0.85869419]],[[1.40087927]],[[1.04152116]],[[1.1533929]],[[1.06553913]]
['RFX3'],[[1.01468387]],[[1.59788334]],[[1.56349868]],[[1.54534207]],[[1.64391795]],[[1.15577025]],[[0.98949296]],[[1.00199478]],[[1.01454546]],[[1.03805917]],[[0.97268221]],[[1.12675771]],[[1.02908915]]
['RAB21'],[[0.92626547]],[[1.60523249]],[[1.61181051]],[[1.50422257]],[[1.61550555]],[[1.32131975]],[[1.10035808]],[[1.01152699]],[[0.9774272]],[[0.9701347]],[[0.85888736]],[[1.00632406]],[[0.86793184]]
['PSEN1'],[[0.96903589]],[[1.56880842]],[[1.60947012]],[[1.59340373]],[[1.61713449]],[[1.46868366]],[[1.25109449]],[[1.17478134]],[[1.08455621]],[[1.04610468]],[[0.96224306]],[[1.13606987]],[[0.9974706]]
['PHLPP1'],[[1.00492027]],[[1.71390295]],[[2.01817351]],[[1.97575534]],[[1.82169468]],[[1.56414508]],[[1.22304958]],[[1.07337291]],[[1.00864098]],[[1.10046805]],[[1.29730112]],[[1.3085972]],[[1.23489782]]
['RNF13'],[[1.00328014]],[[1.74694637]],[[1.73116104]],[[1.71575488]],[[1.81908046]],[[1.50701393]],[[1.20345054]],[[1.0251338]],[[1.03273853]],[[1.07490161]],[[0.8638322]],[[1.04383797]],[[0.91116647]]
['KAT6A'],[[0.99470754]],[[1.89796294]],[[1.99902192]],[[1.8939345]],[[1.78564545]],[[1.55612071]],[[1.21905464]],[[1.11241604]],[[1.06017429]],[[0.97255624]],[[0.93713831]],[[1.11490727]],[[0.96124481]]
['ZCCHC6'],[[1.11385574]],[[1.71220886]],[[1.72926022]],[[1.72224867]],[[1.7019094]],[[1.46958401]],[[1.18502562]],[[0.99080542]],[[1.0303337]],[[1.11345258]],[[0.81527575]],[[0.93937013]],[[0.79429205]]
['ZNF586'],[[1.02417367]],[[1.46499293]],[[1.64584585]],[[1.55081022]],[[1.54028589]],[[1.38035904]],[[1.10675617]],[[0.960247]],[[0.91761876]],[[0.97680926]],[[0.72041475]],[[0.91356272]],[[0.73383046]]
['CHMP2B'],[[0.8882417]],[[1.52522858]],[[1.39146346]],[[1.45591379]],[[1.64178949]],[[1.48264033]],[[1.19569759]],[[1.03116175]],[[0.92912169]],[[0.97274138]],[[0.86852736]],[[1.04786031]],[[0.91938887]]
['NCOA1'],[[1.02873904]],[[1.5507136]],[[1.71043126]],[[1.65408175]],[[1.61941658]],[[1.45393306]],[[1.23227039]],[[1.08504782]],[[1.0634442]],[[1.05586382]],[[0.8646809]],[[0.98488586]],[[0.87235932]]
['SLC25A24'],[[0.89281753]],[[1.48839451]],[[1.49105361]],[[1.35246655]],[[1.7648811]],[[1.71422617]],[[1.33442473]],[[1.19785314]],[[1.09614564]],[[0.97209355]],[[0.91730756]],[[1.10438986]],[[0.99762707]]
['PPEF1'],[[0.65004508]],[[1.5250647]],[[1.19612656]],[[0.45917753]],[[1.16340356]],[[1.27632297]],[[1.12459726]],[[0.72552901]],[[0.91874826]],[[0.81789228]],[[0.68339166]],[[0.80571414]],[[0.73666562]]
['PPP1R15A'],[[0.95318101]],[[1.8809501]],[[2.06607669]],[[2.0851581]],[[1.88855611]],[[1.47585597]],[[1.32579247]],[[1.15065298]],[[1.2170196]],[[1.19377795]],[[0.99388941]],[[1.16954077]],[[0.9750764]]
['ERGIC2'],[[0.95435916]],[[1.62871569]],[[1.54782432]],[[1.54149305]],[[1.73822745]],[[1.46012107]],[[0.92162469]],[[0.89432524]],[[0.85443447]],[[0.88098553]],[[0.89776047]],[[1.00512772]],[[0.88120367]]
['SPTLC1'],[[0.9732902]],[[1.5027722]],[[1.52478558]],[[1.5936642]],[[1.67928618]],[[1.32886818]],[[1.19620024]],[[1.05480004]],[[0.95493811]],[[0.97668184]],[[0.88239441]],[[1.01996239]],[[0.91070262]]
['SLC7A8'],[[1.01988204]],[[1.06504693]],[[1.14173288]],[[0.87404557]],[[0.80422469]],[[0.43888052]],[[0.54141942]],[[0.93940204]],[[1.06236863]],[[0.95824182]],[[0.52400104]],[[0.83158838]],[[0.76717781]]
['MAST3'],[[1.13909315]],[[1.79410192]],[[1.90461733]],[[1.86447013]],[[1.72544192]],[[1.32815182]],[[1.32247234]],[[1.17169895]],[[1.15758838]],[[1.23474974]],[[1.03046258]],[[1.15523677]],[[1.03216911]]
['MKNK2'],[[1.06432599]],[[1.78724693]],[[1.89599213]],[[1.84352548]],[[1.61574089]],[[1.28829668]],[[1.20177968]],[[1.1222551]],[[1.20249066]],[[1.17389751]],[[0.95637534]],[[1.16846332]],[[0.9824865]]
['RBM23'],[[0.97683802]],[[1.56695066]],[[1.6858136]],[[1.6439322]],[[1.5502996]],[[1.30992113]],[[1.16245358]],[[1.01066772]],[[0.95443066]],[[0.99766912]],[[0.87213207]],[[1.0112712]],[[0.85998941]]
['NIN'],[[1.05888087]],[[1.63862932]],[[1.63882099]],[[1.5841939]],[[1.64501669]],[[1.45207543]],[[1.24895032]],[[1.10769746]],[[1.03715731]],[[1.07038977]],[[0.90082518]],[[1.03870597]],[[0.8774043]]
['SUSD6'],[[1.07904435]],[[1.63966881]],[[1.71769514]],[[1.64519279]],[[1.55049365]],[[1.490424]],[[1.38310566]],[[1.18726176]],[[1.15160461]],[[1.10812061]],[[0.95688716]],[[1.11321046]],[[0.93416386]]
['GMPR2'],[[1.06086874]],[[1.7186839]],[[1.76644379]],[[1.80070424]],[[1.70667539]],[[1.59911155]],[[1.29967116]],[[1.18012996]],[[1.20379497]],[[1.04820811]],[[0.94341889]],[[1.13377257]],[[0.94503831]]
['MAP1LC3A'],[[1.11611516]],[[1.50488053]],[[1.63648]],[[1.66086707]],[[1.48463628]],[[0.569966]],[[0.67312856]],[[0.78084698]],[[0.81824805]],[[1.02224403]],[[0.87751282]],[[1.17520988]],[[1.04146852]]
['TBL1X'],[[1.07413596]],[[1.56775409]],[[1.64642396]],[[1.56231176]],[[1.48884485]],[[1.46218023]],[[1.27640182]],[[1.18276822]],[[1.192416]],[[1.15148504]],[[0.91982445]],[[1.05005946]],[[0.91413036]]
['FNDC3A'],[[1.02665717]],[[1.57135796]],[[1.47482277]],[[1.43838366]],[[1.57339559]],[[1.23058227]],[[1.04149677]],[[1.02532786]],[[1.00803114]],[[0.93200227]],[[0.99571146]],[[1.10703103]],[[0.99306066]]
['KLF5'],[[1.16209482]],[[1.48241342]],[[1.55014742]],[[1.38189506]],[[1.45817226]],[[1.52064251]],[[1.1121463]],[[0.98946365]],[[1.13473296]],[[1.04820811]],[[1.01178698]],[[1.12053375]],[[0.94367828]]
['PARP4'],[[1.11550362]],[[1.77065693]],[[1.76331855]],[[1.70290945]],[[1.7005803]],[[1.52281816]],[[1.28010727]],[[1.0955902]],[[1.07409606]],[[1.03169364]],[[1.00749115]],[[1.13828967]],[[1.00587239]]
['SUPT20H'],[[1.00625951]],[[1.70980252]],[[1.73469559]],[[1.76141774]],[[1.78478649]],[[1.50574205]],[[1.09905256]],[[0.93882253]],[[0.94027899]],[[0.96322772]],[[0.85609271]],[[0.97782114]],[[0.86412602]]
['INTS6'],[[1.03565652]],[[1.82165196]],[[1.81727333]],[[1.73250057]],[[1.79031778]],[[1.49690718]],[[1.09188835]],[[1.01060923]],[[0.96587631]],[[1.03392409]],[[0.94458211]],[[1.04647263]],[[0.89151026]]
['DHRS12'],[[1.09325683]],[[1.81871036]],[[1.92836595]],[[2.04047049]],[[1.83443259]],[[1.73752118]],[[1.30244605]],[[1.12119518]],[[1.36118976]],[[1.02940112]],[[0.66137181]],[[0.82655216]],[[0.71726138]]
['LYRM1'],[[0.86048347]],[[1.60903615]],[[1.82996091]],[[1.60381471]],[[1.59926037]],[[1.33701013]],[[1.10340826]],[[1.04911078]],[[0.98949806]],[[0.91539875]],[[0.85386485]],[[0.99654605]],[[0.84712846]]
['LONP2'],[[1.08448778]],[[1.62278494]],[[1.60730167]],[[1.4856165]],[[1.41793562]],[[0.88286792]],[[0.9568846]],[[0.92314017]],[[0.906492]],[[0.93764145]],[[1.17207289]],[[1.2760656]],[[1.1316059]]
['N4BP1'],[[0.97922064]],[[1.47330124]],[[1.57807645]],[[1.61288223]],[[1.64192541]],[[1.67142404]],[[1.30084833]],[[1.04556032]],[[1.00221957]],[[1.05699362]],[[0.871635]],[[1.04534043]],[[0.88268967]]
['USP10'],[[1.1237226]],[[2.02196718]],[[1.9694759]],[[1.93863833]],[[1.96541671]],[[1.44482986]],[[1.17749638]],[[1.1465184]],[[1.02409287]],[[1.05531308]],[[0.99793708]],[[1.06879257]],[[0.91418708]]
['BCKDK'],[[1.45510682]],[[1.70999261]],[[1.76769754]],[[1.71181948]],[[1.75700964]],[[1.61741993]],[[1.49089859]],[[1.34246602]],[[1.46203351]],[[1.40380044]],[[1.09869048]],[[1.2553089]],[[1.10355648]]
['NBN'],[[0.99851516]],[[1.49323969]],[[1.40202101]],[[1.39465905]],[[1.52869832]],[[1.32200718]],[[1.29506307]],[[1.08499925]],[[0.89827042]],[[0.88859797]],[[0.87515908]],[[0.97884186]],[[0.88916014]]
['UBE2W'],[[0.9432753]],[[1.77098655]],[[1.60361358]],[[1.57206694]],[[1.66874379]],[[1.67208042]],[[1.26093406]],[[1.08325146]],[[0.97485898]],[[1.01522762]],[[0.86261486]],[[0.95457772]],[[0.79826509]]
['EMC2'],[[0.88648221]],[[1.48364947]],[[1.43023068]],[[1.32063291]],[[1.42592838]],[[1.25893112]],[[0.92092959]],[[0.8181679]],[[0.77293681]],[[0.75606756]],[[0.82724458]],[[0.95870903]],[[0.81343388]]
['ERI1'],[[1.03892435]],[[2.10266446]],[[2.06595357]],[[1.85062187]],[[2.17811318]],[[1.50757106]],[[1.19277368]],[[1.07964583]],[[0.9506621]],[[1.02089653]],[[1.02685028]],[[1.26002988]],[[1.12383273]]
['CCDC9'],[[0.94783197]],[[1.55939317]],[[1.7489444]],[[1.63757374]],[[1.47434859]],[[1.23342535]],[[0.98519568]],[[1.02008536]],[[1.13544525]],[[1.02826614]],[[0.93052434]],[[1.13698804]],[[0.94975204]]
['ELL'],[[0.96292311]],[[1.7411383]],[[1.91958037]],[[1.82603295]],[[1.68167659]],[[1.26527301]],[[1.23212981]],[[1.13020304]],[[1.10771384]],[[1.10092275]],[[0.88422174]],[[1.05877641]],[[0.86599275]]
['HBP1'],[[0.96882472]],[[1.62738298]],[[1.66076387]],[[1.63879568]],[[1.63287189]],[[1.27978901]],[[1.08863647]],[[1.03115886]],[[0.99624871]],[[1.01537437]],[[0.86987994]],[[1.02744591]],[[0.86921579]]
['ZC3HAV1'],[[1.11220232]],[[2.08195491]],[[2.18416123]],[[2.07479386]],[[1.93879547]],[[1.25079252]],[[1.04964951]],[[0.98768477]],[[1.0290192]],[[1.00173855]],[[0.92253335]],[[1.15673931]],[[0.96823687]]
['COA1'],[[1.27611186]],[[1.80177602]],[[1.9859034]],[[1.9935277]],[[1.77033895]],[[0.97130586]],[[0.96558497]],[[0.89308839]],[[0.83458927]],[[1.12723141]],[[0.80226807]],[[0.93332367]],[[0.82329773]]
['SHOC2'],[[0.95744443]],[[1.6545394]],[[1.56186904]],[[1.49642699]],[[1.65777977]],[[1.52235441]],[[1.14500823]],[[1.03917672]],[[1.00474581]],[[1.01831753]],[[0.87959306]],[[0.9807232]],[[0.86907025]]
['TSPAN14'],[[1.31254375]],[[1.75726451]],[[1.82405925]],[[1.72673417]],[[1.68689582]],[[1.36146091]],[[1.31289309]],[[1.16659756]],[[1.15507077]],[[1.14944382]],[[1.0185585]],[[1.18631084]],[[1.04027751]]
['NUFIP2'],[[0.87329625]],[[1.73984886]],[[1.69556222]],[[1.60727689]],[[1.62506521]],[[1.35482273]],[[1.15258157]],[[1.04764787]],[[0.96911011]],[[0.97761858]],[[0.89317303]],[[1.02985471]],[[0.89293288]]
['RAPGEFL1'],[[1.20819632]],[[1.77278313]],[[1.86440089]],[[1.76460762]],[[1.70909674]],[[1.48948776]],[[1.61308068]],[[1.20255912]],[[1.15952285]],[[1.3180762]],[[1.15629074]],[[1.28407912]],[[1.15680264]]
['MLX'],[[1.14627308]],[[1.53361557]],[[1.590686]],[[1.5030214]],[[1.44470449]],[[1.21081517]],[[1.18684961]],[[1.09940367]],[[1.08065892]],[[1.07076155]],[[0.90898814]],[[1.06121097]],[[0.93117579]]
['IFT20'],[[0.92126173]],[[1.44057459]],[[1.48431667]],[[1.52789671]],[[1.56127017]],[[1.32885488]],[[1.20130927]],[[1.09426173]],[[1.11100417]],[[0.97789923]],[[1.03437032]],[[1.17422904]],[[1.03337257]]
['PHF12'],[[1.01357783]],[[1.59596381]],[[1.75589839]],[[1.72363622]],[[1.66817786]],[[1.43813884]],[[1.20177849]],[[1.09878132]],[[1.12563504]],[[1.07616692]],[[0.962286]],[[1.07573906]],[[0.91358478]]
['ELF2'],[[0.99432705]],[[1.76056382]],[[1.93245825]],[[1.83289027]],[[1.87870621]],[[1.39345109]],[[1.16378691]],[[1.01653774]],[[1.00870452]],[[1.0682457]],[[0.93192443]],[[1.06912641]],[[0.92016118]]
['NUP98'],[[1.00690267]],[[1.60336541]],[[1.74594924]],[[1.6578858]],[[1.61415971]],[[1.29095948]],[[1.10474511]],[[1.05348011]],[[1.12594042]],[[1.07209728]],[[0.99916781]],[[1.14605873]],[[0.98301953]]
['ARPC3'],[[0.96130016]],[[1.51383196]],[[1.54148494]],[[1.48592992]],[[1.552222]],[[1.51991853]],[[1.264299]],[[1.13014455]],[[1.11976156]],[[1.04597361]],[[0.82903403]],[[0.96737643]],[[0.82856962]]
['UHRF1BP1L'],[[0.97514376]],[[1.56084485]],[[1.54044149]],[[1.45605731]],[[1.59559497]],[[1.58276867]],[[1.26055053]],[[1.10415544]],[[0.9192204]],[[0.99678463]],[[0.84955166]],[[0.9756148]],[[0.83659009]]
['CLEC4A'],[[0.83434727]],[[1.02433098]],[[1.26149624]],[[1.05014412]],[[1.09858866]],[[1.5784928]],[[1.40874837]],[[1.10991688]],[[0.93483783]],[[0.91836066]],[[0.85619242]],[[0.96671753]],[[0.82189987]]
['SERINC1'],[[0.95090046]],[[1.72626934]],[[1.69764123]],[[1.61512927]],[[1.75075769]],[[1.48642904]],[[1.17837963]],[[1.03999498]],[[0.94612279]],[[0.96782511]],[[0.78775131]],[[0.96941109]],[[0.84151695]]
['PTP4A1'],[[1.07831024]],[[1.85680302]],[[1.67851007]],[[1.6167332]],[[1.78510958]],[[1.59400632]],[[1.22546072]],[[1.1574214]],[[1.06097437]],[[1.02588114]],[[1.02385871]],[[1.17158313]],[[1.02657035]]
['TMEM30A'],[[0.94864392]],[[1.64232646]],[[1.55107753]],[[1.45654361]],[[1.65915044]],[[1.50828383]],[[1.16415541]],[[1.04771918]],[[0.92735123]],[[0.98132566]],[[0.86728633]],[[1.00112309]],[[0.88597147]]
['BRD8'],[[0.96507261]],[[1.68685526]],[[1.89175641]],[[1.77657203]],[[1.67344359]],[[1.37115534]],[[1.22768904]],[[1.00689334]],[[0.99923234]],[[0.96179246]],[[0.91326923]],[[1.05822226]],[[0.92887382]]
['CLK4'],[[1.22328023]],[[1.82379835]],[[1.83921476]],[[1.91033116]],[[1.83836798]],[[1.51083217]],[[1.17841777]],[[0.89165674]],[[0.85699367]],[[1.08622874]],[[0.84598683]],[[0.95102274]],[[0.82592692]]
['FAM172A'],[[1.05345184]],[[1.73460625]],[[1.64449345]],[[1.69422295]],[[1.74649461]],[[1.40208767]],[[1.15107062]],[[1.01363537]],[[0.95161855]],[[0.83492574]],[[0.97807798]],[[1.12681363]],[[0.97655382]]
['ABCC5'],[[1.24732911]],[[1.73991473]],[[1.7770719]],[[1.78860183]],[[1.54222041]],[[1.1432212]],[[1.0741059]],[[1.05747841]],[[1.06072475]],[[1.26641622]],[[0.91806669]],[[0.99614161]],[[0.87902132]]
['SF3B6'],[[0.9029995]],[[1.53941196]],[[1.59206348]],[[1.49668986]],[[1.59993607]],[[1.36557837]],[[1.17117232]],[[1.05846911]],[[1.07995649]],[[0.966644]],[[0.83882586]],[[1.03812306]],[[0.86706396]]
['CYTIP'],[[1.45752506]],[[1.43833938]],[[1.5358798]],[[1.58186041]],[[1.55269316]],[[1.17695057]],[[1.06282264]],[[1.0142293]],[[0.98247239]],[[0.98612552]],[[0.80417389]],[[0.9549956]],[[0.8078673]]
['ITGB6'],[[1.09162312]],[[1.63189726]],[[1.66316747]],[[1.75628528]],[[1.71763059]],[[1.40108965]],[[1.35116206]],[[1.30229048]],[[1.01968059]],[[1.10046844]],[[0.86916777]],[[0.95876846]],[[0.89386345]]
['STRN'],[[1.07301655]],[[1.74731772]],[[1.79422356]],[[1.72846753]],[[1.71083174]],[[1.33262927]],[[1.14975578]],[[1.05079582]],[[1.02182494]],[[1.00483165]],[[0.90335806]],[[1.02398395]],[[0.92031641]]
['PLCL1'],[[1.07344393]],[[1.96969393]],[[1.91554661]],[[1.71339248]],[[1.53675632]],[[1.05468852]],[[1.0146239]],[[0.9761839]],[[1.04026604]],[[0.98072727]],[[0.92284534]],[[1.14245094]],[[1.01983298]]
['LRRC42'],[[1.34675819]],[[1.75061254]],[[1.90039229]],[[1.75582544]],[[1.7679442]],[[1.43197549]],[[1.17799671]],[[1.09622617]],[[1.2361233]],[[1.2003454]],[[1.25956431]],[[1.36817253]],[[1.24380687]]
['STXBP3'],[[0.95337278]],[[1.61566188]],[[1.57832329]],[[1.59070737]],[[1.6737094]],[[1.65245724]],[[1.20321894]],[[1.08831074]],[[1.0071251]],[[1.0574082]],[[0.83207317]],[[0.98390782]],[[0.83096187]]
['TSNAX'],[[0.99961787]],[[1.53332802]],[[1.51600308]],[[1.46344821]],[[1.55843668]],[[1.21041404]],[[0.94729504]],[[0.96202709]],[[0.96490075]],[[0.91808727]],[[0.93253598]],[[1.06673846]],[[0.93369271]]
['LGALS8'],[[0.97784725]],[[1.82119946]],[[1.83556765]],[[1.78493255]],[[1.78245361]],[[1.57142308]],[[1.2395829]],[[1.15313471]],[[1.08812697]],[[0.9892331]],[[0.93465913]],[[1.07828812]],[[0.94325122]]
['ZNF684'],[[1.53475422]],[[1.51812601]],[[1.51820914]],[[1.75265966]],[[1.72131694]],[[0.70260863]],[[0.87893288]],[[0.94785677]],[[0.92870707]],[[0.79941259]],[[1.07247137]],[[1.31793493]],[[1.1204177]]
