['CFLAR'],[[1.61902662]],[[2.3388629]],[[2.3986757]],[[2.44218637]],[[2.20994448]],[[1.58649104]],[[1.7018169]],[[1.32007562]],[[1.08676072]],[[1.23269094]],[[0.96014506]],[[0.92896659]],[[0.9661144]]
['VMP1'],[[1.56202942]],[[2.20431801]],[[2.30449018]],[[2.29444416]],[[2.29608462]],[[1.59752701]],[[1.60106009]],[[1.24500089]],[[1.23605683]],[[1.5138256]],[[1.13149238]],[[0.96878355]],[[1.10105289]]
['HIPK2'],[[1.48107966]],[[2.45533245]],[[2.25146622]],[[2.19691902]],[[2.08915267]],[[1.06801518]],[[1.02587566]],[[1.00291459]],[[0.98425745]],[[1.20944839]],[[0.99559783]],[[0.99738685]],[[1.00349927]]
['TNPO3'],[[1.42425356]],[[1.85371364]],[[1.74254214]],[[1.77084667]],[[2.15719837]],[[1.27930832]],[[1.19877447]],[[1.00444576]],[[1.08563365]],[[1.25309215]],[[1.01250732]],[[0.95176825]],[[1.02823119]]
['ANKS1A'],[[1.44347686]],[[2.36731234]],[[2.25580628]],[[2.26948101]],[[2.14998196]],[[1.40522664]],[[1.19666048]],[[1.09498974]],[[1.09377851]],[[1.29589576]],[[1.05033027]],[[1.08927134]],[[1.05155679]]
['SEC61A2'],[[1.39762557]],[[2.00641424]],[[2.2482427]],[[2.28201295]],[[1.90460674]],[[1.04818865]],[[1.03098228]],[[1.13750104]],[[0.88251408]],[[1.01423784]],[[0.96562115]],[[0.76375217]],[[0.87301943]]
['PPP2R5A'],[[1.7700203]],[[2.14189584]],[[2.30672932]],[[2.24901527]],[[1.93752637]],[[1.70741468]],[[1.56581842]],[[1.07714657]],[[0.94682688]],[[1.31407971]],[[0.98608274]],[[0.99433057]],[[0.92385204]]
['SPI1'],[[1.52165408]],[[2.36308241]],[[2.173656]],[[2.36623128]],[[2.37896192]],[[1.9640614]],[[1.64621217]],[[1.35126207]],[[1.44823295]],[[1.67846104]],[[1.22415239]],[[1.10928766]],[[1.18532322]]
['TNFRSF1A'],[[1.12445026]],[[2.19898362]],[[2.01199309]],[[2.11551949]],[[2.16542655]],[[1.59053094]],[[1.41587252]],[[1.18127744]],[[1.23117984]],[[1.52291817]],[[1.15043605]],[[1.06736557]],[[1.14069995]]
['ROCK1'],[[1.65666541]],[[2.10810195]],[[2.23457504]],[[2.17366771]],[[2.20015308]],[[1.51419548]],[[1.58703614]],[[1.20118532]],[[1.10682773]],[[1.33460521]],[[1.06920531]],[[0.96670357]],[[1.07056229]]
['HDAC4'],[[1.62501871]],[[2.21714842]],[[2.28608408]],[[2.36335859]],[[2.3249305]],[[1.70416002]],[[1.74532571]],[[1.38933223]],[[1.35578428]],[[1.3575866]],[[1.07077296]],[[1.08504108]],[[1.08516186]]
['ATP11A'],[[1.69700991]],[[2.19558732]],[[2.23651657]],[[2.28396871]],[[2.20547792]],[[1.48580224]],[[1.46515077]],[[1.14584588]],[[1.18293607]],[[1.43117568]],[[1.13119024]],[[1.01023001]],[[1.10689785]]
['RAB27A'],[[1.79900485]],[[2.27198485]],[[2.41371177]],[[2.35756811]],[[2.38671053]],[[1.75360095]],[[1.75500865]],[[1.28399029]],[[1.21247255]],[[1.43517767]],[[1.10259197]],[[0.95721479]],[[1.11441494]]
['JMJD6'],[[1.59997406]],[[2.49184146]],[[2.40808417]],[[2.52016862]],[[2.30929339]],[[1.54707466]],[[1.27307049]],[[1.02160415]],[[1.04217004]],[[1.20192364]],[[0.96356443]],[[0.96920305]],[[0.92625489]]
['MAP4K4'],[[1.84548302]],[[2.13874596]],[[2.07337583]],[[2.15552437]],[[2.01769901]],[[1.46778518]],[[1.42786121]],[[1.02398672]],[[1.14252342]],[[1.39587228]],[[1.02371581]],[[0.92235865]],[[1.0149817]]
['UBE2D1'],[[1.62343661]],[[2.81547589]],[[3.2053925]],[[2.94907855]],[[3.06489166]],[[2.36295585]],[[2.47459841]],[[1.81734]],[[1.86349875]],[[2.04494667]],[[1.68455014]],[[1.14521243]],[[1.6132636]]
['ALPK1'],[[1.77217968]],[[2.43776709]],[[2.69034062]],[[2.67114994]],[[2.45297649]],[[2.14885919]],[[2.11692424]],[[1.56748398]],[[1.24063325]],[[1.32221083]],[[1.14889357]],[[1.09423021]],[[1.08330772]]
['VPS9D1'],[[1.47764848]],[[2.37931988]],[[2.36653028]],[[2.52779696]],[[2.05981214]],[[1.73426609]],[[1.44780664]],[[1.35470136]],[[1.05420182]],[[1.14718371]],[[0.83932584]],[[1.13877527]],[[0.82572117]]
['FNDC3B'],[[1.48977901]],[[2.23295758]],[[2.56551736]],[[2.65492194]],[[2.43129998]],[[1.62836642]],[[1.57764553]],[[1.17559232]],[[1.13453545]],[[1.34021478]],[[0.99080042]],[[1.06009015]],[[1.02129043]]
['FOSL2'],[[1.49591805]],[[2.40582448]],[[2.38155284]],[[2.4495151]],[[2.28053216]],[[1.68040055]],[[1.56777332]],[[1.11440545]],[[1.16438047]],[[1.41780451]],[[1.07860963]],[[0.92365879]],[[1.06193209]]
['RAB7A'],[[1.5542389]],[[2.28623675]],[[2.18346462]],[[2.27335534]],[[2.34658372]],[[1.61891802]],[[1.54897633]],[[1.27310094]],[[1.36599115]],[[1.58604511]],[[1.22068567]],[[1.0273714]],[[1.23887406]]
['NT5C2'],[[1.67035887]],[[2.1938223]],[[2.30475247]],[[2.33944953]],[[2.24519395]],[[1.46108469]],[[1.44532581]],[[1.11396615]],[[1.10677023]],[[1.43206413]],[[1.06943045]],[[0.9332437]],[[1.03769423]]
['APBB1IP'],[[1.41175261]],[[2.11289498]],[[2.24340467]],[[2.2878211]],[[2.32421386]],[[1.8666337]],[[1.7953252]],[[1.34249767]],[[1.2956025]],[[1.42474321]],[[1.0953344]],[[0.95597812]],[[1.08403705]]
['RSBN1'],[[1.38591605]],[[2.25589428]],[[2.45475724]],[[2.31127569]],[[2.34293477]],[[1.32817233]],[[1.19430901]],[[0.98766703]],[[0.92542317]],[[1.09585499]],[[0.990035]],[[0.95695449]],[[1.01677092]]
['STK17B'],[[2.09488616]],[[2.14895366]],[[2.42790426]],[[2.36398882]],[[2.31863077]],[[1.51444613]],[[1.40203059]],[[1.10635557]],[[1.04672479]],[[1.404415]],[[1.06389034]],[[1.07247991]],[[1.11326683]]
['ZMPSTE24'],[[1.44558928]],[[2.01991985]],[[2.26465718]],[[2.10167163]],[[2.16446857]],[[1.34405832]],[[1.37096521]],[[1.25639922]],[[1.16737086]],[[1.42103184]],[[1.10891053]],[[1.05107631]],[[1.13411968]]
['VNN3'],[[2.26078117]],[[2.40462971]],[[2.5613066]],[[2.58827149]],[[1.89220796]],[[1.20940739]],[[1.28696639]],[[0.79149968]],[[0.7944269]],[[1.14393857]],[[0.94828548]],[[0.83744591]],[[0.79344698]]
['JAK2'],[[1.51134146]],[[2.07058313]],[[2.36004677]],[[2.2334669]],[[2.31069275]],[[1.70934401]],[[1.59940521]],[[1.25660668]],[[1.21771933]],[[1.47531335]],[[1.12531526]],[[1.12921266]],[[1.14497292]]
['SH3GLB1'],[[1.40534064]],[[2.4988906]],[[2.58236205]],[[2.54911971]],[[2.76219404]],[[1.7915843]],[[1.64836111]],[[1.30255074]],[[1.36076472]],[[1.56686877]],[[1.1992959]],[[1.0271859]],[[1.18292332]]
['GADD45B'],[[1.33917402]],[[2.20383468]],[[2.00136605]],[[2.07173014]],[[2.17364536]],[[1.25772644]],[[1.11772365]],[[1.06289907]],[[1.12244206]],[[1.36637747]],[[1.03834649]],[[1.12864356]],[[1.12658939]]
['PACSIN2'],[[1.50521932]],[[2.28578641]],[[2.24399077]],[[2.29953162]],[[2.26450654]],[[1.58350476]],[[1.49960451]],[[1.13659223]],[[1.28900996]],[[1.5298685]],[[1.17073016]],[[0.94231689]],[[1.11184784]]
['BIK'],[[1.85200508]],[[2.07253242]],[[2.42659014]],[[2.35545851]],[[2.00398948]],[[2.29865667]],[[1.91077225]],[[0.81240406]],[[1.11198379]],[[1.59269808]],[[1.21380594]],[[0.54527893]],[[1.04131799]]
['MTMR3'],[[1.77261009]],[[2.15135693]],[[2.11212979]],[[2.23117184]],[[2.144141]],[[1.57596853]],[[1.49223205]],[[1.2113776]],[[1.28394251]],[[1.48790593]],[[1.09743273]],[[1.03115679]],[[1.08787304]]
['VCPKMT'],[[1.72489953]],[[2.0789984]],[[2.54031507]],[[2.32872982]],[[1.90971586]],[[1.47462008]],[[1.80378326]],[[1.24590957]],[[0.98345898]],[[1.17066125]],[[0.96231552]],[[0.84367058]],[[0.92498999]]
['SOS2'],[[1.86826252]],[[2.49199335]],[[2.79884829]],[[2.69960209]],[[2.46746611]],[[1.84470551]],[[1.91724104]],[[1.31592751]],[[1.13449391]],[[1.42448721]],[[1.08524293]],[[0.92021084]],[[1.06714433]]
['HIF1A'],[[2.25241322]],[[2.5738809]],[[2.70557412]],[[2.77535861]],[[2.65048524]],[[1.69850052]],[[1.53679211]],[[1.25102398]],[[1.16528522]],[[1.51904723]],[[1.18556164]],[[1.14406852]],[[1.13282948]]
['DICER1'],[[1.41040367]],[[2.16575836]],[[2.35035174]],[[2.18570412]],[[2.24473413]],[[1.31807824]],[[1.36304155]],[[1.11324434]],[[1.16366632]],[[1.4481472]],[[1.12736357]],[[0.95289805]],[[1.08953286]]
['PCNX1'],[[1.90862543]],[[2.33318774]],[[2.40351342]],[[2.34484739]],[[2.23598967]],[[1.54048043]],[[1.38694642]],[[0.98583559]],[[0.91392991]],[[1.23734278]],[[0.97685029]],[[0.89148694]],[[0.94708585]]
['RNF24'],[[1.57611959]],[[2.59828376]],[[2.58876067]],[[2.65038749]],[[2.55029478]],[[2.05238933]],[[1.91811496]],[[1.4212864]],[[1.29912124]],[[1.54069332]],[[1.14504476]],[[1.01451165]],[[1.14206066]]
['HCK'],[[1.39565076]],[[2.60528801]],[[2.53203082]],[[2.64263469]],[[2.59605168]],[[2.13482608]],[[1.85203282]],[[1.43419014]],[[1.49699492]],[[1.65094983]],[[1.25111176]],[[1.11547595]],[[1.25878204]]
['VAPA'],[[1.85224747]],[[2.63430875]],[[2.84648379]],[[2.7608237]],[[2.60222543]],[[1.80464418]],[[1.71490977]],[[1.20627387]],[[1.16683253]],[[1.49317173]],[[1.09592947]],[[0.99082364]],[[1.1279065]]
['STS'],[[1.11735555]],[[2.03308068]],[[2.03467975]],[[2.07556196]],[[2.16089693]],[[1.37397404]],[[1.19942792]],[[1.04528058]],[[1.18728513]],[[1.32967066]],[[0.99602087]],[[1.13726651]],[[1.02729426]]
['RUBCNL'],[[2.08820072]],[[2.428839]],[[2.5340075]],[[2.46793569]],[[2.11427302]],[[1.22843655]],[[1.08889558]],[[0.6451276]],[[0.93272741]],[[1.40020765]],[[1.05448792]],[[0.66214691]],[[0.90995881]]
['TNFSF13B'],[[1.73655092]],[[3.12980893]],[[3.31106633]],[[3.37117466]],[[3.10391023]],[[2.34956773]],[[2.09927578]],[[1.78236046]],[[1.4032276]],[[1.60485027]],[[1.25222087]],[[1.54485437]],[[1.23025224]]
['VWA8'],[[0.92546133]],[[2.29588012]],[[2.49818032]],[[2.39644314]],[[2.43428821]],[[0.87024101]],[[0.85480386]],[[0.90923647]],[[0.85904641]],[[1.01468475]],[[0.94804574]],[[0.85540148]],[[0.91863124]]
['STK3'],[[1.21570838]],[[2.25621225]],[[2.88103428]],[[3.00358082]],[[2.7611123]],[[1.84391098]],[[1.86958117]],[[1.47947394]],[[1.29041362]],[[1.52023066]],[[1.16987166]],[[1.02617694]],[[1.21143708]]
['DENND3'],[[1.80800313]],[[2.10290165]],[[2.09901734]],[[2.19408545]],[[2.25277179]],[[1.61370224]],[[1.58392722]],[[1.17849902]],[[1.25787084]],[[1.52417091]],[[1.15881131]],[[1.04150122]],[[1.06593774]]
['JAK3'],[[1.10123579]],[[2.53076614]],[[2.52346831]],[[2.67177752]],[[2.49304374]],[[1.5855381]],[[1.39611502]],[[1.25477466]],[[1.29192807]],[[1.41153041]],[[1.08359895]],[[1.00014659]],[[1.09184556]]
['VSIR'],[[1.86594858]],[[2.41892215]],[[2.21982022]],[[2.34110982]],[[2.35302405]],[[1.62741906]],[[1.46291557]],[[1.20458146]],[[1.26403063]],[[1.5494091]],[[1.16618651]],[[1.13674987]],[[1.11886951]]
['WSB1'],[[1.78349427]],[[2.29713582]],[[2.48015826]],[[2.46797331]],[[2.28351054]],[[1.91799282]],[[1.72600806]],[[1.15606341]],[[1.0525988]],[[1.27732845]],[[1.02661584]],[[1.00709473]],[[0.99509921]]
['HIPK3'],[[1.17498876]],[[2.20229627]],[[2.3766298]],[[2.31034789]],[[2.20002982]],[[1.55929036]],[[1.61725142]],[[1.24486245]],[[1.18920763]],[[1.38868035]],[[1.0555992]],[[0.93487315]],[[1.08457623]]
['PPM1H'],[[1.57646735]],[[2.03197805]],[[1.60174006]],[[1.50732645]],[[1.81258271]],[[0.93749872]],[[1.09395692]],[[0.90534487]],[[1.18956331]],[[1.30155943]],[[0.98193301]],[[0.88675549]],[[0.93800606]]
['TBC1D30'],[[2.122553]],[[2.82574068]],[[2.8526607]],[[2.63547606]],[[2.64599824]],[[1.44876811]],[[1.26181574]],[[1.09502413]],[[1.23350571]],[[1.43839599]],[[1.41566529]],[[1.12173956]],[[1.19999526]]
['LPCAT3'],[[1.21051618]],[[2.44904615]],[[2.4727743]],[[2.52544459]],[[2.42262397]],[[1.99082762]],[[1.58527119]],[[1.34578403]],[[1.38200326]],[[1.47161665]],[[1.15413202]],[[1.07485687]],[[1.15978065]]
['NEDD9'],[[1.85812998]],[[2.33603435]],[[2.35876507]],[[2.45030975]],[[2.20746461]],[[1.20397472]],[[1.22440469]],[[1.08030421]],[[1.07763304]],[[1.42245488]],[[1.12204199]],[[1.03748444]],[[1.11770605]]
['RIPOR2'],[[1.36501641]],[[2.35718523]],[[2.3251125]],[[2.38608663]],[[2.39147504]],[[1.55283336]],[[1.50920621]],[[1.18524108]],[[1.13105389]],[[1.37626542]],[[1.02922496]],[[1.03856857]],[[1.06348884]]
['TREML2'],[[1.82887763]],[[2.97828624]],[[2.77508757]],[[2.90084895]],[[2.50739118]],[[1.86922323]],[[1.5732329]],[[1.07756966]],[[0.9851362]],[[1.47879466]],[[1.07323658]],[[1.00153731]],[[1.0736004]]
['E2F3'],[[1.65832105]],[[2.45591307]],[[2.42959797]],[[2.4938498]],[[2.51153262]],[[1.59255332]],[[1.43256555]],[[1.15703061]],[[1.26103101]],[[1.5608292]],[[1.18588575]],[[1.02065301]],[[1.17020046]]
['BTNL8'],[[1.98516213]],[[2.72887951]],[[2.558527]],[[2.50576209]],[[2.12659585]],[[1.8181118]],[[1.83720727]],[[1.19862915]],[[0.99067407]],[[1.28327803]],[[1.05987378]],[[0.95702251]],[[1.0193956]]
['ERGIC1'],[[1.75960201]],[[2.4711395]],[[2.37453833]],[[2.50787592]],[[2.49644252]],[[1.63265078]],[[1.35707103]],[[1.00324026]],[[1.15978199]],[[1.50923503]],[[1.14854513]],[[0.96051548]],[[1.13533985]]
['GBE1'],[[1.82327672]],[[2.24875837]],[[2.23250044]],[[2.25639896]],[[2.2296331]],[[1.50526063]],[[1.43266238]],[[1.12135859]],[[1.19225507]],[[1.49353879]],[[1.11718628]],[[0.89137557]],[[1.13792839]]
['FRMD4B'],[[2.65611523]],[[2.31440482]],[[2.62938387]],[[2.73293878]],[[1.96263148]],[[1.47562024]],[[1.41669249]],[[1.0954029]],[[0.90977473]],[[1.0961518]],[[0.97428615]],[[1.00155056]],[[0.91137542]]
['PECR'],[[1.63232111]],[[2.18774313]],[[2.07511454]],[[2.22653124]],[[2.15740772]],[[1.24813259]],[[1.20573509]],[[1.00984414]],[[1.04570859]],[[1.09610066]],[[0.88585012]],[[0.84488648]],[[0.90169713]]
['OTX1'],[[1.98483274]],[[2.71107598]],[[2.44237256]],[[2.5323868]],[[2.43476925]],[[2.00180441]],[[1.23219339]],[[0.74627509]],[[1.07286211]],[[1.44012346]],[[1.14507913]],[[0.7534761]],[[0.92307764]]
['ARID3A'],[[1.49490903]],[[2.11222075]],[[1.9849352]],[[2.10078449]],[[2.08221151]],[[1.5565897]],[[1.32421421]],[[1.02677321]],[[1.16183395]],[[1.41096416]],[[1.0779471]],[[0.96654522]],[[1.00402146]]
['IVNS1ABP'],[[1.95153844]],[[2.26230434]],[[2.48015067]],[[2.44759288]],[[2.28850282]],[[1.31248866]],[[1.10486518]],[[0.95687932]],[[0.99497121]],[[1.45676224]],[[1.12090683]],[[0.9059449]],[[1.07538497]]
['RGS2'],[[1.77321437]],[[2.70363153]],[[2.9211677]],[[2.97772878]],[[2.76194005]],[[2.05900813]],[[1.83902052]],[[1.03811572]],[[1.04238259]],[[1.60950854]],[[1.19044902]],[[0.91247587]],[[1.10608293]]
['CD58'],[[1.8990226]],[[2.27392367]],[[2.75140601]],[[2.61493315]],[[2.56918337]],[[1.80570313]],[[1.82920008]],[[1.35655207]],[[1.290733]],[[1.66654802]],[[1.3111005]],[[0.93039197]],[[1.25949266]]
['OSCP1'],[[1.54370081]],[[2.36963798]],[[2.4265896]],[[2.61987267]],[[2.40049271]],[[1.29144131]],[[0.8319006]],[[1.30711586]],[[1.18103603]],[[1.36459342]],[[1.02939372]],[[1.16603651]],[[1.09926775]]
['CTBS'],[[1.76274304]],[[2.2970882]],[[2.55157891]],[[2.43857819]],[[2.39497371]],[[1.81141491]],[[1.80067284]],[[1.43761947]],[[1.22336695]],[[1.53958505]],[[1.17405776]],[[1.0253825]],[[1.18738835]]
['RPS6KA1'],[[1.63653722]],[[2.35125479]],[[2.21358867]],[[2.25136657]],[[2.17842324]],[[1.61709215]],[[1.37511586]],[[1.13306927]],[[1.18712186]],[[1.43962676]],[[1.10019527]],[[1.05729453]],[[1.10920145]]
['OSBPL9'],[[1.82801397]],[[2.23675821]],[[2.42727468]],[[2.42938196]],[[2.05931946]],[[1.50278719]],[[1.34897719]],[[1.00590989]],[[0.92128925]],[[1.15689608]],[[0.92793157]],[[0.93824266]],[[0.95850765]]
['ATF6'],[[1.26738159]],[[2.31610181]],[[2.44497506]],[[2.45582989]],[[2.28256431]],[[1.60358709]],[[1.49391178]],[[1.26991782]],[[1.10689497]],[[1.25731662]],[[1.00045441]],[[0.98473668]],[[1.01223369]]
['RNF146'],[[1.55018356]],[[2.31501807]],[[2.42207479]],[[2.34875839]],[[2.38120599]],[[1.91195274]],[[1.69055027]],[[1.36162368]],[[1.2316833]],[[1.37854976]],[[1.10316487]],[[0.97423073]],[[1.11234643]]
['FBXL5'],[[1.5922469]],[[2.39341891]],[[2.73449104]],[[2.59553751]],[[2.64386735]],[[1.96629928]],[[1.95091889]],[[1.41216331]],[[1.32945566]],[[1.57086767]],[[1.17105703]],[[0.99129585]],[[1.14491297]]
['NDUFB3'],[[1.37626473]],[[2.46124134]],[[2.38253695]],[[2.61868223]],[[2.58981204]],[[1.79747317]],[[1.78723149]],[[1.46601493]],[[1.41001594]],[[1.57571397]],[[1.1443075]],[[0.98582723]],[[1.16873407]]
['TRPM6'],[[1.8699733]],[[1.87423237]],[[1.89368961]],[[1.90460988]],[[2.33230315]],[[1.23624032]],[[1.26929224]],[[0.87002613]],[[1.17285827]],[[1.72345811]],[[1.13386726]],[[1.02065601]],[[1.12825758]]
['HSDL2'],[[1.73358662]],[[2.26506065]],[[2.31197271]],[[2.28988491]],[[2.39194382]],[[1.83847989]],[[1.76919644]],[[1.27893574]],[[1.25125693]],[[1.45878085]],[[1.19099513]],[[0.94871345]],[[1.106064]]
['CSF3R'],[[1.68586276]],[[2.17615688]],[[2.1286869]],[[2.26668504]],[[2.20600678]],[[1.73691336]],[[1.61536544]],[[1.26752768]],[[1.22045281]],[[1.43696994]],[[1.12615687]],[[0.99063005]],[[1.05988729]]
['EPCAM'],[[1.0666212]],[[1.85002829]],[[2.75355675]],[[2.28102104]],[[2.71878081]],[[1.5978003]],[[0.98187887]],[[0.89538296]],[[1.28144911]],[[1.57886106]],[[1.24583736]],[[0.99650068]],[[1.50170897]]
['TEK'],[[1.52422609]],[[2.11586303]],[[2.22913282]],[[2.42030928]],[[2.08615256]],[[1.21638282]],[[1.19699675]],[[0.35710174]],[[0.85831462]],[[1.25479424]],[[1.04161195]],[[0.86754613]],[[0.85780027]]
['TSHZ3'],[[1.47021937]],[[2.00693931]],[[2.03039559]],[[2.12590562]],[[2.13655611]],[[1.62544123]],[[1.54748077]],[[1.08531911]],[[1.28871323]],[[1.6065511]],[[1.22133413]],[[0.82751166]],[[1.21206002]]
['TBC1D15'],[[1.17555004]],[[2.4291339]],[[2.65306087]],[[2.45248267]],[[2.34883347]],[[1.28446433]],[[1.20192985]],[[1.06378832]],[[1.05944967]],[[1.34430724]],[[1.07968658]],[[0.93044734]],[[1.11617201]]
['GTDC1'],[[1.60167287]],[[2.60781584]],[[2.86730973]],[[2.73749509]],[[2.47137741]],[[1.23413866]],[[1.19251824]],[[1.04143651]],[[1.03479831]],[[1.28377783]],[[1.03242934]],[[0.96182077]],[[0.98289757]]
['SPATA1'],[[1.24376184]],[[1.29797796]],[[1.81406662]],[[1.56356996]],[[1.48143292]],[[1.29144088]],[[1.26546793]],[[1.12404385]],[[0.75497986]],[[0.88107214]],[[0.52883219]],[[1.10059276]],[[0.72589857]]
['TNFAIP6'],[[3.14551522]],[[3.56020047]],[[3.64412619]],[[3.78540073]],[[2.50487711]],[[2.67798646]],[[2.42140306]],[[1.8861761]],[[0.96107569]],[[1.37635237]],[[1.01240955]],[[1.87467679]],[[0.99221942]]
['ACSL3'],[[2.30321744]],[[2.51585921]],[[2.74990301]],[[2.68538629]],[[2.41477861]],[[1.76174492]],[[1.53383918]],[[1.18299061]],[[1.08452251]],[[1.33278601]],[[1.02161568]],[[1.02257155]],[[1.07182261]]
['PREX1'],[[1.61242667]],[[2.49384052]],[[2.34008025]],[[2.38565925]],[[2.26830012]],[[1.35624351]],[[1.25737573]],[[1.03503667]],[[1.0921603]],[[1.39208522]],[[1.05488905]],[[1.00077497]],[[1.0361541]]
['TREM1'],[[2.05342314]],[[2.46924184]],[[2.3793319]],[[2.57388148]],[[2.32707247]],[[1.68322358]],[[1.63553055]],[[1.27109559]],[[1.28183957]],[[1.58881637]],[[1.23995044]],[[0.98188966]],[[1.13317487]]
['FFAR2'],[[0.90622356]],[[2.57310096]],[[2.44949528]],[[2.5231754]],[[2.81880113]],[[2.2431939]],[[2.19973456]],[[1.86725131]],[[1.70363898]],[[1.87823745]],[[1.45551147]],[[1.51163252]],[[1.47326707]]
['HNRNPH2'],[[1.36962787]],[[2.19798412]],[[2.20480172]],[[2.23580472]],[[2.27444291]],[[1.75949452]],[[1.44707039]],[[1.26103366]],[[1.19305724]],[[1.41557335]],[[1.14896026]],[[0.99477403]],[[1.13254301]]
['KDM4B'],[[1.6847649]],[[2.16314248]],[[2.01811526]],[[2.08777643]],[[2.03412823]],[[1.44181437]],[[1.38167341]],[[1.152808]],[[1.18469097]],[[1.42595765]],[[1.07836519]],[[0.94370428]],[[1.05579123]]
['HIP1'],[[1.89692711]],[[2.14754799]],[[2.08647197]],[[2.26919368]],[[1.97188833]],[[1.55828471]],[[1.58414608]],[[1.17095438]],[[0.99704926]],[[1.09865011]],[[0.73159205]],[[1.07585053]],[[0.6026614]]
['STEAP4'],[[1.60618106]],[[2.48767934]],[[2.60484105]],[[2.53341876]],[[2.77834242]],[[1.83169348]],[[2.03116852]],[[1.50536177]],[[1.59698818]],[[1.95614995]],[[1.45220634]],[[0.86934153]],[[1.38540397]]
['APOBEC3A'],[[1.99852474]],[[2.50055145]],[[2.47135088]],[[2.61670777]],[[2.57393681]],[[1.73426315]],[[1.79042798]],[[1.33741945]],[[1.39535917]],[[1.67881034]],[[1.26021069]],[[1.27599044]],[[1.22089043]]
['ADCY4'],[[1.78712892]],[[1.82814399]],[[1.73823104]],[[1.85025835]],[[1.81630489]],[[1.0976669]],[[1.17075566]],[[1.0316856]],[[1.15408857]],[[1.2297397]],[[1.00441725]],[[0.99274803]],[[1.00697297]]
