['FGR'],[[1.30826946]],[[2.05426296]],[[2.0052029]],[[2.16074752]],[[2.17966835]],[[1.96003734]],[[1.84908425]],[[1.28289097]],[[1.40760422]],[[1.64690989]],[[1.25550106]],[[1.08352695]],[[1.25084488]]
['TIMP2'],[[1.74091979]],[[2.15846508]],[[1.99481105]],[[2.08577491]],[[2.23160083]],[[1.74345501]],[[1.62257029]],[[1.34401634]],[[1.50490839]],[[1.72176241]],[[1.24187157]],[[1.16467079]],[[1.21884655]]
['CAPG'],[[1.47701629]],[[1.87090676]],[[1.74504614]],[[1.9182542]],[[1.97388499]],[[1.74116961]],[[1.60139649]],[[1.41296763]],[[1.47740067]],[[1.63194166]],[[1.16029317]],[[1.17293428]],[[1.23618063]]
['PHKA2'],[[1.43859349]],[[1.57790448]],[[1.56701861]],[[1.60675397]],[[1.71124165]],[[1.40813554]],[[1.38863644]],[[1.12428106]],[[1.14965624]],[[1.28301978]],[[1.03782079]],[[0.9546101]],[[1.01100712]]
['WWC3'],[[1.23274975]],[[1.85069725]],[[1.7835574]],[[1.88393094]],[[1.82909616]],[[1.21233727]],[[1.25763246]],[[1.10289775]],[[1.46572185]],[[1.68694131]],[[1.15640298]],[[1.0383363]],[[1.12005166]]
['HEBP2'],[[1.53171726]],[[1.81235442]],[[1.91327806]],[[1.89097192]],[[1.83373123]],[[1.32225695]],[[1.50061352]],[[1.07059891]],[[1.03199578]],[[1.24642122]],[[0.93511061]],[[0.93112177]],[[0.96094403]]
['PPP1R12A'],[[1.5831959]],[[2.01629767]],[[2.15704431]],[[2.13003051]],[[2.01785575]],[[1.58783152]],[[1.58560892]],[[1.17782513]],[[1.08041967]],[[1.30174409]],[[1.05556297]],[[0.96552884]],[[1.04699165]]
['TBXAS1'],[[1.70262606]],[[2.31244759]],[[2.26413984]],[[2.32029826]],[[2.13456762]],[[1.62283989]],[[1.58065423]],[[1.29670886]],[[1.3035637]],[[1.56751403]],[[1.19806706]],[[1.06638929]],[[1.16375098]]
['LPAR2'],[[1.74867503]],[[1.96322557]],[[1.91238648]],[[2.05736818]],[[2.20755564]],[[1.33289049]],[[1.75096872]],[[1.33189331]],[[1.46921552]],[[1.77676106]],[[1.21701892]],[[0.99161798]],[[1.27776125]]
['CNN2'],[[1.40437637]],[[1.8888766]],[[1.7361488]],[[1.84790328]],[[1.72444769]],[[1.61396258]],[[1.34302348]],[[1.10820387]],[[1.02745117]],[[1.28137412]],[[0.93781129]],[[1.05701533]],[[0.94650028]]
['FAR2'],[[1.27845708]],[[1.86958398]],[[2.02979924]],[[1.98951274]],[[1.99895667]],[[1.44011918]],[[1.7407009]],[[1.42625464]],[[1.27461739]],[[1.47685108]],[[1.09476622]],[[1.17952846]],[[1.13687009]]
['GNAI3'],[[1.36892848]],[[1.67198235]],[[1.87800605]],[[1.80424181]],[[1.7774941]],[[1.4660299]],[[1.67253374]],[[1.31292041]],[[1.12657166]],[[1.33093594]],[[1.0951677]],[[0.9640039]],[[1.06794523]]
['OAT'],[[1.87171255]],[[2.43140803]],[[2.31964846]],[[2.37817331]],[[2.01879234]],[[2.05554635]],[[1.82441437]],[[1.35765289]],[[1.43227156]],[[1.5846956]],[[1.05284007]],[[0.98080309]],[[1.1041636]]
['PYGM'],[[1.28509452]],[[1.56374459]],[[1.61063684]],[[1.76545365]],[[1.53088488]],[[1.2062636]],[[1.67000922]],[[1.1804093]],[[1.26516599]],[[1.23072255]],[[0.96431235]],[[0.89121228]],[[0.91059932]]
['NEDD4'],[[0.98330541]],[[1.6571793]],[[1.93894759]],[[2.04359615]],[[1.96404989]],[[1.46294345]],[[1.39115142]],[[1.00673946]],[[1.06688396]],[[1.11954941]],[[0.90510574]],[[0.89133995]],[[0.9479738]]
['CLTCL1'],[[2.28924591]],[[1.78965492]],[[1.72351913]],[[1.76417315]],[[1.9082445]],[[1.33410585]],[[1.38861346]],[[1.17273997]],[[1.4600539]],[[1.52838129]],[[1.19799516]],[[1.09006271]],[[1.10908138]]
['WIPI1'],[[2.04691875]],[[1.9179067]],[[1.75120476]],[[1.98126103]],[[2.06271031]],[[1.67250365]],[[1.33209816]],[[1.15110002]],[[1.69142431]],[[2.02783954]],[[1.45378198]],[[1.18759659]],[[1.3974853]]
['NDST1'],[[2.33267539]],[[1.87433463]],[[1.67458352]],[[1.78157279]],[[1.81961935]],[[1.31168679]],[[1.03558099]],[[0.97192386]],[[1.21642703]],[[1.59902284]],[[1.1117367]],[[1.12706819]],[[1.07247476]]
['ST6GALNAC2'],[[1.88592694]],[[2.14854346]],[[1.86816961]],[[2.05563336]],[[1.88437808]],[[1.38350501]],[[1.33537557]],[[1.14011118]],[[1.04920187]],[[1.55900701]],[[1.11216488]],[[0.95733783]],[[1.1162147]]
['CYBRD1'],[[0.92032792]],[[1.66370829]],[[1.82452083]],[[1.67312193]],[[2.0931262]],[[1.16847517]],[[1.11635591]],[[1.17372125]],[[1.56263289]],[[1.88533206]],[[1.41246933]],[[0.95935117]],[[1.36779763]]
['ACTN1'],[[1.57740225]],[[2.01205226]],[[1.9340293]],[[2.06623367]],[[1.98881401]],[[1.73116362]],[[1.5150939]],[[1.28065544]],[[1.45768756]],[[1.65241552]],[[1.21103677]],[[1.02524862]],[[1.1484144]]
['P4HA2'],[[1.23392252]],[[2.26313631]],[[1.67269896]],[[2.00992827]],[[1.85140949]],[[2.04750237]],[[2.0101877]],[[1.75305047]],[[1.72874106]],[[1.43823621]],[[0.99055533]],[[1.11820713]],[[0.95907175]]
['TMEM38A'],[[1.77079361]],[[1.75778276]],[[1.65234885]],[[1.59300339]],[[1.89858044]],[[1.10981484]],[[1.01350719]],[[0.95817761]],[[1.45301097]],[[1.50422569]],[[0.93761282]],[[1.0540787]],[[1.0050199]]
['PANX2'],[[2.05570194]],[[2.28499636]],[[2.10632902]],[[2.23855372]],[[1.92860481]],[[1.50101985]],[[1.32721929]],[[1.12969071]],[[1.12956883]],[[1.51682339]],[[1.09583026]],[[0.92103708]],[[1.05190202]]
['EIF4G3'],[[1.34417201]],[[1.61964009]],[[1.62074032]],[[1.68196732]],[[1.85793869]],[[1.23428367]],[[1.21288546]],[[1.07502702]],[[1.22282755]],[[1.46640204]],[[1.09841857]],[[1.0818667]],[[1.08156203]]
['SLC25A40'],[[1.40973308]],[[1.95403327]],[[2.24102382]],[[2.09276769]],[[2.10895853]],[[1.74858588]],[[1.61115931]],[[1.16605496]],[[1.2305299]],[[1.43453379]],[[1.13475915]],[[1.02597388]],[[1.0972591]]
['PLD1'],[[1.61968003]],[[1.84033013]],[[1.85999907]],[[1.82766433]],[[1.92398678]],[[1.37380882]],[[1.44917971]],[[1.08163002]],[[1.17200238]],[[1.34440079]],[[1.05715357]],[[1.00836578]],[[1.01925746]]
['STXBP2'],[[1.52595917]],[[1.93603858]],[[1.76914904]],[[1.93169026]],[[1.85005866]],[[1.71247743]],[[1.67469224]],[[1.42826281]],[[1.48530442]],[[1.63074221]],[[1.14019672]],[[1.13062757]],[[1.17031375]]
['DGKD'],[[1.54095967]],[[1.70990327]],[[1.61307528]],[[1.69641737]],[[1.55715603]],[[1.24328391]],[[1.19790267]],[[0.98243462]],[[1.08411885]],[[1.19708434]],[[1.02237347]],[[0.99001789]],[[0.97257895]]
['ACER3'],[[0.87975528]],[[1.50174327]],[[1.80517638]],[[1.66757539]],[[1.83857445]],[[1.66394581]],[[1.80492272]],[[1.34138402]],[[1.48431922]],[[1.45560405]],[[1.08704817]],[[1.0896775]],[[1.0999676]]
['NRDC'],[[1.59840062]],[[2.05331716]],[[2.18190627]],[[2.25004381]],[[2.15759311]],[[1.54998046]],[[1.59900074]],[[1.28512317]],[[1.36218535]],[[1.6035031]],[[1.1424067]],[[1.00732102]],[[1.13300204]]
['PGM1'],[[1.94269642]],[[2.1871405]],[[1.99095836]],[[2.0440448]],[[1.94500381]],[[1.76196618]],[[1.44132472]],[[1.11161156]],[[1.10061126]],[[1.34427749]],[[1.0729016]],[[0.99315758]],[[1.04232627]]
['PLOD1'],[[1.5315675]],[[1.88739158]],[[1.72945521]],[[1.78723856]],[[2.18255042]],[[1.18974546]],[[1.10731468]],[[1.06895158]],[[1.46279623]],[[1.771479]],[[1.36833695]],[[1.03365848]],[[1.33787711]]
['SSH1'],[[1.34766361]],[[1.94898504]],[[1.91767202]],[[1.96490605]],[[1.94597509]],[[1.75846147]],[[1.51032183]],[[1.17861622]],[[1.23435857]],[[1.36002634]],[[1.08030098]],[[0.9826868]],[[1.10324857]]
['APLP2'],[[1.43187161]],[[1.6089922]],[[1.51012411]],[[1.58746529]],[[1.77957173]],[[1.50577611]],[[1.44572861]],[[1.25446055]],[[1.32973182]],[[1.55434521]],[[1.11979571]],[[1.01510578]],[[1.11484909]]
['CD82'],[[1.45685768]],[[1.51801384]],[[1.43371009]],[[1.56685319]],[[1.9446039]],[[1.80973577]],[[1.31956313]],[[1.17306441]],[[1.45661551]],[[1.58912048]],[[1.2437705]],[[1.02579219]],[[1.20997851]]
['SNX10'],[[1.43248024]],[[1.97186029]],[[2.26437343]],[[2.2347213]],[[2.26644637]],[[1.83611357]],[[1.8687935]],[[1.41571334]],[[1.334388]],[[1.59977654]],[[1.23013182]],[[1.01541724]],[[1.19543779]]
['LAT2'],[[1.53810997]],[[2.07026415]],[[1.94939434]],[[2.06645138]],[[2.12642472]],[[1.50375185]],[[1.35330353]],[[1.07292343]],[[1.30360394]],[[1.57904446]],[[1.14349621]],[[1.04981773]],[[1.1254949]]
['TRIP6'],[[1.02459176]],[[1.73810917]],[[1.72610373]],[[1.67560237]],[[1.78646708]],[[1.43586932]],[[1.30704354]],[[1.12261339]],[[1.11186606]],[[1.26151871]],[[0.97811698]],[[0.88131548]],[[1.01119508]]
['LPCAT2'],[[1.81427782]],[[2.02837645]],[[2.21176148]],[[2.163413]],[[2.13563125]],[[2.13219442]],[[2.05671925]],[[1.48332197]],[[1.27437103]],[[1.58715809]],[[1.13328381]],[[1.23563466]],[[1.18208435]]
['RFX2'],[[1.04132278]],[[2.03030944]],[[2.09757154]],[[2.35545811]],[[1.94747448]],[[2.10553718]],[[2.26729433]],[[1.6748184]],[[1.40882173]],[[1.44142754]],[[1.09235281]],[[0.77369487]],[[1.0976935]]
['NSFL1C'],[[1.7540689]],[[1.86999866]],[[1.85151457]],[[1.90883606]],[[1.89585483]],[[1.2603558]],[[1.28177097]],[[1.11318685]],[[1.17792346]],[[1.35444172]],[[1.07087311]],[[1.01645257]],[[1.03366982]]
['PXN'],[[1.4939109]],[[2.02295314]],[[1.91776943]],[[2.03893229]],[[1.86964075]],[[1.69012694]],[[1.48827817]],[[1.17288281]],[[1.11278397]],[[1.35785144]],[[1.05917235]],[[1.06758669]],[[1.03825529]]
['GMIP'],[[1.62834812]],[[1.86650831]],[[1.75295466]],[[1.89289574]],[[1.84029817]],[[1.48185895]],[[1.48147111]],[[1.20234226]],[[1.21557258]],[[1.45384475]],[[1.0730867]],[[0.99266438]],[[1.07581724]]
['MAEA'],[[1.72197203]],[[1.81708331]],[[1.81452697]],[[1.86246121]],[[1.80891493]],[[1.31632775]],[[1.35316539]],[[1.04286343]],[[1.06744534]],[[1.34766103]],[[1.05166333]],[[0.83197761]],[[1.01065711]]
['OSBPL8'],[[1.48484837]],[[1.64087611]],[[1.88330244]],[[1.78931311]],[[2.17466899]],[[1.49611153]],[[1.68906169]],[[1.25962169]],[[1.3633423]],[[1.64210482]],[[1.35102232]],[[0.92936715]],[[1.25134667]]
['CMTM6'],[[1.62179972]],[[2.20339265]],[[2.46638145]],[[2.31606885]],[[2.45818846]],[[1.83913311]],[[1.84957665]],[[1.40527557]],[[1.35379255]],[[1.66287675]],[[1.278647]],[[1.0544022]],[[1.26397567]]
['PPP2R3C'],[[1.73748787]],[[2.05464703]],[[2.3519607]],[[2.19226263]],[[2.22642753]],[[1.55334332]],[[1.71213738]],[[1.3639836]],[[1.21002413]],[[1.52802621]],[[1.18129338]],[[1.08299004]],[[1.1496441]]
['UNC13D'],[[1.47413203]],[[1.68199085]],[[1.55277106]],[[1.63782118]],[[1.70242002]],[[1.26025336]],[[1.27295667]],[[1.10895948]],[[1.25189704]],[[1.44519056]],[[1.12723111]],[[1.010776]],[[1.07619903]]
['LRRFIP2'],[[1.25816524]],[[2.00231122]],[[2.18353294]],[[2.12597702]],[[2.05966525]],[[1.55104817]],[[1.4640874]],[[1.21514928]],[[1.25851446]],[[1.43713168]],[[1.12926004]],[[1.08920218]],[[1.11033189]]
['NANS'],[[0.86945483]],[[1.95571703]],[[1.78552395]],[[1.82651429]],[[1.89349411]],[[1.4345365]],[[1.22681298]],[[1.06501743]],[[1.12142577]],[[1.30337223]],[[0.97667143]],[[0.99916331]],[[1.04432346]]
['GTPBP1'],[[1.70070992]],[[2.34283717]],[[2.31226896]],[[2.48438487]],[[2.11576908]],[[1.42560729]],[[1.24805512]],[[1.10599324]],[[1.29650866]],[[1.49843574]],[[1.09461692]],[[1.18879102]],[[1.11172472]]
['TOM1'],[[1.41154544]],[[1.72089174]],[[1.65715681]],[[1.78712045]],[[1.8256729]],[[1.47241477]],[[1.23962085]],[[1.03050924]],[[1.21383632]],[[1.43486495]],[[1.06403516]],[[1.00416703]],[[1.07024936]]
['THOC5'],[[1.17602266]],[[1.91368082]],[[1.82490753]],[[1.93058978]],[[1.81230742]],[[1.58814911]],[[1.48480482]],[[1.23455102]],[[1.19039102]],[[1.2881445]],[[1.01639493]],[[0.90536795]],[[0.99724902]]
['CSF2RB'],[[1.27369387]],[[2.18892801]],[[2.13993449]],[[2.2162112]],[[2.16073307]],[[1.6742482]],[[1.6037949]],[[1.27951759]],[[1.27622457]],[[1.59845085]],[[1.20350004]],[[1.0984043]],[[1.1782408]]
['PRMT5'],[[1.2921915]],[[2.24183671]],[[2.10043068]],[[2.20619581]],[[1.6555447]],[[1.73531428]],[[1.89749924]],[[1.43778011]],[[1.16252744]],[[1.22965143]],[[1.06061502]],[[1.09525734]],[[1.02767155]]
['RIN3'],[[1.86743994]],[[1.94278761]],[[1.80955043]],[[1.92217865]],[[1.85555208]],[[1.46743684]],[[1.28044308]],[[1.08128523]],[[1.15244674]],[[1.31402596]],[[1.07165938]],[[1.08163458]],[[1.04519127]]
['C20orf24'],[[1.61215428]],[[1.93473709]],[[1.65147613]],[[2.01330857]],[[2.00597093]],[[1.73672882]],[[1.45264021]],[[1.29691782]],[[1.33593643]],[[1.62563643]],[[1.20433947]],[[1.15579005]],[[1.19548224]]
['TPD52L2'],[[1.74536616]],[[1.71156661]],[[1.66455211]],[[1.74241124]],[[1.77194521]],[[1.49940588]],[[1.38723765]],[[1.15098495]],[[1.26246712]],[[1.53112569]],[[1.1435577]],[[1.02606275]],[[1.11623947]]
['DNAJC5'],[[1.50536322]],[[1.61485408]],[[1.57055411]],[[1.68505953]],[[1.68430805]],[[1.48454483]],[[1.35796807]],[[1.13606904]],[[1.17021411]],[[1.40343956]],[[1.04218036]],[[0.98174988]],[[1.07695655]]
['RASSF2'],[[1.76284499]],[[1.97508794]],[[1.90802682]],[[2.00718409]],[[2.08621271]],[[1.56562272]],[[1.56319774]],[[1.24178523]],[[1.28564479]],[[1.60521189]],[[1.19903148]],[[0.98359297]],[[1.17799541]]
['SIRPB1'],[[1.8216192]],[[1.98623685]],[[1.9316123]],[[1.98836923]],[[1.97401238]],[[1.83453775]],[[1.73889231]],[[1.36349774]],[[1.23004078]],[[1.45953734]],[[1.15586015]],[[1.04103117]],[[1.06300475]]
['DNTTIP1'],[[1.74857042]],[[2.05626266]],[[1.90861556]],[[2.11363073]],[[2.053787]],[[1.70213189]],[[1.49944034]],[[1.24996872]],[[1.31546433]],[[1.63052122]],[[1.20269445]],[[1.2033778]],[[1.12075502]]
['ZNF516'],[[1.78848688]],[[1.6222744]],[[1.60263695]],[[1.67729699]],[[1.77224127]],[[1.52929566]],[[1.51849465]],[[1.14539604]],[[1.33467679]],[[1.50850952]],[[1.14561085]],[[0.92429488]],[[1.08909251]]
['PLP2'],[[1.64926233]],[[1.80644928]],[[1.58515479]],[[1.7722191]],[[1.85940229]],[[2.03880777]],[[1.6950149]],[[1.37937202]],[[1.39021855]],[[1.51747884]],[[1.13062628]],[[1.09697786]],[[1.1073721]]
['KCND1'],[[1.5942953]],[[1.976471]],[[1.83103629]],[[2.12553418]],[[1.73067643]],[[1.06552405]],[[1.29289604]],[[1.11300498]],[[1.12718593]],[[1.29464048]],[[0.87766231]],[[1.04630665]],[[0.93781921]]
['PGK1'],[[1.38697281]],[[1.88044162]],[[1.80654149]],[[1.94901934]],[[2.05122839]],[[1.82477459]],[[1.57889052]],[[1.30506517]],[[1.3416211]],[[1.52083397]],[[1.20560057]],[[1.07581814]],[[1.18831861]]
['RP2'],[[1.59008296]],[[2.24286779]],[[2.34388138]],[[2.35848171]],[[2.35672147]],[[1.833498]],[[1.8518338]],[[1.43604947]],[[1.40703406]],[[1.615262]],[[1.21542438]],[[1.19187174]],[[1.21362466]]
['DNAJC3'],[[1.70086004]],[[1.75177119]],[[1.86377904]],[[1.84852151]],[[2.0281773]],[[1.86575829]],[[1.79191325]],[[1.31970539]],[[1.23871962]],[[1.48130377]],[[1.16444367]],[[0.93295638]],[[1.12761688]]
['MGRN1'],[[1.7617964]],[[1.99025925]],[[1.86075765]],[[1.90355204]],[[1.83570529]],[[1.41279989]],[[1.19306814]],[[1.04986399]],[[1.13609049]],[[1.45532519]],[[1.11565675]],[[1.02703891]],[[1.09182742]]
['MAPK3'],[[1.65403167]],[[1.84338548]],[[1.62761802]],[[1.77096444]],[[1.77013461]],[[1.68709672]],[[1.53011522]],[[1.24239602]],[[1.29467314]],[[1.51244388]],[[1.10104225]],[[1.06800719]],[[1.05514256]]
['GDPD3'],[[1.2928065]],[[1.6283832]],[[1.45044088]],[[1.63755443]],[[1.45153608]],[[1.06096166]],[[1.5593571]],[[1.15505332]],[[1.13563039]],[[1.2606842]],[[0.858569]],[[0.89308296]],[[0.87879928]]
['NECAB2'],[[1.96933508]],[[1.98669124]],[[1.45609486]],[[1.46950393]],[[1.55950446]],[[1.14565748]],[[1.17335675]],[[1.08488518]],[[1.47872954]],[[1.37972751]],[[0.97765411]],[[0.59010101]],[[0.97478721]]
['MEFV'],[[1.43356204]],[[2.00636651]],[[1.96523722]],[[2.04087292]],[[2.00460565]],[[1.62822096]],[[1.65458796]],[[1.30936369]],[[1.32317156]],[[1.64417276]],[[1.21917248]],[[1.17853977]],[[1.22652136]]
['ZNF106'],[[1.52393181]],[[1.77624906]],[[1.78106956]],[[1.83112477]],[[1.93061609]],[[1.67139754]],[[1.70793147]],[[1.30414021]],[[1.21859305]],[[1.40802302]],[[1.11633726]],[[0.99634196]],[[1.08930713]]
['CPQ'],[[1.77776252]],[[2.0835526]],[[2.07735811]],[[2.02522295]],[[1.9497549]],[[1.39298282]],[[1.52302944]],[[1.30318521]],[[1.314485]],[[1.52368428]],[[1.20233947]],[[0.96536247]],[[1.19219829]]
['TRPS1'],[[1.12855889]],[[1.65118506]],[[1.95234216]],[[1.99243436]],[[1.80612186]],[[1.51203246]],[[1.3225775]],[[1.09047551]],[[1.12815806]],[[1.22608128]],[[1.0133039]],[[0.94343584]],[[1.00393166]]
['ASAH1'],[[1.5455084]],[[1.87928244]],[[1.9910362]],[[1.92780095]],[[2.14094636]],[[1.5770105]],[[1.57232514]],[[1.29200422]],[[1.54284036]],[[1.82092544]],[[1.38345071]],[[1.00701361]],[[1.32867782]]
['FCGRT'],[[1.50670124]],[[1.72356321]],[[1.57850423]],[[1.65750085]],[[1.72732957]],[[1.34337512]],[[1.31878655]],[[1.14531613]],[[1.2471834]],[[1.48809599]],[[1.12801242]],[[1.0296409]],[[1.09575963]]
['RAB3D'],[[1.68406591]],[[2.08687288]],[[2.01080285]],[[2.08900141]],[[2.22905171]],[[1.68360003]],[[1.60538237]],[[1.23707979]],[[1.36857013]],[[1.64765743]],[[1.23077022]],[[1.04723051]],[[1.20109899]]
['PLPPR2'],[[1.78758695]],[[2.03775599]],[[1.83995144]],[[1.98232457]],[[2.04007081]],[[1.49822857]],[[1.29615459]],[[1.09769926]],[[1.3130449]],[[1.67541404]],[[1.25851644]],[[1.04757807]],[[1.14639343]]
['MOSPD3'],[[0.86464506]],[[0.95812843]],[[0.62949778]],[[0.7538279]],[[1.95447266]],[[1.14621927]],[[0.73863471]],[[1.20828886]],[[1.53135872]],[[1.67895628]],[[1.26283048]],[[1.16603641]],[[1.3409388]]
['IMPDH1'],[[1.69783707]],[[2.10003545]],[[1.95850341]],[[2.04402857]],[[2.22029616]],[[1.93087133]],[[1.74619797]],[[1.42753631]],[[1.47396562]],[[1.64485481]],[[1.20955139]],[[1.02045023]],[[1.19686815]]
['UBE2R2'],[[1.27250491]],[[2.01577325]],[[2.00691069]],[[2.08374278]],[[2.03890995]],[[1.79119641]],[[1.69622019]],[[1.31544664]],[[1.37096182]],[[1.5732569]],[[1.13307737]],[[0.95128565]],[[1.08975195]]
['MAP3K8'],[[1.32175317]],[[1.59179439]],[[1.55526337]],[[1.66094665]],[[1.87080549]],[[1.4501789]],[[1.42658805]],[[1.16868447]],[[1.23035814]],[[1.24770222]],[[1.13472677]],[[1.02514297]],[[1.04288149]]
['P2RX1'],[[1.7710823]],[[1.66999306]],[[1.63253849]],[[1.61979585]],[[2.90646308]],[[1.17220515]],[[1.03032569]],[[1.01599313]],[[2.30701483]],[[2.61948083]],[[1.99648832]],[[1.13983079]],[[2.01955131]]
['GALK1'],[[1.00346389]],[[1.72265651]],[[1.45717495]],[[1.50844404]],[[1.957438]],[[1.5757627]],[[1.40807677]],[[1.18802478]],[[1.52468967]],[[1.53227873]],[[1.16223993]],[[1.16341192]],[[1.16430426]]
['DUSP3'],[[0.76841015]],[[1.84388293]],[[1.83112824]],[[1.7042548]],[[1.7514949]],[[1.49693745]],[[1.43907787]],[[1.36898063]],[[1.40453227]],[[1.49633497]],[[1.05564639]],[[1.15090293]],[[1.02137113]]
['PRKAR1A'],[[1.50794221]],[[1.93077353]],[[2.03425867]],[[1.994751]],[[2.00825979]],[[1.62205358]],[[1.56977155]],[[1.23794226]],[[1.24354984]],[[1.51748601]],[[1.19047648]],[[0.95436559]],[[1.15281068]]
['CHIC2'],[[1.48066625]],[[1.86198619]],[[1.90226486]],[[1.88336775]],[[1.96606777]],[[1.30655115]],[[1.33997533]],[[1.03553931]],[[1.13414052]],[[1.36975429]],[[0.99491782]],[[0.93098762]],[[1.04699361]]
['UBE2D3'],[[1.21623316]],[[1.76436904]],[[2.05032214]],[[1.91997633]],[[1.90856196]],[[1.37219829]],[[1.45705803]],[[1.23090144]],[[1.40834581]],[[1.72415537]],[[1.15327656]],[[1.09293889]],[[1.19287779]]
['GALNT7'],[[1.45920983]],[[1.57600624]],[[1.74938808]],[[1.75971717]],[[1.66119496]],[[1.23877689]],[[1.56939386]],[[1.1895697]],[[1.0931542]],[[1.33522515]],[[1.04579177]],[[0.93667382]],[[1.01106947]]
['HTATIP2'],[[1.54370077]],[[1.79082547]],[[1.82783853]],[[1.84667302]],[[1.820698]],[[1.49011395]],[[1.49772841]],[[1.34328574]],[[1.22902198]],[[1.44011108]],[[1.06234945]],[[0.96366698]],[[1.07400436]]
['MS4A6A'],[[0.92971457]],[[1.75829433]],[[1.8824805]],[[1.89622194]],[[2.35824678]],[[1.76251347]],[[1.75527801]],[[1.33206759]],[[1.63858305]],[[1.77945805]],[[1.44905702]],[[1.24613226]],[[1.35455167]]
['RNF141'],[[1.39276198]],[[1.85789598]],[[2.01593386]],[[2.05444351]],[[2.20046762]],[[2.19722854]],[[1.69437372]],[[1.25828115]],[[1.20833698]],[[1.61632385]],[[1.232757]],[[0.90662931]],[[1.22499158]]
['CBL'],[[1.34460986]],[[1.77944233]],[[1.83612978]],[[1.86400424]],[[1.75007955]],[[1.5287974]],[[1.63283048]],[[1.19421436]],[[1.11701697]],[[1.3101064]],[[1.05711584]],[[0.96771557]],[[1.0155837]]
['NECTIN1'],[[1.91701621]],[[1.44854393]],[[1.34861488]],[[1.2728151]],[[1.48423757]],[[1.05573515]],[[1.04157845]],[[0.8135781]],[[1.0534759]],[[1.30592251]],[[1.11775876]],[[0.88697378]],[[1.09924887]]
['TCIRG1'],[[1.62836444]],[[1.81029518]],[[1.66001704]],[[1.78635887]],[[1.95108327]],[[1.22877382]],[[1.29620172]],[[1.12931126]],[[1.36268399]],[[1.6834681]],[[1.21479096]],[[1.08218008]],[[1.22242978]]
